,ACAD
2004-09-08,7.389999866485596
2004-09-09,7.389999866485596
2004-09-10,7.409999847412109
2004-09-13,7.760000228881836
2004-09-14,7.760000228881836
2004-09-15,7.949999809265137
2004-09-16,7.710000038146973
2004-09-17,7.75
2004-09-20,7.489999771118164
2004-09-21,7.25
2004-09-22,7.090000152587891
2004-09-23,7.25
2004-09-24,7.0
2004-09-27,7.199999809265137
2004-09-28,7.230000019073486
2004-09-29,7.800000190734863
2004-09-30,7.800000190734863
2004-10-01,7.800000190734863
2004-10-04,7.849999904632568
2004-10-05,7.800000190734863
2004-10-06,7.800000190734863
2004-10-07,7.800000190734863
2004-10-08,7.650000095367432
2004-10-11,7.630000114440918
2004-10-12,7.659999847412109
2004-10-13,7.670000076293945
2004-10-14,7.75
2004-10-15,7.730000019073486
2004-10-18,7.46999979019165
2004-10-19,7.429999828338623
2004-10-20,7.539999961853027
2004-10-21,7.550000190734863
2004-10-22,7.110000133514404
2004-10-25,7.0
2004-10-26,6.900000095367432
2004-10-27,7.639999866485596
2004-10-28,7.630000114440918
2004-10-29,7.630000114440918
2004-11-01,7.590000152587891
2004-11-02,7.360000133514404
2004-11-03,7.230000019073486
2004-11-04,7.199999809265137
2004-11-05,7.190000057220459
2004-11-08,7.389999866485596
2004-11-09,7.400000095367432
2004-11-10,7.349999904632568
2004-11-11,7.099999904632568
2004-11-12,7.090000152587891
2004-11-15,7.079999923706055
2004-11-16,7.199999809265137
2004-11-17,7.130000114440918
2004-11-18,7.070000171661377
2004-11-19,6.679999828338623
2004-11-22,6.670000076293945
2004-11-23,6.610000133514404
2004-11-24,6.679999828338623
2004-11-26,6.809999942779541
2004-11-29,6.820000171661377
2004-11-30,6.78000020980835
2004-12-01,6.690000057220459
2004-12-02,6.809999942779541
2004-12-03,6.800000190734863
2004-12-06,6.789999961853027
2004-12-07,6.800000190734863
2004-12-08,6.829999923706055
2004-12-09,6.820000171661377
2004-12-10,6.800000190734863
2004-12-13,6.989999771118164
2004-12-14,7.039999961853027
2004-12-15,6.900000095367432
2004-12-16,6.809999942779541
2004-12-17,6.809999942779541
2004-12-20,6.71999979019165
2004-12-21,6.929999828338623
2004-12-22,6.900000095367432
2004-12-23,6.309999942779541
2004-12-27,6.170000076293945
2004-12-28,5.900000095367432
2004-12-29,6.130000114440918
2004-12-30,6.059999942779541
2004-12-31,6.769999980926514
2005-01-03,6.389999866485596
2005-01-04,6.28000020980835
2005-01-05,6.260000228881836
2005-01-06,6.340000152587891
2005-01-07,6.5
2005-01-10,6.429999828338623
2005-01-11,7.019999980926514
2005-01-12,7.420000076293945
2005-01-13,7.199999809265137
2005-01-14,7.059999942779541
2005-01-18,6.800000190734863
2005-01-19,6.619999885559082
2005-01-20,6.650000095367432
2005-01-21,6.639999866485596
2005-01-24,6.420000076293945
2005-01-25,6.559999942779541
2005-01-26,6.739999771118164
2005-01-27,7.0
2005-01-28,6.960000038146973
2005-01-31,7.070000171661377
2005-02-01,7.150000095367432
2005-02-02,7.349999904632568
2005-02-03,7.449999809265137
2005-02-04,7.340000152587891
2005-02-07,7.5
2005-02-08,8.069999694824219
2005-02-09,8.289999961853027
2005-02-10,8.029999732971191
2005-02-11,8.180000305175781
2005-02-14,8.1899995803833
2005-02-15,8.079999923706055
2005-02-16,8.109999656677246
2005-02-17,8.050000190734863
2005-02-18,7.639999866485596
2005-02-22,7.800000190734863
2005-02-23,7.75
2005-02-24,7.610000133514404
2005-02-25,7.639999866485596
2005-02-28,7.519999980926514
2005-03-01,7.730000019073486
2005-03-02,7.550000190734863
2005-03-03,7.53000020980835
2005-03-04,7.210000038146973
2005-03-07,7.050000190734863
2005-03-08,7.150000095367432
2005-03-09,7.170000076293945
2005-03-10,6.949999809265137
2005-03-11,7.010000228881836
2005-03-14,7.090000152587891
2005-03-15,7.110000133514404
2005-03-16,7.179999828338623
2005-03-17,7.170000076293945
2005-03-18,7.28000020980835
2005-03-21,7.050000190734863
2005-03-22,7.090000152587891
2005-03-23,7.190000057220459
2005-03-24,6.960000038146973
2005-03-28,7.010000228881836
2005-03-29,7.0
2005-03-30,7.139999866485596
2005-03-31,6.900000095367432
2005-04-01,6.849999904632568
2005-04-04,6.849999904632568
2005-04-05,6.929999828338623
2005-04-06,6.949999809265137
2005-04-07,6.909999847412109
2005-04-08,6.619999885559082
2005-04-11,6.75
2005-04-12,6.570000171661377
2005-04-13,6.5
2005-04-14,6.900000095367432
2005-04-15,6.920000076293945
2005-04-18,7.150000095367432
2005-04-19,6.860000133514404
2005-04-20,6.739999771118164
2005-04-21,7.199999809265137
2005-04-22,7.159999847412109
2005-04-25,7.28000020980835
2005-04-26,7.670000076293945
2005-04-27,7.739999771118164
2005-04-28,7.510000228881836
2005-04-29,7.460000038146973
2005-05-02,7.699999809265137
2005-05-03,7.5
2005-05-04,7.539999961853027
2005-05-05,7.5
2005-05-06,7.400000095367432
2005-05-09,7.400000095367432
2005-05-10,7.269999980926514
2005-05-11,7.429999828338623
2005-05-12,7.199999809265137
2005-05-13,7.190000057220459
2005-05-16,7.199999809265137
2005-05-17,7.210000038146973
2005-05-18,7.369999885559082
2005-05-19,7.739999771118164
2005-05-20,7.570000171661377
2005-05-23,7.909999847412109
2005-05-24,9.149999618530273
2005-05-25,8.819999694824219
2005-05-26,8.520000457763672
2005-05-27,8.649999618530273
2005-05-31,8.729999542236328
2005-06-01,8.710000038146973
2005-06-02,8.819999694824219
2005-06-03,8.75
2005-06-06,8.789999961853027
2005-06-07,8.920000076293945
2005-06-08,8.5
2005-06-09,8.850000381469727
2005-06-10,8.510000228881836
2005-06-13,8.899999618530273
2005-06-14,9.0
2005-06-15,8.890000343322754
2005-06-16,9.319999694824219
2005-06-17,9.199999809265137
2005-06-20,9.069999694824219
2005-06-21,9.100000381469727
2005-06-22,9.020000457763672
2005-06-23,9.020000457763672
2005-06-24,9.199999809265137
2005-06-27,8.800000190734863
2005-06-28,8.84000015258789
2005-06-29,8.760000228881836
2005-06-30,8.399999618530273
2005-07-01,8.34000015258789
2005-07-05,8.359999656677246
2005-07-06,8.289999961853027
2005-07-07,8.100000381469727
2005-07-08,9.0
2005-07-11,9.069999694824219
2005-07-12,8.989999771118164
2005-07-13,8.949999809265137
2005-07-14,9.039999961853027
2005-07-15,8.979999542236328
2005-07-18,8.829999923706055
2005-07-19,9.270000457763672
2005-07-20,9.5
2005-07-21,9.210000038146973
2005-07-22,9.329999923706055
2005-07-25,9.449999809265137
2005-07-26,9.489999771118164
2005-07-27,9.479999542236328
2005-07-28,9.510000228881836
2005-07-29,9.550000190734863
2005-08-01,9.640000343322754
2005-08-02,9.670000076293945
2005-08-03,9.25
2005-08-04,9.470000267028809
2005-08-05,9.09000015258789
2005-08-08,8.890000343322754
2005-08-09,8.869999885559082
2005-08-10,8.6899995803833
2005-08-11,8.979999542236328
2005-08-12,8.8100004196167
2005-08-15,9.020000457763672
2005-08-16,8.859999656677246
2005-08-17,8.65999984741211
2005-08-18,8.5600004196167
2005-08-19,8.880000114440918
2005-08-22,9.239999771118164
2005-08-23,9.270000457763672
2005-08-24,9.460000038146973
2005-08-25,9.550000190734863
2005-08-26,9.239999771118164
2005-08-29,9.390000343322754
2005-08-30,9.449999809265137
2005-08-31,9.569999694824219
2005-09-01,9.90999984741211
2005-09-02,10.069999694824219
2005-09-06,10.130000114440918
2005-09-07,10.350000381469727
2005-09-08,11.0
2005-09-09,11.010000228881836
2005-09-12,11.039999961853027
2005-09-13,10.869999885559082
2005-09-14,10.75
2005-09-15,11.039999961853027
2005-09-16,11.020000457763672
2005-09-19,11.0600004196167
2005-09-20,11.3100004196167
2005-09-21,10.710000038146973
2005-09-22,10.899999618530273
2005-09-23,10.869999885559082
2005-09-26,10.989999771118164
2005-09-27,10.949999809265137
2005-09-28,10.869999885559082
2005-09-29,11.130000114440918
2005-09-30,11.369999885559082
2005-10-03,11.3100004196167
2005-10-04,11.149999618530273
2005-10-05,11.020000457763672
2005-10-06,10.619999885559082
2005-10-07,10.800000190734863
2005-10-10,10.800000190734863
2005-10-11,10.149999618530273
2005-10-12,10.869999885559082
2005-10-13,10.979999542236328
2005-10-14,11.020000457763672
2005-10-17,11.40999984741211
2005-10-18,11.180000305175781
2005-10-19,11.470000267028809
2005-10-20,11.1899995803833
2005-10-21,11.15999984741211
2005-10-24,11.270000457763672
2005-10-25,11.239999771118164
2005-10-26,11.069999694824219
2005-10-27,10.619999885559082
2005-10-28,10.5
2005-10-31,10.5
2005-11-01,10.289999961853027
2005-11-02,10.319999694824219
2005-11-03,10.220000267028809
2005-11-04,10.100000381469727
2005-11-07,10.0600004196167
2005-11-08,10.289999961853027
2005-11-09,10.470000267028809
2005-11-10,10.489999771118164
2005-11-11,10.289999961853027
2005-11-14,10.369999885559082
2005-11-15,9.670000076293945
2005-11-16,9.470000267028809
2005-11-17,9.760000228881836
2005-11-18,9.489999771118164
2005-11-21,9.5
2005-11-22,9.489999771118164
2005-11-23,9.350000381469727
2005-11-25,9.300000190734863
2005-11-28,9.25
2005-11-29,9.25
2005-11-30,8.770000457763672
2005-12-01,10.289999961853027
2005-12-02,9.859999656677246
2005-12-05,9.9399995803833
2005-12-06,9.90999984741211
2005-12-07,9.9399995803833
2005-12-08,9.789999961853027
2005-12-09,9.670000076293945
2005-12-12,9.819999694824219
2005-12-13,10.0600004196167
2005-12-14,9.970000267028809
2005-12-15,9.6899995803833
2005-12-16,9.710000038146973
2005-12-19,9.75
2005-12-20,9.670000076293945
2005-12-21,9.930000305175781
2005-12-22,10.0
2005-12-23,9.899999618530273
2005-12-27,9.710000038146973
2005-12-28,9.970000267028809
2005-12-29,9.9399995803833
2005-12-30,9.850000381469727
2006-01-03,9.989999771118164
2006-01-04,9.970000267028809
2006-01-05,10.010000228881836
2006-01-06,10.460000038146973
2006-01-09,10.6899995803833
2006-01-10,10.989999771118164
2006-01-11,10.800000190734863
2006-01-12,10.710000038146973
2006-01-13,10.710000038146973
2006-01-17,10.739999771118164
2006-01-18,10.770000457763672
2006-01-19,10.859999656677246
2006-01-20,10.390000343322754
2006-01-23,9.930000305175781
2006-01-24,10.09000015258789
2006-01-25,10.90999984741211
2006-01-26,10.550000190734863
2006-01-27,10.239999771118164
2006-01-30,10.289999961853027
2006-01-31,13.050000190734863
2006-02-01,14.449999809265137
2006-02-02,15.399999618530273
2006-02-03,14.329999923706055
2006-02-06,13.8100004196167
2006-02-07,13.569999694824219
2006-02-08,13.760000228881836
2006-02-09,14.010000228881836
2006-02-10,14.489999771118164
2006-02-13,14.720000267028809
2006-02-14,15.430000305175781
2006-02-15,15.119999885559082
2006-02-16,14.880000114440918
2006-02-17,15.09000015258789
2006-02-21,14.829999923706055
2006-02-22,14.760000228881836
2006-02-23,14.739999771118164
2006-02-24,14.739999771118164
2006-02-27,14.729999542236328
2006-02-28,14.970000267028809
2006-03-01,14.630000114440918
2006-03-02,14.8100004196167
2006-03-03,15.229999542236328
2006-03-06,14.989999771118164
2006-03-07,14.8100004196167
2006-03-08,14.649999618530273
2006-03-09,14.829999923706055
2006-03-10,15.239999771118164
2006-03-13,15.369999885559082
2006-03-14,16.350000381469727
2006-03-15,16.860000610351562
2006-03-16,17.799999237060547
2006-03-17,16.34000015258789
2006-03-20,14.960000038146973
2006-03-21,15.460000038146973
2006-03-22,15.619999885559082
2006-03-23,15.579999923706055
2006-03-24,14.8100004196167
2006-03-27,14.579999923706055
2006-03-28,14.899999618530273
2006-03-29,15.699999809265137
2006-03-30,15.699999809265137
2006-03-31,15.979999542236328
2006-04-03,15.569999694824219
2006-04-04,15.930000305175781
2006-04-05,16.1299991607666
2006-04-06,15.800000190734863
2006-04-07,15.239999771118164
2006-04-10,15.260000228881836
2006-04-11,14.710000038146973
2006-04-12,14.90999984741211
2006-04-13,14.899999618530273
2006-04-17,14.899999618530273
2006-04-18,15.149999618530273
2006-04-19,15.279999732971191
2006-04-20,15.109999656677246
2006-04-21,15.15999984741211
2006-04-24,14.140000343322754
2006-04-25,14.149999618530273
2006-04-26,13.550000190734863
2006-04-27,12.720000267028809
2006-04-28,11.569999694824219
2006-05-01,11.899999618530273
2006-05-02,11.859999656677246
2006-05-03,11.899999618530273
2006-05-04,11.779999732971191
2006-05-05,12.020000457763672
2006-05-08,11.979999542236328
2006-05-09,11.850000381469727
2006-05-10,11.59000015258789
2006-05-11,11.130000114440918
2006-05-12,10.859999656677246
2006-05-15,11.350000381469727
2006-05-16,11.039999961853027
2006-05-17,10.609999656677246
2006-05-18,10.59000015258789
2006-05-19,10.239999771118164
2006-05-22,10.329999923706055
2006-05-23,9.880000114440918
2006-05-24,9.8100004196167
2006-05-25,10.390000343322754
2006-05-26,10.489999771118164
2006-05-30,10.260000228881836
2006-05-31,10.359999656677246
2006-06-01,10.40999984741211
2006-06-02,10.350000381469727
2006-06-05,9.970000267028809
2006-06-06,9.9399995803833
2006-06-07,9.829999923706055
2006-06-08,9.220000267028809
2006-06-09,9.149999618530273
2006-06-12,9.039999961853027
2006-06-13,8.579999923706055
2006-06-14,8.729999542236328
2006-06-15,9.170000076293945
2006-06-16,8.869999885559082
2006-06-19,8.579999923706055
2006-06-20,8.390000343322754
2006-06-21,8.40999984741211
2006-06-22,8.119999885559082
2006-06-23,7.96999979019165
2006-06-26,8.170000076293945
2006-06-27,7.619999885559082
2006-06-28,7.78000020980835
2006-06-29,8.180000305175781
2006-06-30,8.4399995803833
2006-07-03,8.600000381469727
2006-07-05,8.350000381469727
2006-07-06,8.420000076293945
2006-07-07,8.069999694824219
2006-07-10,8.220000267028809
2006-07-11,8.5600004196167
2006-07-12,8.390000343322754
2006-07-13,7.690000057220459
2006-07-14,7.519999980926514
2006-07-17,6.769999980926514
2006-07-18,6.460000038146973
2006-07-19,6.550000190734863
2006-07-20,6.329999923706055
2006-07-21,6.489999771118164
2006-07-24,6.840000152587891
2006-07-25,6.769999980926514
2006-07-26,6.630000114440918
2006-07-27,6.53000020980835
2006-07-28,6.630000114440918
2006-07-31,6.429999828338623
2006-08-01,6.199999809265137
2006-08-02,6.320000171661377
2006-08-03,6.190000057220459
2006-08-04,5.800000190734863
2006-08-07,5.920000076293945
2006-08-08,6.03000020980835
2006-08-09,5.559999942779541
2006-08-10,5.260000228881836
2006-08-11,5.389999866485596
2006-08-14,5.489999771118164
2006-08-15,6.320000171661377
2006-08-16,6.900000095367432
2006-08-17,7.349999904632568
2006-08-18,7.579999923706055
2006-08-21,7.300000190734863
2006-08-22,7.400000095367432
2006-08-23,7.710000038146973
2006-08-24,8.149999618530273
2006-08-25,8.550000190734863
2006-08-28,8.050000190734863
2006-08-29,8.329999923706055
2006-08-30,8.630000114440918
2006-08-31,8.65999984741211
2006-09-01,8.359999656677246
2006-09-05,7.809999942779541
2006-09-06,7.960000038146973
2006-09-07,8.0
2006-09-08,7.71999979019165
2006-09-11,7.980000019073486
2006-09-12,8.329999923706055
2006-09-13,8.380000114440918
2006-09-14,8.520000457763672
2006-09-15,8.630000114440918
2006-09-18,8.4399995803833
2006-09-19,8.020000457763672
2006-09-20,8.220000267028809
2006-09-21,8.050000190734863
2006-09-22,7.880000114440918
2006-09-25,8.199999809265137
2006-09-26,8.380000114440918
2006-09-27,8.569999694824219
2006-09-28,8.630000114440918
2006-09-29,8.640000343322754
2006-10-02,8.34000015258789
2006-10-03,8.369999885559082
2006-10-04,8.649999618530273
2006-10-05,8.970000267028809
2006-10-06,8.850000381469727
2006-10-09,9.270000457763672
2006-10-10,9.510000228881836
2006-10-11,9.329999923706055
2006-10-12,9.8100004196167
2006-10-13,10.100000381469727
2006-10-16,10.010000228881836
2006-10-17,10.199999809265137
2006-10-18,10.40999984741211
2006-10-19,10.399999618530273
2006-10-20,10.039999961853027
2006-10-23,9.800000190734863
2006-10-24,9.5
2006-10-25,9.350000381469727
2006-10-26,9.670000076293945
2006-10-27,9.569999694824219
2006-10-30,9.449999809265137
2006-10-31,9.479999542236328
2006-11-01,9.170000076293945
2006-11-02,9.300000190734863
2006-11-03,9.829999923706055
2006-11-06,10.399999618530273
2006-11-07,9.930000305175781
2006-11-08,9.760000228881836
2006-11-09,9.449999809265137
2006-11-10,9.289999961853027
2006-11-13,9.1899995803833
2006-11-14,9.600000381469727
2006-11-15,9.800000190734863
2006-11-16,9.84000015258789
2006-11-17,9.739999771118164
2006-11-20,9.800000190734863
2006-11-21,9.739999771118164
2006-11-22,9.319999694824219
2006-11-24,9.300000190734863
2006-11-27,9.039999961853027
2006-11-28,8.979999542236328
2006-11-29,9.180000305175781
2006-11-30,9.359999656677246
2006-12-01,9.289999961853027
2006-12-04,9.1899995803833
2006-12-05,9.119999885559082
2006-12-06,9.069999694824219
2006-12-07,9.0
2006-12-08,8.960000038146973
2006-12-11,8.970000267028809
2006-12-12,8.760000228881836
2006-12-13,9.149999618530273
2006-12-14,9.25
2006-12-15,9.15999984741211
2006-12-18,9.260000228881836
2006-12-19,8.920000076293945
2006-12-20,8.979999542236328
2006-12-21,9.0
2006-12-22,8.920000076293945
2006-12-26,9.0600004196167
2006-12-27,9.079999923706055
2006-12-28,8.890000343322754
2006-12-29,8.789999961853027
2007-01-03,8.770000457763672
2007-01-04,8.640000343322754
2007-01-05,8.300000190734863
2007-01-08,8.069999694824219
2007-01-09,7.900000095367432
2007-01-10,7.889999866485596
2007-01-11,7.789999961853027
2007-01-12,7.440000057220459
2007-01-16,6.840000152587891
2007-01-17,7.099999904632568
2007-01-18,7.369999885559082
2007-01-19,7.25
2007-01-22,7.25
2007-01-23,7.079999923706055
2007-01-24,7.059999942779541
2007-01-25,7.050000190734863
2007-01-26,7.019999980926514
2007-01-29,7.059999942779541
2007-01-30,7.03000020980835
2007-01-31,7.150000095367432
2007-02-01,7.300000190734863
2007-02-02,7.329999923706055
2007-02-05,7.099999904632568
2007-02-06,7.150000095367432
2007-02-07,7.119999885559082
2007-02-08,7.090000152587891
2007-02-09,7.050000190734863
2007-02-12,6.929999828338623
2007-02-13,7.0
2007-02-14,7.050000190734863
2007-02-15,7.010000228881836
2007-02-16,7.130000114440918
2007-02-20,7.179999828338623
2007-02-21,7.340000152587891
2007-02-22,7.489999771118164
2007-02-23,7.840000152587891
2007-02-26,7.579999923706055
2007-02-27,7.179999828338623
2007-02-28,6.960000038146973
2007-03-01,6.860000133514404
2007-03-02,6.940000057220459
2007-03-05,6.760000228881836
2007-03-06,6.989999771118164
2007-03-07,6.78000020980835
2007-03-08,6.860000133514404
2007-03-09,6.760000228881836
2007-03-12,7.0
2007-03-13,6.989999771118164
2007-03-14,7.039999961853027
2007-03-15,6.730000019073486
2007-03-16,6.690000057220459
2007-03-19,13.609999656677246
2007-03-20,14.550000190734863
2007-03-21,13.720000267028809
2007-03-22,13.579999923706055
2007-03-23,14.449999809265137
2007-03-26,15.25
2007-03-27,16.3700008392334
2007-03-28,15.420000076293945
2007-03-29,16.5
2007-03-30,15.020000457763672
2007-04-02,14.640000343322754
2007-04-03,16.40999984741211
2007-04-04,15.600000381469727
2007-04-05,15.649999618530273
2007-04-09,16.139999389648438
2007-04-10,15.59000015258789
2007-04-11,15.649999618530273
2007-04-12,15.630000114440918
2007-04-13,15.470000267028809
2007-04-16,15.479999542236328
2007-04-17,15.5
2007-04-18,14.979999542236328
2007-04-19,14.729999542236328
2007-04-20,14.600000381469727
2007-04-23,14.449999809265137
2007-04-24,14.359999656677246
2007-04-25,14.220000267028809
2007-04-26,13.890000343322754
2007-04-27,13.649999618530273
2007-04-30,13.65999984741211
2007-05-01,13.5
2007-05-02,13.699999809265137
2007-05-03,13.319999694824219
2007-05-04,13.489999771118164
2007-05-07,13.0600004196167
2007-05-08,13.640000343322754
2007-05-09,14.069999694824219
2007-05-10,13.8100004196167
2007-05-11,13.609999656677246
2007-05-14,13.329999923706055
2007-05-15,12.869999885559082
2007-05-16,13.020000457763672
2007-05-17,13.319999694824219
2007-05-18,13.279999732971191
2007-05-21,13.430000305175781
2007-05-22,13.350000381469727
2007-05-23,13.25
2007-05-24,13.0
2007-05-25,13.170000076293945
2007-05-29,12.899999618530273
2007-05-30,12.930000305175781
2007-05-31,12.789999961853027
2007-06-01,12.699999809265137
2007-06-04,12.579999923706055
2007-06-05,12.430000305175781
2007-06-06,13.819999694824219
2007-06-07,13.260000228881836
2007-06-08,13.960000038146973
2007-06-11,14.460000038146973
2007-06-12,14.279999732971191
2007-06-13,14.569999694824219
2007-06-14,15.020000457763672
2007-06-15,15.119999885559082
2007-06-18,15.029999732971191
2007-06-19,15.050000190734863
2007-06-20,14.850000381469727
2007-06-21,14.510000228881836
2007-06-22,14.319999694824219
2007-06-25,14.100000381469727
2007-06-26,14.180000305175781
2007-06-27,14.170000076293945
2007-06-28,14.0
2007-06-29,13.670000076293945
2007-07-02,13.920000076293945
2007-07-03,13.979999542236328
2007-07-05,13.630000114440918
2007-07-06,13.760000228881836
2007-07-09,13.449999809265137
2007-07-10,13.550000190734863
2007-07-11,13.529999732971191
2007-07-12,13.489999771118164
2007-07-13,13.699999809265137
2007-07-16,13.5600004196167
2007-07-17,13.65999984741211
2007-07-18,13.4399995803833
2007-07-19,13.770000457763672
2007-07-20,13.680000305175781
2007-07-23,13.680000305175781
2007-07-24,13.6899995803833
2007-07-25,13.920000076293945
2007-07-26,14.1899995803833
2007-07-27,14.0
2007-07-30,14.170000076293945
2007-07-31,14.039999961853027
2007-08-01,14.220000267028809
2007-08-02,14.600000381469727
2007-08-03,14.869999885559082
2007-08-06,15.229999542236328
2007-08-07,16.3700008392334
2007-08-08,16.790000915527344
2007-08-09,16.530000686645508
2007-08-10,16.399999618530273
2007-08-13,15.84000015258789
2007-08-14,15.800000190734863
2007-08-15,15.15999984741211
2007-08-16,15.210000038146973
2007-08-17,15.050000190734863
2007-08-20,15.069999694824219
2007-08-21,15.079999923706055
2007-08-22,14.800000190734863
2007-08-23,14.800000190734863
2007-08-24,14.800000190734863
2007-08-27,14.5
2007-08-28,14.039999961853027
2007-08-29,14.170000076293945
2007-08-30,14.210000038146973
2007-08-31,14.390000343322754
2007-09-04,15.270000457763672
2007-09-05,15.079999923706055
2007-09-06,15.510000228881836
2007-09-07,15.079999923706055
2007-09-10,15.039999961853027
2007-09-11,15.420000076293945
2007-09-12,15.880000114440918
2007-09-13,15.760000228881836
2007-09-14,15.380000114440918
2007-09-17,14.899999618530273
2007-09-18,15.34000015258789
2007-09-19,15.680000305175781
2007-09-20,15.819999694824219
2007-09-21,15.729999542236328
2007-09-24,15.699999809265137
2007-09-25,15.539999961853027
2007-09-26,15.270000457763672
2007-09-27,15.350000381469727
2007-09-28,15.050000190734863
2007-10-01,15.5600004196167
2007-10-02,14.960000038146973
2007-10-03,15.199999809265137
2007-10-04,14.930000305175781
2007-10-05,15.289999961853027
2007-10-08,15.079999923706055
2007-10-09,15.949999809265137
2007-10-10,15.739999771118164
2007-10-11,15.84000015258789
2007-10-12,15.949999809265137
2007-10-15,15.25
2007-10-16,14.829999923706055
2007-10-17,15.239999771118164
2007-10-18,15.100000381469727
2007-10-19,14.949999809265137
2007-10-22,15.359999656677246
2007-10-23,15.140000343322754
2007-10-24,15.380000114440918
2007-10-25,15.140000343322754
2007-10-26,15.539999961853027
2007-10-29,15.260000228881836
2007-10-30,15.170000076293945
2007-10-31,15.380000114440918
2007-11-01,15.0
2007-11-02,15.229999542236328
2007-11-05,15.0
2007-11-06,13.319999694824219
2007-11-07,12.949999809265137
2007-11-08,11.770000457763672
2007-11-09,11.270000457763672
2007-11-12,11.640000343322754
2007-11-13,11.25
2007-11-14,10.989999771118164
2007-11-15,11.210000038146973
2007-11-16,11.279999732971191
2007-11-19,10.960000038146973
2007-11-20,10.520000457763672
2007-11-21,10.260000228881836
2007-11-23,10.270000457763672
2007-11-26,9.989999771118164
2007-11-27,10.029999732971191
2007-11-28,10.600000381469727
2007-11-29,11.220000267028809
2007-11-30,11.34000015258789
2007-12-03,11.5
2007-12-04,11.520000457763672
2007-12-05,11.770000457763672
2007-12-06,12.600000381469727
2007-12-07,12.350000381469727
2007-12-10,12.239999771118164
2007-12-11,11.199999809265137
2007-12-12,12.220000267028809
2007-12-13,11.989999771118164
2007-12-14,12.029999732971191
2007-12-17,11.279999732971191
2007-12-18,11.489999771118164
2007-12-19,11.779999732971191
2007-12-20,12.09000015258789
2007-12-21,12.449999809265137
2007-12-24,12.369999885559082
2007-12-26,12.270000457763672
2007-12-27,11.40999984741211
2007-12-28,11.039999961853027
2007-12-31,11.069999694824219
2008-01-02,10.850000381469727
2008-01-03,10.670000076293945
2008-01-04,10.449999809265137
2008-01-07,11.029999732971191
2008-01-08,11.539999961853027
2008-01-09,11.609999656677246
2008-01-10,11.649999618530273
2008-01-11,12.15999984741211
2008-01-14,12.079999923706055
2008-01-15,11.960000038146973
2008-01-16,12.34000015258789
2008-01-17,11.829999923706055
2008-01-18,11.75
2008-01-22,11.510000228881836
2008-01-23,11.520000457763672
2008-01-24,10.970000267028809
2008-01-25,10.899999618530273
2008-01-28,10.899999618530273
2008-01-29,10.979999542236328
2008-01-30,10.6899995803833
2008-01-31,11.859999656677246
2008-02-01,12.800000190734863
2008-02-04,13.380000114440918
2008-02-05,11.75
2008-02-06,11.300000190734863
2008-02-07,11.119999885559082
2008-02-08,10.84000015258789
2008-02-11,10.630000114440918
2008-02-12,11.020000457763672
2008-02-13,10.859999656677246
2008-02-14,10.5
2008-02-15,10.520000457763672
2008-02-19,10.59000015258789
2008-02-20,10.520000457763672
2008-02-21,10.239999771118164
2008-02-22,10.369999885559082
2008-02-25,10.420000076293945
2008-02-26,10.529999732971191
2008-02-27,10.460000038146973
2008-02-28,10.329999923706055
2008-02-29,9.920000076293945
2008-03-03,9.8100004196167
2008-03-04,9.329999923706055
