,MKS
2015-10-01,
2015-10-02,
2015-10-05,
2015-10-06,
2015-10-07,
2015-10-08,
2015-10-09,
2015-10-12,
2015-10-13,
2015-10-14,
2015-10-15,
2015-10-16,7.960000038146973
2015-10-19,7.900000095367432
2015-10-20,7.769999980926514
2015-10-21,7.459000110626221
2015-10-22,7.478000164031982
2015-10-23,7.409999847412109
2015-10-26,7.699999809265137
2015-10-27,7.679999828338623
2015-10-28,7.392000198364258
2015-10-29,
2015-10-30,
2015-11-02,
2015-11-03,
2015-11-04,
2015-11-05,
2015-11-06,
2015-11-09,7.75
2015-11-10,7.534999847412109
2015-11-11,7.545000076293945
2015-11-12,7.710000038146973
2015-11-13,7.880000114440918
2015-11-16,7.940000057220459
2015-11-17,7.869999885559082
2015-11-18,8.039999961853027
2015-11-19,7.796000003814697
2015-11-20,7.818999767303467
2015-11-23,
2015-11-24,
2015-11-25,
2015-11-27,
2015-11-30,
2015-12-01,
2015-12-02,
2015-12-03,8.5
2015-12-04,8.164999961853027
2015-12-07,8.649999618530273
2015-12-08,8.309000015258789
2015-12-09,8.550000190734863
2015-12-10,8.164999961853027
2015-12-11,8.449999809265137
2015-12-14,8.40999984741211
2015-12-15,7.984000205993652
2015-12-16,8.270000457763672
2015-12-17,7.993000030517578
2015-12-18,8.050999641418457
2015-12-21,8.25
2015-12-22,8.399999618530273
2015-12-23,8.539999961853027
2015-12-24,8.164999961853027
2015-12-28,8.520000457763672
2015-12-29,8.022000312805176
2015-12-30,
2015-12-31,
2016-01-04,8.380000114440918
2016-01-05,
2016-01-06,
2016-01-07,
2016-01-08,8.25
2016-01-11,8.199999809265137
2016-01-12,8.100000381469727
2016-01-13,8.25
2016-01-14,8.220000267028809
2016-01-15,8.069999694824219
2016-01-19,7.401000022888184
2016-01-20,7.650000095367432
2016-01-21,7.579999923706055
2016-01-22,7.590000152587891
2016-01-25,7.599999904632568
2016-01-26,7.599999904632568
2016-01-27,4.251999855041504
2016-01-28,7.679999828338623
2016-01-29,7.679999828338623
2016-02-01,7.840000152587891
2016-02-02,7.497000217437744
2016-02-03,7.900000095367432
2016-02-04,7.900000095367432
2016-02-05,7.860000133514404
2016-02-08,7.840000152587891
2016-02-09,7.849999904632568
2016-02-10,7.789999961853027
2016-02-11,7.690000057220459
2016-02-12,7.629000186920166
2016-02-16,8.010000228881836
2016-02-17,7.669000148773193
2016-02-18,7.949999809265137
2016-02-19,7.629000186920166
2016-02-22,7.980000019073486
2016-02-23,7.949999809265137
2016-02-24,7.949999809265137
2016-02-25,8.010000228881836
2016-02-26,7.989999771118164
2016-02-29,7.789999961853027
2016-03-01,8.1899995803833
2016-03-02,8.149999618530273
2016-03-03,8.069999694824219
2016-03-04,8.097999572753906
2016-03-07,8.08899974822998
2016-03-08,8.369999885559082
2016-03-09,8.184000015258789
2016-03-10,8.404000282287598
2016-03-11,8.633000373840332
2016-03-14,
2016-03-15,
2016-03-16,
2016-03-17,
2016-03-18,
2016-03-21,
2016-03-22,
2016-03-23,8.604999542236328
2016-03-24,
2016-03-28,
2016-03-29,
2016-03-30,
2016-03-31,
2016-04-01,
2016-04-04,8.604999542236328
2016-04-05,8.413999557495117
2016-04-06,8.407999992370605
2016-04-07,8.722000122070312
2016-04-08,8.604000091552734
2016-04-11,8.642999649047852
2016-04-12,8.503000259399414
2016-04-13,8.595000267028809
2016-04-14,8.699999809265137
2016-04-15,8.699999809265137
2016-04-18,9.119999885559082
2016-04-19,8.642999649047852
2016-04-20,8.73799991607666
2016-04-21,8.73799991607666
2016-04-22,8.62399959564209
2016-04-25,8.604999542236328
2016-04-26,8.789999961853027
2016-04-27,8.63599967956543
2016-04-28,8.89799976348877
2016-04-29,8.652000427246094
2016-05-02,8.642999649047852
2016-05-03,8.597999572753906
2016-05-04,8.604999542236328
2016-05-05,8.604999542236328
2016-05-06,8.781000137329102
2016-05-09,8.692999839782715
2016-05-10,8.595000267028809
2016-05-11,8.779999732971191
2016-05-12,8.604999542236328
2016-05-13,8.550000190734863
2016-05-16,
2016-05-17,
2016-05-18,
2016-05-19,
2016-05-20,
2016-05-23,
2016-05-24,
2016-05-25,
2016-05-26,7.666999816894531
2016-05-27,7.706999778747559
2016-05-31,7.736000061035156
2016-06-01,7.8979997634887695
2016-06-02,7.841000080108643
2016-06-03,7.9730000495910645
2016-06-06,7.953999996185303
2016-06-07,7.953999996185303
2016-06-08,7.900000095367432
2016-06-09,7.914999961853027
2016-06-10,8.652999877929688
2016-06-13,7.875999927520752
2016-06-14,7.6479997634887695
2016-06-15,7.639999866485596
2016-06-16,7.650000095367432
2016-06-17,7.639999866485596
2016-06-20,7.639999866485596
2016-06-21,7.553999900817871
2016-06-22,7.7170000076293945
2016-06-23,7.572999954223633
2016-06-24,7.572999954223633
2016-06-27,7.572999954223633
2016-06-28,7.553999900817871
2016-06-29,
2016-06-30,
2016-07-01,
2016-07-05,
2016-07-06,
2016-07-07,
2016-07-08,
2016-07-11,
2016-07-12,
2016-07-13,
2016-07-14,
2016-07-15,
2016-07-18,
2016-07-19,
2016-07-20,7.9710001945495605
2016-07-21,7.951000213623047
2016-07-22,7.9019999504089355
2016-07-25,
2016-07-26,3.197000026702881
2016-07-27,
2016-07-28,
2016-07-29,
2016-08-01,
2016-08-02,
2016-08-03,7.9710001945495605
2016-08-04,
2016-08-05,
2016-08-08,
2016-08-09,
2016-08-10,
2016-08-11,
2016-08-12,
2016-08-15,
2016-08-16,
2016-08-17,
2016-08-18,
2016-08-19,8.029000282287598
2016-08-22,8.010000228881836
2016-08-23,8.048999786376953
2016-08-24,8.048999786376953
2016-08-25,
2016-08-26,
2016-08-29,
2016-08-30,
2016-08-31,
2016-09-01,
2016-09-02,
2016-09-06,8.107000350952148
2016-09-07,8.029000282287598
2016-09-08,8.048999786376953
2016-09-09,8.067999839782715
2016-09-12,8.088000297546387
2016-09-13,7.960999965667725
2016-09-14,7.989999771118164
2016-09-15,8.038999557495117
2016-09-16,8.07800006866455
2016-09-19,8.010000228881836
2016-09-20,8.07800006866455
2016-09-21,8.194999694824219
2016-09-22,8.059000015258789
2016-09-23,8.1850004196167
2016-09-26,8.194999694824219
2016-09-27,8.156000137329102
2016-09-28,
2016-09-29,8.088000297546387
2016-09-30,8.175999641418457
2016-10-03,
2016-10-04,
2016-10-05,
2016-10-06,
2016-10-07,
2016-10-10,
2016-10-11,
2016-10-12,
2016-10-13,8.1850004196167
2016-10-14,8.1850004196167
2016-10-17,
2016-10-18,
2016-10-19,
2016-10-20,
2016-10-21,
2016-10-24,
2016-10-25,
2016-10-26,
2016-10-27,
2016-10-28,
2016-10-31,
2016-11-01,
2016-11-02,
2016-11-03,
2016-11-04,
2016-11-07,
2016-11-08,
2016-11-09,8.156000137329102
2016-11-10,8.067999839782715
2016-11-11,8.1850004196167
2016-11-14,8.1850004196167
2016-11-15,
2016-11-16,
2016-11-17,
2016-11-18,
2016-11-21,
2016-11-22,
2016-11-23,
2016-11-25,
2016-11-28,
2016-11-29,
2016-11-30,
2016-12-01,
2016-12-02,
2016-12-05,
2016-12-06,
2016-12-07,
2016-12-08,
2016-12-09,
2016-12-12,
2016-12-13,
2016-12-14,8.779999732971191
2016-12-15,8.868000030517578
2016-12-16,8.644000053405762
2016-12-19,8.829000473022461
2016-12-20,8.732000350952148
2016-12-21,8.732000350952148
2016-12-22,8.800000190734863
2016-12-23,8.789999961853027
2016-12-27,8.779999732971191
2016-12-28,8.70199966430664
2016-12-29,8.800000190734863
2016-12-30,8.805000305175781
2017-01-03,8.829000473022461
2017-01-04,8.97599983215332
2017-01-05,8.97599983215332
2017-01-06,8.984999656677246
2017-01-09,9.121999740600586
2017-01-10,9.02400016784668
2017-01-11,8.927000045776367
2017-01-12,
2017-01-13,
2017-01-17,
2017-01-18,
2017-01-19,
2017-01-20,
2017-01-23,9.02400016784668
2017-01-24,9.072999954223633
2017-01-25,9.121999740600586
2017-01-26,9.02400016784668
2017-01-27,8.927000045776367
2017-01-30,9.131999969482422
2017-01-31,9.131999969482422
2017-02-01,9.072999954223633
2017-02-02,9.034000396728516
2017-02-03,9.062999725341797
2017-02-06,9.02400016784668
2017-02-07,9.015000343322754
2017-02-08,9.053999900817871
2017-02-09,8.97599983215332
2017-02-10,8.878000259399414
2017-02-13,
2017-02-14,
2017-02-15,
2017-02-16,
2017-02-17,
2017-02-21,
2017-02-22,
2017-02-23,
2017-02-24,
2017-02-27,
2017-02-28,
2017-03-01,
2017-03-02,
2017-03-03,
2017-03-06,
2017-03-07,
2017-03-08,
2017-03-09,
2017-03-10,8.682999610900879
2017-03-13,8.732000350952148
2017-03-14,8.682999610900879
2017-03-15,8.682999610900879
2017-03-16,8.633999824523926
2017-03-17,8.663000106811523
2017-03-20,8.682999610900879
2017-03-21,
2017-03-22,
2017-03-23,
2017-03-24,
2017-03-27,
2017-03-28,
2017-03-29,
2017-03-30,
2017-03-31,
2017-04-03,
2017-04-04,
2017-04-05,
2017-04-06,
2017-04-07,
2017-04-10,
2017-04-11,
2017-04-12,
2017-04-13,
2017-04-17,
2017-04-18,
2017-04-19,
2017-04-20,
2017-04-21,
2017-04-24,
2017-04-25,
2017-04-26,
2017-04-27,
2017-04-28,
2017-05-01,
2017-05-02,
2017-05-03,
2017-05-04,
2017-05-05,
2017-05-08,
2017-05-09,
2017-05-10,
2017-05-11,
2017-05-12,
2017-05-15,
2017-05-16,
2017-05-17,
2017-05-18,
2017-05-19,
2017-05-22,
2017-05-23,
2017-05-24,
2017-05-25,
2017-05-26,
2017-05-30,
2017-05-31,
2017-06-01,
2017-06-02,
2017-06-05,
2017-06-06,
2017-06-07,
2017-06-08,
2017-06-09,
2017-06-12,
2017-06-13,
2017-06-14,
2017-06-15,
2017-06-16,
2017-06-19,
2017-06-20,
2017-06-21,
2017-06-22,
2017-06-23,
2017-06-26,
2017-06-27,
2017-06-28,
2017-06-29,
2017-06-30,
2017-07-03,
2017-07-05,
2017-07-06,
2017-07-07,
2017-07-10,
2017-07-11,
2017-07-12,
2017-07-13,
2017-07-14,
2017-07-17,
2017-07-18,
2017-07-19,
2017-07-20,
2017-07-21,
2017-07-24,
2017-07-25,
2017-07-26,
2017-07-27,
2017-07-28,
2017-07-31,
2017-08-01,
2017-08-02,
2017-08-03,
2017-08-04,
2017-08-07,
2017-08-08,
2017-08-09,
2017-08-10,
2017-08-11,
2017-08-14,
2017-08-15,
2017-08-16,
2017-08-17,
2017-08-18,
2017-08-21,
2017-08-22,
2017-08-23,
2017-08-24,
2017-08-25,
2017-08-28,
2017-08-29,
2017-08-30,
2017-08-31,
2017-09-01,
2017-09-05,
2017-09-06,
2017-09-07,
2017-09-08,
2017-09-11,
2017-09-12,
2017-09-13,
2017-09-14,
2017-09-15,
2017-09-18,
2017-09-19,
2017-09-20,
2017-09-21,
2017-09-22,
2017-09-25,
2017-09-26,
2017-09-27,
2017-09-28,
2017-09-29,
2017-10-02,
2017-10-03,
2017-10-04,
2017-10-05,
2017-10-06,
2017-10-09,
2017-10-10,
2017-10-11,
2017-10-12,
2017-10-13,
2017-10-16,
2017-10-17,
2017-10-18,
2017-10-19,
2017-10-20,
2017-10-23,
2017-10-24,
2017-10-25,
2017-10-26,
2017-10-27,
2017-10-30,
2017-10-31,
2017-11-01,
2017-11-02,
2017-11-03,
2017-11-06,
2017-11-07,
2017-11-08,
2017-11-09,
2017-11-10,
2017-11-13,
2017-11-14,
2017-11-15,
2017-11-16,
2017-11-17,
2017-11-20,
2017-11-21,
2017-11-22,
2017-11-24,
2017-11-27,
2017-11-28,
2017-11-29,
2017-11-30,
2017-12-01,
2017-12-04,
2017-12-05,
2017-12-06,
2017-12-07,
2017-12-08,
2017-12-11,
2017-12-12,
2017-12-13,
2017-12-14,
2017-12-15,
2017-12-18,
2017-12-19,
2017-12-20,
2017-12-21,
2017-12-22,
2017-12-26,
2017-12-27,
2017-12-28,
2017-12-29,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-16,
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-22,
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-26,
2018-01-29,
2018-01-30,
2018-01-31,
2018-02-01,
2018-02-02,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-02,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,
2018-03-09,
2018-03-12,
2018-03-13,
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-19,
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,
2018-03-26,
2018-03-27,
2018-03-28,
2018-03-29,
2018-04-02,
2018-04-03,
2018-04-04,
2018-04-05,
2018-04-06,
2018-04-09,
2018-04-10,
2018-04-11,
2018-04-12,
2018-04-13,
2018-04-16,
2018-04-17,
2018-04-18,
2018-04-19,
2018-04-20,
2018-04-23,
2018-04-24,
2018-04-25,
2018-04-26,
2018-04-27,
2018-04-30,
2018-05-01,
2018-05-02,
2018-05-03,
2018-05-04,
2018-05-07,
2018-05-08,
2018-05-09,
2018-05-10,
2018-05-11,
2018-05-14,
2018-05-15,
2018-05-16,
2018-05-17,
2018-05-18,
2018-05-21,
2018-05-22,
2018-05-23,
2018-05-24,
2018-05-25,
2018-05-29,
2018-05-30,
2018-05-31,
2018-06-01,
2018-06-04,
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-07-02,
2018-07-03,
2018-07-05,
2018-07-06,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-16,
2018-07-17,
2018-07-18,
2018-07-19,
2018-07-20,
2018-07-23,
2018-07-24,
2018-07-25,
2018-07-26,
2018-07-27,
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,
2018-08-03,
2018-08-06,
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,
2018-08-20,
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-27,
2018-08-28,
2018-08-29,
2018-08-30,
2018-08-31,
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,
2018-09-14,
2018-09-17,
2018-09-18,
2018-09-19,
2018-09-20,
2018-09-21,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,
2018-09-28,
2018-10-01,
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-15,
2018-10-16,
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-03,
2018-12-04,
2018-12-06,
2018-12-07,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-24,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-31,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,
2019-02-08,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-15,
2019-04-16,
2019-04-17,
2019-04-18,
2019-04-22,
2019-04-23,
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,
2019-05-10,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-05,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-29,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,
2020-01-31,
2020-02-03,
2020-02-04,
2020-02-05,
