,TSCO
2002-01-03,2.2249999046325684
2002-01-04,2.28125
2002-01-07,2.268125057220459
2002-01-08,2.3125
2002-01-09,2.286875009536743
2002-01-10,2.3375000953674316
2002-01-11,2.3262500762939453
2002-01-14,2.318125009536743
2002-01-15,2.359999895095825
2002-01-16,2.359999895095825
2002-01-17,2.3712499141693115
2002-01-18,2.4856250286102295
2002-01-22,2.5218749046325684
2002-01-23,2.2925000190734863
2002-01-24,2.424999952316284
2002-01-25,2.3375000953674316
2002-01-28,2.318125009536743
2002-01-29,2.2481250762939453
2002-01-30,2.284374952316284
2002-01-31,2.3268749713897705
2002-02-01,2.361875057220459
2002-02-04,2.371875047683716
2002-02-05,2.3450000286102295
2002-02-06,2.320625066757202
2002-02-07,2.328125
2002-02-08,2.331249952316284
2002-02-11,2.328125
2002-02-12,2.2874999046325684
2002-02-13,2.328125
2002-02-14,2.3656249046325684
2002-02-15,2.4000000953674316
2002-02-19,2.365000009536743
2002-02-20,2.3712499141693115
2002-02-21,2.372499942779541
2002-02-22,2.353749990463257
2002-02-25,2.471874952316284
2002-02-26,2.59375
2002-02-27,2.690624952316284
2002-02-28,2.7068750858306885
2002-03-01,2.617500066757202
2002-03-04,2.619999885559082
2002-03-05,2.5625
2002-03-06,2.733750104904175
2002-03-07,2.8125
2002-03-08,2.8343749046325684
2002-03-11,2.8031249046325684
2002-03-12,2.835624933242798
2002-03-13,2.8187499046325684
2002-03-14,2.7281250953674316
2002-03-15,2.752500057220459
2002-03-18,2.733750104904175
2002-03-19,2.75
2002-03-20,2.746875047683716
2002-03-21,2.6937499046325684
2002-03-22,2.6875
2002-03-25,2.637500047683716
2002-03-26,2.609999895095825
2002-03-27,2.775624990463257
2002-03-28,2.875
2002-04-01,2.9375
2002-04-02,2.943125009536743
2002-04-03,2.950000047683716
2002-04-04,2.9593749046325684
2002-04-05,3.0199999809265137
2002-04-08,3.075000047683716
2002-04-09,3.0374999046325684
2002-04-10,3.0687499046325684
2002-04-11,3.0350000858306885
2002-04-12,2.958750009536743
2002-04-15,3.0625
2002-04-16,3.3125
2002-04-17,3.3299999237060547
2002-04-18,3.3656249046325684
2002-04-19,3.409374952316284
2002-04-22,3.3499999046325684
2002-04-23,3.3656249046325684
2002-04-24,3.356250047683716
2002-04-25,3.405625104904175
2002-04-26,3.416874885559082
2002-04-29,3.436875104904175
2002-04-30,3.4468750953674316
2002-05-01,3.46875
2002-05-02,3.543750047683716
2002-05-03,3.6781249046325684
2002-05-06,3.6831250190734863
2002-05-07,3.5975000858306885
2002-05-08,3.5843749046325684
2002-05-09,3.518749952316284
2002-05-10,3.468125104904175
2002-05-13,3.456249952316284
2002-05-14,3.559375047683716
2002-05-15,3.5718750953674316
2002-05-16,3.612499952316284
2002-05-17,3.606250047683716
2002-05-20,3.552500009536743
2002-05-21,3.6050000190734863
2002-05-22,3.588124990463257
2002-05-23,3.617500066757202
2002-05-24,3.625624895095825
2002-05-28,3.549375057220459
2002-05-29,3.507499933242798
2002-05-30,3.463124990463257
2002-05-31,3.491874933242798
2002-06-03,3.526249885559082
2002-06-04,3.5299999713897705
2002-06-05,3.5218749046325684
2002-06-06,3.5193750858306885
2002-06-07,3.721874952316284
2002-06-10,3.856250047683716
2002-06-11,4.17312479019165
2002-06-12,4.179999828338623
2002-06-13,4.238124847412109
2002-06-14,4.422500133514404
2002-06-17,4.5625
2002-06-18,4.466249942779541
2002-06-19,4.459374904632568
2002-06-20,4.530624866485596
2002-06-21,4.509375095367432
2002-06-24,4.472499847412109
2002-06-25,4.331250190734863
2002-06-26,4.393750190734863
2002-06-27,4.34375
2002-06-28,4.436874866485596
2002-07-01,4.226874828338623
2002-07-02,4.140625
2002-07-03,4.069375038146973
2002-07-05,4.213749885559082
2002-07-08,4.169374942779541
2002-07-09,4.238124847412109
2002-07-10,4.125
2002-07-11,4.046249866485596
2002-07-12,4.135624885559082
2002-07-15,4.056875228881836
2002-07-16,3.6943750381469727
2002-07-17,3.549999952316284
2002-07-18,3.6187500953674316
2002-07-19,3.4593749046325684
2002-07-22,3.4262499809265137
2002-07-23,3.281874895095825
2002-07-24,3.442500114440918
2002-07-25,3.5799999237060547
2002-07-26,3.744374990463257
2002-07-29,4.106249809265137
2002-07-30,3.963749885559082
2002-07-31,3.7362499237060547
2002-08-01,3.823124885559082
2002-08-02,3.575624942779541
2002-08-05,3.557499885559082
2002-08-06,3.612499952316284
2002-08-07,3.713749885559082
2002-08-08,3.78125
2002-08-09,3.8125
2002-08-12,3.653125047683716
2002-08-13,3.6493749618530273
2002-08-14,3.7406249046325684
2002-08-15,3.813124895095825
2002-08-16,3.8168749809265137
2002-08-19,4.037499904632568
2002-08-20,4.037499904632568
2002-08-21,4.161250114440918
2002-08-22,4.315000057220459
2002-08-23,4.293749809265137
2002-08-26,4.25124979019165
2002-08-27,4.328750133514404
2002-08-28,4.323750019073486
2002-08-29,4.267499923706055
2002-08-30,4.153749942779541
2002-09-03,4.039999961853027
2002-09-04,4.316249847412109
2002-09-05,4.236249923706055
2002-09-06,4.272500038146973
2002-09-09,4.381249904632568
2002-09-10,4.393750190734863
2002-09-11,4.300000190734863
2002-09-12,4.184999942779541
2002-09-13,4.178750038146973
2002-09-16,4.223750114440918
2002-09-17,4.135000228881836
2002-09-18,3.96875
2002-09-19,3.783750057220459
2002-09-20,3.859999895095825
2002-09-23,3.8524999618530273
2002-09-24,3.9024999141693115
2002-09-25,4.076250076293945
2002-09-26,4.074999809265137
2002-09-27,4.0
2002-09-30,3.9725000858306885
2002-10-01,3.9437499046325684
2002-10-02,3.851249933242798
2002-10-03,3.7200000286102295
2002-10-04,3.6649999618530273
2002-10-07,3.5487499237060547
2002-10-08,3.6837499141693115
2002-10-09,3.7125000953674316
2002-10-10,3.7412500381469727
2002-10-11,4.048749923706055
2002-10-14,4.025000095367432
2002-10-15,4.775000095367432
2002-10-16,4.681250095367432
2002-10-17,4.923749923706055
2002-10-18,4.875
2002-10-21,4.798749923706055
2002-10-22,4.757500171661377
2002-10-23,4.68625020980835
2002-10-24,4.835000038146973
2002-10-25,4.821249961853027
2002-10-28,4.616250038146973
2002-10-29,4.707499980926514
2002-10-30,4.772500038146973
2002-10-31,4.74875020980835
2002-11-01,5.0
2002-11-04,5.212500095367432
2002-11-05,5.425000190734863
2002-11-06,5.411250114440918
2002-11-07,5.06374979019165
2002-11-08,4.902500152587891
2002-11-11,4.712500095367432
2002-11-12,4.961249828338623
2002-11-13,5.226250171661377
2002-11-14,5.394999980926514
2002-11-15,5.4375
2002-11-18,5.53249979019165
2002-11-19,5.150000095367432
2002-11-20,5.331250190734863
2002-11-21,5.472499847412109
2002-11-22,5.449999809265137
2002-11-25,5.667500019073486
2002-11-26,5.521249771118164
2002-11-27,5.650000095367432
2002-11-29,5.558750152587891
2002-12-02,5.446249961853027
2002-12-03,5.566249847412109
2002-12-04,5.56125020980835
2002-12-05,5.486249923706055
2002-12-06,5.481249809265137
2002-12-09,5.302499771118164
2002-12-10,5.329999923706055
2002-12-11,5.278749942779541
2002-12-12,5.192500114440918
2002-12-13,5.146249771118164
2002-12-16,5.383749961853027
2002-12-17,5.210000038146973
2002-12-18,5.122499942779541
2002-12-19,4.993750095367432
2002-12-20,4.889999866485596
2002-12-23,4.581250190734863
2002-12-24,4.37624979019165
2002-12-26,4.619999885559082
2002-12-27,4.701250076293945
2002-12-30,4.8125
2002-12-31,4.699999809265137
2003-01-02,4.960000038146973
2003-01-03,4.981249809265137
2003-01-06,5.101250171661377
2003-01-07,5.212500095367432
2003-01-08,5.275000095367432
2003-01-09,5.369999885559082
2003-01-10,5.324999809265137
2003-01-13,5.28000020980835
2003-01-14,5.328750133514404
2003-01-15,5.355000019073486
2003-01-16,5.289999961853027
2003-01-17,5.164999961853027
2003-01-21,4.866250038146973
2003-01-22,4.860000133514404
2003-01-23,4.824999809265137
2003-01-24,5.053750038146973
2003-01-27,4.96750020980835
2003-01-28,4.824999809265137
2003-01-29,4.863749980926514
2003-01-30,4.633749961853027
2003-01-31,4.613749980926514
2003-02-03,4.545000076293945
2003-02-04,4.46750020980835
2003-02-05,4.50124979019165
2003-02-06,4.409999847412109
2003-02-07,4.177499771118164
2003-02-10,3.997499942779541
2003-02-11,3.9774999618530273
2003-02-12,3.916249990463257
2003-02-13,4.06125020980835
2003-02-14,4.275000095367432
2003-02-18,4.489999771118164
2003-02-19,4.331250190734863
2003-02-20,4.275000095367432
2003-02-21,4.267499923706055
2003-02-24,4.317500114440918
2003-02-25,4.275000095367432
2003-02-26,4.202499866485596
2003-02-27,4.182499885559082
2003-02-28,4.133749961853027
2003-03-03,4.016250133514404
2003-03-04,4.114999771118164
2003-03-05,3.922499895095825
2003-03-06,3.9287500381469727
2003-03-07,3.918750047683716
2003-03-10,3.7174999713897705
2003-03-11,3.987499952316284
2003-03-12,3.9312500953674316
2003-03-13,4.263750076293945
2003-03-14,4.125
2003-03-17,4.351250171661377
2003-03-18,4.333749771118164
2003-03-19,4.295000076293945
2003-03-20,4.349999904632568
2003-03-21,4.422500133514404
2003-03-24,4.231249809265137
2003-03-25,4.212500095367432
2003-03-26,4.256249904632568
2003-03-27,4.263750076293945
2003-03-28,4.231249809265137
2003-03-31,4.127500057220459
2003-04-01,4.144999980926514
2003-04-02,4.368750095367432
2003-04-03,4.565000057220459
2003-04-04,4.650000095367432
2003-04-07,4.663750171661377
2003-04-08,4.641250133514404
2003-04-09,4.668749809265137
2003-04-10,4.690000057220459
2003-04-11,4.703750133514404
2003-04-14,4.823750019073486
2003-04-15,4.862500190734863
2003-04-16,5.3125
2003-04-17,5.363749980926514
2003-04-21,5.300000190734863
2003-04-22,5.237500190734863
2003-04-23,5.173749923706055
2003-04-24,5.146249771118164
2003-04-25,5.228750228881836
2003-04-28,5.306250095367432
2003-04-29,5.3125
2003-04-30,5.289999961853027
2003-05-01,5.25124979019165
2003-05-02,5.603750228881836
2003-05-05,5.568749904632568
2003-05-06,5.528749942779541
2003-05-07,5.486249923706055
2003-05-08,5.451250076293945
2003-05-09,5.451250076293945
2003-05-12,5.607500076293945
2003-05-13,5.641250133514404
2003-05-14,5.644999980926514
2003-05-15,5.545000076293945
2003-05-16,5.431250095367432
2003-05-19,5.276249885559082
2003-05-20,5.272500038146973
2003-05-21,5.375
2003-05-22,5.375
2003-05-23,5.37624979019165
2003-05-27,5.427499771118164
2003-05-28,5.525000095367432
2003-05-29,5.568749904632568
2003-05-30,5.662499904632568
2003-06-02,5.75
2003-06-03,5.90749979019165
2003-06-04,6.110000133514404
2003-06-05,6.168749809265137
2003-06-06,6.078750133514404
2003-06-09,5.963749885559082
2003-06-10,6.184999942779541
2003-06-11,6.25
2003-06-12,6.21750020980835
2003-06-13,6.255000114440918
2003-06-16,6.538750171661377
2003-06-17,6.49875020980835
2003-06-18,6.362500190734863
2003-06-19,6.101250171661377
2003-06-20,6.081250190734863
2003-06-23,5.882500171661377
2003-06-24,5.868750095367432
2003-06-25,5.918749809265137
2003-06-26,5.918749809265137
2003-06-27,5.93625020980835
2003-06-30,5.920000076293945
2003-07-01,5.926249980926514
2003-07-02,5.912499904632568
2003-07-03,5.892499923706055
2003-07-07,6.12375020980835
2003-07-08,6.381249904632568
2003-07-09,6.25124979019165
2003-07-10,6.131249904632568
2003-07-11,6.353750228881836
2003-07-14,6.591249942779541
2003-07-15,6.481249809265137
2003-07-16,6.269999980926514
2003-07-17,6.208749771118164
2003-07-18,6.190000057220459
2003-07-21,6.37624979019165
2003-07-22,6.578750133514404
2003-07-23,6.956250190734863
2003-07-24,7.0
2003-07-25,6.921249866485596
2003-07-28,6.960000038146973
2003-07-29,6.93874979019165
2003-07-30,6.993750095367432
2003-07-31,6.925000190734863
2003-08-01,6.963749885559082
2003-08-04,6.849999904632568
2003-08-05,6.727499961853027
2003-08-06,6.71750020980835
2003-08-07,6.776249885559082
2003-08-08,6.681250095367432
2003-08-11,6.848750114440918
2003-08-12,6.96875
2003-08-13,7.201250076293945
2003-08-14,7.25124979019165
2003-08-15,7.28125
2003-08-18,7.743750095367432
2003-08-19,8.074999809265137
2003-08-20,8.073749542236328
2003-08-21,8.09375
2003-08-22,8.102499961853027
2003-08-25,8.022500038146973
2003-08-26,8.147500038146973
2003-08-27,8.362500190734863
2003-08-28,8.677499771118164
2003-08-29,8.625
2003-09-02,8.907500267028809
2003-09-03,8.90250015258789
2003-09-04,8.800000190734863
2003-09-05,8.692500114440918
2003-09-08,8.762499809265137
2003-09-09,8.425000190734863
2003-09-10,8.47249984741211
2003-09-11,8.802499771118164
2003-09-12,8.84749984741211
2003-09-15,8.962499618530273
2003-09-16,9.024999618530273
2003-09-17,8.8774995803833
2003-09-18,9.182499885559082
2003-09-19,9.1899995803833
2003-09-22,9.077500343322754
2003-09-23,9.382499694824219
2003-09-24,9.337499618530273
2003-09-25,9.085000038146973
2003-09-26,8.7475004196167
2003-09-29,8.787500381469727
2003-09-30,8.202500343322754
2003-10-01,8.582500457763672
2003-10-02,8.59749984741211
2003-10-03,8.657500267028809
2003-10-06,8.852499961853027
2003-10-07,8.875
2003-10-08,8.7524995803833
2003-10-09,9.149999618530273
2003-10-10,9.25
2003-10-13,9.225000381469727
2003-10-14,9.755000114440918
2003-10-15,9.772500038146973
2003-10-16,9.675000190734863
2003-10-17,9.609999656677246
2003-10-20,9.920000076293945
2003-10-21,10.337499618530273
2003-10-22,10.167499542236328
2003-10-23,10.074999809265137
2003-10-24,10.137499809265137
2003-10-27,10.324999809265137
2003-10-28,10.649999618530273
2003-10-29,10.8125
2003-10-30,10.364999771118164
2003-10-31,10.510000228881836
2003-11-03,10.875
2003-11-04,10.852499961853027
2003-11-05,10.96500015258789
2003-11-06,10.6274995803833
2003-11-07,10.567500114440918
2003-11-10,10.232500076293945
2003-11-11,10.357500076293945
2003-11-12,10.40250015258789
2003-11-13,10.3100004196167
2003-11-14,10.202500343322754
2003-11-17,10.09000015258789
2003-11-18,10.057499885559082
2003-11-19,10.104999542236328
2003-11-20,10.072500228881836
2003-11-21,10.305000305175781
2003-11-24,10.6225004196167
2003-11-25,10.8125
2003-11-26,10.787500381469727
2003-11-28,10.885000228881836
2003-12-01,11.047499656677246
2003-12-02,10.899999618530273
2003-12-03,10.5
2003-12-04,10.5
2003-12-05,10.072500228881836
2003-12-08,9.635000228881836
2003-12-09,9.397500038146973
2003-12-10,9.364999771118164
2003-12-11,9.614999771118164
2003-12-12,9.957500457763672
2003-12-15,9.800000190734863
2003-12-16,9.765000343322754
2003-12-17,9.864999771118164
2003-12-18,10.052499771118164
2003-12-19,9.8725004196167
2003-12-22,9.779999732971191
2003-12-23,9.832500457763672
2003-12-24,9.712499618530273
2003-12-26,9.737500190734863
2003-12-29,9.927499771118164
2003-12-30,9.887499809265137
2003-12-31,9.7475004196167
2004-01-02,9.842499732971191
2004-01-05,9.947500228881836
2004-01-06,9.899999618530273
2004-01-07,10.072500228881836
2004-01-08,10.055000305175781
2004-01-09,10.02750015258789
2004-01-12,9.979999542236328
2004-01-13,9.9350004196167
2004-01-14,9.892499923706055
2004-01-15,9.947500228881836
2004-01-16,9.8125
2004-01-20,9.725000381469727
2004-01-21,11.0
2004-01-22,10.625
2004-01-23,11.114999771118164
2004-01-26,10.887499809265137
2004-01-27,10.832500457763672
2004-01-28,10.539999961853027
2004-01-29,10.4399995803833
2004-01-30,10.587499618530273
2004-02-02,10.555000305175781
2004-02-03,10.345000267028809
2004-02-04,10.194999694824219
2004-02-05,10.28499984741211
2004-02-06,10.522500038146973
2004-02-09,10.632499694824219
2004-02-10,10.569999694824219
2004-02-11,10.932499885559082
2004-02-12,10.75
2004-02-13,10.625
2004-02-17,10.75
2004-02-18,10.875
2004-02-19,10.537500381469727
2004-02-20,10.537500381469727
2004-02-23,10.317500114440918
2004-02-24,10.510000228881836
2004-02-25,10.632499694824219
2004-02-26,10.662500381469727
2004-02-27,10.704999923706055
2004-03-01,10.819999694824219
2004-03-02,10.837499618530273
2004-03-03,10.84749984741211
2004-03-04,10.982500076293945
2004-03-05,11.0
2004-03-08,10.789999961853027
2004-03-09,10.632499694824219
2004-03-10,10.52750015258789
2004-03-11,10.427499771118164
2004-03-12,10.524999618530273
2004-03-15,10.177499771118164
2004-03-16,10.022500038146973
2004-03-17,10.164999961853027
2004-03-18,9.869999885559082
2004-03-19,9.720000267028809
2004-03-22,9.635000228881836
2004-03-23,9.760000228881836
2004-03-24,9.657500267028809
2004-03-25,9.9375
2004-03-26,9.982500076293945
2004-03-29,9.7475004196167
2004-03-30,9.762499809265137
2004-03-31,9.680000305175781
2004-04-01,9.6875
2004-04-02,9.75
2004-04-05,9.729999542236328
2004-04-06,9.664999961853027
2004-04-07,9.617500305175781
2004-04-08,9.524999618530273
2004-04-12,9.71500015258789
2004-04-13,9.97249984741211
2004-04-14,9.829999923706055
2004-04-15,9.817500114440918
2004-04-16,10.095000267028809
2004-04-19,10.137499809265137
2004-04-20,10.257499694824219
2004-04-21,10.362500190734863
2004-04-22,10.6875
2004-04-23,10.612500190734863
2004-04-26,10.362500190734863
2004-04-27,10.422499656677246
2004-04-28,10.232500076293945
2004-04-29,9.897500038146973
2004-04-30,9.737500190734863
2004-05-03,9.505000114440918
2004-05-04,9.795000076293945
2004-05-05,9.837499618530273
2004-05-06,9.6274995803833
2004-05-07,9.024999618530273
2004-05-10,8.642499923706055
2004-05-11,9.107500076293945
2004-05-12,8.994999885559082
2004-05-13,9.050000190734863
2004-05-14,8.949999809265137
2004-05-17,8.77750015258789
2004-05-18,8.890000343322754
2004-05-19,8.907500267028809
2004-05-20,8.824999809265137
2004-05-21,9.047499656677246
2004-05-24,9.167499542236328
2004-05-25,9.619999885559082
2004-05-26,9.462499618530273
2004-05-27,9.582500457763672
2004-05-28,9.632499694824219
2004-06-01,9.760000228881836
2004-06-02,9.682499885559082
2004-06-03,9.375
2004-06-04,9.327500343322754
2004-06-07,9.545000076293945
2004-06-08,9.762499809265137
2004-06-09,9.614999771118164
2004-06-10,9.5
2004-06-14,9.430000305175781
2004-06-15,9.567500114440918
2004-06-16,9.59000015258789
2004-06-17,9.524999618530273
2004-06-18,9.654999732971191
2004-06-21,9.672499656677246
2004-06-22,9.862500190734863
2004-06-23,9.9399995803833
2004-06-24,9.9975004196167
2004-06-25,10.397500038146973
2004-06-28,10.390000343322754
2004-06-29,10.342499732971191
2004-06-30,10.454999923706055
2004-07-01,10.1850004196167
2004-07-02,10.142499923706055
2004-07-06,10.102499961853027
2004-07-07,10.067500114440918
2004-07-08,10.0625
2004-07-09,10.1225004196167
2004-07-12,9.912500381469727
2004-07-13,9.72249984741211
2004-07-14,9.53499984741211
2004-07-15,9.47249984741211
2004-07-16,9.414999961853027
2004-07-19,9.167499542236328
2004-07-20,9.28499984741211
2004-07-21,8.952500343322754
2004-07-22,8.994999885559082
2004-07-23,8.817500114440918
2004-07-26,8.587499618530273
2004-07-27,9.0600004196167
2004-07-28,8.977499961853027
2004-07-29,9.109999656677246
2004-07-30,9.077500343322754
2004-08-02,8.949999809265137
2004-08-03,8.734999656677246
2004-08-04,8.792499542236328
2004-08-05,8.539999961853027
2004-08-06,8.225000381469727
2004-08-09,8.104999542236328
2004-08-10,8.52750015258789
2004-08-11,8.467499732971191
2004-08-12,8.229999542236328
2004-08-13,8.22249984741211
2004-08-16,8.342499732971191
2004-08-17,8.552499771118164
2004-08-18,8.65250015258789
2004-08-19,8.587499618530273
2004-08-20,8.59749984741211
2004-08-23,8.492500305175781
2004-08-24,8.617500305175781
2004-08-25,8.6875
2004-08-26,8.6850004196167
2004-08-27,8.75
2004-08-30,8.600000381469727
2004-08-31,8.704999923706055
2004-09-01,9.137499809265137
2004-09-02,9.579999923706055
2004-09-03,9.484999656677246
2004-09-07,9.467499732971191
2004-09-08,9.369999885559082
2004-09-09,9.587499618530273
2004-09-10,9.587499618530273
2004-09-13,9.7475004196167
2004-09-14,9.637499809265137
2004-09-15,9.5649995803833
2004-09-16,9.832500457763672
2004-09-17,9.75
2004-09-20,9.512499809265137
2004-09-21,9.489999771118164
2004-09-22,9.170000076293945
2004-09-23,9.164999961853027
2004-09-24,9.0625
2004-09-27,9.02750015258789
2004-09-28,8.630000114440918
2004-09-29,7.925000190734863
2004-09-30,7.860000133514404
2004-10-01,8.170000076293945
2004-10-04,8.02750015258789
2004-10-05,8.162500381469727
2004-10-06,8.257499694824219
2004-10-07,8.085000038146973
2004-10-08,7.804999828338623
2004-10-11,7.840000152587891
2004-10-12,8.125
2004-10-13,8.322500228881836
2004-10-14,8.3125
2004-10-15,8.442500114440918
2004-10-18,8.5600004196167
2004-10-19,8.585000038146973
2004-10-20,8.59000015258789
2004-10-21,8.637499809265137
2004-10-22,8.585000038146973
2004-10-25,8.682499885559082
2004-10-26,8.920000076293945
2004-10-27,9.117500305175781
2004-10-28,9.182499885559082
2004-10-29,9.069999694824219
2004-11-01,9.02750015258789
2004-11-02,9.087499618530273
2004-11-03,9.055000305175781
2004-11-04,8.949999809265137
2004-11-05,8.920000076293945
2004-11-08,8.762499809265137
2004-11-09,8.807499885559082
2004-11-10,8.792499542236328
2004-11-11,9.077500343322754
2004-11-12,9.092499732971191
2004-11-15,9.172499656677246
2004-11-16,8.989999771118164
2004-11-17,9.0649995803833
2004-11-18,8.792499542236328
2004-11-19,8.447500228881836
2004-11-22,8.375
2004-11-23,8.112500190734863
2004-11-24,8.149999618530273
2004-11-26,8.112500190734863
2004-11-29,8.202500343322754
2004-11-30,7.929999828338623
2004-12-01,8.324999809265137
2004-12-02,8.515000343322754
2004-12-03,8.4375
2004-12-06,8.412500381469727
2004-12-07,8.359999656677246
2004-12-08,8.470000267028809
2004-12-09,8.392499923706055
2004-12-10,8.632499694824219
2004-12-13,8.630000114440918
2004-12-14,8.787500381469727
2004-12-15,8.779999732971191
2004-12-16,8.8125
2004-12-17,8.854999542236328
2004-12-20,8.8125
2004-12-21,8.9399995803833
2004-12-22,9.085000038146973
2004-12-23,8.982500076293945
2004-12-27,8.885000228881836
2004-12-28,9.074999809265137
2004-12-29,9.142499923706055
2004-12-30,9.21500015258789
2004-12-31,9.302499771118164
2005-01-03,9.260000228881836
2005-01-04,9.057499885559082
2005-01-05,8.907500267028809
2005-01-06,9.087499618530273
2005-01-07,8.864999771118164
2005-01-10,9.012499809265137
2005-01-11,9.0024995803833
2005-01-12,9.130000114440918
2005-01-13,8.892499923706055
2005-01-14,8.897500038146973
2005-01-18,9.072500228881836
2005-01-19,9.055000305175781
2005-01-20,8.960000038146973
2005-01-21,8.609999656677246
2005-01-24,8.475000381469727
2005-01-25,8.625
2005-01-26,8.875
2005-01-27,8.982500076293945
2005-01-28,8.795000076293945
2005-01-31,8.949999809265137
2005-02-01,9.28499984741211
2005-02-02,9.302499771118164
2005-02-03,9.640000343322754
2005-02-04,11.082500457763672
2005-02-07,11.345000267028809
2005-02-08,11.3125
2005-02-09,10.619999885559082
2005-02-10,10.8100004196167
2005-02-11,10.789999961853027
2005-02-14,10.802499771118164
2005-02-15,10.725000381469727
2005-02-16,10.702500343322754
2005-02-17,10.494999885559082
2005-02-18,10.645000457763672
2005-02-22,10.422499656677246
2005-02-23,10.487500190734863
2005-02-24,10.72249984741211
2005-02-25,10.625
2005-02-28,10.647500038146973
2005-03-01,10.805000305175781
2005-03-02,10.8100004196167
2005-03-03,10.680000305175781
2005-03-04,10.962499618530273
2005-03-07,10.824999809265137
2005-03-08,10.625
2005-03-09,10.582500457763672
2005-03-10,10.635000228881836
2005-03-11,10.682499885559082
2005-03-14,10.677499771118164
2005-03-15,10.672499656677246
2005-03-16,10.569999694824219
2005-03-17,10.645000457763672
2005-03-18,10.637499809265137
2005-03-21,10.582500457763672
2005-03-22,10.787500381469727
2005-03-23,10.7524995803833
2005-03-24,10.8725004196167
2005-03-28,10.979999542236328
2005-03-29,10.797499656677246
2005-03-30,11.029999732971191
2005-03-31,10.912500381469727
2005-04-01,10.585000038146973
2005-04-04,10.734999656677246
2005-04-05,10.819999694824219
2005-04-06,10.827500343322754
2005-04-07,10.78499984741211
2005-04-08,10.949999809265137
2005-04-11,10.944999694824219
2005-04-12,11.15999984741211
2005-04-13,10.869999885559082
2005-04-14,10.522500038146973
2005-04-15,10.217499732971191
2005-04-18,10.114999771118164
2005-04-19,10.467499732971191
2005-04-20,10.375
2005-04-21,10.392499923706055
2005-04-22,10.297499656677246
2005-04-25,10.517499923706055
2005-04-26,10.345000267028809
2005-04-27,10.412500381469727
2005-04-28,10.125
2005-04-29,10.055000305175781
2005-05-02,10.295000076293945
2005-05-03,10.154999732971191
2005-05-04,10.28499984741211
2005-05-05,10.524999618530273
2005-05-06,10.447500228881836
2005-05-09,10.555000305175781
2005-05-10,10.399999618530273
2005-05-11,10.335000038146973
2005-05-12,10.2475004196167
2005-05-13,10.077500343322754
2005-05-16,10.220000267028809
2005-05-17,10.3774995803833
2005-05-18,10.595000267028809
2005-05-19,10.84749984741211
2005-05-20,10.667499542236328
2005-05-23,10.789999961853027
2005-05-24,10.725000381469727
2005-05-25,10.537500381469727
2005-05-26,10.859999656677246
2005-05-27,10.927499771118164
2005-05-31,11.104999542236328
2005-06-01,11.079999923706055
2005-06-02,11.225000381469727
2005-06-03,11.399999618530273
2005-06-06,11.5024995803833
2005-06-07,11.765000343322754
2005-06-08,11.682499885559082
2005-06-09,11.845000267028809
2005-06-10,11.807499885559082
2005-06-13,11.885000228881836
2005-06-14,12.237500190734863
2005-06-15,12.319999694824219
2005-06-16,12.457500457763672
2005-06-17,12.2524995803833
2005-06-20,12.217499732971191
2005-06-21,12.22249984741211
2005-06-22,12.317500114440918
2005-06-23,12.220000267028809
2005-06-24,12.024999618530273
2005-06-27,11.989999771118164
2005-06-28,12.1899995803833
2005-06-29,12.192500114440918
2005-06-30,12.274999618530273
2005-07-01,12.262499809265137
2005-07-05,12.387499809265137
2005-07-06,12.3125
2005-07-07,12.192500114440918
2005-07-08,12.392499923706055
2005-07-11,12.487500190734863
2005-07-12,12.447500228881836
2005-07-13,12.324999809265137
2005-07-14,12.327500343322754
2005-07-15,12.289999961853027
2005-07-18,12.167499542236328
2005-07-19,12.600000381469727
2005-07-20,12.654999732971191
2005-07-21,12.625
2005-07-22,13.5649995803833
2005-07-25,13.5600004196167
2005-07-26,13.892499923706055
2005-07-27,14.102499961853027
2005-07-28,14.545000076293945
2005-07-29,14.055000305175781
2005-08-01,14.079999923706055
2005-08-02,13.760000228881836
2005-08-03,13.672499656677246
2005-08-04,13.319999694824219
2005-08-05,13.350000381469727
2005-08-08,13.010000228881836
2005-08-09,13.232500076293945
2005-08-10,13.555000305175781
2005-08-11,13.52750015258789
2005-08-12,13.53499984741211
2005-08-15,13.520000457763672
2005-08-16,12.699999809265137
2005-08-17,12.657500267028809
2005-08-18,12.545000076293945
2005-08-19,12.4350004196167
2005-08-22,12.507499694824219
2005-08-23,12.417499542236328
2005-08-24,12.557499885559082
2005-08-25,12.557499885559082
2005-08-26,12.512499809265137
2005-08-29,12.537500381469727
2005-08-30,12.635000228881836
2005-08-31,12.864999771118164
2005-09-01,12.5
2005-09-02,11.967499732971191
2005-09-06,12.430000305175781
2005-09-07,12.960000038146973
2005-09-08,12.774999618530273
2005-09-09,12.947500228881836
2005-09-12,13.109999656677246
2005-09-13,13.107500076293945
2005-09-14,12.912500381469727
2005-09-15,12.792499542236328
2005-09-16,12.727499961853027
2005-09-19,12.614999771118164
2005-09-20,12.202500343322754
2005-09-21,11.967499732971191
2005-09-22,11.857500076293945
2005-09-23,12.25
2005-09-26,12.199999809265137
2005-09-27,12.170000076293945
2005-09-28,12.082500457763672
2005-09-29,11.515000343322754
2005-09-30,11.412500381469727
2005-10-03,11.5
2005-10-04,11.362500190734863
2005-10-05,11.227499961853027
2005-10-06,10.984999656677246
