,ANDE
1996-02-20,5.1666669845581055
1996-02-21,5.25
1996-02-22,4.8333330154418945
1996-02-23,4.1666669845581055
1996-02-26,3.5
1996-02-27,3.6666669845581055
1996-02-28,3.8333330154418945
1996-02-29,3.8333330154418945
1996-03-01,3.7083330154418945
1996-03-04,3.8333330154418945
1996-03-05,3.8333330154418945
1996-03-06,3.9166669845581055
1996-03-07,3.6666669845581055
1996-03-08,3.9166669845581055
1996-03-11,3.9166669845581055
1996-03-12,3.9166669845581055
1996-03-13,4.0
1996-03-14,4.0
1996-03-15,4.0
1996-03-18,4.0
1996-03-19,3.8333330154418945
1996-03-20,3.9583330154418945
1996-03-21,3.9583330154418945
1996-03-22,3.9583330154418945
1996-03-25,3.875
1996-03-26,3.7916669845581055
1996-03-27,3.7083330154418945
1996-03-28,3.6666669845581055
1996-03-29,3.6666669845581055
1996-04-01,3.6041669845581055
1996-04-02,3.6666669845581055
1996-04-03,3.5833330154418945
1996-04-04,3.6666669845581055
1996-04-08,3.5833330154418945
1996-04-09,3.5833330154418945
1996-04-10,3.4166669845581055
1996-04-11,3.4166669845581055
1996-04-12,3.4166669845581055
1996-04-15,3.5833330154418945
1996-04-16,3.4583330154418945
1996-04-17,3.5833330154418945
1996-04-18,3.5833330154418945
1996-04-19,3.5
1996-04-22,3.4166669845581055
1996-04-23,3.5833330154418945
1996-04-24,3.4166669845581055
1996-04-25,3.5
1996-04-26,3.5833330154418945
1996-04-29,3.5833330154418945
1996-04-30,3.5
1996-05-01,3.5833330154418945
1996-05-02,3.5833330154418945
1996-05-03,3.5833330154418945
1996-05-06,3.5833330154418945
1996-05-07,3.4583330154418945
1996-05-08,3.4166669845581055
1996-05-09,3.5
1996-05-10,3.3333330154418945
1996-05-13,3.0833330154418945
1996-05-14,3.25
1996-05-15,3.25
1996-05-16,3.0833330154418945
1996-05-17,3.3333330154418945
1996-05-20,3.3333330154418945
1996-05-21,3.1666669845581055
1996-05-22,3.3333330154418945
1996-05-23,3.3333330154418945
1996-05-24,3.3333330154418945
1996-05-28,3.3333330154418945
1996-05-29,3.4166669845581055
1996-05-30,3.4166669845581055
1996-05-31,3.3333330154418945
1996-06-03,3.3333330154418945
1996-06-04,3.1666669845581055
1996-06-05,3.4166669845581055
1996-06-06,3.4166669845581055
1996-06-07,3.1666669845581055
1996-06-10,3.3333330154418945
1996-06-11,3.3333330154418945
1996-06-12,3.1666669845581055
1996-06-13,3.1666669845581055
1996-06-14,3.25
1996-06-17,3.25
1996-06-18,3.1666669845581055
1996-06-19,3.1666669845581055
1996-06-20,3.1666669845581055
1996-06-21,2.9166669845581055
1996-06-24,3.1666669845581055
1996-06-25,2.9166669845581055
1996-06-26,3.1666669845581055
1996-06-27,3.0
1996-06-28,3.0
1996-07-01,3.125
1996-07-02,3.1666669845581055
1996-07-03,3.0
1996-07-05,3.0833330154418945
1996-07-08,3.1666669845581055
1996-07-09,3.0
1996-07-10,2.9583330154418945
1996-07-11,3.0
1996-07-12,3.1666669845581055
1996-07-15,3.1666669845581055
1996-07-16,3.0
1996-07-17,3.0416669845581055
1996-07-18,3.1666669845581055
1996-07-19,3.125
1996-07-22,3.0416669845581055
1996-07-23,3.0833330154418945
1996-07-24,3.0
1996-07-25,3.1666669845581055
1996-07-26,3.0833330154418945
1996-07-29,3.0
1996-07-30,3.0
1996-07-31,3.0416669845581055
1996-08-01,2.9166669845581055
1996-08-02,2.9166669845581055
1996-08-05,3.0
1996-08-06,3.1666669845581055
1996-08-07,3.1666669845581055
1996-08-08,2.9166669845581055
1996-08-09,3.0
1996-08-12,3.0
1996-08-13,3.0
1996-08-14,3.0
1996-08-15,2.9166669845581055
1996-08-16,3.0
1996-08-19,3.1666669845581055
1996-08-20,3.0
1996-08-21,3.1666669845581055
1996-08-22,3.1666669845581055
1996-08-23,2.9166669845581055
1996-08-26,3.0833330154418945
1996-08-27,2.9166669845581055
1996-08-28,3.0833330154418945
1996-08-29,2.9166669845581055
1996-08-30,2.9166669845581055
1996-09-03,3.0
1996-09-04,3.0
1996-09-05,3.0833330154418945
1996-09-06,3.0
1996-09-09,2.875
1996-09-10,3.0
1996-09-11,3.0
1996-09-12,2.9166669845581055
1996-09-13,2.75
1996-09-16,3.0
1996-09-17,3.0
1996-09-18,2.8333330154418945
1996-09-19,2.9583330154418945
1996-09-20,3.0
1996-09-23,2.9166669845581055
1996-09-24,2.6666669845581055
1996-09-25,2.9166669845581055
1996-09-26,2.9166669845581055
1996-09-27,2.8333330154418945
1996-09-30,2.9166669845581055
1996-10-01,2.9166669845581055
1996-10-02,2.9166669845581055
1996-10-03,2.9166669845581055
1996-10-04,2.9166669845581055
1996-10-07,2.8333330154418945
1996-10-08,2.875
1996-10-09,2.875
1996-10-10,2.875
1996-10-11,2.9583330154418945
1996-10-14,3.0
1996-10-15,3.125
1996-10-16,3.1666669845581055
1996-10-17,3.0
1996-10-18,3.0
1996-10-21,3.0
1996-10-22,3.0416669845581055
1996-10-23,3.0416669845581055
1996-10-24,3.0416669845581055
1996-10-25,2.9583330154418945
1996-10-28,2.9583330154418945
1996-10-29,3.0
1996-10-30,3.0
1996-10-31,3.0
1996-11-01,3.0416669845581055
1996-11-04,2.9583330154418945
1996-11-05,2.9583330154418945
1996-11-06,2.9166669845581055
1996-11-07,2.8333330154418945
1996-11-08,2.8333330154418945
1996-11-11,2.7083330154418945
1996-11-12,2.7083330154418945
1996-11-13,2.7083330154418945
1996-11-14,2.7916669845581055
1996-11-15,2.7916669845581055
1996-11-18,2.7083330154418945
1996-11-19,2.7916669845581055
1996-11-20,2.6666669845581055
1996-11-21,2.5833330154418945
1996-11-22,2.5625
1996-11-25,2.5
1996-11-26,2.5
1996-11-27,2.4166669845581055
1996-11-29,2.4166669845581055
1996-12-02,2.4583330154418945
1996-12-03,2.5
1996-12-04,2.5833330154418945
1996-12-05,2.5833330154418945
1996-12-06,2.5416669845581055
1996-12-09,2.5416669845581055
1996-12-10,2.6666669845581055
1996-12-11,2.7083330154418945
1996-12-12,2.875
1996-12-13,2.875
1996-12-16,2.875
1996-12-17,2.9166669845581055
1996-12-18,3.0
1996-12-19,2.9583330154418945
1996-12-20,3.0833330154418945
1996-12-23,2.9583330154418945
1996-12-24,3.0416669845581055
1996-12-26,2.9583330154418945
1996-12-27,2.9583330154418945
1996-12-30,2.9583330154418945
1996-12-31,3.0416669845581055
1997-01-02,2.9583330154418945
1997-01-03,2.9166669845581055
1997-01-06,3.0
1997-01-07,2.9583330154418945
1997-01-08,2.9583330154418945
1997-01-09,2.9166669845581055
1997-01-10,2.9583330154418945
1997-01-13,3.0
1997-01-14,3.0416669845581055
1997-01-15,2.921875
1997-01-16,2.984375
1997-01-17,2.9166669845581055
1997-01-20,2.9583330154418945
1997-01-21,2.9583330154418945
1997-01-22,3.0
1997-01-23,3.0
1997-01-24,3.0416669845581055
1997-01-27,3.0416669845581055
1997-01-28,3.0
1997-01-29,3.0
1997-01-30,3.0416669845581055
1997-01-31,3.0
1997-02-03,3.0
1997-02-04,3.0
1997-02-05,3.0833330154418945
1997-02-06,3.0833330154418945
1997-02-07,3.0
1997-02-10,3.0416669845581055
1997-02-11,3.0833330154418945
1997-02-12,3.0416669845581055
1997-02-13,3.0833330154418945
1997-02-14,3.0416669845581055
1997-02-18,3.0625
1997-02-19,3.0416669845581055
1997-02-20,3.0416669845581055
1997-02-21,3.0416669845581055
1997-02-24,3.125
1997-02-25,3.125
1997-02-26,3.125
1997-02-27,3.078125
1997-02-28,3.125
1997-03-03,3.125
1997-03-04,3.0833330154418945
1997-03-05,3.1666669845581055
1997-03-06,3.1666669845581055
1997-03-07,3.1666669845581055
1997-03-10,3.125
1997-03-11,3.1666669845581055
1997-03-12,3.1458330154418945
1997-03-13,3.1458330154418945
1997-03-14,3.1458330154418945
1997-03-17,3.125
1997-03-18,3.1458330154418945
1997-03-19,3.125
1997-03-20,3.125
1997-03-21,3.125
1997-03-24,3.125
1997-03-25,3.0833330154418945
1997-03-26,3.125
1997-03-27,3.125
1997-03-31,3.0833330154418945
1997-04-01,3.0
1997-04-02,2.9583330154418945
1997-04-03,2.9583330154418945
1997-04-04,2.9583330154418945
1997-04-07,2.9583330154418945
1997-04-08,2.9583330154418945
1997-04-09,3.0
1997-04-10,2.9583330154418945
1997-04-11,3.0
1997-04-14,2.9583330154418945
1997-04-15,2.875
1997-04-16,2.875
1997-04-17,2.9166669845581055
1997-04-18,2.875
1997-04-21,2.9166669845581055
1997-04-22,2.875
1997-04-23,2.875
1997-04-24,2.875
1997-04-25,3.0
1997-04-28,2.9166669845581055
1997-04-29,2.875
1997-04-30,3.0416669845581055
1997-05-01,2.9166669845581055
1997-05-02,2.9166669845581055
1997-05-05,3.1458330154418945
1997-05-06,3.0416669845581055
1997-05-07,3.0416669845581055
1997-05-08,3.0416669845581055
1997-05-09,3.0416669845581055
1997-05-12,3.0
1997-05-13,2.9791669845581055
1997-05-14,2.9166669845581055
1997-05-15,2.9166669845581055
1997-05-16,2.875
1997-05-19,2.9166669845581055
1997-05-20,2.9166669845581055
1997-05-21,2.9166669845581055
1997-05-22,3.0208330154418945
1997-05-23,2.9166669845581055
1997-05-27,3.0
1997-05-28,3.0
1997-05-29,3.0416669845581055
1997-05-30,3.0
1997-06-02,2.9583330154418945
1997-06-03,3.0416669845581055
1997-06-04,3.0
1997-06-05,3.0
1997-06-06,3.0
1997-06-09,3.0416669845581055
1997-06-10,2.9583330154418945
1997-06-11,2.9583330154418945
1997-06-12,3.0
1997-06-13,2.9583330154418945
1997-06-16,3.0
1997-06-17,3.0416669845581055
1997-06-18,3.0416669845581055
1997-06-19,3.0
1997-06-20,2.9583330154418945
1997-06-23,3.0
1997-06-24,2.9583330154418945
1997-06-25,2.9791669845581055
1997-06-26,2.9791669845581055
1997-06-27,3.0
1997-06-30,2.9583330154418945
1997-07-01,2.9583330154418945
1997-07-02,2.9583330154418945
1997-07-03,2.9583330154418945
1997-07-07,2.9583330154418945
1997-07-08,3.0
1997-07-09,2.9583330154418945
1997-07-10,2.9583330154418945
1997-07-11,2.9583330154418945
1997-07-14,2.875
1997-07-15,3.0
1997-07-16,2.9583330154418945
1997-07-17,2.875
1997-07-18,2.875
1997-07-21,2.875
1997-07-22,2.875
1997-07-23,2.875
1997-07-24,2.875
1997-07-25,2.875
1997-07-28,2.875
1997-07-29,2.9166669845581055
1997-07-30,2.7916669845581055
1997-07-31,2.7916669845581055
1997-08-01,2.828125
1997-08-04,2.6666669845581055
1997-08-05,2.7916669845581055
1997-08-06,2.7916669845581055
1997-08-07,2.75
1997-08-08,2.8333330154418945
1997-08-11,2.8125
1997-08-12,2.7916669845581055
1997-08-13,2.8333330154418945
1997-08-14,2.8333330154418945
1997-08-15,2.7916669845581055
1997-08-18,2.8333330154418945
1997-08-19,2.8541669845581055
1997-08-20,2.8333330154418945
1997-08-21,2.875
1997-08-22,2.8541669845581055
1997-08-25,2.875
1997-08-26,2.875
1997-08-27,2.9375
1997-08-28,2.9375
1997-08-29,2.9166669845581055
1997-09-02,2.9166669845581055
1997-09-03,2.9583330154418945
1997-09-04,2.9583330154418945
1997-09-05,2.9166669845581055
1997-09-08,2.9166669845581055
1997-09-09,2.9583330154418945
1997-09-10,2.9166669845581055
1997-09-11,2.9166669845581055
1997-09-12,3.0
1997-09-15,3.0833330154418945
1997-09-16,3.0416669845581055
1997-09-17,3.0
1997-09-18,3.0416669845581055
1997-09-19,3.0833330154418945
1997-09-22,3.0833330154418945
1997-09-23,3.0416669845581055
1997-09-24,3.0416669845581055
1997-09-25,3.0416669845581055
1997-09-26,3.1666669845581055
1997-09-29,3.0416669845581055
1997-09-30,3.0416669845581055
1997-10-01,3.0416669845581055
1997-10-02,3.0833330154418945
1997-10-03,3.0
1997-10-06,3.0833330154418945
1997-10-07,3.125
1997-10-08,3.0416669845581055
1997-10-09,3.0416669845581055
1997-10-10,3.0833330154418945
1997-10-13,3.125
1997-10-14,3.1666669845581055
1997-10-15,3.125
1997-10-16,3.125
1997-10-17,3.125
1997-10-20,3.125
1997-10-21,3.0833330154418945
1997-10-22,3.0833330154418945
1997-10-23,3.125
1997-10-24,3.1666669845581055
1997-10-27,3.1666669845581055
1997-10-28,3.0416669845581055
1997-10-29,3.1666669845581055
1997-10-30,3.0833330154418945
1997-10-31,3.125
1997-11-03,3.0833330154418945
1997-11-04,3.1458330154418945
1997-11-05,3.0833330154418945
1997-11-06,3.1666669845581055
1997-11-07,3.0416669845581055
1997-11-10,3.0416669845581055
1997-11-11,3.0833330154418945
1997-11-12,3.0416669845581055
1997-11-13,3.0625
1997-11-14,3.0416669845581055
1997-11-17,3.1041669845581055
1997-11-18,3.0625
1997-11-19,3.0833330154418945
1997-11-20,3.0416669845581055
1997-11-21,3.0416669845581055
1997-11-24,3.0416669845581055
1997-11-25,3.0833330154418945
1997-11-26,3.0833330154418945
1997-11-28,3.0833330154418945
1997-12-01,3.0416669845581055
1997-12-02,3.0416669845581055
1997-12-03,3.0833330154418945
1997-12-04,3.0833330154418945
1997-12-05,3.0833330154418945
1997-12-08,3.0416669845581055
1997-12-09,3.0625
1997-12-10,3.0416669845581055
1997-12-11,3.0625
1997-12-12,3.0416669845581055
1997-12-15,3.0625
1997-12-16,3.0416669845581055
1997-12-17,3.0416669845581055
1997-12-18,3.0416669845581055
1997-12-19,3.0416669845581055
1997-12-22,3.0416669845581055
1997-12-23,3.0416669845581055
1997-12-24,2.9583330154418945
1997-12-26,2.9583330154418945
1997-12-29,2.9583330154418945
1997-12-30,2.9583330154418945
1997-12-31,2.9583330154418945
1998-01-02,2.9583330154418945
1998-01-05,2.9583330154418945
1998-01-06,2.9166669845581055
1998-01-07,2.9166669845581055
1998-01-08,2.9166669845581055
1998-01-09,2.9583330154418945
1998-01-12,2.9166669845581055
1998-01-13,2.8125
1998-01-14,2.8125
1998-01-15,2.8333330154418945
1998-01-16,2.7916669845581055
1998-01-20,2.8333330154418945
1998-01-21,2.9166669845581055
1998-01-22,2.7916669845581055
1998-01-23,2.7916669845581055
1998-01-26,2.7916669845581055
1998-01-27,2.7916669845581055
1998-01-28,2.7916669845581055
1998-01-29,2.7916669845581055
1998-01-30,2.7916669845581055
1998-02-02,2.7916669845581055
1998-02-03,2.8333330154418945
1998-02-04,2.75
1998-02-05,2.8333330154418945
1998-02-06,2.9583330154418945
1998-02-09,2.9166669845581055
1998-02-10,2.9375
1998-02-11,2.9166669845581055
1998-02-12,3.0
1998-02-13,3.0416669845581055
1998-02-17,3.0208330154418945
1998-02-18,2.9583330154418945
1998-02-19,2.9583330154418945
1998-02-20,2.9583330154418945
1998-02-23,2.9583330154418945
1998-02-24,2.9583330154418945
1998-02-25,2.9583330154418945
1998-02-26,2.9583330154418945
1998-02-27,2.9583330154418945
1998-03-02,2.9791669845581055
1998-03-03,2.9583330154418945
1998-03-04,2.9791669845581055
1998-03-05,2.9791669845581055
1998-03-06,2.9583330154418945
1998-03-09,2.9583330154418945
1998-03-10,3.0
1998-03-11,2.9583330154418945
1998-03-12,2.9583330154418945
1998-03-13,2.9583330154418945
1998-03-16,2.9583330154418945
1998-03-17,2.9583330154418945
1998-03-18,2.9583330154418945
1998-03-19,2.9583330154418945
1998-03-20,3.0
1998-03-23,3.0
1998-03-24,3.0416669845581055
1998-03-25,3.0416669845581055
1998-03-26,3.0625
1998-03-27,3.0833330154418945
1998-03-30,3.0625
1998-03-31,3.0416669845581055
1998-04-01,3.0416669845581055
1998-04-02,3.0
1998-04-03,3.0416669845581055
1998-04-06,2.9791669845581055
1998-04-07,3.0416669845581055
1998-04-08,3.0416669845581055
1998-04-09,3.0416669845581055
1998-04-13,3.0208330154418945
1998-04-14,3.0208330154418945
1998-04-15,3.0
1998-04-16,3.0208330154418945
1998-04-17,2.9791669845581055
1998-04-20,2.9791669845581055
1998-04-21,3.0
1998-04-22,3.0
1998-04-23,3.0833330154418945
1998-04-24,3.2083330154418945
1998-04-27,3.3125
1998-04-28,3.2916669845581055
1998-04-29,3.1666669845581055
1998-04-30,3.25
1998-05-01,3.3333330154418945
1998-05-04,3.5
1998-05-05,3.5833330154418945
1998-05-06,3.6666669845581055
1998-05-07,3.5416669845581055
1998-05-08,3.5
1998-05-11,3.4166669845581055
1998-05-12,3.375
1998-05-13,3.5
1998-05-14,3.5
1998-05-15,3.4375
1998-05-18,3.4166669845581055
1998-05-19,3.5
1998-05-20,3.4166669845581055
1998-05-21,3.5
1998-05-22,3.5
1998-05-26,3.5
