,CWST
2002-06-04,11.550000190734863
2002-06-05,11.680000305175781
2002-06-06,11.449999809265137
2002-06-07,11.050000190734863
2002-06-10,11.079999923706055
2002-06-11,11.050000190734863
2002-06-12,11.199999809265137
2002-06-13,11.0
2002-06-14,11.09000015258789
2002-06-17,11.3100004196167
2002-06-18,11.15999984741211
2002-06-19,11.390000343322754
2002-06-20,11.40999984741211
2002-06-21,11.619999885559082
2002-06-24,11.550000190734863
2002-06-25,11.819999694824219
2002-06-26,11.960000038146973
2002-06-27,11.609999656677246
2002-06-28,12.010000228881836
2002-07-01,11.220000267028809
2002-07-02,11.050000190734863
2002-07-03,11.0
2002-07-05,10.869999885559082
2002-07-08,10.649999618530273
2002-07-09,10.270000457763672
2002-07-10,9.699999809265137
2002-07-11,10.020000457763672
2002-07-12,10.140000343322754
2002-07-15,9.670000076293945
2002-07-16,10.029999732971191
2002-07-17,9.850000381469727
2002-07-18,9.520000457763672
2002-07-19,8.770000457763672
2002-07-22,8.40999984741211
2002-07-23,8.0
2002-07-24,8.229999542236328
2002-07-25,8.550000190734863
2002-07-26,8.420000076293945
2002-07-29,8.430000305175781
2002-07-30,8.729999542236328
2002-07-31,8.649999618530273
2002-08-01,8.789999961853027
2002-08-02,8.5
2002-08-05,8.5
2002-08-06,8.829999923706055
2002-08-07,9.069999694824219
2002-08-08,8.710000038146973
2002-08-09,8.930000305175781
2002-08-12,9.180000305175781
2002-08-13,9.0
2002-08-14,9.100000381469727
2002-08-15,9.420000076293945
2002-08-16,9.149999618530273
2002-08-19,8.979999542236328
2002-08-20,8.899999618530273
2002-08-21,9.039999961853027
2002-08-22,9.050000190734863
2002-08-23,8.760000228881836
2002-08-26,8.680000305175781
2002-08-27,8.289999961853027
2002-08-28,8.3100004196167
2002-08-29,8.170000076293945
2002-08-30,8.220000267028809
2002-09-03,8.15999984741211
2002-09-04,8.329999923706055
2002-09-05,7.929999828338623
2002-09-06,7.75
2002-09-09,7.349999904632568
2002-09-10,7.050000190734863
2002-09-11,6.710000038146973
2002-09-12,6.5
2002-09-13,6.349999904632568
2002-09-16,6.5
2002-09-17,6.699999809265137
2002-09-18,6.96999979019165
2002-09-19,7.010000228881836
2002-09-20,6.900000095367432
2002-09-23,6.619999885559082
2002-09-24,6.349999904632568
2002-09-25,6.570000171661377
2002-09-26,6.510000228881836
2002-09-27,6.53000020980835
2002-09-30,6.429999828338623
2002-10-01,6.429999828338623
2002-10-02,6.349999904632568
2002-10-03,6.349999904632568
2002-10-04,6.400000095367432
2002-10-07,6.0
2002-10-08,5.889999866485596
2002-10-09,5.400000095367432
2002-10-10,5.25
2002-10-11,5.369999885559082
2002-10-14,4.900000095367432
2002-10-15,5.289999961853027
2002-10-16,5.0
2002-10-17,5.28000020980835
2002-10-18,5.0
2002-10-21,5.099999904632568
2002-10-22,4.909999847412109
2002-10-23,5.0
2002-10-24,5.079999923706055
2002-10-25,5.0
2002-10-28,5.0
2002-10-29,5.139999866485596
2002-10-30,5.260000228881836
2002-10-31,5.360000133514404
2002-11-01,5.369999885559082
2002-11-04,5.840000152587891
2002-11-05,6.25
2002-11-06,6.420000076293945
2002-11-07,6.230000019073486
2002-11-08,6.110000133514404
2002-11-11,5.599999904632568
2002-11-12,5.889999866485596
2002-11-13,5.860000133514404
2002-11-14,5.869999885559082
2002-11-15,5.980000019073486
2002-11-18,5.920000076293945
2002-11-19,6.150000095367432
2002-11-20,6.400000095367432
2002-11-21,6.659999847412109
2002-11-22,7.090000152587891
2002-11-25,7.039999961853027
2002-11-26,7.010000228881836
2002-11-27,7.099999904632568
2002-11-29,7.239999771118164
2002-12-02,7.550000190734863
2002-12-03,7.510000228881836
2002-12-04,7.25
2002-12-05,7.690000057220459
2002-12-06,8.329999923706055
2002-12-09,8.329999923706055
2002-12-10,8.75
2002-12-11,8.760000228881836
2002-12-12,8.8100004196167
2002-12-13,8.510000228881836
2002-12-16,8.75
2002-12-17,8.9399995803833
2002-12-18,9.260000228881836
2002-12-19,9.25
2002-12-20,9.199999809265137
2002-12-23,9.109999656677246
2002-12-24,9.119999885559082
2002-12-26,9.180000305175781
2002-12-27,8.920000076293945
2002-12-30,8.869999885559082
2002-12-31,8.890000343322754
2003-01-02,8.84000015258789
2003-01-03,8.479999542236328
2003-01-06,8.199999809265137
2003-01-07,8.229999542236328
2003-01-08,8.0
2003-01-09,8.149999618530273
2003-01-10,8.0
2003-01-13,8.100000381469727
2003-01-14,8.449999809265137
2003-01-15,8.600000381469727
2003-01-16,9.020000457763672
2003-01-17,9.0600004196167
2003-01-21,9.390000343322754
2003-01-22,9.109999656677246
2003-01-23,9.0
2003-01-24,8.979999542236328
2003-01-27,8.970000267028809
2003-01-28,9.0
2003-01-29,8.9399995803833
2003-01-30,8.729999542236328
2003-01-31,8.899999618530273
2003-02-03,8.760000228881836
2003-02-04,8.489999771118164
2003-02-05,8.289999961853027
2003-02-06,8.369999885559082
2003-02-07,8.34000015258789
2003-02-10,8.220000267028809
2003-02-11,8.069999694824219
2003-02-12,7.949999809265137
2003-02-13,7.989999771118164
2003-02-14,7.789999961853027
2003-02-18,7.949999809265137
2003-02-19,7.889999866485596
2003-02-20,7.5
2003-02-21,7.460000038146973
2003-02-24,7.21999979019165
2003-02-25,7.090000152587891
2003-02-26,6.889999866485596
2003-02-27,6.760000228881836
2003-02-28,7.289999961853027
2003-03-03,7.449999809265137
2003-03-04,7.699999809265137
2003-03-05,7.800000190734863
2003-03-06,7.559999942779541
2003-03-07,7.050000190734863
2003-03-10,6.960000038146973
2003-03-11,7.03000020980835
2003-03-12,7.150000095367432
2003-03-13,7.460000038146973
2003-03-14,7.570000171661377
2003-03-17,7.730000019073486
2003-03-18,7.869999885559082
2003-03-19,8.09000015258789
2003-03-20,8.34000015258789
2003-03-21,8.529999732971191
2003-03-24,8.25
2003-03-25,8.279999732971191
2003-03-26,8.460000038146973
2003-03-27,8.329999923706055
2003-03-28,8.390000343322754
2003-03-31,8.25
2003-04-01,8.220000267028809
2003-04-02,8.25
2003-04-03,8.4399995803833
2003-04-04,8.390000343322754
2003-04-07,8.579999923706055
2003-04-08,8.25
2003-04-09,8.289999961853027
2003-04-10,8.25
2003-04-11,8.25
2003-04-14,8.449999809265137
2003-04-15,8.329999923706055
2003-04-16,8.25
2003-04-17,8.460000038146973
2003-04-21,8.229999542236328
2003-04-22,8.359999656677246
2003-04-23,8.350000381469727
2003-04-24,8.34000015258789
2003-04-25,8.369999885559082
2003-04-28,8.449999809265137
2003-04-29,8.350000381469727
2003-04-30,8.529999732971191
2003-05-01,8.399999618530273
2003-05-02,8.520000457763672
2003-05-05,8.859999656677246
2003-05-06,9.0
2003-05-07,8.90999984741211
2003-05-08,8.760000228881836
2003-05-09,8.850000381469727
2003-05-12,8.739999771118164
2003-05-13,8.6899995803833
2003-05-14,8.479999542236328
2003-05-15,8.460000038146973
2003-05-16,8.100000381469727
2003-05-19,8.260000228881836
2003-05-20,8.489999771118164
2003-05-21,8.449999809265137
2003-05-22,8.4399995803833
2003-05-23,8.5
2003-05-27,8.5
2003-05-28,8.550000190734863
2003-05-29,8.720000267028809
2003-05-30,8.850000381469727
2003-06-02,9.100000381469727
2003-06-03,9.09000015258789
2003-06-04,9.15999984741211
2003-06-05,8.890000343322754
2003-06-06,8.989999771118164
2003-06-09,9.0
2003-06-10,9.010000228881836
2003-06-11,8.90999984741211
2003-06-12,9.050000190734863
2003-06-13,9.100000381469727
2003-06-16,9.300000190734863
2003-06-17,9.079999923706055
2003-06-18,9.119999885559082
2003-06-19,9.0
2003-06-20,8.699999809265137
2003-06-23,8.619999885559082
2003-06-24,8.5
2003-06-25,8.5
2003-06-26,8.869999885559082
2003-06-27,8.90999984741211
2003-06-30,8.90999984741211
2003-07-01,8.819999694824219
2003-07-02,8.989999771118164
2003-07-03,8.989999771118164
2003-07-07,9.149999618530273
2003-07-08,9.210000038146973
2003-07-09,9.149999618530273
2003-07-10,8.970000267028809
2003-07-11,8.989999771118164
2003-07-14,9.100000381469727
2003-07-15,9.289999961853027
2003-07-16,9.359999656677246
2003-07-17,9.109999656677246
2003-07-18,9.149999618530273
2003-07-21,9.020000457763672
2003-07-22,9.0
2003-07-23,9.109999656677246
2003-07-24,9.390000343322754
2003-07-25,10.289999961853027
2003-07-28,11.289999961853027
2003-07-29,11.649999618530273
2003-07-30,11.569999694824219
2003-07-31,11.600000381469727
2003-08-01,11.579999923706055
2003-08-04,11.0
2003-08-05,11.449999809265137
2003-08-06,11.350000381469727
2003-08-07,10.850000381469727
2003-08-08,10.989999771118164
2003-08-11,10.90999984741211
2003-08-12,11.09000015258789
2003-08-13,11.010000228881836
2003-08-14,11.039999961853027
2003-08-15,11.449999809265137
2003-08-18,11.619999885559082
2003-08-19,11.75
2003-08-20,11.569999694824219
2003-08-21,11.520000457763672
2003-08-22,11.520000457763672
2003-08-25,11.5
2003-08-26,11.399999618530273
2003-08-27,11.270000457763672
2003-08-28,12.020000457763672
2003-08-29,12.149999618530273
2003-09-02,12.699999809265137
2003-09-03,12.819999694824219
2003-09-04,12.989999771118164
2003-09-05,12.899999618530273
2003-09-08,13.5600004196167
2003-09-09,13.609999656677246
2003-09-10,13.770000457763672
2003-09-11,14.210000038146973
2003-09-12,13.850000381469727
2003-09-15,13.449999809265137
2003-09-16,12.970000267028809
2003-09-17,12.779999732971191
2003-09-18,13.550000190734863
2003-09-19,13.350000381469727
2003-09-22,13.399999618530273
2003-09-23,13.449999809265137
2003-09-24,13.130000114440918
2003-09-25,12.859999656677246
2003-09-26,12.4399995803833
2003-09-29,12.630000114440918
2003-09-30,12.5
2003-10-01,12.739999771118164
2003-10-02,12.430000305175781
2003-10-03,12.649999618530273
2003-10-06,12.75
2003-10-07,12.8100004196167
2003-10-08,12.40999984741211
2003-10-09,12.75
2003-10-10,12.210000038146973
2003-10-13,12.640000343322754
2003-10-14,12.680000305175781
2003-10-15,12.760000228881836
2003-10-16,12.90999984741211
2003-10-17,12.949999809265137
2003-10-20,12.84000015258789
2003-10-21,13.0
2003-10-22,12.899999618530273
2003-10-23,13.25
2003-10-24,13.039999961853027
2003-10-27,12.890000343322754
2003-10-28,12.890000343322754
2003-10-29,13.0
2003-10-30,13.079999923706055
2003-10-31,12.600000381469727
2003-11-03,12.75
2003-11-04,13.300000190734863
2003-11-05,13.15999984741211
2003-11-06,13.050000190734863
2003-11-07,13.0
2003-11-10,13.020000457763672
2003-11-11,12.460000038146973
2003-11-12,12.600000381469727
2003-11-13,12.359999656677246
2003-11-14,12.010000228881836
2003-11-17,12.050000190734863
2003-11-18,12.010000228881836
2003-11-19,13.09000015258789
2003-11-20,12.699999809265137
2003-11-21,12.869999885559082
2003-11-24,13.050000190734863
2003-11-25,13.180000305175781
2003-11-26,13.449999809265137
2003-11-28,13.399999618530273
2003-12-01,13.5
2003-12-02,14.09000015258789
2003-12-03,13.09000015258789
2003-12-04,13.75
2003-12-05,13.25
2003-12-08,12.800000190734863
2003-12-09,12.930000305175781
2003-12-10,13.100000381469727
2003-12-11,13.329999923706055
2003-12-12,13.329999923706055
2003-12-15,12.960000038146973
2003-12-16,13.34000015258789
2003-12-17,13.100000381469727
2003-12-18,13.130000114440918
2003-12-19,13.5600004196167
2003-12-22,13.600000381469727
2003-12-23,13.859999656677246
2003-12-24,13.829999923706055
2003-12-26,13.829999923706055
2003-12-29,13.890000343322754
2003-12-30,13.84000015258789
2003-12-31,13.6899995803833
2004-01-02,13.880000114440918
2004-01-05,14.279999732971191
2004-01-06,14.829999923706055
2004-01-07,14.600000381469727
2004-01-08,14.550000190734863
2004-01-09,14.369999885559082
2004-01-12,14.649999618530273
2004-01-13,14.789999961853027
2004-01-14,14.800000190734863
2004-01-15,14.989999771118164
2004-01-16,14.859999656677246
2004-01-20,14.729999542236328
2004-01-21,14.779999732971191
2004-01-22,14.229999542236328
2004-01-23,14.65999984741211
2004-01-26,14.6899995803833
2004-01-27,14.5
2004-01-28,14.5600004196167
2004-01-29,14.350000381469727
2004-01-30,14.100000381469727
2004-02-02,13.899999618530273
2004-02-03,13.6899995803833
2004-02-04,13.09000015258789
2004-02-05,13.350000381469727
2004-02-06,13.800000190734863
2004-02-09,14.109999656677246
2004-02-10,14.399999618530273
2004-02-11,14.329999923706055
2004-02-12,14.350000381469727
2004-02-13,14.050000190734863
2004-02-17,14.100000381469727
2004-02-18,13.84000015258789
2004-02-19,13.84000015258789
2004-02-20,13.609999656677246
2004-02-23,13.300000190734863
2004-02-24,12.890000343322754
2004-02-25,12.930000305175781
2004-02-26,12.989999771118164
2004-02-27,13.029999732971191
2004-03-01,13.050000190734863
2004-03-02,12.930000305175781
2004-03-03,12.869999885559082
2004-03-04,13.819999694824219
2004-03-05,13.720000267028809
2004-03-08,13.600000381469727
2004-03-09,13.569999694824219
2004-03-10,13.470000267028809
2004-03-11,13.779999732971191
2004-03-12,13.979999542236328
2004-03-15,13.920000076293945
2004-03-16,13.859999656677246
2004-03-17,13.9399995803833
2004-03-18,13.9399995803833
2004-03-19,14.0
2004-03-22,14.010000228881836
2004-03-23,14.0
2004-03-24,14.020000457763672
2004-03-25,14.010000228881836
2004-03-26,13.960000038146973
2004-03-29,14.09000015258789
2004-03-30,14.390000343322754
2004-03-31,14.539999961853027
2004-04-01,14.210000038146973
2004-04-02,14.640000343322754
2004-04-05,14.789999961853027
2004-04-06,14.5
2004-04-07,14.520000457763672
2004-04-08,14.569999694824219
2004-04-12,14.600000381469727
2004-04-13,14.5
2004-04-14,14.5
2004-04-15,14.890000343322754
2004-04-16,14.920000076293945
2004-04-19,15.350000381469727
2004-04-20,15.050000190734863
2004-04-21,15.239999771118164
2004-04-22,15.489999771118164
2004-04-23,15.229999542236328
2004-04-26,15.399999618530273
2004-04-27,15.399999618530273
2004-04-28,15.079999923706055
2004-04-29,14.829999923706055
2004-04-30,14.5
2004-05-03,15.0
2004-05-04,15.119999885559082
2004-05-05,14.890000343322754
2004-05-06,14.770000457763672
2004-05-07,14.510000228881836
2004-05-10,14.399999618530273
2004-05-11,14.770000457763672
2004-05-12,14.75
2004-05-13,14.5600004196167
2004-05-14,14.720000267028809
2004-05-17,14.729999542236328
2004-05-18,14.350000381469727
2004-05-19,13.960000038146973
2004-05-20,14.300000190734863
2004-05-21,14.300000190734863
2004-05-24,14.15999984741211
2004-05-25,14.199999809265137
2004-05-26,14.100000381469727
2004-05-27,14.140000343322754
2004-05-28,13.979999542236328
2004-06-01,14.100000381469727
2004-06-02,14.15999984741211
2004-06-03,13.930000305175781
2004-06-04,13.989999771118164
2004-06-07,14.100000381469727
2004-06-08,14.079999923706055
2004-06-09,14.109999656677246
2004-06-10,14.140000343322754
2004-06-14,14.3100004196167
2004-06-15,15.239999771118164
2004-06-16,15.100000381469727
2004-06-17,14.630000114440918
2004-06-18,14.789999961853027
2004-06-21,15.010000228881836
2004-06-22,15.0
2004-06-23,14.819999694824219
2004-06-24,14.109999656677246
2004-06-25,13.680000305175781
2004-06-28,13.279999732971191
2004-06-29,13.300000190734863
2004-06-30,13.149999618530273
2004-07-01,13.029999732971191
2004-07-02,13.210000038146973
2004-07-06,12.859999656677246
2004-07-07,12.609999656677246
2004-07-08,12.260000228881836
2004-07-09,12.069999694824219
2004-07-12,12.0600004196167
2004-07-13,12.630000114440918
2004-07-14,12.75
2004-07-15,12.5
2004-07-16,12.550000190734863
2004-07-19,12.569999694824219
2004-07-20,12.739999771118164
2004-07-21,12.300000190734863
2004-07-22,12.369999885559082
2004-07-23,12.199999809265137
2004-07-26,12.390000343322754
2004-07-27,12.640000343322754
2004-07-28,12.25
2004-07-29,12.130000114440918
2004-07-30,12.210000038146973
2004-08-02,11.729999542236328
2004-08-03,11.479999542236328
2004-08-04,12.0
2004-08-05,11.869999885559082
2004-08-06,11.899999618530273
2004-08-09,11.770000457763672
2004-08-10,12.119999885559082
2004-08-11,12.0
2004-08-12,11.899999618530273
2004-08-13,11.850000381469727
2004-08-16,12.0
2004-08-17,11.949999809265137
2004-08-18,12.0
2004-08-19,11.75
2004-08-20,11.720000267028809
2004-08-23,11.140000343322754
2004-08-24,11.739999771118164
2004-08-25,11.600000381469727
2004-08-26,11.390000343322754
2004-08-27,11.449999809265137
2004-08-30,11.420000076293945
2004-08-31,11.489999771118164
2004-09-01,11.119999885559082
2004-09-02,11.279999732971191
2004-09-03,11.15999984741211
2004-09-07,11.460000038146973
2004-09-08,11.539999961853027
2004-09-09,11.859999656677246
2004-09-10,11.819999694824219
2004-09-13,11.8100004196167
2004-09-14,11.75
2004-09-15,11.760000228881836
2004-09-16,12.010000228881836
2004-09-17,11.9399995803833
2004-09-20,11.800000190734863
2004-09-21,11.880000114440918
2004-09-22,11.760000228881836
2004-09-23,11.819999694824219
2004-09-24,11.899999618530273
2004-09-27,11.8100004196167
2004-09-28,11.819999694824219
2004-09-29,11.75
2004-09-30,11.84000015258789
2004-10-01,11.890000343322754
2004-10-04,12.25
2004-10-05,12.220000267028809
2004-10-06,12.170000076293945
2004-10-07,11.920000076293945
2004-10-08,11.720000267028809
2004-10-11,11.84000015258789
2004-10-12,11.779999732971191
2004-10-13,11.899999618530273
2004-10-14,11.779999732971191
2004-10-15,11.869999885559082
2004-10-18,12.5600004196167
2004-10-19,11.859999656677246
2004-10-20,11.8100004196167
2004-10-21,12.470000267028809
2004-10-22,12.029999732971191
2004-10-25,12.25
2004-10-26,12.050000190734863
2004-10-27,12.460000038146973
2004-10-28,12.5600004196167
2004-10-29,12.420000076293945
2004-11-01,12.420000076293945
2004-11-02,12.600000381469727
2004-11-03,12.600000381469727
2004-11-04,12.720000267028809
2004-11-05,12.630000114440918
2004-11-08,12.479999542236328
2004-11-09,12.529999732971191
2004-11-10,12.869999885559082
2004-11-11,13.1899995803833
2004-11-12,13.5
2004-11-15,13.300000190734863
2004-11-16,13.890000343322754
2004-11-17,14.15999984741211
2004-11-18,14.279999732971191
2004-11-19,14.260000228881836
2004-11-22,14.270000457763672
2004-11-23,14.350000381469727
2004-11-24,14.470000267028809
2004-11-26,14.729999542236328
2004-11-29,14.729999542236328
2004-11-30,15.109999656677246
2004-12-01,15.0
2004-12-02,14.90999984741211
2004-12-03,14.8100004196167
2004-12-06,14.779999732971191
2004-12-07,14.529999732971191
2004-12-08,14.670000076293945
2004-12-09,14.470000267028809
2004-12-10,14.949999809265137
2004-12-13,14.970000267028809
2004-12-14,14.979999542236328
2004-12-15,14.9399995803833
2004-12-16,14.670000076293945
2004-12-17,14.859999656677246
2004-12-20,14.350000381469727
2004-12-21,14.90999984741211
2004-12-22,14.949999809265137
2004-12-23,14.970000267028809
2004-12-27,14.65999984741211
2004-12-28,14.979999542236328
2004-12-29,14.75
2004-12-30,14.75
2004-12-31,14.640000343322754
2005-01-03,14.109999656677246
2005-01-04,14.0
2005-01-05,13.800000190734863
2005-01-06,13.960000038146973
2005-01-07,13.619999885559082
2005-01-10,14.279999732971191
2005-01-11,14.319999694824219
2005-01-12,14.199999809265137
2005-01-13,13.729999542236328
2005-01-14,13.899999618530273
2005-01-18,14.279999732971191
2005-01-19,13.979999542236328
2005-01-20,13.640000343322754
2005-01-21,13.539999961853027
2005-01-24,13.550000190734863
2005-01-25,13.680000305175781
2005-01-26,13.930000305175781
2005-01-27,13.970000267028809
2005-01-28,13.899999618530273
2005-01-31,14.229999542236328
2005-02-01,14.329999923706055
2005-02-02,14.199999809265137
2005-02-03,14.140000343322754
2005-02-04,14.539999961853027
2005-02-07,14.75
2005-02-08,14.710000038146973
2005-02-09,14.5600004196167
2005-02-10,14.84000015258789
2005-02-11,14.90999984741211
2005-02-14,15.149999618530273
2005-02-15,14.869999885559082
2005-02-16,14.880000114440918
2005-02-17,15.020000457763672
2005-02-18,15.0
2005-02-22,14.760000228881836
2005-02-23,14.680000305175781
2005-02-24,14.8100004196167
2005-02-25,15.109999656677246
2005-02-28,14.949999809265137
2005-03-01,15.010000228881836
2005-03-02,15.130000114440918
2005-03-03,15.109999656677246
2005-03-04,14.960000038146973
2005-03-07,14.90999984741211
2005-03-08,14.800000190734863
2005-03-09,14.510000228881836
2005-03-10,14.029999732971191
2005-03-11,13.84000015258789
2005-03-14,13.350000381469727
2005-03-15,13.600000381469727
2005-03-16,13.720000267028809
2005-03-17,13.550000190734863
2005-03-18,13.510000228881836
2005-03-21,13.489999771118164
2005-03-22,13.3100004196167
2005-03-23,13.210000038146973
2005-03-24,13.069999694824219
2005-03-28,13.0
2005-03-29,13.199999809265137
2005-03-30,13.300000190734863
2005-03-31,13.229999542236328
2005-04-01,13.529999732971191
2005-04-04,13.100000381469727
2005-04-05,13.390000343322754
2005-04-06,13.300000190734863
2005-04-07,13.300000190734863
2005-04-08,13.15999984741211
2005-04-11,12.989999771118164
2005-04-12,13.100000381469727
2005-04-13,12.90999984741211
2005-04-14,12.5
2005-04-15,12.399999618530273
2005-04-18,12.529999732971191
2005-04-19,12.600000381469727
2005-04-20,11.800000190734863
2005-04-21,12.119999885559082
2005-04-22,11.550000190734863
2005-04-25,11.880000114440918
2005-04-26,11.59000015258789
2005-04-27,11.729999542236328
2005-04-28,11.5
2005-04-29,11.789999961853027
2005-05-02,12.010000228881836
2005-05-03,12.430000305175781
2005-05-04,12.029999732971191
2005-05-05,12.579999923706055
2005-05-06,12.1899995803833
2005-05-09,12.5
2005-05-10,12.420000076293945
2005-05-11,11.819999694824219
2005-05-12,11.550000190734863
2005-05-13,11.5600004196167
2005-05-16,11.760000228881836
2005-05-17,11.75
2005-05-18,12.289999961853027
2005-05-19,12.020000457763672
2005-05-20,12.100000381469727
2005-05-23,12.0
2005-05-24,11.680000305175781
2005-05-25,11.479999542236328
2005-05-26,11.779999732971191
2005-05-27,11.430000305175781
2005-05-31,11.40999984741211
2005-06-01,11.90999984741211
2005-06-02,11.970000267028809
2005-06-03,11.670000076293945
2005-06-06,11.75
2005-06-07,11.65999984741211
2005-06-08,11.350000381469727
2005-06-09,11.5
2005-06-10,11.449999809265137
2005-06-13,11.640000343322754
2005-06-14,11.75
2005-06-15,11.710000038146973
2005-06-16,11.5
2005-06-17,11.260000228881836
2005-06-20,11.0
2005-06-21,11.0600004196167
2005-06-22,11.130000114440918
2005-06-23,11.760000228881836
2005-06-24,11.699999809265137
2005-06-27,11.710000038146973
2005-06-28,12.199999809265137
2005-06-29,12.079999923706055
2005-06-30,12.0
2005-07-01,12.350000381469727
2005-07-05,12.489999771118164
2005-07-06,12.399999618530273
2005-07-07,12.4399995803833
2005-07-08,12.489999771118164
2005-07-11,12.600000381469727
2005-07-12,12.569999694824219
2005-07-13,12.3100004196167
2005-07-14,12.270000457763672
2005-07-15,12.25
2005-07-18,12.100000381469727
2005-07-19,12.380000114440918
2005-07-20,12.680000305175781
2005-07-21,12.460000038146973
2005-07-22,13.020000457763672
2005-07-25,12.579999923706055
2005-07-26,13.350000381469727
2005-07-27,13.210000038146973
2005-07-28,13.40999984741211
2005-07-29,13.510000228881836
2005-08-01,13.6899995803833
2005-08-02,13.430000305175781
2005-08-03,12.930000305175781
2005-08-04,13.260000228881836
2005-08-05,13.109999656677246
2005-08-08,13.0
2005-08-09,13.149999618530273
2005-08-10,12.800000190734863
2005-08-11,13.140000343322754
2005-08-12,12.949999809265137
2005-08-15,12.949999809265137
2005-08-16,12.869999885559082
2005-08-17,12.989999771118164
2005-08-18,12.5
2005-08-19,12.699999809265137
2005-08-22,13.0
2005-08-23,13.010000228881836
2005-08-24,12.9399995803833
2005-08-25,12.949999809265137
2005-08-26,12.470000267028809
2005-08-29,12.989999771118164
2005-08-30,12.949999809265137
2005-08-31,13.239999771118164
2005-09-01,13.029999732971191
2005-09-02,12.890000343322754
2005-09-06,12.84000015258789
2005-09-07,12.5
2005-09-08,12.670000076293945
2005-09-09,12.800000190734863
2005-09-12,12.979999542236328
2005-09-13,12.989999771118164
2005-09-14,12.720000267028809
2005-09-15,13.09000015258789
2005-09-16,13.199999809265137
2005-09-19,12.949999809265137
2005-09-20,13.039999961853027
2005-09-21,12.720000267028809
2005-09-22,12.819999694824219
2005-09-23,12.630000114440918
2005-09-26,13.239999771118164
2005-09-27,13.1899995803833
2005-09-28,12.979999542236328
2005-09-29,13.300000190734863
2005-09-30,13.130000114440918
2005-10-03,13.399999618530273
2005-10-04,13.100000381469727
2005-10-05,12.550000190734863
2005-10-06,12.470000267028809
2005-10-07,12.479999542236328
2005-10-10,12.260000228881836
2005-10-11,12.199999809265137
2005-10-12,12.270000457763672
2005-10-13,12.510000228881836
2005-10-14,12.569999694824219
2005-10-17,12.489999771118164
2005-10-18,11.859999656677246
2005-10-19,12.140000343322754
2005-10-20,11.979999542236328
2005-10-21,12.09000015258789
2005-10-24,12.149999618530273
2005-10-25,12.09000015258789
2005-10-26,11.970000267028809
2005-10-27,12.15999984741211
2005-10-28,12.5600004196167
2005-10-31,12.720000267028809
2005-11-01,12.680000305175781
2005-11-02,12.800000190734863
2005-11-03,12.779999732971191
2005-11-04,13.0600004196167
2005-11-07,13.010000228881836
2005-11-08,12.619999885559082
2005-11-09,12.699999809265137
2005-11-10,13.0
2005-11-11,12.9399995803833
2005-11-14,12.579999923706055
2005-11-15,12.520000457763672
2005-11-16,12.65999984741211
2005-11-17,12.989999771118164
2005-11-18,13.0
2005-11-21,12.989999771118164
2005-11-22,12.970000267028809
2005-11-23,12.890000343322754
2005-11-25,12.899999618530273
2005-11-28,11.649999618530273
2005-11-29,11.899999618530273
2005-11-30,12.239999771118164
2005-12-01,12.6899995803833
2005-12-02,12.5600004196167
2005-12-05,12.329999923706055
2005-12-06,12.180000305175781
2005-12-07,11.960000038146973
2005-12-08,12.75
2005-12-09,12.800000190734863
2005-12-12,12.890000343322754
2005-12-13,12.899999618530273
2005-12-14,12.949999809265137
2005-12-15,12.800000190734863
2005-12-16,13.069999694824219
2005-12-19,12.869999885559082
2005-12-20,12.6899995803833
2005-12-21,13.0600004196167
2005-12-22,12.899999618530273
2005-12-23,13.229999542236328
2005-12-27,12.989999771118164
2005-12-28,12.710000038146973
2005-12-29,12.75
2005-12-30,12.789999961853027
2006-01-03,12.850000381469727
2006-01-04,12.550000190734863
2006-01-05,12.859999656677246
2006-01-06,12.5600004196167
2006-01-09,12.6899995803833
2006-01-10,12.6899995803833
2006-01-11,12.239999771118164
2006-01-12,12.100000381469727
2006-01-13,12.319999694824219
2006-01-17,12.119999885559082
2006-01-18,12.300000190734863
2006-01-19,12.630000114440918
2006-01-20,12.449999809265137
2006-01-23,12.550000190734863
2006-01-24,13.029999732971191
2006-01-25,12.9399995803833
2006-01-26,13.210000038146973
2006-01-27,13.350000381469727
2006-01-30,13.170000076293945
2006-01-31,13.359999656677246
2006-02-01,13.930000305175781
2006-02-02,13.670000076293945
2006-02-03,13.619999885559082
2006-02-06,14.140000343322754
2006-02-07,13.720000267028809
2006-02-08,13.90999984741211
2006-02-09,13.84000015258789
2006-02-10,13.920000076293945
2006-02-13,13.920000076293945
2006-02-14,14.220000267028809
2006-02-15,14.609999656677246
2006-02-16,14.5
2006-02-17,14.5
2006-02-21,14.520000457763672
2006-02-22,14.65999984741211
2006-02-23,14.789999961853027
2006-02-24,14.600000381469727
2006-02-27,14.479999542236328
2006-02-28,14.149999618530273
2006-03-01,14.300000190734863
2006-03-02,14.789999961853027
2006-03-03,14.550000190734863
2006-03-06,14.5
2006-03-07,14.600000381469727
2006-03-08,13.6899995803833
2006-03-09,12.84000015258789
2006-03-10,12.949999809265137
2006-03-13,13.270000457763672
2006-03-14,14.0
2006-03-15,13.510000228881836
2006-03-16,13.720000267028809
2006-03-17,13.779999732971191
2006-03-20,13.350000381469727
2006-03-21,13.550000190734863
2006-03-22,13.600000381469727
2006-03-23,13.90999984741211
2006-03-24,14.079999923706055
2006-03-27,14.100000381469727
2006-03-28,13.989999771118164
