,IWG
2014-11-03,0.20000000298023224
2014-11-04,0.20000000298023224
2014-11-05,0.20000000298023224
2014-11-06,0.20000000298023224
2014-11-07,0.20000000298023224
2014-11-10,0.16500000655651093
2014-11-11,0.20000000298023224
2014-11-12,0.20000000298023224
2014-11-13,0.20000000298023224
2014-11-14,0.18000000715255737
2014-11-17,0.18000000715255737
2014-11-18,0.15000000596046448
2014-11-19,0.1850000023841858
2014-11-20,0.18000000715255737
2014-11-21,0.20000000298023224
2014-11-24,0.17000000178813934
2014-11-25,0.18000000715255737
2014-11-26,0.18000000715255737
2014-11-28,0.17499999701976776
2014-12-01,0.17499999701976776
2014-12-02,0.19499999284744263
2014-12-03,0.18000000715255737
2014-12-04,0.18000000715255737
2014-12-05,0.18000000715255737
2014-12-08,0.18000000715255737
2014-12-09,0.18000000715255737
2014-12-10,0.18000000715255737
2014-12-11,0.17499999701976776
2014-12-12,0.18000000715255737
2014-12-15,0.18000000715255737
2014-12-16,0.17000000178813934
2014-12-17,0.17000000178813934
2014-12-18,0.17000000178813934
2014-12-19,0.17000000178813934
2014-12-22,0.17000000178813934
2014-12-23,0.17000000178813934
2014-12-24,0.18000000715255737
2014-12-26,0.18000000715255737
2014-12-29,0.18000000715255737
2014-12-30,0.18000000715255737
2014-12-31,0.18000000715255737
2015-01-02,0.18000000715255737
2015-01-05,0.18000000715255737
2015-01-06,0.17000000178813934
2015-01-07,0.17499999701976776
2015-01-08,0.16500000655651093
2015-01-09,0.17499999701976776
2015-01-12,0.18000000715255737
2015-01-13,0.18000000715255737
2015-01-14,0.18000000715255737
2015-01-15,0.18000000715255737
2015-01-16,0.18000000715255737
2015-01-20,0.17000000178813934
2015-01-21,0.17000000178813934
2015-01-22,0.16500000655651093
2015-01-23,0.17000000178813934
2015-01-26,0.17000000178813934
2015-01-27,0.17000000178813934
2015-01-28,0.17000000178813934
2015-01-29,0.17000000178813934
2015-01-30,0.17000000178813934
2015-02-02,0.17000000178813934
2015-02-03,0.17000000178813934
2015-02-04,0.17000000178813934
2015-02-05,0.17000000178813934
2015-02-06,0.2199999988079071
2015-02-09,0.20999999344348907
2015-02-10,0.2150000035762787
2015-02-11,0.19499999284744263
2015-02-12,0.19499999284744263
2015-02-13,0.20000000298023224
2015-02-17,0.20999999344348907
2015-02-18,0.20999999344348907
2015-02-19,0.20999999344348907
2015-02-20,0.2150000035762787
2015-02-23,0.20499999821186066
2015-02-24,0.19499999284744263
2015-02-25,0.19499999284744263
2015-02-26,0.20000000298023224
2015-02-27,0.20000000298023224
2015-03-02,0.20000000298023224
2015-03-03,0.20000000298023224
2015-03-04,0.20000000298023224
2015-03-05,0.20000000298023224
2015-03-06,0.20499999821186066
2015-03-09,0.20999999344348907
2015-03-10,0.20499999821186066
2015-03-11,0.2199999988079071
2015-03-12,0.23499999940395355
2015-03-13,0.2199999988079071
2015-03-16,0.25
2015-03-17,0.23999999463558197
2015-03-18,0.23999999463558197
2015-03-19,0.23000000417232513
2015-03-20,0.24500000476837158
2015-03-23,0.23999999463558197
2015-03-24,0.24500000476837158
2015-03-25,0.23499999940395355
2015-03-26,0.24500000476837158
2015-03-27,0.23499999940395355
2015-03-30,0.23999999463558197
2015-03-31,0.23999999463558197
2015-04-01,0.24500000476837158
2015-04-02,0.25
2015-04-06,0.2549999952316284
2015-04-07,0.2549999952316284
2015-04-08,0.25
2015-04-09,0.23499999940395355
2015-04-10,0.23499999940395355
2015-04-13,0.23499999940395355
2015-04-14,0.23999999463558197
2015-04-15,0.23499999940395355
2015-04-16,0.23999999463558197
2015-04-17,0.23999999463558197
2015-04-20,0.22499999403953552
2015-04-21,0.23999999463558197
2015-04-22,0.23000000417232513
2015-04-23,0.23000000417232513
2015-04-24,0.24500000476837158
2015-04-27,0.23499999940395355
2015-04-28,0.23999999463558197
2015-04-29,0.23999999463558197
2015-04-30,0.23999999463558197
2015-05-01,0.23999999463558197
2015-05-04,0.24500000476837158
2015-05-05,0.23999999463558197
2015-05-06,0.23999999463558197
2015-05-07,0.23999999463558197
2015-05-08,0.23999999463558197
2015-05-11,0.2849999964237213
2015-05-12,0.27000001072883606
2015-05-13,0.25999999046325684
2015-05-14,0.26499998569488525
2015-05-15,0.25999999046325684
2015-05-18,0.25999999046325684
2015-05-19,0.27000001072883606
2015-05-20,0.2549999952316284
2015-05-21,0.26499998569488525
2015-05-22,0.26499998569488525
2015-05-26,0.27000001072883606
2015-05-27,0.2800000011920929
2015-05-28,0.27000001072883606
2015-05-29,0.27000001072883606
2015-06-01,0.26499998569488525
2015-06-02,0.25999999046325684
2015-06-03,0.2549999952316284
2015-06-04,0.2549999952316284
2015-06-05,0.25
2015-06-08,0.25
2015-06-09,0.25999999046325684
2015-06-10,0.25999999046325684
2015-06-11,0.25999999046325684
2015-06-12,0.25
2015-06-15,0.25
2015-06-16,0.25
2015-06-17,0.2549999952316284
2015-06-18,0.2549999952316284
2015-06-19,0.25999999046325684
2015-06-22,0.25
2015-06-23,0.24500000476837158
2015-06-24,0.25
2015-06-25,0.2549999952316284
2015-06-26,0.23999999463558197
2015-06-29,0.23999999463558197
2015-06-30,0.23999999463558197
2015-07-01,0.23999999463558197
2015-07-02,0.24500000476837158
2015-07-06,0.24500000476837158
2015-07-07,0.24500000476837158
2015-07-08,0.23999999463558197
2015-07-09,0.23499999940395355
2015-07-10,0.23499999940395355
2015-07-13,0.24500000476837158
2015-07-14,0.23999999463558197
2015-07-15,0.23999999463558197
2015-07-16,0.25
2015-07-17,0.25
2015-07-20,0.23999999463558197
2015-07-21,0.24500000476837158
2015-07-22,0.24500000476837158
2015-07-23,0.23000000417232513
2015-07-24,0.23499999940395355
2015-07-27,0.23000000417232513
2015-07-28,0.24500000476837158
2015-07-29,0.23499999940395355
2015-07-30,0.23499999940395355
2015-07-31,0.23999999463558197
2015-08-03,
2015-08-04,
2015-08-05,
2015-08-06,
2015-08-07,
2015-08-10,
2015-08-11,
2015-08-12,
2015-08-13,
2015-08-14,
2015-08-17,
2015-08-18,
2015-08-19,
2015-08-20,
2015-08-21,
2015-08-24,
2015-08-25,
2015-08-26,
2015-08-27,
2015-08-28,
2015-08-31,
2015-09-01,
2015-09-02,
2015-09-03,
2015-09-04,
2015-09-08,
2015-09-09,
2015-09-10,
2015-09-11,
2015-09-14,
2015-09-15,
2015-09-16,
2015-09-17,
2015-09-18,
2015-09-21,
2015-09-22,
2015-09-23,
2015-09-24,
2015-09-25,
2015-09-28,
2015-09-29,
2015-09-30,
2015-10-01,
2015-10-02,
2015-10-05,
2015-10-06,
2015-10-07,
2015-10-08,
2015-10-09,
2015-10-12,
2015-10-13,
2015-10-14,
2015-10-15,
2015-10-16,
2015-10-19,
2015-10-20,
2015-10-21,
2015-10-22,
2015-10-23,
2015-10-26,
2015-10-27,
2015-10-28,
2015-10-29,
2015-10-30,
2015-11-02,
2015-11-03,
2015-11-04,
2015-11-05,
2015-11-06,
2015-11-09,
2015-11-10,
2015-11-11,
2015-11-12,
2015-11-13,
2015-11-16,
2015-11-17,
2015-11-18,
2015-11-19,
2015-11-20,
2015-11-23,
2015-11-24,
2015-11-25,
2015-11-27,
2015-11-30,
2015-12-01,
2015-12-02,
2015-12-03,
2015-12-04,
2015-12-07,
2015-12-08,
2015-12-09,
2015-12-10,
2015-12-11,
2015-12-14,
2015-12-15,
2015-12-16,
2015-12-17,
2015-12-18,
2015-12-21,
2015-12-22,
2015-12-23,
2015-12-24,
2015-12-28,
2015-12-29,
2015-12-30,
2015-12-31,
2016-01-04,
2016-01-05,
2016-01-06,
2016-01-07,
2016-01-08,
2016-01-11,
2016-01-12,
2016-01-13,
2016-01-14,
2016-01-15,
2016-01-19,
2016-01-20,
2016-01-21,
2016-01-22,
2016-01-25,
2016-01-26,
2016-01-27,
2016-01-28,
2016-01-29,
2016-02-01,
2016-02-02,
2016-02-03,
2016-02-04,
2016-02-05,
2016-02-08,
2016-02-09,
2016-02-10,
2016-02-11,
2016-02-12,
2016-02-16,
2016-02-17,
2016-02-18,
2016-02-19,
2016-02-22,
2016-02-23,
2016-02-24,
2016-02-25,
2016-02-26,
2016-02-29,
2016-03-01,
2016-03-02,
2016-03-03,
2016-03-04,
2016-03-07,
2016-03-08,
2016-03-09,
2016-03-10,
2016-03-11,
2016-03-14,
2016-03-15,
2016-03-16,
2016-03-17,
2016-03-18,
2016-03-21,
2016-03-22,
2016-03-23,
2016-03-24,
2016-03-28,
2016-03-29,
2016-03-30,
2016-03-31,
2016-04-01,
2016-04-04,
2016-04-05,
2016-04-06,
2016-04-07,
2016-04-08,
2016-04-11,
2016-04-12,
2016-04-13,
2016-04-14,
2016-04-15,
2016-04-18,
2016-04-19,
2016-04-20,
2016-04-21,
2016-04-22,
2016-04-25,
2016-04-26,
2016-04-27,
2016-04-28,
2016-04-29,
2016-05-02,
2016-05-03,
2016-05-04,
2016-05-05,
2016-05-06,
2016-05-09,
2016-05-10,
2016-05-11,
2016-05-12,
2016-05-13,
2016-05-16,
2016-05-17,
2016-05-18,
2016-05-19,
2016-05-20,
2016-05-23,
2016-05-24,
2016-05-25,
2016-05-26,
2016-05-27,
2016-05-31,
2016-06-01,
2016-06-02,
2016-06-03,
2016-06-06,
2016-06-07,
2016-06-08,
2016-06-09,
2016-06-10,
2016-06-13,
2016-06-14,
2016-06-15,
2016-06-16,
2016-06-17,
2016-06-20,
2016-06-21,
2016-06-22,
2016-06-23,
2016-06-24,
2016-06-27,
2016-06-28,
2016-06-29,
2016-06-30,
2016-07-01,
2016-07-05,
2016-07-06,
2016-07-07,
2016-07-08,
2016-07-11,
2016-07-12,
2016-07-13,
2016-07-14,
2016-07-15,
2016-07-18,
2016-07-19,
2016-07-20,
2016-07-21,
2016-07-22,
2016-07-25,0.05400000140070915
2016-07-26,0.05400000140070915
2016-07-27,0.04800000041723251
2016-07-28,
2016-07-29,
2016-08-01,
2016-08-02,
2016-08-03,
2016-08-04,
2016-08-05,
2016-08-08,
2016-08-09,
2016-08-10,
2016-08-11,
2016-08-12,
2016-08-15,
2016-08-16,
2016-08-17,
2016-08-18,
2016-08-19,
2016-08-22,
2016-08-23,
2016-08-24,
2016-08-25,
2016-08-26,
2016-08-29,
2016-08-30,
2016-08-31,
2016-09-01,
2016-09-02,
2016-09-06,
2016-09-07,
2016-09-08,
2016-09-09,
2016-09-12,
2016-09-13,
2016-09-14,
2016-09-15,
2016-09-16,
2016-09-19,
2016-09-20,
2016-09-21,
2016-09-22,
2016-09-23,
2016-09-26,
2016-09-27,
2016-09-28,
2016-09-29,
2016-09-30,
2016-10-03,
2016-10-04,
2016-10-05,
2016-10-06,
2016-10-07,
2016-10-10,
2016-10-11,
2016-10-12,
2016-10-13,
