,ARAV
2018-01-08,12.300000190734863
2018-01-09,12.449999809265137
2018-01-10,12.600000381469727
2018-01-11,12.449999809265137
2018-01-12,12.899999618530273
2018-01-16,12.75
2018-01-17,12.300000190734863
2018-01-18,12.300000190734863
2018-01-19,12.899999618530273
2018-01-22,12.75
2018-01-23,12.899999618530273
2018-01-24,12.75
2018-01-25,12.899999618530273
2018-01-26,12.600000381469727
2018-01-29,12.300000190734863
2018-01-30,12.300000190734863
2018-01-31,12.0
2018-02-01,11.850000381469727
2018-02-02,10.800000190734863
2018-02-05,10.949999809265137
2018-02-06,10.800000190734863
2018-02-07,10.800000190734863
2018-02-08,10.800000190734863
2018-02-09,10.199999809265137
2018-02-12,10.800000190734863
2018-02-13,10.350000381469727
2018-02-14,10.350000381469727
2018-02-15,10.199999809265137
2018-02-16,10.199999809265137
2018-02-20,10.199999809265137
2018-02-21,10.350000381469727
2018-02-22,10.050000190734863
2018-02-23,9.899999618530273
2018-02-26,9.600000381469727
2018-02-27,9.600000381469727
2018-02-28,9.600000381469727
2018-03-01,9.300000190734863
2018-03-02,10.649999618530273
2018-03-05,11.100000381469727
2018-03-06,11.399999618530273
2018-03-07,10.800000190734863
2018-03-08,10.800000190734863
2018-03-09,11.399999618530273
2018-03-12,10.949999809265137
2018-03-13,10.5
2018-03-14,10.5
2018-03-15,11.100000381469727
2018-03-16,10.800000190734863
2018-03-19,10.350000381469727
2018-03-20,10.199999809265137
2018-03-21,10.800000190734863
2018-03-22,10.199999809265137
2018-03-23,9.899999618530273
2018-03-26,10.199999809265137
2018-03-27,9.600000381469727
2018-03-28,9.899999618530273
2018-03-29,9.899999618530273
2018-04-02,9.600000381469727
2018-04-03,9.600000381469727
2018-04-04,9.449999809265137
2018-04-05,9.600000381469727
2018-04-06,9.300000190734863
2018-04-09,9.449999809265137
2018-04-10,9.600000381469727
2018-04-11,10.050000190734863
2018-04-12,9.899999618530273
2018-04-13,9.75
2018-04-16,9.600000381469727
2018-04-17,9.600000381469727
2018-04-18,9.449999809265137
2018-04-19,9.449999809265137
2018-04-20,9.300000190734863
2018-04-23,9.449999809265137
2018-04-24,9.0
2018-04-25,9.149999618530273
2018-04-26,9.300000190734863
2018-04-27,9.300000190734863
2018-04-30,9.0
2018-05-01,9.300000190734863
2018-05-02,9.149999618530273
2018-05-03,9.0
2018-05-04,9.75
2018-05-07,9.75
2018-05-08,9.0
2018-05-09,8.550000190734863
2018-05-10,8.699999809265137
2018-05-11,8.699999809265137
2018-05-14,9.0
2018-05-15,9.300000190734863
2018-05-16,9.300000190734863
2018-05-17,9.300000190734863
2018-05-18,9.300000190734863
2018-05-21,9.0
2018-05-22,9.0
2018-05-23,9.0
2018-05-24,9.0
2018-05-25,8.550000190734863
2018-05-29,8.25
2018-05-30,8.699999809265137
2018-05-31,8.399999618530273
2018-06-01,8.699999809265137
2018-06-04,9.300000190734863
2018-06-05,10.199999809265137
2018-06-06,10.800000190734863
2018-06-07,11.399999618530273
2018-06-08,12.899999618530273
2018-06-11,12.600000381469727
2018-06-12,13.199999809265137
2018-06-13,12.600000381469727
2018-06-14,13.800000190734863
2018-06-15,14.699999809265137
2018-06-18,14.399999618530273
2018-06-19,14.399999618530273
2018-06-20,13.199999809265137
2018-06-21,13.5
2018-06-22,12.899999618530273
2018-06-25,12.899999618530273
2018-06-26,13.199999809265137
2018-06-27,12.899999618530273
2018-06-28,12.0
2018-06-29,12.149999618530273
2018-07-02,12.149999618530273
2018-07-03,12.300000190734863
2018-07-05,12.449999809265137
2018-07-06,12.149999618530273
2018-07-09,12.300000190734863
2018-07-10,12.0
2018-07-11,12.600000381469727
2018-07-12,12.300000190734863
2018-07-13,12.300000190734863
2018-07-16,12.0
2018-07-17,12.600000381469727
2018-07-18,12.300000190734863
2018-07-19,12.0
2018-07-20,12.149999618530273
2018-07-23,12.0
2018-07-24,12.0
2018-07-25,11.100000381469727
2018-07-26,11.399999618530273
2018-07-27,10.800000190734863
2018-07-30,10.649999618530273
2018-07-31,10.199999809265137
2018-08-01,10.649999618530273
2018-08-02,10.5
2018-08-03,10.5
2018-08-06,10.5
2018-08-07,10.649999618530273
2018-08-08,10.5
2018-08-09,10.5
2018-08-10,10.350000381469727
2018-08-13,9.899999618530273
2018-08-14,10.5
2018-08-15,10.199999809265137
2018-08-16,10.5
2018-08-17,10.800000190734863
2018-08-20,10.5
2018-08-21,10.199999809265137
2018-08-22,10.350000381469727
2018-08-23,10.199999809265137
2018-08-24,10.800000190734863
2018-08-27,10.800000190734863
2018-08-28,10.800000190734863
2018-08-29,10.800000190734863
2018-08-30,11.25
2018-08-31,10.800000190734863
2018-09-04,10.5
2018-09-05,10.199999809265137
2018-09-06,9.899999618530273
2018-09-07,9.600000381469727
2018-09-10,9.300000190734863
2018-09-11,9.0
2018-09-12,9.300000190734863
2018-09-13,8.550000190734863
2018-09-14,8.699999809265137
2018-09-17,8.699999809265137
2018-09-18,8.399999618530273
2018-09-19,8.550000190734863
2018-09-20,8.399999618530273
2018-09-21,8.399999618530273
2018-09-24,8.399999618530273
2018-09-25,8.699999809265137
2018-09-26,9.149999618530273
2018-09-27,9.0
2018-09-28,8.399999618530273
2018-10-01,8.699999809265137
2018-10-02,8.430000305175781
2018-10-03,8.399999618530273
2018-10-04,8.15999984741211
2018-10-05,8.039999961853027
2018-10-08,7.800000190734863
2018-10-09,7.920000076293945
2018-10-10,7.559999942779541
2018-10-11,7.079999923706055
2018-10-12,7.260000228881836
2018-10-15,7.139999866485596
2018-10-16,7.150000095367432
2018-10-17,7.059999942779541
2018-10-18,6.800000190734863
2018-10-19,6.070000171661377
2018-10-22,5.900000095367432
2018-10-23,5.760000228881836
2018-10-24,5.300000190734863
2018-10-25,5.099999904632568
2018-10-26,5.21999979019165
2018-10-29,5.690000057220459
2018-10-30,5.78000020980835
2018-10-31,5.900000095367432
2018-11-01,5.949999809265137
2018-11-02,5.880000114440918
2018-11-05,5.579999923706055
2018-11-06,6.010000228881836
2018-11-07,6.5
2018-11-08,6.5
2018-11-09,7.03000020980835
2018-11-12,6.519999980926514
2018-11-13,6.409999847412109
2018-11-14,6.239999771118164
2018-11-15,5.909999847412109
2018-11-16,6.010000228881836
2018-11-19,5.6620001792907715
2018-11-20,5.920000076293945
2018-11-21,5.889999866485596
2018-11-23,5.619999885559082
2018-11-26,5.815000057220459
2018-11-27,5.550000190734863
2018-11-28,5.5
2018-11-29,5.820000171661377
2018-11-30,5.519999980926514
2018-12-03,5.25
2018-12-04,5.03000020980835
2018-12-06,5.099999904632568
2018-12-07,4.599999904632568
2018-12-10,4.789999961853027
2018-12-11,4.820000171661377
2018-12-12,4.78000020980835
2018-12-13,4.710000038146973
2018-12-14,4.420000076293945
2018-12-17,3.859999895095825
2018-12-18,3.5999999046325684
2018-12-19,3.5299999713897705
2018-12-20,3.450000047683716
2018-12-21,3.380000114440918
2018-12-24,3.4000000953674316
2018-12-26,3.4000000953674316
2018-12-27,3.2300000190734863
2018-12-28,3.4100000858306885
2018-12-31,3.5199999809265137
2019-01-02,3.640000104904175
2019-01-03,3.609999895095825
2019-01-04,3.880000114440918
2019-01-07,3.940000057220459
2019-01-08,3.940000057220459
2019-01-09,3.9700000286102295
2019-01-10,3.869999885559082
2019-01-11,3.869999885559082
2019-01-14,3.8499999046325684
2019-01-15,3.940000057220459
2019-01-16,3.9000000953674316
2019-01-17,3.690000057220459
2019-01-18,3.7200000286102295
2019-01-22,3.609999895095825
2019-01-23,3.5
2019-01-24,3.3499999046325684
2019-01-25,3.4700000286102295
2019-01-28,3.5399999618530273
2019-01-29,3.690000057220459
2019-01-30,3.7899999618530273
2019-01-31,4.019999980926514
2019-02-01,4.199999809265137
2019-02-04,4.25
2019-02-05,4.449999809265137
2019-02-06,4.695000171661377
2019-02-07,4.980000019073486
2019-02-08,4.78000020980835
2019-02-11,4.820000171661377
2019-02-12,4.840000152587891
2019-02-13,4.767000198364258
2019-02-14,4.699999809265137
2019-02-15,4.760000228881836
2019-02-19,5.25
2019-02-20,5.079999923706055
2019-02-21,5.044000148773193
2019-02-22,5.349999904632568
2019-02-25,5.579999923706055
2019-02-26,5.309999942779541
2019-02-27,5.389999866485596
2019-02-28,5.829999923706055
2019-03-01,5.869999885559082
2019-03-04,5.920000076293945
2019-03-05,6.239999771118164
2019-03-06,6.739999771118164
2019-03-07,6.730000019073486
2019-03-08,6.650000095367432
2019-03-11,6.550000190734863
2019-03-12,6.559999942779541
2019-03-13,6.349999904632568
2019-03-14,6.070000171661377
2019-03-15,6.019999980926514
2019-03-18,6.599999904632568
2019-03-19,7.690000057220459
2019-03-20,8.180000305175781
2019-03-21,7.840000152587891
2019-03-22,8.265000343322754
2019-03-25,8.199999809265137
2019-03-26,7.369999885559082
2019-03-27,7.369999885559082
2019-03-28,7.010000228881836
2019-03-29,7.039999961853027
2019-04-01,7.25
2019-04-02,7.199999809265137
2019-04-03,7.5
2019-04-04,7.190000057220459
2019-04-05,6.96999979019165
2019-04-08,6.559999942779541
2019-04-09,6.5
2019-04-10,6.579999923706055
2019-04-11,6.550000190734863
2019-04-12,6.679999828338623
2019-04-15,6.429999828338623
2019-04-16,6.400000095367432
2019-04-17,6.0
2019-04-18,6.230000019073486
2019-04-22,6.289999961853027
2019-04-23,6.840000152587891
2019-04-24,6.300000190734863
2019-04-25,5.650000095367432
2019-04-26,5.789999961853027
2019-04-29,6.449999809265137
2019-04-30,6.389999866485596
2019-05-01,6.309999942779541
2019-05-02,6.059999942779541
2019-05-03,6.269999980926514
2019-05-06,6.420000076293945
2019-05-07,6.320000171661377
2019-05-08,6.420000076293945
2019-05-09,6.130000114440918
2019-05-10,6.090000152587891
2019-05-13,6.010000228881836
2019-05-14,6.449999809265137
2019-05-15,6.420000076293945
2019-05-16,6.110000133514404
2019-05-17,6.380000114440918
2019-05-20,6.110000133514404
2019-05-21,6.389999866485596
2019-05-22,6.059999942779541
2019-05-23,6.170000076293945
2019-05-24,6.190000057220459
2019-05-28,6.130000114440918
2019-05-29,5.980000019073486
2019-05-30,6.210000038146973
2019-05-31,5.809999942779541
2019-06-03,6.050000190734863
2019-06-04,5.945000171661377
2019-06-05,5.789999961853027
2019-06-06,5.940000057220459
2019-06-07,5.889999866485596
2019-06-10,6.050000190734863
2019-06-11,5.96999979019165
2019-06-12,5.690000057220459
2019-06-13,5.820000171661377
2019-06-14,5.949999809265137
2019-06-17,5.849999904632568
2019-06-18,5.929999828338623
2019-06-19,5.949999809265137
2019-06-20,5.989999771118164
2019-06-21,5.96999979019165
2019-06-24,5.954999923706055
2019-06-25,6.0
2019-06-26,5.900000095367432
2019-06-27,5.989999771118164
2019-06-28,6.0
2019-07-01,5.96999979019165
2019-07-02,5.730000019073486
2019-07-03,5.7210001945495605
2019-07-05,5.71999979019165
2019-07-08,5.670000076293945
2019-07-09,6.0
2019-07-10,6.0
2019-07-11,6.0
2019-07-12,5.900000095367432
2019-07-15,5.710000038146973
2019-07-16,5.619999885559082
2019-07-17,5.610000133514404
2019-07-18,5.300000190734863
2019-07-19,5.349999904632568
2019-07-22,5.199999809265137
2019-07-23,5.269999980926514
2019-07-24,5.639999866485596
2019-07-25,5.679999828338623
2019-07-26,5.679999828338623
2019-07-29,5.690000057220459
2019-07-30,5.828999996185303
2019-07-31,6.550000190734863
2019-08-01,6.599999904632568
2019-08-02,6.559999942779541
2019-08-05,6.199999809265137
2019-08-06,6.889999866485596
2019-08-07,6.880000114440918
2019-08-08,6.599999904632568
2019-08-09,6.150000095367432
2019-08-12,6.460000038146973
2019-08-13,6.210000038146973
2019-08-14,6.400000095367432
2019-08-15,6.150000095367432
2019-08-16,6.25
2019-08-19,6.230000019073486
2019-08-20,6.119999885559082
2019-08-21,6.079999923706055
2019-08-22,6.090000152587891
2019-08-23,5.800000190734863
2019-08-26,5.690000057220459
2019-08-27,5.28000020980835
2019-08-28,5.639999866485596
2019-08-29,5.599999904632568
2019-08-30,5.960000038146973
2019-09-03,5.840000152587891
2019-09-04,5.880000114440918
2019-09-05,5.599999904632568
2019-09-06,5.699999809265137
2019-09-09,5.6479997634887695
2019-09-10,5.664999961853027
2019-09-11,5.800000190734863
2019-09-12,5.769999980926514
2019-09-13,5.78000020980835
2019-09-16,5.849999904632568
2019-09-17,5.920000076293945
2019-09-18,6.940000057220459
2019-09-19,8.079999923706055
2019-09-20,8.350000381469727
2019-09-23,8.489999771118164
2019-09-24,8.670000076293945
2019-09-25,8.569999694824219
2019-09-26,8.470000267028809
2019-09-27,8.680000305175781
2019-09-30,7.5
2019-10-01,7.0
2019-10-02,6.829999923706055
2019-10-03,6.710000038146973
2019-10-04,7.079999923706055
2019-10-07,6.429999828338623
2019-10-08,6.480000019073486
2019-10-09,6.539999961853027
2019-10-10,6.679999828338623
2019-10-11,6.789999961853027
2019-10-14,7.059999942779541
2019-10-15,6.989999771118164
2019-10-16,6.690000057220459
2019-10-17,6.460000038146973
2019-10-18,6.420000076293945
2019-10-21,6.519999980926514
2019-10-22,6.829999923706055
2019-10-23,6.460000038146973
2019-10-24,6.204999923706055
2019-10-25,6.599999904632568
2019-10-28,6.480000019073486
2019-10-29,6.619999885559082
2019-10-30,6.630000114440918
2019-10-31,6.579999923706055
2019-11-01,6.639999866485596
2019-11-04,6.699999809265137
2019-11-05,6.730000019073486
2019-11-06,6.514999866485596
2019-11-07,6.519999980926514
2019-11-08,6.53000020980835
2019-11-11,6.639999866485596
2019-11-12,6.75
2019-11-13,6.550000190734863
2019-11-14,6.639999866485596
2019-11-15,6.75
2019-11-18,6.46999979019165
2019-11-19,6.690000057220459
2019-11-20,9.640000343322754
2019-11-21,10.0
2019-11-22,9.5
2019-11-25,9.520000457763672
2019-11-26,9.399999618530273
2019-11-27,8.25
2019-11-29,9.619999885559082
2019-12-02,10.649999618530273
2019-12-03,11.529999732971191
2019-12-04,11.989999771118164
2019-12-05,11.479999542236328
2019-12-06,10.729999542236328
2019-12-09,11.260000228881836
2019-12-10,12.319999694824219
2019-12-11,12.59000015258789
2019-12-12,12.9399995803833
2019-12-13,12.989999771118164
2019-12-16,13.430000305175781
2019-12-17,13.220000267028809
2019-12-18,12.170000076293945
2019-12-19,12.0
2019-12-20,11.670000076293945
2019-12-23,12.079999923706055
2019-12-24,12.600000381469727
2019-12-26,13.479999542236328
2019-12-27,14.020000457763672
2019-12-30,13.880000114440918
2019-12-31,13.670000076293945
2020-01-02,13.390000343322754
2020-01-03,12.600000381469727
2020-01-06,12.75
2020-01-07,13.350000381469727
2020-01-08,13.489999771118164
2020-01-09,13.770000457763672
2020-01-10,13.109999656677246
2020-01-13,13.180000305175781
2020-01-14,13.300000190734863
2020-01-15,13.520000457763672
2020-01-16,12.789999961853027
2020-01-17,12.529999732971191
2020-01-21,11.989999771118164
2020-01-22,10.84000015258789
2020-01-23,10.90999984741211
2020-01-24,10.729999542236328
2020-01-27,10.630000114440918
2020-01-28,10.680000305175781
2020-01-29,10.5600004196167
2020-01-30,10.170000076293945
2020-01-31,10.0
2020-02-03,9.619999885559082
2020-02-04,9.779999732971191
2020-02-05,10.34000015258789
2020-02-06,9.960000038146973
2020-02-07,9.75
2020-02-10,9.670000076293945
2020-02-11,9.920000076293945
2020-02-12,9.239999771118164
2020-02-13,9.119999885559082
2020-02-14,9.260000228881836
2020-02-18,9.449999809265137
2020-02-19,9.119999885559082
2020-02-20,9.760000228881836
2020-02-21,8.9399995803833
2020-02-24,9.010000228881836
2020-02-25,8.949999809265137
2020-02-26,9.0
2020-02-27,8.710000038146973
2020-02-28,8.539999961853027
2020-03-02,8.460000038146973
2020-03-03,8.289999961853027
2020-03-04,8.510000228881836
2020-03-05,8.460000038146973
2020-03-06,7.920000076293945
2020-03-09,6.510000228881836
2020-03-10,5.960000038146973
2020-03-11,4.989999771118164
2020-03-12,4.050000190734863
2020-03-13,4.349999904632568
2020-03-16,3.5
2020-03-17,4.179999828338623
2020-03-18,3.7100000381469727
2020-03-19,3.799999952316284
2020-03-20,3.640000104904175
2020-03-23,4.03000020980835
2020-03-24,4.519999980926514
2020-03-25,5.300000190734863
2020-03-26,5.349999904632568
2020-03-27,5.860000133514404
2020-03-30,5.659999847412109
2020-03-31,5.760000228881836
2020-04-01,5.179999828338623
2020-04-02,5.179999828338623
2020-04-03,5.369999885559082
2020-04-06,5.940000057220459
2020-04-07,5.829999923706055
2020-04-08,6.159999847412109
2020-04-09,7.449999809265137
2020-04-13,8.600000381469727
2020-04-14,9.449999809265137
2020-04-15,10.210000038146973
2020-04-16,10.329999923706055
2020-04-17,11.40999984741211
2020-04-20,12.09000015258789
2020-04-21,12.449999809265137
2020-04-22,12.430000305175781
2020-04-23,13.010000228881836
2020-04-24,13.699999809265137
2020-04-27,13.819999694824219
2020-04-28,12.710000038146973
2020-04-29,12.640000343322754
2020-04-30,13.430000305175781
2020-05-01,11.210000038146973
2020-05-04,11.960000038146973
2020-05-05,11.960000038146973
2020-05-06,11.84000015258789
2020-05-07,11.5
2020-05-08,11.739999771118164
2020-05-11,14.300000190734863
2020-05-12,13.470000267028809
2020-05-13,12.470000267028809
2020-05-14,12.6899995803833
2020-05-15,12.4399995803833
2020-05-18,12.569999694824219
2020-05-19,12.229999542236328
2020-05-20,12.920000076293945
2020-05-21,13.09000015258789
2020-05-22,12.770000457763672
2020-05-26,12.720000267028809
2020-05-27,12.25
2020-05-28,12.239999771118164
2020-05-29,12.8100004196167
2020-06-01,12.720000267028809
2020-06-02,13.010000228881836
2020-06-03,12.619999885559082
2020-06-04,12.199999809265137
2020-06-05,12.149999618530273
2020-06-08,12.720000267028809
2020-06-09,12.609999656677246
2020-06-10,13.029999732971191
2020-06-11,11.970000267028809
2020-06-12,12.40999984741211
2020-06-15,13.84000015258789
2020-06-16,13.670000076293945
2020-06-17,13.550000190734863
2020-06-18,14.130000114440918
2020-06-19,14.520000457763672
2020-06-22,14.5
2020-06-23,14.319999694824219
2020-06-24,14.109999656677246
2020-06-25,14.8100004196167
2020-06-26,14.100000381469727
2020-06-29,12.0
2020-06-30,11.640000343322754
2020-07-01,11.430000305175781
2020-07-02,11.640000343322754
2020-07-06,11.920000076293945
2020-07-07,12.0600004196167
2020-07-08,11.569999694824219
2020-07-09,11.329999923706055
2020-07-10,11.09000015258789
2020-07-13,10.600000381469727
2020-07-14,10.630000114440918
2020-07-15,11.170000076293945
2020-07-16,10.710000038146973
2020-07-17,10.579999923706055
2020-07-20,10.25
2020-07-21,10.75
2020-07-22,10.390000343322754
2020-07-23,9.0
2020-07-24,7.909999847412109
2020-07-27,7.090000152587891
2020-07-28,6.659999847412109
2020-07-29,6.190000057220459
2020-07-30,6.150000095367432
2020-07-31,5.889999866485596
2020-08-03,5.989999771118164
2020-08-04,5.889999866485596
2020-08-05,5.900000095367432
2020-08-06,5.570000171661377
2020-08-07,6.03000020980835
2020-08-10,5.989999771118164
2020-08-11,5.789999961853027
2020-08-12,5.829999923706055
2020-08-13,5.949999809265137
2020-08-14,6.440000057220459
2020-08-17,6.409999847412109
2020-08-18,6.46999979019165
2020-08-19,6.659999847412109
2020-08-20,6.590000152587891
2020-08-21,6.139999866485596
2020-08-24,5.929999828338623
2020-08-25,6.079999923706055
2020-08-26,5.809999942779541
2020-08-27,5.730000019073486
2020-08-28,5.829999923706055
2020-08-31,5.699999809265137
2020-09-01,5.289999961853027
2020-09-02,5.429999828338623
2020-09-03,5.300000190734863
2020-09-04,5.170000076293945
2020-09-08,5.21999979019165
2020-09-09,5.260000228881836
2020-09-10,5.230000019073486
2020-09-11,5.079999923706055
2020-09-14,5.630000114440918
2020-09-15,5.989999771118164
2020-09-16,6.070000171661377
2020-09-17,5.809999942779541
2020-09-18,6.230000019073486
2020-09-21,5.71999979019165
2020-09-22,5.619999885559082
2020-09-23,5.110000133514404
2020-09-24,4.940000057220459
2020-09-25,5.010000228881836
2020-09-28,4.949999809265137
2020-09-29,4.840000152587891
2020-09-30,4.699999809265137
2020-10-01,4.739999771118164
2020-10-02,4.800000190734863
2020-10-05,5.039999961853027
2020-10-06,4.880000114440918
2020-10-07,4.989999771118164
2020-10-08,4.929999828338623
2020-10-09,5.199999809265137
2020-10-12,4.989999771118164
2020-10-13,5.150000095367432
2020-10-14,5.050000190734863
2020-10-15,5.03000020980835
2020-10-16,5.070000171661377
2020-10-19,5.28000020980835
2020-10-20,5.059999942779541
2020-10-21,5.199999809265137
2020-10-22,5.170000076293945
2020-10-23,5.230000019073486
2020-10-26,4.929999828338623
2020-10-27,4.920000076293945
2020-10-28,4.670000076293945
2020-10-29,4.789999961853027
2020-10-30,4.630000114440918
2020-11-02,4.710000038146973
2020-11-03,4.929999828338623
2020-11-04,4.809999942779541
2020-11-05,4.849999904632568
2020-11-06,4.360000133514404
2020-11-09,4.78000020980835
2020-11-10,5.210000038146973
2020-11-11,5.300000190734863
2020-11-12,5.349999904632568
2020-11-13,5.539999961853027
2020-11-16,6.260000228881836
2020-11-17,6.110000133514404
2020-11-18,5.809999942779541
2020-11-19,5.650000095367432
2020-11-20,5.489999771118164
2020-11-23,5.329999923706055
2020-11-24,5.920000076293945
2020-11-25,5.789999961853027
2020-11-27,5.639999866485596
2020-11-30,5.809999942779541
2020-12-01,5.679999828338623
2020-12-02,5.789999961853027
2020-12-03,5.679999828338623
2020-12-04,5.739999771118164
2020-12-07,5.769999980926514
2020-12-08,6.510000228881836
2020-12-09,6.010000228881836
2020-12-10,6.230000019073486
2020-12-11,6.25
2020-12-14,6.349999904632568
2020-12-15,6.5
2020-12-16,6.179999828338623
2020-12-17,6.429999828338623
2020-12-18,6.190000057220459
2020-12-21,6.289999961853027
2020-12-22,6.230000019073486
2020-12-23,6.300000190734863
2020-12-24,6.179999828338623
2020-12-28,6.039999961853027
2020-12-29,5.869999885559082
2020-12-30,5.980000019073486
2020-12-31,5.639999866485596
2021-01-04,5.349999904632568
2021-01-05,5.340000152587891
2021-01-06,5.519999980926514
2021-01-07,5.670000076293945
2021-01-08,5.619999885559082
2021-01-11,5.420000076293945
2021-01-12,5.46999979019165
2021-01-13,5.619999885559082
2021-01-14,5.710000038146973
2021-01-15,5.860000133514404
2021-01-19,6.019999980926514
2021-01-20,5.889999866485596
2021-01-21,5.639999866485596
2021-01-22,5.800000190734863
2021-01-25,5.949999809265137
2021-01-26,5.900000095367432
2021-01-27,5.510000228881836
2021-01-28,5.510000228881836
2021-01-29,5.25
2021-02-01,5.110000133514404
2021-02-02,5.460000038146973
2021-02-03,5.550000190734863
2021-02-04,5.599999904632568
2021-02-05,5.610000133514404
2021-02-08,6.289999961853027
2021-02-09,6.329999923706055
2021-02-10,6.159999847412109
2021-02-11,6.849999904632568
2021-02-12,7.289999961853027
2021-02-16,8.390000343322754
2021-02-17,8.399999618530273
2021-02-18,8.220000267028809
2021-02-19,8.199999809265137
2021-02-22,7.849999904632568
2021-02-23,7.019999980926514
2021-02-24,7.340000152587891
2021-02-25,7.110000133514404
2021-02-26,6.809999942779541
2021-03-01,6.849999904632568
2021-03-02,6.789999961853027
2021-03-03,6.679999828338623
2021-03-04,6.519999980926514
2021-03-05,6.460000038146973
2021-03-08,6.980000019073486
2021-03-09,7.199999809265137
2021-03-10,6.949999809265137
2021-03-11,7.079999923706055
2021-03-12,7.21999979019165
2021-03-15,7.630000114440918
2021-03-16,7.630000114440918
2021-03-17,8.210000038146973
2021-03-18,8.569999694824219
2021-03-19,9.239999771118164
2021-03-22,7.929999828338623
2021-03-23,7.289999961853027
2021-03-24,6.809999942779541
2021-03-25,6.980000019073486
2021-03-26,6.570000171661377
2021-03-29,6.010000228881836
2021-03-30,6.119999885559082
2021-03-31,6.590000152587891
2021-04-01,6.420000076293945
2021-04-05,6.059999942779541
2021-04-06,5.800000190734863
2021-04-07,5.679999828338623
2021-04-08,5.849999904632568
2021-04-09,5.489999771118164
2021-04-12,5.340000152587891
2021-04-13,5.400000095367432
2021-04-14,5.46999979019165
2021-04-15,5.440000057220459
2021-04-16,5.179999828338623
2021-04-19,5.190000057220459
2021-04-20,5.170000076293945
2021-04-21,5.449999809265137
2021-04-22,5.199999809265137
2021-04-23,5.300000190734863
2021-04-26,5.389999866485596
2021-04-27,5.989999771118164
2021-04-28,5.860000133514404
2021-04-29,5.610000133514404
2021-04-30,5.25
2021-05-03,5.369999885559082
2021-05-04,5.050000190734863
2021-05-05,5.090000152587891
2021-05-06,4.840000152587891
2021-05-07,5.0
2021-05-10,4.840000152587891
2021-05-11,4.75
2021-05-12,4.650000095367432
2021-05-13,4.769999980926514
2021-05-14,4.820000171661377
