,AGLE
2016-04-07,9.770000457763672
2016-04-08,11.989999771118164
2016-04-11,10.420000076293945
2016-04-12,9.649999618530273
2016-04-13,10.069999694824219
2016-04-14,9.760000228881836
2016-04-15,9.960000038146973
2016-04-18,9.710000038146973
2016-04-19,8.489999771118164
2016-04-20,8.539999961853027
2016-04-21,8.59000015258789
2016-04-22,9.1899995803833
2016-04-25,9.699999809265137
2016-04-26,9.890000343322754
2016-04-27,9.520000457763672
2016-04-28,9.1899995803833
2016-04-29,8.760000228881836
2016-05-02,9.760000228881836
2016-05-03,9.399999618530273
2016-05-04,9.100000381469727
2016-05-05,8.614999771118164
2016-05-06,8.710000038146973
2016-05-09,8.8100004196167
2016-05-10,8.770000457763672
2016-05-11,8.145000457763672
2016-05-12,7.460000038146973
2016-05-13,7.170000076293945
2016-05-16,7.230000019073486
2016-05-17,7.28000020980835
2016-05-18,7.409999847412109
2016-05-19,7.360000133514404
2016-05-20,7.460000038146973
2016-05-23,7.309999942779541
2016-05-24,7.360000133514404
2016-05-25,7.380000114440918
2016-05-26,7.449999809265137
2016-05-27,7.239999771118164
2016-05-31,7.5
2016-06-01,7.380000114440918
2016-06-02,7.679999828338623
2016-06-03,7.599999904632568
2016-06-06,7.590000152587891
2016-06-07,7.349999904632568
2016-06-08,7.260000228881836
2016-06-09,7.25
2016-06-10,6.28000020980835
2016-06-13,6.170000076293945
2016-06-14,5.889999866485596
2016-06-15,5.360000133514404
2016-06-16,5.199999809265137
2016-06-17,4.460000038146973
2016-06-20,4.46999979019165
2016-06-21,4.360000133514404
2016-06-22,4.454999923706055
2016-06-23,4.800000190734863
2016-06-24,5.360000133514404
2016-06-27,5.449999809265137
2016-06-28,5.449999809265137
2016-06-29,5.230000019073486
2016-06-30,4.860000133514404
2016-07-01,4.849999904632568
2016-07-05,4.579999923706055
2016-07-06,4.559999942779541
2016-07-07,3.9600000381469727
2016-07-08,4.210000038146973
2016-07-11,4.119999885559082
2016-07-12,4.199999809265137
2016-07-13,4.75
2016-07-14,4.650000095367432
2016-07-15,4.519999980926514
2016-07-18,4.480000019073486
2016-07-19,4.639999866485596
2016-07-20,4.570000171661377
2016-07-21,4.539999961853027
2016-07-22,4.650000095367432
2016-07-25,4.510000228881836
2016-07-26,4.699999809265137
2016-07-27,4.699999809265137
2016-07-28,4.809999942779541
2016-07-29,4.800000190734863
2016-08-01,4.769999980926514
2016-08-02,4.579999923706055
2016-08-03,4.619999885559082
2016-08-04,4.789999961853027
2016-08-05,4.690000057220459
2016-08-08,4.599999904632568
2016-08-09,4.739999771118164
2016-08-10,4.599999904632568
2016-08-11,4.590000152587891
2016-08-12,4.599999904632568
2016-08-15,4.690000057220459
2016-08-16,5.199999809265137
2016-08-17,5.900000095367432
2016-08-18,5.880000114440918
2016-08-19,5.159999847412109
2016-08-22,5.639999866485596
2016-08-23,5.570000171661377
2016-08-24,5.789999961853027
2016-08-25,5.869999885559082
2016-08-26,5.894999980926514
2016-08-29,5.840000152587891
2016-08-30,5.789999961853027
2016-08-31,5.639999866485596
2016-09-01,5.784999847412109
2016-09-02,6.25
2016-09-06,6.96999979019165
2016-09-07,6.949999809265137
2016-09-08,7.329999923706055
2016-09-09,6.949999809265137
2016-09-12,7.449999809265137
2016-09-13,7.769999980926514
2016-09-14,8.109999656677246
2016-09-15,7.760000228881836
2016-09-16,7.710000038146973
2016-09-19,6.940000057220459
2016-09-20,6.880000114440918
2016-09-21,6.369999885559082
2016-09-22,6.420000076293945
2016-09-23,6.489999771118164
2016-09-26,6.800000190734863
2016-09-27,6.860000133514404
2016-09-28,7.010000228881836
2016-09-29,6.650000095367432
2016-09-30,6.409999847412109
2016-10-03,6.409999847412109
2016-10-04,6.78000020980835
2016-10-05,6.829999923706055
2016-10-06,6.989999771118164
2016-10-07,6.840000152587891
2016-10-10,6.5
2016-10-11,6.900000095367432
2016-10-12,6.900000095367432
2016-10-13,6.71999979019165
2016-10-14,6.75
2016-10-17,6.739999771118164
2016-10-18,6.739999771118164
2016-10-19,6.579999923706055
2016-10-20,6.329999923706055
2016-10-21,6.269999980926514
2016-10-24,6.119999885559082
2016-10-25,5.980000019073486
2016-10-26,6.03000020980835
2016-10-27,5.875
2016-10-28,5.800000190734863
2016-10-31,5.360000133514404
2016-11-01,5.860000133514404
2016-11-02,5.699999809265137
2016-11-03,5.929999828338623
2016-11-04,6.119999885559082
2016-11-07,6.079999923706055
2016-11-08,5.96999979019165
2016-11-09,5.860000133514404
2016-11-10,5.900000095367432
2016-11-11,5.929999828338623
2016-11-14,6.050000190734863
2016-11-15,6.0
2016-11-16,6.03000020980835
2016-11-17,6.199999809265137
2016-11-18,5.829999923706055
2016-11-21,5.889999866485596
2016-11-22,5.284999847412109
2016-11-23,5.010000228881836
2016-11-25,5.090000152587891
2016-11-28,5.340000152587891
2016-11-29,5.315000057220459
2016-11-30,5.170000076293945
2016-12-01,5.699999809265137
2016-12-02,5.699999809265137
2016-12-05,5.739999771118164
2016-12-06,6.079999923706055
2016-12-07,5.96999979019165
2016-12-08,5.699999809265137
2016-12-09,5.519999980926514
2016-12-12,5.349999904632568
2016-12-13,5.369999885559082
2016-12-14,5.480000019073486
2016-12-15,5.230000019073486
2016-12-16,5.400000095367432
2016-12-19,5.010000228881836
2016-12-20,5.059999942779541
2016-12-21,5.110000133514404
2016-12-22,5.119999885559082
2016-12-23,5.099999904632568
2016-12-27,5.070000171661377
2016-12-28,4.769999980926514
2016-12-29,4.639999866485596
2016-12-30,4.349999904632568
2017-01-03,4.570000171661377
2017-01-04,4.989999771118164
2017-01-05,4.940000057220459
2017-01-06,5.260000228881836
2017-01-09,5.210000038146973
2017-01-10,5.010000228881836
2017-01-11,5.329999923706055
2017-01-12,5.179999828338623
2017-01-13,5.190000057220459
2017-01-17,5.070000171661377
2017-01-18,5.179999828338623
2017-01-19,4.889999866485596
2017-01-20,4.610000133514404
2017-01-23,4.619999885559082
2017-01-24,4.380000114440918
2017-01-25,4.210000038146973
2017-01-26,4.099999904632568
2017-01-27,4.019999980926514
2017-01-30,4.010000228881836
2017-01-31,3.990000009536743
2017-02-01,4.089000225067139
2017-02-02,4.090000152587891
2017-02-03,4.019999980926514
2017-02-06,4.289999961853027
2017-02-07,4.189000129699707
2017-02-08,4.210000038146973
2017-02-09,4.59499979019165
2017-02-10,4.710000038146973
2017-02-13,4.800000190734863
2017-02-14,5.179999828338623
2017-02-15,5.039999961853027
2017-02-16,5.099999904632568
2017-02-17,5.21999979019165
2017-02-21,5.599999904632568
2017-02-22,6.0
2017-02-23,5.800000190734863
2017-02-24,5.829999923706055
2017-02-27,5.940000057220459
2017-02-28,6.199999809265137
2017-03-01,6.159999847412109
2017-03-02,6.130000114440918
2017-03-03,6.130000114440918
2017-03-06,6.090000152587891
2017-03-07,5.940000057220459
2017-03-08,6.320000171661377
2017-03-09,6.550000190734863
2017-03-10,6.53000020980835
2017-03-13,6.920000076293945
2017-03-14,7.0
2017-03-15,7.309999942779541
2017-03-16,7.190000057220459
2017-03-17,7.739999771118164
2017-03-20,8.029999732971191
2017-03-21,7.519999980926514
2017-03-22,7.710000038146973
2017-03-23,7.320000171661377
2017-03-24,7.369999885559082
2017-03-27,7.289999961853027
2017-03-28,7.179999828338623
2017-03-29,7.230000019073486
2017-03-30,7.340000152587891
2017-03-31,7.449999809265137
2017-04-03,7.190000057220459
2017-04-04,7.190000057220459
2017-04-05,7.190000057220459
2017-04-06,7.050000190734863
2017-04-07,7.25
2017-04-10,7.119999885559082
2017-04-11,6.900000095367432
2017-04-12,7.190000057220459
2017-04-13,7.440000057220459
2017-04-17,7.539999961853027
2017-04-18,7.21999979019165
2017-04-19,7.090000152587891
2017-04-20,6.900000095367432
2017-04-21,7.039999961853027
2017-04-24,7.0
2017-04-25,6.900000095367432
2017-04-26,6.949999809265137
2017-04-27,6.960000038146973
2017-04-28,7.150000095367432
2017-05-01,6.860000133514404
2017-05-02,6.679999828338623
2017-05-03,6.630000114440918
2017-05-04,6.590000152587891
2017-05-05,6.510000228881836
2017-05-08,6.429999828338623
2017-05-09,6.239999771118164
2017-05-10,6.289999961853027
2017-05-11,6.230000019073486
2017-05-12,6.300000190734863
2017-05-15,6.449999809265137
2017-05-16,6.389999866485596
2017-05-17,6.25
2017-05-18,6.139999866485596
2017-05-19,6.480000019073486
2017-05-22,6.199999809265137
2017-05-23,5.570000171661377
2017-05-24,4.75
2017-05-25,4.429999828338623
2017-05-26,4.5
2017-05-30,4.21999979019165
2017-05-31,4.21999979019165
2017-06-01,4.269999980926514
2017-06-02,4.179999828338623
2017-06-05,4.260000228881836
2017-06-06,3.5899999141693115
2017-06-07,3.690000057220459
2017-06-08,3.640000104904175
2017-06-09,3.569999933242798
2017-06-12,3.430000066757202
2017-06-13,3.509999990463257
2017-06-14,3.4800000190734863
2017-06-15,3.4000000953674316
2017-06-16,3.5
2017-06-19,3.690000057220459
2017-06-20,3.799999952316284
2017-06-21,3.950000047683716
2017-06-22,3.950000047683716
2017-06-23,3.5799999237060547
2017-06-26,3.880000114440918
2017-06-27,3.869999885559082
2017-06-28,3.8499999046325684
2017-06-29,3.859999895095825
2017-06-30,3.8499999046325684
2017-07-03,3.759999990463257
2017-07-05,3.5399999618530273
2017-07-06,3.4600000381469727
2017-07-07,3.390000104904175
2017-07-10,3.6600000858306885
2017-07-11,3.490000009536743
2017-07-12,3.440000057220459
2017-07-13,3.569999933242798
2017-07-14,3.7899999618530273
2017-07-17,3.759999990463257
2017-07-18,3.5999999046325684
2017-07-19,3.549999952316284
2017-07-20,3.619999885559082
2017-07-21,3.700000047683716
2017-07-24,3.7699999809265137
2017-07-25,3.619999885559082
2017-07-26,3.5899999141693115
2017-07-27,3.490000009536743
2017-07-28,3.3299999237060547
2017-07-31,3.4100000858306885
2017-08-01,3.3499999046325684
2017-08-02,3.25
2017-08-03,3.1600000858306885
2017-08-04,3.25
2017-08-07,3.309999942779541
2017-08-08,3.190000057220459
2017-08-09,2.9800000190734863
2017-08-10,2.990000009536743
2017-08-11,2.9100000858306885
2017-08-14,2.9600000381469727
2017-08-15,2.9600000381469727
2017-08-16,2.9600000381469727
2017-08-17,2.9100000858306885
2017-08-18,2.9700000286102295
2017-08-21,3.009999990463257
2017-08-22,3.0999999046325684
2017-08-23,3.059999942779541
2017-08-24,3.109999895095825
2017-08-25,3.2799999713897705
2017-08-28,3.299999952316284
2017-08-29,3.7200000286102295
2017-08-30,3.890000104904175
2017-08-31,4.110000133514404
2017-09-01,4.090000152587891
2017-09-05,4.125
2017-09-06,4.340000152587891
2017-09-07,4.840000152587891
2017-09-08,4.300000190734863
2017-09-11,4.260000228881836
2017-09-12,4.28000020980835
2017-09-13,4.539999961853027
2017-09-14,4.590000152587891
2017-09-15,4.800000190734863
2017-09-18,4.639999866485596
2017-09-19,4.539999961853027
2017-09-20,4.630000114440918
2017-09-21,4.730000019073486
2017-09-22,4.860000133514404
2017-09-25,4.690000057220459
2017-09-26,4.53000020980835
2017-09-27,4.579999923706055
2017-09-28,4.630000114440918
2017-09-29,4.929999828338623
2017-10-02,5.010000228881836
2017-10-03,5.019999980926514
2017-10-04,5.159999847412109
2017-10-05,5.210000038146973
2017-10-06,5.335000038146973
2017-10-09,5.710000038146973
2017-10-10,5.974999904632568
2017-10-11,5.980000019073486
2017-10-12,5.429999828338623
2017-10-13,5.130000114440918
2017-10-16,5.119999885559082
2017-10-17,5.119999885559082
2017-10-18,4.96999979019165
2017-10-19,5.090000152587891
2017-10-20,5.050000190734863
2017-10-23,4.630000114440918
2017-10-24,4.739999771118164
2017-10-25,4.550000190734863
2017-10-26,4.639999866485596
2017-10-27,4.380000114440918
2017-10-30,4.519999980926514
2017-10-31,4.380000114440918
2017-11-01,4.230000019073486
2017-11-02,4.349999904632568
2017-11-03,4.929999828338623
2017-11-06,4.909999847412109
2017-11-07,4.849999904632568
2017-11-08,4.670000076293945
2017-11-09,5.010000228881836
2017-11-10,5.130000114440918
2017-11-13,4.820000171661377
2017-11-14,4.539999961853027
2017-11-15,4.650000095367432
2017-11-16,4.739999771118164
2017-11-17,4.539999961853027
2017-11-20,4.489999771118164
2017-11-21,4.300000190734863
2017-11-22,4.349999904632568
2017-11-24,4.269999980926514
2017-11-27,4.210000038146973
2017-11-28,4.099999904632568
2017-11-29,4.005000114440918
2017-11-30,4.0
2017-12-01,4.730000019073486
2017-12-04,5.079999923706055
2017-12-05,4.739999771118164
2017-12-06,4.880000114440918
2017-12-07,4.909999847412109
2017-12-08,5.139999866485596
2017-12-11,5.269999980926514
2017-12-12,5.199999809265137
2017-12-13,4.96999979019165
2017-12-14,5.21999979019165
2017-12-15,4.869999885559082
2017-12-18,5.010000228881836
2017-12-19,4.989999771118164
2017-12-20,4.989999771118164
2017-12-21,5.03000020980835
2017-12-22,5.179999828338623
2017-12-26,5.519999980926514
2017-12-27,5.510000228881836
2017-12-28,5.369999885559082
2017-12-29,5.409999847412109
2018-01-02,5.380000114440918
2018-01-03,5.449999809265137
2018-01-04,5.690000057220459
2018-01-05,5.519999980926514
2018-01-08,5.070000171661377
2018-01-09,5.25
2018-01-10,5.710000038146973
2018-01-11,6.0
2018-01-12,6.260000228881836
2018-01-16,6.119999885559082
2018-01-17,6.489999771118164
2018-01-18,6.599999904632568
2018-01-19,6.75
2018-01-22,7.400000095367432
2018-01-23,6.579999923706055
2018-01-24,6.559999942779541
2018-01-25,6.650000095367432
2018-01-26,6.730000019073486
2018-01-29,6.789999961853027
2018-01-30,6.869999885559082
2018-01-31,6.480000019073486
2018-02-01,7.0
2018-02-02,6.590000152587891
2018-02-05,6.269999980926514
2018-02-06,6.269999980926514
2018-02-07,6.03000020980835
2018-02-08,6.190000057220459
2018-02-09,5.449999809265137
2018-02-12,5.889999866485596
2018-02-13,5.96999979019165
2018-02-14,6.130000114440918
2018-02-15,6.019999980926514
2018-02-16,6.079999923706055
2018-02-20,6.309999942779541
2018-02-21,6.349999904632568
2018-02-22,6.360000133514404
2018-02-23,6.289999961853027
2018-02-26,6.380000114440918
2018-02-27,6.440000057220459
2018-02-28,7.25
2018-03-01,6.860000133514404
2018-03-02,7.239999771118164
2018-03-05,7.690000057220459
2018-03-06,7.5
2018-03-07,7.599999904632568
