,CSWI
2016-05-04,32.540000915527344
2016-05-05,32.45000076293945
2016-05-06,32.459999084472656
2016-05-09,32.380001068115234
2016-05-10,32.54999923706055
2016-05-11,32.84000015258789
2016-05-12,32.279998779296875
2016-05-13,32.95000076293945
2016-05-16,33.029998779296875
2016-05-17,32.34000015258789
2016-05-18,32.2599983215332
2016-05-19,32.29999923706055
2016-05-20,32.5099983215332
2016-05-23,32.58000183105469
2016-05-24,33.38999938964844
2016-05-25,33.88999938964844
2016-05-26,33.7400016784668
2016-05-27,34.29999923706055
2016-05-31,33.439998626708984
2016-06-01,33.849998474121094
2016-06-02,33.84000015258789
2016-06-03,33.939998626708984
2016-06-06,34.470001220703125
2016-06-07,34.439998626708984
2016-06-08,34.59000015258789
2016-06-09,33.54999923706055
2016-06-10,33.099998474121094
2016-06-13,32.0099983215332
2016-06-14,32.790000915527344
2016-06-15,32.95000076293945
2016-06-16,33.36000061035156
2016-06-17,33.09000015258789
2016-06-20,34.16999816894531
2016-06-21,33.130001068115234
2016-06-22,33.380001068115234
2016-06-23,34.040000915527344
2016-06-24,32.56999969482422
2016-06-27,31.049999237060547
2016-06-28,31.09000015258789
2016-06-29,31.600000381469727
2016-06-30,32.61000061035156
2016-07-01,32.540000915527344
2016-07-05,32.279998779296875
2016-07-06,32.060001373291016
2016-07-07,32.2400016784668
2016-07-08,33.38999938964844
2016-07-11,34.029998779296875
2016-07-12,34.09000015258789
2016-07-13,33.689998626708984
2016-07-14,34.290000915527344
2016-07-15,34.5
2016-07-18,34.4900016784668
2016-07-19,34.29999923706055
2016-07-20,34.41999816894531
2016-07-21,34.40999984741211
2016-07-22,33.900001525878906
2016-07-25,34.040000915527344
2016-07-26,34.400001525878906
2016-07-27,34.4900016784668
2016-07-28,34.16999816894531
2016-07-29,33.93000030517578
2016-08-01,33.95000076293945
2016-08-02,33.79999923706055
2016-08-03,33.529998779296875
2016-08-04,33.65999984741211
2016-08-05,34.0099983215332
2016-08-08,34.029998779296875
2016-08-09,33.93000030517578
2016-08-10,33.90999984741211
2016-08-11,33.97999954223633
2016-08-12,33.81999969482422
2016-08-15,32.869998931884766
2016-08-16,32.290000915527344
2016-08-17,31.25
2016-08-18,30.979999542236328
2016-08-19,31.239999771118164
2016-08-22,31.989999771118164
2016-08-23,32.099998474121094
2016-08-24,32.06999969482422
2016-08-25,31.90999984741211
2016-08-26,32.11000061035156
2016-08-29,32.31999969482422
2016-08-30,32.36000061035156
2016-08-31,32.279998779296875
2016-09-01,32.31999969482422
2016-09-02,32.400001525878906
2016-09-06,32.27000045776367
2016-09-07,32.380001068115234
2016-09-08,32.38999938964844
2016-09-09,31.8799991607666
2016-09-12,31.860000610351562
2016-09-13,31.6200008392334
2016-09-14,31.739999771118164
2016-09-15,31.549999237060547
2016-09-16,31.75
2016-09-19,32.060001373291016
2016-09-20,32.0099983215332
2016-09-21,32.2400016784668
2016-09-22,32.7599983215332
2016-09-23,32.630001068115234
2016-09-26,32.25
2016-09-27,32.25
2016-09-28,32.5
2016-09-29,32.099998474121094
2016-09-30,32.38999938964844
2016-10-03,32.16999816894531
2016-10-04,31.979999542236328
2016-10-05,32.11000061035156
2016-10-06,32.150001525878906
2016-10-07,31.649999618530273
2016-10-10,32.0
2016-10-11,31.600000381469727
2016-10-12,31.75
2016-10-13,31.649999618530273
2016-10-14,31.649999618530273
2016-10-17,31.5
2016-10-18,31.549999237060547
2016-10-19,31.350000381469727
2016-10-20,31.149999618530273
2016-10-21,30.75
2016-10-24,30.850000381469727
2016-10-25,30.700000762939453
2016-10-26,30.5
2016-10-27,30.350000381469727
2016-10-28,30.299999237060547
2016-10-31,30.950000762939453
2016-11-01,29.950000762939453
2016-11-02,29.799999237060547
2016-11-03,29.25
2016-11-04,29.350000381469727
2016-11-07,29.850000381469727
2016-11-08,29.799999237060547
2016-11-09,29.899999618530273
2016-11-10,31.0
2016-11-11,33.650001525878906
2016-11-14,34.29999923706055
2016-11-15,34.70000076293945
2016-11-16,34.79999923706055
2016-11-17,35.45000076293945
2016-11-18,35.599998474121094
2016-11-21,36.04999923706055
2016-11-22,36.25
2016-11-23,36.45000076293945
2016-11-25,36.849998474121094
2016-11-28,36.349998474121094
2016-11-29,36.20000076293945
2016-11-30,36.5
2016-12-01,36.900001525878906
2016-12-02,36.54999923706055
2016-12-05,37.20000076293945
2016-12-06,37.54999923706055
2016-12-07,38.29999923706055
2016-12-08,38.900001525878906
2016-12-09,38.75
2016-12-12,37.5
2016-12-13,37.0
2016-12-14,36.54999923706055
2016-12-15,36.79999923706055
2016-12-16,36.95000076293945
2016-12-19,36.900001525878906
2016-12-20,37.0
2016-12-21,36.900001525878906
2016-12-22,36.150001525878906
2016-12-23,36.45000076293945
2016-12-27,36.5
2016-12-28,37.04999923706055
2016-12-29,36.95000076293945
2016-12-30,36.849998474121094
2017-01-03,36.599998474121094
2017-01-04,37.099998474121094
2017-01-05,36.900001525878906
2017-01-06,36.95000076293945
2017-01-09,36.849998474121094
2017-01-10,37.150001525878906
2017-01-11,37.5
2017-01-12,36.400001525878906
2017-01-13,37.349998474121094
2017-01-17,36.95000076293945
2017-01-18,37.150001525878906
2017-01-19,37.20000076293945
2017-01-20,36.95000076293945
2017-01-23,36.70000076293945
2017-01-24,37.5
2017-01-25,38.04999923706055
2017-01-26,37.75
2017-01-27,37.29999923706055
2017-01-30,36.29999923706055
2017-01-31,36.54999923706055
2017-02-01,36.25
2017-02-02,35.70000076293945
2017-02-03,36.20000076293945
2017-02-06,35.95000076293945
2017-02-07,35.849998474121094
2017-02-08,35.70000076293945
2017-02-09,35.849998474121094
2017-02-10,36.650001525878906
2017-02-13,37.099998474121094
2017-02-14,36.25
2017-02-15,36.70000076293945
2017-02-16,36.849998474121094
2017-02-17,36.75
2017-02-21,37.099998474121094
2017-02-22,36.95000076293945
2017-02-23,36.849998474121094
2017-02-24,37.0
2017-02-27,37.400001525878906
2017-02-28,37.099998474121094
2017-03-01,37.599998474121094
2017-03-02,36.79999923706055
2017-03-03,36.95000076293945
2017-03-06,36.150001525878906
2017-03-07,36.099998474121094
2017-03-08,35.79999923706055
2017-03-09,35.400001525878906
2017-03-10,35.79999923706055
2017-03-13,35.54999923706055
2017-03-14,35.75
2017-03-15,36.099998474121094
2017-03-16,36.20000076293945
2017-03-17,36.54999923706055
2017-03-20,36.5
2017-03-21,35.349998474121094
2017-03-22,35.349998474121094
2017-03-23,35.75
2017-03-24,35.45000076293945
2017-03-27,35.150001525878906
2017-03-28,35.650001525878906
2017-03-29,35.650001525878906
2017-03-30,36.79999923706055
2017-03-31,36.70000076293945
2017-04-03,35.95000076293945
2017-04-04,35.599998474121094
2017-04-05,35.400001525878906
2017-04-06,35.29999923706055
2017-04-07,35.150001525878906
2017-04-10,35.20000076293945
2017-04-11,35.900001525878906
2017-04-12,35.20000076293945
2017-04-13,34.95000076293945
2017-04-17,35.20000076293945
2017-04-18,35.04999923706055
2017-04-19,35.20000076293945
2017-04-20,35.599998474121094
2017-04-21,35.70000076293945
2017-04-24,35.79999923706055
2017-04-25,36.0
2017-04-26,36.20000076293945
2017-04-27,36.099998474121094
2017-04-28,35.400001525878906
2017-05-01,35.650001525878906
2017-05-02,36.099998474121094
2017-05-03,35.79999923706055
2017-05-04,35.25
2017-05-05,35.599998474121094
2017-05-08,35.45000076293945
2017-05-09,35.650001525878906
2017-05-10,35.400001525878906
2017-05-11,35.70000076293945
2017-05-12,35.400001525878906
2017-05-15,35.599998474121094
2017-05-16,35.70000076293945
2017-05-17,35.54999923706055
2017-05-18,35.650001525878906
2017-05-19,35.650001525878906
2017-05-22,35.95000076293945
2017-05-23,35.95000076293945
2017-05-24,35.5
2017-05-25,35.349998474121094
2017-05-26,35.54999923706055
2017-05-30,35.349998474121094
2017-05-31,35.29999923706055
2017-06-01,35.849998474121094
2017-06-02,36.0
2017-06-05,35.45000076293945
2017-06-06,36.0
2017-06-07,35.79999923706055
2017-06-08,36.20000076293945
2017-06-09,36.70000076293945
2017-06-12,36.95000076293945
2017-06-13,36.79999923706055
2017-06-14,39.79999923706055
2017-06-15,38.0
2017-06-16,37.20000076293945
2017-06-19,37.0
2017-06-20,36.45000076293945
2017-06-21,36.45000076293945
2017-06-22,36.70000076293945
2017-06-23,36.900001525878906
2017-06-26,37.54999923706055
2017-06-27,37.849998474121094
2017-06-28,38.900001525878906
2017-06-29,38.95000076293945
2017-06-30,38.650001525878906
2017-07-03,39.099998474121094
2017-07-05,39.20000076293945
2017-07-06,39.099998474121094
2017-07-07,40.25
2017-07-10,39.04999923706055
2017-07-11,39.04999923706055
2017-07-12,39.45000076293945
2017-07-13,39.79999923706055
2017-07-14,39.54999923706055
2017-07-17,39.650001525878906
2017-07-18,39.400001525878906
2017-07-19,39.650001525878906
2017-07-20,39.650001525878906
2017-07-21,39.25
2017-07-24,39.20000076293945
2017-07-25,39.5
2017-07-26,39.150001525878906
2017-07-27,38.849998474121094
2017-07-28,38.79999923706055
2017-07-31,39.04999923706055
2017-08-01,39.45000076293945
2017-08-02,38.849998474121094
2017-08-03,38.599998474121094
2017-08-04,38.599998474121094
2017-08-07,38.29999923706055
2017-08-08,38.400001525878906
2017-08-09,39.95000076293945
2017-08-10,39.45000076293945
2017-08-11,39.349998474121094
2017-08-14,40.400001525878906
2017-08-15,40.45000076293945
2017-08-16,39.95000076293945
2017-08-17,39.20000076293945
2017-08-18,39.400001525878906
2017-08-21,39.29999923706055
2017-08-22,39.79999923706055
2017-08-23,39.650001525878906
2017-08-24,39.099998474121094
2017-08-25,39.70000076293945
2017-08-28,40.70000076293945
2017-08-29,40.75
2017-08-30,41.5
2017-08-31,41.849998474121094
2017-09-01,41.650001525878906
2017-09-05,40.95000076293945
2017-09-06,41.400001525878906
2017-09-07,41.20000076293945
2017-09-08,41.599998474121094
2017-09-11,42.0
2017-09-12,42.099998474121094
2017-09-13,42.0
2017-09-14,42.150001525878906
2017-09-15,42.25
2017-09-18,43.650001525878906
2017-09-19,43.70000076293945
2017-09-20,43.75
2017-09-21,43.599998474121094
2017-09-22,43.79999923706055
2017-09-25,43.650001525878906
2017-09-26,44.400001525878906
2017-09-27,44.849998474121094
2017-09-28,44.95000076293945
2017-09-29,44.349998474121094
2017-10-02,45.0
2017-10-03,45.79999923706055
2017-10-04,45.75
2017-10-05,46.79999923706055
2017-10-06,47.29999923706055
2017-10-09,47.349998474121094
2017-10-10,47.04999923706055
2017-10-11,46.70000076293945
2017-10-12,46.70000076293945
2017-10-13,46.900001525878906
2017-10-16,47.150001525878906
2017-10-17,47.45000076293945
2017-10-18,47.95000076293945
2017-10-19,47.900001525878906
2017-10-20,48.349998474121094
2017-10-23,48.349998474121094
2017-10-24,48.650001525878906
2017-10-25,48.900001525878906
2017-10-26,48.849998474121094
2017-10-27,49.849998474121094
2017-10-30,48.650001525878906
2017-10-31,49.04999923706055
2017-11-01,49.29999923706055
2017-11-02,49.400001525878906
2017-11-03,49.349998474121094
2017-11-06,49.29999923706055
2017-11-07,48.150001525878906
2017-11-08,47.0
2017-11-09,46.599998474121094
2017-11-10,46.20000076293945
2017-11-13,45.79999923706055
2017-11-14,46.0
2017-11-15,45.45000076293945
2017-11-16,46.45000076293945
2017-11-17,46.54999923706055
2017-11-20,46.95000076293945
2017-11-21,47.0
2017-11-22,46.70000076293945
2017-11-24,46.75
2017-11-27,46.599998474121094
2017-11-28,47.0
2017-11-29,48.20000076293945
2017-11-30,48.099998474121094
2017-12-01,47.349998474121094
2017-12-04,47.54999923706055
2017-12-05,47.599998474121094
2017-12-06,46.95000076293945
2017-12-07,47.150001525878906
2017-12-08,46.75
2017-12-11,45.900001525878906
2017-12-12,46.650001525878906
2017-12-13,47.599998474121094
2017-12-14,46.20000076293945
2017-12-15,47.20000076293945
2017-12-18,47.70000076293945
2017-12-19,47.0
2017-12-20,46.400001525878906
2017-12-21,46.150001525878906
2017-12-22,45.599998474121094
2017-12-26,45.79999923706055
2017-12-27,45.599998474121094
2017-12-28,46.150001525878906
2017-12-29,45.95000076293945
2018-01-02,45.95000076293945
2018-01-03,45.95000076293945
2018-01-04,45.900001525878906
2018-01-05,46.0
2018-01-08,46.0
2018-01-09,45.900001525878906
2018-01-10,46.0
2018-01-11,47.099998474121094
2018-01-12,48.20000076293945
2018-01-16,48.0
2018-01-17,48.900001525878906
2018-01-18,48.5
2018-01-19,49.099998474121094
2018-01-22,48.29999923706055
2018-01-23,48.150001525878906
2018-01-24,47.849998474121094
2018-01-25,48.79999923706055
2018-01-26,48.650001525878906
2018-01-29,47.75
2018-01-30,47.95000076293945
2018-01-31,47.900001525878906
2018-02-01,47.25
2018-02-02,46.650001525878906
2018-02-05,44.849998474121094
2018-02-06,44.849998474121094
2018-02-07,44.54999923706055
2018-02-08,41.75
2018-02-09,45.650001525878906
2018-02-12,45.900001525878906
2018-02-13,45.349998474121094
2018-02-14,45.95000076293945
2018-02-15,46.25
2018-02-16,47.04999923706055
2018-02-20,47.20000076293945
2018-02-21,47.04999923706055
2018-02-22,47.099998474121094
2018-02-23,47.5
2018-02-26,47.45000076293945
2018-02-27,46.70000076293945
2018-02-28,45.849998474121094
2018-03-01,45.349998474121094
2018-03-02,45.95000076293945
2018-03-05,45.79999923706055
2018-03-06,46.099998474121094
2018-03-07,46.5
2018-03-08,46.04999923706055
2018-03-09,46.599998474121094
2018-03-12,47.70000076293945
2018-03-13,47.25
2018-03-14,46.650001525878906
2018-03-15,46.75
2018-03-16,46.29999923706055
2018-03-19,46.25
2018-03-20,46.349998474121094
2018-03-21,46.900001525878906
2018-03-22,45.79999923706055
2018-03-23,44.400001525878906
2018-03-26,45.70000076293945
2018-03-27,45.0
2018-03-28,45.04999923706055
2018-03-29,45.04999923706055
2018-04-02,44.150001525878906
2018-04-03,44.75
2018-04-04,44.70000076293945
2018-04-05,45.0
2018-04-06,44.400001525878906
2018-04-09,44.75
2018-04-10,45.150001525878906
2018-04-11,44.70000076293945
2018-04-12,44.95000076293945
2018-04-13,44.900001525878906
2018-04-16,45.224998474121094
2018-04-17,45.20000076293945
2018-04-18,45.5
2018-04-19,45.04999923706055
2018-04-20,44.95000076293945
2018-04-23,45.75
2018-04-24,45.5
2018-04-25,45.150001525878906
2018-04-26,44.900001525878906
2018-04-27,44.400001525878906
2018-04-30,43.349998474121094
2018-05-01,44.150001525878906
2018-05-02,44.29999923706055
2018-05-03,43.900001525878906
2018-05-04,44.25
2018-05-07,44.900001525878906
2018-05-08,44.849998474121094
2018-05-09,45.0
2018-05-10,45.150001525878906
2018-05-11,45.400001525878906
2018-05-14,45.20000076293945
2018-05-15,45.20000076293945
2018-05-16,45.5
2018-05-17,45.54999923706055
2018-05-18,45.349998474121094
2018-05-21,46.349998474121094
2018-05-22,46.099998474121094
2018-05-23,46.54999923706055
2018-05-24,46.70000076293945
2018-05-25,46.400001525878906
2018-05-29,46.54999923706055
2018-05-30,48.75
2018-05-31,48.599998474121094
2018-06-01,49.0
2018-06-04,49.650001525878906
2018-06-05,50.29999923706055
2018-06-06,50.599998474121094
2018-06-07,51.349998474121094
2018-06-08,51.099998474121094
2018-06-11,51.20000076293945
2018-06-12,51.45000076293945
2018-06-13,51.5
2018-06-14,52.25
2018-06-15,52.900001525878906
2018-06-18,52.75
2018-06-19,53.099998474121094
2018-06-20,53.70000076293945
2018-06-21,53.45000076293945
2018-06-22,53.54999923706055
2018-06-25,53.150001525878906
2018-06-26,53.0
2018-06-27,52.650001525878906
2018-06-28,53.099998474121094
2018-06-29,52.849998474121094
2018-07-02,53.95000076293945
2018-07-03,52.599998474121094
2018-07-05,53.54999923706055
2018-07-06,53.849998474121094
2018-07-09,54.25
2018-07-10,53.20000076293945
2018-07-11,52.79999923706055
2018-07-12,52.75
2018-07-13,52.900001525878906
2018-07-16,53.20000076293945
2018-07-17,53.349998474121094
2018-07-18,53.349998474121094
2018-07-19,53.900001525878906
2018-07-20,54.54999923706055
2018-07-23,54.400001525878906
2018-07-24,54.70000076293945
2018-07-25,55.0
2018-07-26,56.0
2018-07-27,54.900001525878906
2018-07-30,53.900001525878906
2018-07-31,54.25
2018-08-01,50.849998474121094
2018-08-02,52.400001525878906
2018-08-03,52.45000076293945
2018-08-06,53.599998474121094
2018-08-07,54.0
2018-08-08,54.650001525878906
2018-08-09,54.79999923706055
2018-08-10,54.70000076293945
2018-08-13,54.150001525878906
2018-08-14,54.900001525878906
2018-08-15,54.54999923706055
2018-08-16,55.099998474121094
2018-08-17,55.650001525878906
2018-08-20,56.099998474121094
2018-08-21,56.650001525878906
2018-08-22,55.79999923706055
2018-08-23,55.54999923706055
2018-08-24,56.04999923706055
2018-08-27,55.900001525878906
2018-08-28,55.95000076293945
2018-08-29,55.900001525878906
2018-08-30,56.20000076293945
2018-08-31,56.0
2018-09-04,55.900001525878906
2018-09-05,56.25
2018-09-06,56.150001525878906
2018-09-07,56.04999923706055
2018-09-10,56.0
2018-09-11,55.79999923706055
2018-09-12,56.0
2018-09-13,55.900001525878906
2018-09-14,55.849998474121094
2018-09-17,54.5
2018-09-18,53.70000076293945
2018-09-19,53.099998474121094
2018-09-20,53.599998474121094
2018-09-21,54.20000076293945
2018-09-24,54.70000076293945
2018-09-25,54.20000076293945
2018-09-26,54.150001525878906
2018-09-27,54.04999923706055
2018-09-28,53.70000076293945
2018-10-01,53.31999969482422
2018-10-02,52.619998931884766
2018-10-03,53.209999084472656
2018-10-04,52.59000015258789
2018-10-05,52.349998474121094
2018-10-08,52.27000045776367
2018-10-09,51.5
2018-10-10,50.310001373291016
2018-10-11,48.779998779296875
2018-10-12,47.79999923706055
2018-10-15,47.77000045776367
2018-10-16,48.619998931884766
2018-10-17,47.779998779296875
2018-10-18,46.630001068115234
2018-10-19,46.09000015258789
2018-10-22,46.130001068115234
2018-10-23,45.9900016784668
2018-10-24,44.25
2018-10-25,45.36000061035156
2018-10-26,46.150001525878906
2018-10-29,45.63999938964844
2018-10-30,46.27000045776367
2018-10-31,46.029998779296875
2018-11-01,46.45000076293945
2018-11-02,46.560001373291016
2018-11-05,46.689998626708984
2018-11-06,47.349998474121094
2018-11-07,53.41999816894531
2018-11-08,53.54999923706055
2018-11-09,52.41999816894531
2018-11-12,52.38999938964844
2018-11-13,51.939998626708984
2018-11-14,52.33000183105469
2018-11-15,53.02000045776367
2018-11-16,52.970001220703125
2018-11-19,51.75
2018-11-20,51.04999923706055
2018-11-21,51.099998474121094
2018-11-23,51.130001068115234
2018-11-26,52.04999923706055
2018-11-27,50.880001068115234
2018-11-28,52.38999938964844
2018-11-29,52.209999084472656
2018-11-30,52.970001220703125
2018-12-03,53.40999984741211
2018-12-04,50.56999969482422
2018-12-06,50.75
2018-12-07,50.709999084472656
2018-12-10,50.630001068115234
2018-12-11,50.529998779296875
2018-12-12,50.970001220703125
2018-12-13,50.25
2018-12-14,50.220001220703125
2018-12-17,48.90999984741211
2018-12-18,49.18000030517578
2018-12-19,48.2599983215332
2018-12-20,48.18000030517578
2018-12-21,47.79999923706055
2018-12-24,46.2599983215332
2018-12-26,48.20000076293945
2018-12-27,48.20000076293945
2018-12-28,47.95000076293945
2018-12-31,48.349998474121094
2019-01-02,48.34000015258789
2019-01-03,47.349998474121094
2019-01-04,48.689998626708984
2019-01-07,48.75
2019-01-08,49.0099983215332
2019-01-09,49.310001373291016
2019-01-10,50.22999954223633
2019-01-11,50.290000915527344
2019-01-14,50.099998474121094
2019-01-15,49.790000915527344
2019-01-16,50.11000061035156
2019-01-17,51.279998779296875
2019-01-18,51.400001525878906
2019-01-22,51.369998931884766
2019-01-23,51.58000183105469
2019-01-24,51.52000045776367
2019-01-25,51.22999954223633
2019-01-28,50.68000030517578
2019-01-29,50.810001373291016
2019-01-30,51.40999984741211
2019-01-31,51.650001525878906
2019-02-01,51.720001220703125
2019-02-04,51.900001525878906
2019-02-05,53.7400016784668
2019-02-06,55.18000030517578
2019-02-07,54.83000183105469
2019-02-08,54.5
2019-02-11,55.11000061035156
2019-02-12,55.61000061035156
2019-02-13,55.61000061035156
2019-02-14,55.72999954223633
2019-02-15,56.15999984741211
2019-02-19,56.16999816894531
2019-02-20,57.0099983215332
2019-02-21,57.16999816894531
2019-02-22,57.34000015258789
2019-02-25,56.7599983215332
2019-02-26,56.4900016784668
2019-02-27,56.88999938964844
2019-02-28,56.779998779296875
2019-03-01,57.540000915527344
2019-03-04,57.790000915527344
2019-03-05,56.72999954223633
2019-03-06,55.900001525878906
2019-03-07,55.27000045776367
2019-03-08,55.41999816894531
2019-03-11,56.5
2019-03-12,56.65999984741211
2019-03-13,57.060001373291016
2019-03-14,56.790000915527344
2019-03-15,56.869998931884766
2019-03-18,57.189998626708984
2019-03-19,57.119998931884766
2019-03-20,56.59000015258789
2019-03-21,56.400001525878906
2019-03-22,54.83000183105469
2019-03-25,55.59000015258789
2019-03-26,56.310001373291016
2019-03-27,56.849998474121094
2019-03-28,57.04999923706055
2019-03-29,57.290000915527344
2019-04-01,57.68000030517578
2019-04-02,57.220001220703125
2019-04-03,57.900001525878906
2019-04-04,58.650001525878906
2019-04-05,59.72999954223633
2019-04-08,60.5
2019-04-09,59.11000061035156
2019-04-10,60.33000183105469
2019-04-11,60.599998474121094
2019-04-12,61.0
2019-04-15,60.849998474121094
2019-04-16,60.18000030517578
2019-04-17,59.810001373291016
2019-04-18,59.40999984741211
2019-04-22,58.97999954223633
2019-04-23,60.04999923706055
2019-04-24,60.47999954223633
2019-04-25,59.310001373291016
2019-04-26,59.91999816894531
2019-04-29,60.529998779296875
2019-04-30,59.95000076293945
2019-05-01,60.41999816894531
2019-05-02,60.869998931884766
2019-05-03,62.25
2019-05-06,61.5099983215332
2019-05-07,60.97999954223633
2019-05-08,60.900001525878906
2019-05-09,61.61000061035156
2019-05-10,61.77000045776367
2019-05-13,59.720001220703125
2019-05-14,60.0
2019-05-15,59.65999984741211
2019-05-16,60.20000076293945
2019-05-17,58.849998474121094
2019-05-20,58.25
2019-05-21,59.56999969482422
2019-05-22,64.9000015258789
2019-05-23,64.06999969482422
2019-05-24,63.689998626708984
2019-05-28,64.2300033569336
2019-05-29,64.66000366210938
2019-05-30,63.38999938964844
2019-05-31,63.93000030517578
2019-06-03,64.87000274658203
2019-06-04,65.04000091552734
2019-06-05,65.5
2019-06-06,65.27999877929688
2019-06-07,65.80999755859375
2019-06-10,66.19000244140625
2019-06-11,66.68000030517578
2019-06-12,67.04000091552734
2019-06-13,68.48999786376953
2019-06-14,67.6500015258789
2019-06-17,67.06999969482422
2019-06-18,67.11000061035156
2019-06-19,67.25
2019-06-20,67.73999786376953
2019-06-21,67.44000244140625
2019-06-24,66.0
2019-06-25,65.27999877929688
2019-06-26,65.87999725341797
2019-06-27,67.30000305175781
2019-06-28,68.1500015258789
2019-07-01,68.36000061035156
2019-07-02,67.98999786376953
2019-07-03,68.61000061035156
2019-07-05,68.05999755859375
2019-07-08,68.62000274658203
2019-07-09,69.5
2019-07-10,69.58000183105469
2019-07-11,69.29000091552734
2019-07-12,70.0
2019-07-15,70.38999938964844
2019-07-16,70.18000030517578
2019-07-17,69.91999816894531
2019-07-18,69.25
2019-07-19,68.55000305175781
2019-07-22,68.94999694824219
2019-07-23,69.19999694824219
2019-07-24,69.79000091552734
2019-07-25,69.95999908447266
2019-07-26,70.48999786376953
2019-07-29,70.87000274658203
2019-07-30,70.98999786376953
2019-07-31,70.61000061035156
2019-08-01,69.37999725341797
2019-08-02,68.72000122070312
2019-08-05,67.4800033569336
