,ENTG
2004-07-07,10.069999694824219
2004-07-08,10.029999732971191
2004-07-09,10.210000038146973
2004-07-12,9.84000015258789
2004-07-13,9.800000190734863
2004-07-14,9.430000305175781
2004-07-15,9.520000457763672
2004-07-16,9.149999618530273
2004-07-19,9.220000267028809
2004-07-20,9.420000076293945
2004-07-21,8.600000381469727
2004-07-22,9.220000267028809
2004-07-23,8.649999618530273
2004-07-26,8.789999961853027
2004-07-27,8.800000190734863
2004-07-28,8.460000038146973
2004-07-29,8.850000381469727
2004-07-30,8.899999618530273
2004-08-02,9.100000381469727
2004-08-03,8.770000457763672
2004-08-04,8.829999923706055
2004-08-05,8.699999809265137
2004-08-06,8.199999809265137
2004-08-09,8.149999618530273
2004-08-10,8.59000015258789
2004-08-11,8.069999694824219
2004-08-12,7.840000152587891
2004-08-13,7.849999904632568
2004-08-16,7.929999828338623
2004-08-17,8.199999809265137
2004-08-18,8.420000076293945
2004-08-19,8.239999771118164
2004-08-20,8.329999923706055
2004-08-23,8.5600004196167
2004-08-24,8.390000343322754
2004-08-25,8.420000076293945
2004-08-26,8.0600004196167
2004-08-27,8.199999809265137
2004-08-30,8.109999656677246
2004-08-31,7.960000038146973
2004-09-01,8.069999694824219
2004-09-02,8.260000228881836
2004-09-03,7.670000076293945
2004-09-07,7.800000190734863
2004-09-08,7.75
2004-09-09,7.96999979019165
2004-09-10,8.119999885559082
2004-09-13,8.619999885559082
2004-09-14,8.920000076293945
2004-09-15,8.59000015258789
2004-09-16,8.850000381469727
2004-09-17,8.6899995803833
2004-09-20,8.539999961853027
2004-09-21,8.550000190734863
2004-09-22,8.390000343322754
2004-09-23,8.25
2004-09-24,8.0
2004-09-27,7.860000133514404
2004-09-28,7.940000057220459
2004-09-29,8.069999694824219
2004-09-30,8.34000015258789
2004-10-01,9.210000038146973
2004-10-04,9.029999732971191
2004-10-05,9.40999984741211
2004-10-06,9.010000228881836
2004-10-07,8.75
2004-10-08,8.609999656677246
2004-10-11,8.65999984741211
2004-10-12,8.569999694824219
2004-10-13,8.489999771118164
2004-10-14,8.260000228881836
2004-10-15,8.369999885559082
2004-10-18,8.520000457763672
2004-10-19,8.430000305175781
2004-10-20,8.800000190734863
2004-10-21,9.109999656677246
2004-10-22,8.779999732971191
2004-10-25,9.199999809265137
2004-10-26,8.949999809265137
2004-10-27,9.270000457763672
2004-10-28,9.34000015258789
2004-10-29,9.260000228881836
2004-11-01,9.460000038146973
2004-11-02,9.539999961853027
2004-11-03,9.529999732971191
2004-11-04,9.40999984741211
2004-11-05,9.680000305175781
2004-11-08,9.710000038146973
2004-11-09,9.600000381469727
2004-11-10,9.319999694824219
2004-11-11,9.569999694824219
2004-11-12,9.479999542236328
2004-11-15,9.75
2004-11-16,9.569999694824219
2004-11-17,9.789999961853027
2004-11-18,9.8100004196167
2004-11-19,9.529999732971191
2004-11-22,9.710000038146973
2004-11-23,9.65999984741211
2004-11-24,9.84000015258789
2004-11-26,9.90999984741211
2004-11-29,9.989999771118164
2004-11-30,9.779999732971191
2004-12-01,10.399999618530273
2004-12-02,10.369999885559082
2004-12-03,10.40999984741211
2004-12-06,10.390000343322754
2004-12-07,10.25
2004-12-08,10.130000114440918
2004-12-09,9.489999771118164
2004-12-10,9.789999961853027
2004-12-13,9.989999771118164
2004-12-14,10.180000305175781
2004-12-15,10.369999885559082
2004-12-16,10.079999923706055
2004-12-17,9.859999656677246
2004-12-20,9.380000114440918
2004-12-21,9.529999732971191
2004-12-22,9.65999984741211
2004-12-23,9.770000457763672
2004-12-27,9.550000190734863
2004-12-28,9.850000381469727
2004-12-29,9.880000114440918
2004-12-30,9.890000343322754
2004-12-31,9.949999809265137
2005-01-03,9.65999984741211
2005-01-04,9.300000190734863
2005-01-05,9.039999961853027
2005-01-06,8.75
2005-01-07,8.779999732971191
2005-01-10,8.5600004196167
2005-01-11,8.550000190734863
2005-01-12,8.899999618530273
2005-01-13,8.729999542236328
2005-01-14,9.0
2005-01-18,9.140000343322754
2005-01-19,8.779999732971191
2005-01-20,8.800000190734863
2005-01-21,8.539999961853027
2005-01-24,8.399999618530273
2005-01-25,8.449999809265137
2005-01-26,8.640000343322754
2005-01-27,8.699999809265137
2005-01-28,8.649999618530273
2005-01-31,8.890000343322754
2005-02-01,9.010000228881836
2005-02-02,9.119999885559082
2005-02-03,9.100000381469727
2005-02-04,9.199999809265137
2005-02-07,9.229999542236328
2005-02-08,9.3100004196167
2005-02-09,9.289999961853027
2005-02-10,9.420000076293945
2005-02-11,9.739999771118164
2005-02-14,9.640000343322754
2005-02-15,9.579999923706055
2005-02-16,9.390000343322754
2005-02-17,9.210000038146973
2005-02-18,9.199999809265137
2005-02-22,9.039999961853027
2005-02-23,9.300000190734863
2005-02-24,9.59000015258789
2005-02-25,9.670000076293945
2005-02-28,9.65999984741211
2005-03-01,9.640000343322754
2005-03-02,9.649999618530273
2005-03-03,9.600000381469727
2005-03-04,9.59000015258789
2005-03-07,9.670000076293945
2005-03-08,9.640000343322754
2005-03-09,9.510000228881836
2005-03-10,9.5600004196167
2005-03-11,9.529999732971191
2005-03-14,9.579999923706055
2005-03-15,9.479999542236328
2005-03-16,9.489999771118164
2005-03-17,9.989999771118164
2005-03-18,9.930000305175781
2005-03-21,9.899999618530273
2005-03-22,9.920000076293945
2005-03-23,9.979999542236328
2005-03-24,9.920000076293945
2005-03-28,9.75
2005-03-29,9.4399995803833
2005-03-30,9.739999771118164
2005-03-31,9.890000343322754
2005-04-01,9.649999618530273
2005-04-04,9.65999984741211
2005-04-05,9.670000076293945
2005-04-06,9.649999618530273
2005-04-07,9.65999984741211
2005-04-08,9.520000457763672
2005-04-11,9.40999984741211
2005-04-12,9.199999809265137
2005-04-13,8.770000457763672
2005-04-14,8.680000305175781
2005-04-15,8.239999771118164
2005-04-18,8.630000114440918
2005-04-19,8.859999656677246
2005-04-20,8.850000381469727
2005-04-21,9.029999732971191
2005-04-22,8.880000114440918
2005-04-25,8.859999656677246
2005-04-26,8.779999732971191
2005-04-27,8.65999984741211
2005-04-28,8.460000038146973
2005-04-29,8.609999656677246
2005-05-02,8.539999961853027
2005-05-03,8.489999771118164
2005-05-04,8.670000076293945
2005-05-05,8.989999771118164
2005-05-06,9.15999984741211
2005-05-09,9.199999809265137
2005-05-10,8.880000114440918
2005-05-11,9.119999885559082
2005-05-12,8.869999885559082
2005-05-13,9.069999694824219
2005-05-16,9.029999732971191
2005-05-17,8.960000038146973
2005-05-18,9.149999618530273
2005-05-19,9.270000457763672
2005-05-20,9.260000228881836
2005-05-23,9.25
2005-05-24,9.3100004196167
2005-05-25,9.279999732971191
2005-05-26,9.520000457763672
2005-05-27,9.5600004196167
2005-05-31,9.699999809265137
2005-06-01,9.680000305175781
2005-06-02,9.739999771118164
2005-06-03,9.5600004196167
2005-06-06,9.640000343322754
2005-06-07,9.579999923706055
2005-06-08,9.739999771118164
2005-06-09,9.899999618530273
2005-06-10,9.949999809265137
2005-06-13,10.09000015258789
2005-06-14,10.079999923706055
2005-06-15,10.199999809265137
2005-06-16,9.630000114440918
2005-06-17,9.600000381469727
2005-06-20,9.640000343322754
2005-06-21,9.630000114440918
2005-06-22,9.979999542236328
2005-06-23,9.739999771118164
2005-06-24,9.920000076293945
2005-06-27,9.5
2005-06-28,9.789999961853027
2005-06-29,9.800000190734863
2005-06-30,9.899999618530273
2005-07-01,10.010000228881836
2005-07-05,10.210000038146973
2005-07-06,10.15999984741211
2005-07-07,10.279999732971191
2005-07-08,10.569999694824219
2005-07-11,11.0
2005-07-12,11.010000228881836
2005-07-13,10.869999885559082
2005-07-14,10.829999923706055
2005-07-15,10.9399995803833
2005-07-18,10.720000267028809
2005-07-19,11.149999618530273
2005-07-20,11.699999809265137
2005-07-21,11.479999542236328
2005-07-22,11.65999984741211
2005-07-25,11.770000457763672
2005-07-26,11.880000114440918
2005-07-27,11.680000305175781
2005-07-28,11.84000015258789
2005-07-29,11.770000457763672
2005-08-01,11.800000190734863
2005-08-02,11.800000190734863
2005-08-03,11.489999771118164
2005-08-04,11.350000381469727
2005-08-05,11.319999694824219
2005-08-08,11.510000228881836
2005-08-09,11.34000015258789
2005-08-10,11.390000343322754
2005-08-11,11.479999542236328
2005-08-12,10.920000076293945
2005-08-15,10.920000076293945
2005-08-16,10.420000076293945
2005-08-17,10.880000114440918
2005-08-18,10.75
2005-08-19,10.680000305175781
2005-08-22,10.5
2005-08-23,10.569999694824219
2005-08-24,10.579999923706055
2005-08-25,10.529999732971191
2005-08-26,10.34000015258789
2005-08-29,10.369999885559082
2005-08-30,10.1899995803833
2005-08-31,10.449999809265137
2005-09-01,10.34000015258789
2005-09-02,10.3100004196167
2005-09-06,10.699999809265137
2005-09-07,10.699999809265137
2005-09-08,10.630000114440918
2005-09-09,11.069999694824219
2005-09-12,11.220000267028809
2005-09-13,11.579999923706055
2005-09-14,11.319999694824219
2005-09-15,11.119999885559082
2005-09-16,11.430000305175781
2005-09-19,11.119999885559082
2005-09-20,10.90999984741211
2005-09-21,10.640000343322754
2005-09-22,10.680000305175781
2005-09-23,10.670000076293945
2005-09-26,10.829999923706055
2005-09-27,10.739999771118164
2005-09-28,10.789999961853027
2005-09-29,11.0600004196167
2005-09-30,11.300000190734863
2005-10-03,11.380000114440918
2005-10-04,11.489999771118164
2005-10-05,11.239999771118164
2005-10-06,11.210000038146973
2005-10-07,11.550000190734863
2005-10-10,11.140000343322754
2005-10-11,10.789999961853027
2005-10-12,10.789999961853027
2005-10-13,10.640000343322754
2005-10-14,10.420000076293945
2005-10-17,9.829999923706055
2005-10-18,9.729999542236328
2005-10-19,9.859999656677246
2005-10-20,10.0
2005-10-21,9.880000114440918
2005-10-24,9.789999961853027
2005-10-25,9.699999809265137
2005-10-26,9.550000190734863
2005-10-27,9.420000076293945
2005-10-28,9.520000457763672
2005-10-31,9.760000228881836
2005-11-01,9.680000305175781
2005-11-02,9.699999809265137
2005-11-03,9.59000015258789
2005-11-04,9.600000381469727
2005-11-07,9.699999809265137
2005-11-08,9.890000343322754
2005-11-09,9.890000343322754
2005-11-10,10.010000228881836
2005-11-11,9.979999542236328
2005-11-14,10.020000457763672
2005-11-15,9.739999771118164
2005-11-16,9.699999809265137
2005-11-17,9.890000343322754
2005-11-18,10.0600004196167
2005-11-21,10.449999809265137
2005-11-22,10.5600004196167
2005-11-23,10.5
2005-11-25,10.510000228881836
2005-11-28,10.369999885559082
2005-11-29,10.270000457763672
2005-11-30,10.100000381469727
2005-12-01,10.430000305175781
2005-12-02,10.449999809265137
2005-12-05,10.270000457763672
2005-12-06,10.25
2005-12-07,10.09000015258789
2005-12-08,10.140000343322754
2005-12-09,10.229999542236328
2005-12-12,10.079999923706055
2005-12-13,9.920000076293945
2005-12-14,9.84000015258789
2005-12-15,9.789999961853027
2005-12-16,9.899999618530273
2005-12-19,9.600000381469727
2005-12-20,9.670000076293945
2005-12-21,9.859999656677246
2005-12-22,10.029999732971191
2005-12-23,9.949999809265137
2005-12-27,9.800000190734863
2005-12-28,9.779999732971191
2005-12-29,9.720000267028809
2005-12-30,9.420000076293945
2006-01-03,9.680000305175781
2006-01-04,9.539999961853027
2006-01-05,10.369999885559082
2006-01-06,10.699999809265137
2006-01-09,10.470000267028809
2006-01-10,10.569999694824219
2006-01-11,10.869999885559082
2006-01-12,10.789999961853027
2006-01-13,10.710000038146973
2006-01-17,10.600000381469727
2006-01-18,10.550000190734863
2006-01-19,10.979999542236328
2006-01-20,10.75
2006-01-23,10.470000267028809
2006-01-24,10.739999771118164
2006-01-25,10.819999694824219
2006-01-26,11.010000228881836
2006-01-27,10.819999694824219
2006-01-30,10.640000343322754
2006-01-31,10.5
2006-02-01,10.5600004196167
2006-02-02,10.3100004196167
2006-02-03,9.979999542236328
2006-02-06,10.050000190734863
2006-02-07,10.380000114440918
2006-02-08,10.649999618530273
2006-02-09,10.75
2006-02-10,10.75
2006-02-13,10.569999694824219
2006-02-14,10.600000381469727
2006-02-15,10.630000114440918
2006-02-16,10.970000267028809
2006-02-17,10.869999885559082
2006-02-21,10.609999656677246
2006-02-22,10.520000457763672
2006-02-23,10.470000267028809
2006-02-24,10.489999771118164
2006-02-27,10.4399995803833
2006-02-28,10.460000038146973
2006-03-01,10.859999656677246
2006-03-02,10.760000228881836
2006-03-03,10.779999732971191
2006-03-06,10.710000038146973
2006-03-07,10.600000381469727
2006-03-08,10.579999923706055
2006-03-09,10.539999961853027
2006-03-10,10.720000267028809
2006-03-13,10.869999885559082
2006-03-14,11.010000228881836
2006-03-15,10.930000305175781
2006-03-16,10.5600004196167
2006-03-17,10.569999694824219
2006-03-20,10.449999809265137
2006-03-21,10.329999923706055
2006-03-22,10.25
2006-03-23,10.25
2006-03-24,10.25
2006-03-27,10.319999694824219
2006-03-28,10.229999542236328
2006-03-29,10.460000038146973
2006-03-30,10.539999961853027
2006-03-31,10.640000343322754
2006-04-03,10.470000267028809
2006-04-04,10.279999732971191
2006-04-05,10.449999809265137
2006-04-06,10.460000038146973
2006-04-07,10.260000228881836
2006-04-10,9.850000381469727
2006-04-11,9.729999542236328
2006-04-12,9.829999923706055
2006-04-13,10.149999618530273
2006-04-17,9.899999618530273
2006-04-18,10.279999732971191
2006-04-19,10.460000038146973
2006-04-20,10.430000305175781
2006-04-21,10.3100004196167
2006-04-24,10.069999694824219
2006-04-25,10.0
2006-04-26,10.050000190734863
2006-04-27,10.0600004196167
2006-04-28,10.180000305175781
2006-05-01,10.300000190734863
2006-05-02,10.710000038146973
2006-05-03,10.75
2006-05-04,11.0
2006-05-05,11.229999542236328
2006-05-08,11.149999618530273
2006-05-09,11.829999923706055
2006-05-10,11.59000015258789
2006-05-11,11.130000114440918
2006-05-12,11.260000228881836
2006-05-15,10.930000305175781
2006-05-16,10.789999961853027
2006-05-17,10.460000038146973
2006-05-18,10.130000114440918
2006-05-19,10.140000343322754
2006-05-22,9.880000114440918
2006-05-23,9.739999771118164
2006-05-24,9.699999809265137
2006-05-25,9.800000190734863
2006-05-26,9.789999961853027
2006-05-30,9.550000190734863
2006-05-31,9.739999771118164
2006-06-01,10.020000457763672
2006-06-02,10.010000228881836
2006-06-05,9.720000267028809
2006-06-06,10.0
2006-06-07,10.210000038146973
2006-06-08,10.09000015258789
2006-06-09,9.989999771118164
2006-06-12,9.729999542236328
2006-06-13,9.510000228881836
2006-06-14,9.739999771118164
2006-06-15,10.180000305175781
2006-06-16,10.010000228881836
2006-06-19,9.75
2006-06-20,9.789999961853027
2006-06-21,9.930000305175781
2006-06-22,9.6899995803833
2006-06-23,9.649999618530273
2006-06-26,9.699999809265137
2006-06-27,9.5
2006-06-28,9.329999923706055
2006-06-29,9.5600004196167
2006-06-30,9.529999732971191
2006-07-03,9.600000381469727
2006-07-05,9.279999732971191
2006-07-06,9.359999656677246
2006-07-07,9.34000015258789
2006-07-10,9.149999618530273
2006-07-11,9.420000076293945
2006-07-12,8.970000267028809
2006-07-13,8.600000381469727
2006-07-14,8.789999961853027
2006-07-17,8.710000038146973
2006-07-18,8.789999961853027
2006-07-19,9.140000343322754
2006-07-20,8.760000228881836
2006-07-21,8.449999809265137
2006-07-24,8.770000457763672
2006-07-25,9.0
2006-07-26,8.989999771118164
2006-07-27,9.109999656677246
2006-07-28,9.460000038146973
2006-07-31,9.449999809265137
2006-08-01,9.279999732971191
2006-08-02,9.460000038146973
2006-08-03,9.680000305175781
2006-08-04,9.6899995803833
2006-08-07,9.760000228881836
2006-08-08,9.270000457763672
2006-08-09,9.0600004196167
2006-08-10,9.529999732971191
2006-08-11,9.270000457763672
2006-08-14,9.5600004196167
2006-08-15,9.920000076293945
2006-08-16,10.0
2006-08-17,9.920000076293945
2006-08-18,9.9399995803833
2006-08-21,9.649999618530273
2006-08-22,9.680000305175781
2006-08-23,9.789999961853027
2006-08-24,9.819999694824219
2006-08-25,9.770000457763672
2006-08-28,10.010000228881836
2006-08-29,10.010000228881836
2006-08-30,10.6899995803833
2006-08-31,10.850000381469727
2006-09-01,10.90999984741211
2006-09-05,10.949999809265137
2006-09-06,10.670000076293945
2006-09-07,10.770000457763672
2006-09-08,10.819999694824219
2006-09-11,10.770000457763672
2006-09-12,11.069999694824219
2006-09-13,11.029999732971191
2006-09-14,11.0
2006-09-15,10.960000038146973
2006-09-18,10.859999656677246
2006-09-19,10.699999809265137
2006-09-20,11.0
2006-09-21,10.619999885559082
2006-09-22,10.420000076293945
2006-09-25,10.65999984741211
2006-09-26,10.890000343322754
2006-09-27,10.90999984741211
2006-09-28,10.970000267028809
2006-09-29,10.90999984741211
2006-10-02,10.850000381469727
2006-10-03,10.600000381469727
2006-10-04,10.899999618530273
2006-10-05,10.75
2006-10-06,10.899999618530273
2006-10-09,11.130000114440918
2006-10-10,10.989999771118164
2006-10-11,11.529999732971191
2006-10-12,11.59000015258789
2006-10-13,11.789999961853027
2006-10-16,11.920000076293945
2006-10-17,11.649999618530273
2006-10-18,11.260000228881836
2006-10-19,11.270000457763672
2006-10-20,11.029999732971191
2006-10-23,11.140000343322754
2006-10-24,10.979999542236328
2006-10-25,11.239999771118164
2006-10-26,11.369999885559082
2006-10-27,10.989999771118164
2006-10-30,11.210000038146973
2006-10-31,11.210000038146973
2006-11-01,10.789999961853027
2006-11-02,9.630000114440918
2006-11-03,9.569999694824219
2006-11-06,9.859999656677246
2006-11-07,9.970000267028809
2006-11-08,9.869999885559082
2006-11-09,9.8100004196167
2006-11-10,9.869999885559082
2006-11-13,9.989999771118164
2006-11-14,10.430000305175781
2006-11-15,10.569999694824219
2006-11-16,10.520000457763672
2006-11-17,10.5600004196167
2006-11-20,10.84000015258789
2006-11-21,10.800000190734863
2006-11-22,10.819999694824219
2006-11-24,10.8100004196167
2006-11-27,10.680000305175781
2006-11-28,10.670000076293945
2006-11-29,10.5600004196167
2006-11-30,10.649999618530273
2006-12-01,10.420000076293945
2006-12-04,10.579999923706055
2006-12-05,10.789999961853027
2006-12-06,10.819999694824219
2006-12-07,10.569999694824219
2006-12-08,10.6899995803833
2006-12-11,10.779999732971191
2006-12-12,10.8100004196167
2006-12-13,10.789999961853027
2006-12-14,10.930000305175781
2006-12-15,11.0
2006-12-18,10.989999771118164
2006-12-19,10.75
2006-12-20,10.890000343322754
2006-12-21,10.859999656677246
2006-12-22,10.829999923706055
2006-12-26,10.970000267028809
2006-12-27,11.020000457763672
2006-12-28,10.930000305175781
2006-12-29,10.819999694824219
2007-01-03,10.779999732971191
2007-01-04,10.920000076293945
2007-01-05,10.739999771118164
2007-01-08,10.789999961853027
2007-01-09,10.84000015258789
2007-01-10,10.949999809265137
2007-01-11,11.050000190734863
2007-01-12,11.029999732971191
2007-01-16,10.819999694824219
2007-01-17,10.869999885559082
2007-01-18,10.319999694824219
2007-01-19,10.600000381469727
2007-01-22,10.390000343322754
2007-01-23,10.640000343322754
2007-01-24,10.800000190734863
2007-01-25,10.569999694824219
2007-01-26,10.770000457763672
2007-01-29,10.579999923706055
2007-01-30,10.529999732971191
2007-01-31,10.729999542236328
2007-02-01,10.729999542236328
2007-02-02,10.84000015258789
2007-02-05,10.8100004196167
2007-02-06,10.789999961853027
2007-02-07,10.880000114440918
2007-02-08,10.899999618530273
2007-02-09,10.6899995803833
2007-02-12,10.75
2007-02-13,10.800000190734863
2007-02-14,10.970000267028809
2007-02-15,11.069999694824219
2007-02-16,11.430000305175781
2007-02-20,11.550000190734863
2007-02-21,11.729999542236328
2007-02-22,11.979999542236328
2007-02-23,11.75
2007-02-26,11.670000076293945
2007-02-27,11.239999771118164
2007-02-28,11.140000343322754
2007-03-01,11.0600004196167
2007-03-02,10.630000114440918
2007-03-05,10.34000015258789
2007-03-06,10.630000114440918
2007-03-07,10.609999656677246
2007-03-08,10.869999885559082
2007-03-09,10.8100004196167
2007-03-12,10.880000114440918
2007-03-13,10.600000381469727
2007-03-14,10.609999656677246
2007-03-15,10.630000114440918
2007-03-16,10.630000114440918
2007-03-19,10.670000076293945
2007-03-20,10.680000305175781
2007-03-21,10.989999771118164
2007-03-22,10.920000076293945
2007-03-23,10.930000305175781
2007-03-26,10.850000381469727
2007-03-27,10.699999809265137
2007-03-28,10.699999809265137
2007-03-29,10.539999961853027
2007-03-30,10.699999809265137
2007-04-02,10.729999542236328
2007-04-03,10.970000267028809
2007-04-04,10.989999771118164
2007-04-05,11.130000114440918
2007-04-09,11.079999923706055
2007-04-10,11.170000076293945
2007-04-11,11.180000305175781
2007-04-12,11.239999771118164
2007-04-13,11.300000190734863
2007-04-16,11.630000114440918
2007-04-17,11.710000038146973
2007-04-18,11.65999984741211
2007-04-19,11.75
2007-04-20,11.84000015258789
2007-04-23,11.760000228881836
2007-04-24,11.949999809265137
2007-04-25,11.9399995803833
2007-04-26,11.979999542236328
2007-04-27,11.84000015258789
2007-04-30,11.720000267028809
2007-05-01,11.829999923706055
2007-05-02,11.90999984741211
2007-05-03,11.930000305175781
2007-05-04,11.899999618530273
2007-05-07,10.8100004196167
2007-05-08,10.369999885559082
2007-05-09,10.329999923706055
2007-05-10,11.399999618530273
2007-05-11,11.619999885559082
2007-05-14,11.670000076293945
2007-05-15,11.630000114440918
2007-05-16,11.529999732971191
2007-05-17,11.539999961853027
2007-05-18,11.5600004196167
2007-05-21,11.600000381469727
2007-05-22,11.529999732971191
2007-05-23,11.40999984741211
2007-05-24,11.300000190734863
2007-05-25,11.359999656677246
2007-05-29,11.489999771118164
2007-05-30,11.449999809265137
2007-05-31,11.510000228881836
2007-06-01,11.5
2007-06-04,11.5
2007-06-05,11.420000076293945
2007-06-06,11.399999618530273
2007-06-07,11.420000076293945
2007-06-08,11.75
2007-06-11,11.850000381469727
2007-06-12,11.789999961853027
2007-06-13,11.9399995803833
2007-06-14,11.90999984741211
2007-06-15,11.960000038146973
2007-06-18,11.930000305175781
2007-06-19,11.890000343322754
2007-06-20,11.779999732971191
2007-06-21,11.989999771118164
2007-06-22,11.869999885559082
2007-06-25,11.819999694824219
2007-06-26,11.760000228881836
2007-06-27,11.850000381469727
2007-06-28,12.010000228881836
2007-06-29,11.880000114440918
2007-07-02,11.8100004196167
2007-07-03,12.069999694824219
2007-07-05,11.75
2007-07-06,11.960000038146973
2007-07-09,11.859999656677246
2007-07-10,11.680000305175781
2007-07-11,11.539999961853027
2007-07-12,12.119999885559082
2007-07-13,11.930000305175781
2007-07-16,11.600000381469727
2007-07-17,11.859999656677246
2007-07-18,11.819999694824219
2007-07-19,11.9399995803833
2007-07-20,11.630000114440918
2007-07-23,11.600000381469727
2007-07-24,11.390000343322754
2007-07-25,11.470000267028809
2007-07-26,11.100000381469727
2007-07-27,10.800000190734863
2007-07-30,11.0
2007-07-31,10.779999732971191
2007-08-01,10.979999542236328
2007-08-02,9.600000381469727
2007-08-03,9.130000114440918
2007-08-06,8.920000076293945
2007-08-07,8.800000190734863
2007-08-08,9.880000114440918
2007-08-09,10.119999885559082
2007-08-10,9.489999771118164
2007-08-13,9.399999618530273
2007-08-14,9.430000305175781
2007-08-15,9.399999618530273
2007-08-16,9.430000305175781
2007-08-17,9.399999618530273
2007-08-20,9.489999771118164
2007-08-21,9.329999923706055
2007-08-22,9.210000038146973
2007-08-23,9.170000076293945
2007-08-24,9.199999809265137
2007-08-27,8.989999771118164
2007-08-28,9.039999961853027
2007-08-29,9.1899995803833
2007-08-30,9.180000305175781
2007-08-31,9.4399995803833
2007-09-04,9.489999771118164
2007-09-05,9.5
2007-09-06,9.399999618530273
2007-09-07,9.199999809265137
2007-09-10,9.140000343322754
2007-09-11,9.25
2007-09-12,9.239999771118164
2007-09-13,9.149999618530273
2007-09-14,9.210000038146973
2007-09-17,8.970000267028809
2007-09-18,9.449999809265137
2007-09-19,9.479999542236328
2007-09-20,9.350000381469727
2007-09-21,9.470000267028809
2007-09-24,9.130000114440918
2007-09-25,9.010000228881836
2007-09-26,9.0
2007-09-27,8.800000190734863
2007-09-28,8.680000305175781
2007-10-01,8.869999885559082
2007-10-02,8.890000343322754
2007-10-03,8.800000190734863
2007-10-04,8.779999732971191
2007-10-05,8.829999923706055
2007-10-08,8.8100004196167
2007-10-09,8.789999961853027
2007-10-10,8.739999771118164
2007-10-11,8.649999618530273
2007-10-12,8.779999732971191
2007-10-15,8.539999961853027
2007-10-16,8.329999923706055
2007-10-17,8.510000228881836
2007-10-18,8.520000457763672
2007-10-19,8.15999984741211
2007-10-22,8.329999923706055
2007-10-23,8.329999923706055
2007-10-24,8.130000114440918
2007-10-25,8.020000457763672
2007-10-26,8.079999923706055
2007-10-29,8.899999618530273
2007-10-30,8.649999618530273
2007-10-31,9.130000114440918
2007-11-01,8.579999923706055
2007-11-02,8.760000228881836
2007-11-05,8.520000457763672
2007-11-06,8.6899995803833
2007-11-07,8.210000038146973
2007-11-08,8.3100004196167
2007-11-09,8.289999961853027
2007-11-12,8.59000015258789
2007-11-13,8.680000305175781
2007-11-14,8.890000343322754
2007-11-15,8.819999694824219
2007-11-16,8.920000076293945
2007-11-19,8.600000381469727
2007-11-20,8.470000267028809
2007-11-21,8.149999618530273
2007-11-23,8.329999923706055
2007-11-26,8.020000457763672
2007-11-27,8.09000015258789
2007-11-28,8.40999984741211
2007-11-29,8.529999732971191
2007-11-30,8.65999984741211
2007-12-03,8.600000381469727
2007-12-04,8.670000076293945
2007-12-05,8.84000015258789
2007-12-06,9.220000267028809
2007-12-07,9.109999656677246
2007-12-10,9.25
2007-12-11,9.1899995803833
2007-12-12,9.380000114440918
2007-12-13,9.100000381469727
2007-12-14,8.859999656677246
2007-12-17,8.789999961853027
2007-12-18,8.699999809265137
2007-12-19,8.670000076293945
2007-12-20,8.75
2007-12-21,8.979999542236328
2007-12-24,9.270000457763672
2007-12-26,8.989999771118164
2007-12-27,8.720000267028809
2007-12-28,8.670000076293945
2007-12-31,8.630000114440918
2008-01-02,8.539999961853027
2008-01-03,8.270000457763672
2008-01-04,7.860000133514404
2008-01-07,7.889999866485596
2008-01-08,7.539999961853027
2008-01-09,7.360000133514404
2008-01-10,7.309999942779541
2008-01-11,7.230000019073486
2008-01-14,7.420000076293945
2008-01-15,7.309999942779541
2008-01-16,7.389999866485596
2008-01-17,7.239999771118164
2008-01-18,7.150000095367432
2008-01-22,7.210000038146973
2008-01-23,7.300000190734863
2008-01-24,7.239999771118164
2008-01-25,7.110000133514404
2008-01-28,7.360000133514404
2008-01-29,7.389999866485596
2008-01-30,7.210000038146973
2008-01-31,7.699999809265137
2008-02-01,7.760000228881836
2008-02-04,7.800000190734863
2008-02-05,7.360000133514404
2008-02-06,7.289999961853027
2008-02-07,7.579999923706055
2008-02-08,7.550000190734863
2008-02-11,7.579999923706055
2008-02-12,7.420000076293945
2008-02-13,7.46999979019165
2008-02-14,7.400000095367432
2008-02-15,7.239999771118164
2008-02-19,7.389999866485596
2008-02-20,7.510000228881836
2008-02-21,7.070000171661377
2008-02-22,7.170000076293945
2008-02-25,7.28000020980835
2008-02-26,7.519999980926514
2008-02-27,7.730000019073486
2008-02-28,7.21999979019165
2008-02-29,7.050000190734863
2008-03-03,6.869999885559082
2008-03-04,6.829999923706055
2008-03-05,6.789999961853027
2008-03-06,6.519999980926514
2008-03-07,6.519999980926514
2008-03-10,6.440000057220459
2008-03-11,6.960000038146973
2008-03-12,6.929999828338623
2008-03-13,6.949999809265137
2008-03-14,6.679999828338623
2008-03-17,6.659999847412109
2008-03-18,6.920000076293945
2008-03-19,6.639999866485596
2008-03-20,6.849999904632568
2008-03-24,7.21999979019165
2008-03-25,7.309999942779541
2008-03-26,7.380000114440918
2008-03-27,7.099999904632568
2008-03-28,6.949999809265137
2008-03-31,7.190000057220459
2008-04-01,7.400000095367432
2008-04-02,7.349999904632568
2008-04-03,7.400000095367432
2008-04-04,7.730000019073486
2008-04-07,7.679999828338623
2008-04-08,7.570000171661377
