,FIXD
2017-02-16,50.189998626708984
2017-02-17,50.2400016784668
2017-02-21,50.198001861572266
2017-02-22,50.4010009765625
2017-02-23,50.46200180053711
2017-02-24,50.5
2017-02-27,50.439998626708984
2017-02-28,50.38999938964844
2017-03-01,50.20000076293945
2017-03-02,50.11000061035156
2017-03-03,50.119998931884766
2017-03-06,50.0
2017-03-07,49.974998474121094
2017-03-08,49.79999923706055
2017-03-09,49.77000045776367
2017-03-10,49.84000015258789
2017-03-13,49.72999954223633
2017-03-14,49.72999954223633
2017-03-15,49.88999938964844
2017-03-16,49.849998474121094
2017-03-17,50.0099983215332
2017-03-20,49.88999938964844
2017-03-21,50.150001525878906
2017-03-22,50.29999923706055
2017-03-23,50.09000015258789
2017-03-24,50.12300109863281
2017-03-27,50.27000045776367
2017-03-28,50.09299850463867
2017-03-29,50.150001525878906
2017-03-30,50.13999938964844
2017-03-31,50.130001068115234
2017-04-03,50.349998474121094
2017-04-04,50.25
2017-04-05,50.25
2017-04-06,50.209999084472656
2017-04-07,50.16999816894531
2017-04-10,50.20000076293945
2017-04-11,50.470001220703125
2017-04-12,50.45000076293945
2017-04-13,50.56399917602539
2017-04-17,50.47999954223633
2017-04-18,50.619998931884766
2017-04-19,50.630001068115234
2017-04-20,50.61000061035156
2017-04-21,50.529998779296875
2017-04-24,50.42300033569336
2017-04-25,50.369998931884766
2017-04-26,50.400001525878906
2017-04-27,50.45000076293945
2017-04-28,50.470001220703125
2017-05-01,50.459999084472656
2017-05-02,50.38999938964844
2017-05-03,50.56999969482422
2017-05-04,50.540000915527344
2017-05-05,50.486000061035156
2017-05-08,50.47999954223633
2017-05-09,50.43000030517578
2017-05-10,50.40999984741211
2017-05-11,50.5
2017-05-12,50.630001068115234
2017-05-15,50.599998474121094
2017-05-16,50.650001525878906
2017-05-17,50.900001525878906
2017-05-18,50.869998931884766
2017-05-19,50.84000015258789
2017-05-22,50.86000061035156
2017-05-23,50.654998779296875
2017-05-24,50.77000045776367
2017-05-25,50.720001220703125
2017-05-26,50.84000015258789
2017-05-30,50.79999923706055
2017-05-31,50.946998596191406
2017-06-01,50.9119987487793
2017-06-02,51.0099983215332
2017-06-05,51.04999923706055
2017-06-06,51.16999816894531
2017-06-07,50.91999816894531
2017-06-08,50.79999923706055
2017-06-09,50.79999923706055
2017-06-12,50.915000915527344
2017-06-13,50.79999923706055
2017-06-14,50.93000030517578
2017-06-15,51.0099983215332
2017-06-16,51.150001525878906
2017-06-19,50.95000076293945
2017-06-20,51.071998596191406
2017-06-21,51.02000045776367
2017-06-22,51.13999938964844
2017-06-23,51.150001525878906
2017-06-26,51.0099983215332
2017-06-27,50.84000015258789
2017-06-28,50.80500030517578
2017-06-29,50.75
2017-06-30,50.7239990234375
2017-07-03,50.5890007019043
2017-07-05,50.540000915527344
2017-07-06,50.400001525878906
2017-07-07,50.52000045776367
2017-07-10,50.58000183105469
2017-07-11,50.439998626708984
2017-07-12,50.720001220703125
2017-07-13,50.650001525878906
2017-07-14,50.65999984741211
2017-07-17,50.77000045776367
2017-07-18,50.91999816894531
2017-07-19,50.88999938964844
2017-07-20,50.875999450683594
2017-07-21,50.85200119018555
2017-07-24,50.849998474121094
2017-07-25,50.689998626708984
2017-07-26,50.801998138427734
2017-07-27,50.72999954223633
2017-07-28,50.7599983215332
2017-07-31,50.72999954223633
2017-08-01,50.869998931884766
2017-08-02,50.84000015258789
2017-08-03,50.959999084472656
2017-08-04,50.79999923706055
2017-08-07,50.82600021362305
2017-08-08,50.79999923706055
2017-08-09,50.939998626708984
2017-08-10,50.891998291015625
2017-08-11,50.9739990234375
2017-08-14,50.900001525878906
2017-08-15,50.775001525878906
2017-08-16,50.959999084472656
2017-08-17,50.9900016784668
2017-08-18,50.959999084472656
2017-08-21,51.02000045776367
2017-08-22,50.939998626708984
2017-08-23,50.91299819946289
2017-08-24,51.0
2017-08-25,50.97999954223633
2017-08-28,51.060001373291016
2017-08-29,51.06999969482422
2017-08-30,51.0099983215332
2017-08-31,51.08000183105469
2017-09-01,50.97999954223633
2017-09-05,51.36000061035156
2017-09-06,51.189998626708984
2017-09-07,51.292999267578125
2017-09-08,51.25
2017-09-11,51.20000076293945
2017-09-12,51.13999938964844
2017-09-13,51.09000015258789
2017-09-14,51.130001068115234
2017-09-15,51.141998291015625
2017-09-18,50.91999816894531
2017-09-19,51.0
2017-09-20,50.86000061035156
2017-09-21,50.84000015258789
2017-09-22,50.810001373291016
2017-09-25,51.0
2017-09-26,50.95000076293945
2017-09-27,50.810001373291016
2017-09-28,50.779998779296875
2017-09-29,50.880001068115234
2017-10-02,50.75
2017-10-03,50.900001525878906
2017-10-04,50.90999984741211
2017-10-05,50.79999923706055
2017-10-06,50.79999923706055
2017-10-09,50.849998474121094
2017-10-10,50.83000183105469
2017-10-11,50.75
2017-10-12,50.81999969482422
2017-10-13,50.86000061035156
2017-10-16,50.8390007019043
2017-10-17,50.880001068115234
2017-10-18,50.790000915527344
2017-10-19,50.81999969482422
2017-10-20,50.58000183105469
2017-10-23,50.66999816894531
2017-10-24,50.59000015258789
2017-10-25,50.56999969482422
2017-10-26,50.529998779296875
2017-10-27,50.59199905395508
2017-10-30,50.75
2017-10-31,50.7400016784668
2017-11-01,50.790000915527344
2017-11-02,50.810001373291016
2017-11-03,50.75
2017-11-06,50.861000061035156
2017-11-07,50.83000183105469
2017-11-08,50.880001068115234
2017-11-09,50.81999969482422
2017-11-10,50.63999938964844
2017-11-13,50.66999816894531
2017-11-14,50.7400016784668
2017-11-15,50.970001220703125
2017-11-16,50.7599983215332
2017-11-17,50.939998626708984
2017-11-20,50.83000183105469
2017-11-21,50.66999816894531
2017-11-22,50.875
2017-11-24,50.869998931884766
2017-11-27,50.880001068115234
2017-11-28,50.91999816894531
2017-11-29,50.7400016784668
2017-11-30,50.650001525878906
2017-12-01,50.709999084472656
2017-12-04,50.79999923706055
2017-12-05,50.84000015258789
2017-12-06,50.939998626708984
2017-12-07,50.849998474121094
2017-12-08,50.849998474121094
2017-12-11,50.83000183105469
2017-12-12,50.810001373291016
2017-12-13,50.98899841308594
2017-12-14,50.959999084472656
2017-12-15,50.959999084472656
2017-12-18,50.900001525878906
2017-12-19,50.720001220703125
2017-12-20,50.630001068115234
2017-12-21,50.599998474121094
2017-12-22,50.54999923706055
2017-12-26,50.619998931884766
2017-12-27,50.84000015258789
2017-12-28,50.75
2017-12-29,50.75
2018-01-02,50.68000030517578
2018-01-03,50.68000030517578
2018-01-04,50.709999084472656
2018-01-05,50.63999938964844
2018-01-08,50.63999938964844
2018-01-09,50.470001220703125
2018-01-10,50.5
2018-01-11,50.534000396728516
2018-01-12,50.4900016784668
2018-01-16,50.560001373291016
2018-01-17,50.5099983215332
2018-01-18,50.310001373291016
2018-01-19,50.27000045776367
2018-01-22,50.31700134277344
2018-01-23,50.290000915527344
2018-01-24,50.22999954223633
2018-01-25,50.279998779296875
2018-01-26,50.189998626708984
2018-01-29,50.16999816894531
2018-01-30,50.130001068115234
2018-01-31,50.09600067138672
2018-02-01,49.95000076293945
2018-02-02,49.779998779296875
2018-02-05,50.08000183105469
2018-02-06,49.790000915527344
2018-02-07,49.790000915527344
2018-02-08,49.720001220703125
2018-02-09,49.650001525878906
2018-02-12,49.7239990234375
2018-02-13,49.65999984741211
2018-02-14,49.5
2018-02-15,49.52000045776367
2018-02-16,49.599998474121094
2018-02-20,49.5989990234375
2018-02-21,49.2599983215332
2018-02-22,49.314998626708984
2018-02-23,49.42900085449219
2018-02-26,49.5
2018-02-27,49.31999969482422
2018-02-28,49.4379997253418
2018-03-01,49.52199935913086
2018-03-02,49.43600082397461
2018-03-05,49.38999938964844
2018-03-06,49.439998626708984
2018-03-07,49.41999816894531
2018-03-08,49.5
2018-03-09,49.310001373291016
2018-03-12,49.36000061035156
2018-03-13,49.47999954223633
2018-03-14,49.5099983215332
2018-03-15,49.4900016784668
2018-03-16,49.4630012512207
2018-03-19,49.4900016784668
2018-03-20,49.34000015258789
2018-03-21,49.310001373291016
2018-03-22,49.22999954223633
2018-03-23,49.29999923706055
2018-03-26,49.29999923706055
2018-03-27,49.459999084472656
2018-03-28,49.45000076293945
2018-03-29,49.65999984741211
2018-04-02,49.66999816894531
2018-04-03,49.58000183105469
2018-04-04,49.45000076293945
2018-04-05,49.380001068115234
2018-04-06,49.529998779296875
2018-04-09,49.59000015258789
2018-04-10,49.470001220703125
2018-04-11,49.4900016784668
2018-04-12,49.47999954223633
2018-04-13,49.439998626708984
2018-04-16,49.486000061035156
2018-04-17,49.540000915527344
2018-04-18,49.459999084472656
2018-04-19,49.2599983215332
2018-04-20,49.13999938964844
2018-04-23,49.02000045776367
2018-04-24,49.04999923706055
2018-04-25,49.0099983215332
2018-04-26,49.09000015258789
2018-04-27,49.16999816894531
2018-04-30,49.18000030517578
2018-05-01,49.11000061035156
2018-05-02,49.150001525878906
2018-05-03,49.16999816894531
2018-05-04,49.15999984741211
2018-05-07,49.27000045776367
2018-05-08,49.209999084472656
2018-05-09,49.08000183105469
2018-05-10,49.150001525878906
2018-05-11,49.15999984741211
2018-05-14,49.130001068115234
2018-05-15,48.91999816894531
2018-05-16,48.900001525878906
2018-05-17,48.90999984741211
2018-05-18,49.0099983215332
2018-05-21,49.04999923706055
2018-05-22,48.900001525878906
2018-05-23,48.97999954223633
2018-05-24,48.97999954223633
2018-05-25,49.220001220703125
2018-05-29,49.59400177001953
2018-05-30,49.5
2018-05-31,49.40999984741211
2018-06-01,49.369998931884766
2018-06-04,49.25
2018-06-05,49.310001373291016
2018-06-06,49.189998626708984
2018-06-07,49.27000045776367
2018-06-08,49.099998474121094
2018-06-11,49.11000061035156
2018-06-12,49.16299819946289
2018-06-13,49.02000045776367
2018-06-14,49.119998931884766
2018-06-15,49.13999938964844
2018-06-18,49.15999984741211
2018-06-19,49.2400016784668
2018-06-20,49.119998931884766
2018-06-21,49.099998474121094
2018-06-22,49.09000015258789
2018-06-25,49.10100173950195
2018-06-26,49.15999984741211
2018-06-27,49.22999954223633
2018-06-28,49.29999923706055
2018-06-29,49.20000076293945
2018-07-02,49.220001220703125
2018-07-03,49.209999084472656
2018-07-05,49.220001220703125
2018-07-06,49.349998474121094
2018-07-09,49.32500076293945
2018-07-10,49.31999969482422
2018-07-11,49.349998474121094
2018-07-12,49.33000183105469
2018-07-13,49.4010009765625
2018-07-16,49.33000183105469
2018-07-17,49.40999984741211
