,LMP
2015-10-23,0.5379999876022339
2015-10-26,0.546999990940094
2015-10-27,0.5410000085830688
2015-10-28,0.5460000038146973
2015-10-29,
2015-10-30,
2015-11-02,
2015-11-03,
2015-11-04,
2015-11-05,
2015-11-06,
2015-11-09,0.5830000042915344
2015-11-10,0.5820000171661377
2015-11-11,0.5550000071525574
2015-11-12,0.5680000185966492
2015-11-13,0.5609999895095825
2015-11-16,0.5580000281333923
2015-11-17,0.5540000200271606
2015-11-18,0.5619999766349792
2015-11-19,0.5759999752044678
2015-11-20,0.5789999961853027
2015-11-23,0.5759999752044678
2015-11-24,
2015-11-25,
2015-11-27,
2015-11-30,
2015-12-01,
2015-12-02,
2015-12-03,0.5479999780654907
2015-12-04,0.5070000290870667
2015-12-07,0.5120000243186951
2015-12-08,0.5139999985694885
2015-12-09,0.5360000133514404
2015-12-10,0.531000018119812
2015-12-11,0.5130000114440918
2015-12-14,0.4819999933242798
2015-12-15,0.4970000088214874
2015-12-16,0.5009999871253967
2015-12-17,0.5120000243186951
2015-12-18,0.5019999742507935
2015-12-21,0.49900001287460327
2015-12-22,0.4880000054836273
2015-12-23,0.5040000081062317
2015-12-24,0.5040000081062317
2015-12-28,0.5059999823570251
2015-12-29,0.5019999742507935
2015-12-30,
2015-12-31,
2016-01-04,
2016-01-05,
2016-01-06,
2016-01-07,0.5090000033378601
2016-01-08,
2016-01-11,0.4790000021457672
2016-01-12,0.4729999899864197
2016-01-13,0.4790000021457672
2016-01-14,0.4779999852180481
2016-01-15,0.4699999988079071
2016-01-19,0.4970000088214874
2016-01-20,0.46799999475479126
2016-01-21,0.4699999988079071
2016-01-22,0.5289999842643738
2016-01-25,0.5419999957084656
2016-01-26,0.5180000066757202
2016-01-27,2.0169999599456787
2016-01-28,0.5149999856948853
2016-01-29,0.5059999823570251
2016-02-01,0.5120000243186951
2016-02-02,0.5130000114440918
2016-02-03,0.503000020980835
2016-02-04,0.515999972820282
2016-02-05,0.515999972820282
2016-02-08,0.5239999890327454
2016-02-09,0.5199999809265137
2016-02-10,0.5170000195503235
2016-02-11,0.492000013589859
2016-02-12,0.4729999899864197
2016-02-16,0.5149999856948853
2016-02-17,0.5199999809265137
2016-02-18,0.5299999713897705
2016-02-19,0.5260000228881836
2016-02-22,0.5130000114440918
2016-02-23,0.515999972820282
2016-02-24,0.5249999761581421
2016-02-25,0.5220000147819519
2016-02-26,0.5299999713897705
2016-02-29,0.5239999890327454
2016-03-01,0.5289999842643738
2016-03-02,0.5789999961853027
2016-03-03,0.5929999947547913
2016-03-04,0.5879999995231628
2016-03-07,0.5730000138282776
2016-03-08,0.597000002861023
2016-03-09,0.6050000190734863
2016-03-10,0.5920000076293945
2016-03-11,0.5929999947547913
2016-03-14,
2016-03-15,
2016-03-16,
2016-03-17,
2016-03-18,
2016-03-21,
2016-03-22,0.5889999866485596
2016-03-23,0.6000000238418579
2016-03-24,
2016-03-28,
2016-03-29,
2016-03-30,
2016-03-31,
2016-04-01,
2016-04-04,0.5879999995231628
2016-04-05,0.574999988079071
2016-04-06,0.5830000042915344
2016-04-07,0.5830000042915344
2016-04-08,0.5709999799728394
2016-04-11,0.5669999718666077
2016-04-12,0.5799999833106995
2016-04-13,0.6000000238418579
2016-04-14,0.6119999885559082
2016-04-15,0.6140000224113464
2016-04-18,0.6019999980926514
2016-04-19,0.6100000143051147
2016-04-20,0.5950000286102295
2016-04-21,0.593999981880188
2016-04-22,0.578000009059906
2016-04-25,0.5830000042915344
2016-04-26,0.5730000138282776
2016-04-27,0.5799999833106995
2016-04-28,0.5830000042915344
2016-04-29,0.5659999847412109
2016-05-02,0.5649999976158142
2016-05-03,0.5590000152587891
2016-05-04,0.5540000200271606
2016-05-05,0.5580000281333923
2016-05-06,0.546999990940094
2016-05-09,0.5540000200271606
2016-05-10,0.5550000071525574
2016-05-11,0.5640000104904175
2016-05-12,0.5450000166893005
2016-05-13,0.5400000214576721
2016-05-16,
2016-05-17,
2016-05-18,
2016-05-19,
2016-05-20,
2016-05-23,
2016-05-24,
2016-05-25,
2016-05-26,0.5680000185966492
2016-05-27,0.5669999718666077
2016-05-31,0.5889999866485596
2016-06-01,0.5789999961853027
2016-06-02,0.5799999833106995
2016-06-03,0.5770000219345093
2016-06-06,0.5709999799728394
2016-06-07,0.5699999928474426
2016-06-08,0.6110000014305115
2016-06-09,0.6110000014305115
2016-06-10,0.6399999856948853
2016-06-13,0.6190000176429749
2016-06-14,0.6169999837875366
2016-06-15,0.6269999742507935
2016-06-16,0.6370000243186951
2016-06-17,0.6510000228881836
2016-06-20,0.6399999856948853
2016-06-21,0.6159999966621399
2016-06-22,0.6389999985694885
2016-06-23,0.6380000114440918
2016-06-24,0.6309999823570251
2016-06-27,0.6309999823570251
2016-06-28,0.6380000114440918
2016-06-29,
2016-06-30,
2016-07-01,
2016-07-05,
2016-07-06,
2016-07-07,
2016-07-08,
2016-07-11,
2016-07-12,
2016-07-13,
2016-07-14,
2016-07-15,
2016-07-18,
2016-07-19,
2016-07-20,0.7310000061988831
2016-07-21,0.7269999980926514
2016-07-22,0.7179999947547913
2016-07-25,
2016-07-26,
2016-07-27,
2016-07-28,
2016-07-29,
2016-08-01,
2016-08-02,
2016-08-03,0.7289999723434448
2016-08-04,
2016-08-05,
2016-08-08,
2016-08-09,
2016-08-10,
2016-08-11,
2016-08-12,
2016-08-15,
2016-08-16,
2016-08-17,
2016-08-18,
2016-08-19,0.6800000071525574
2016-08-22,0.6629999876022339
2016-08-23,0.6679999828338623
2016-08-24,0.6570000052452087
2016-08-25,
2016-08-26,
2016-08-29,
2016-08-30,
2016-08-31,
2016-09-01,
2016-09-02,
2016-09-06,0.7419999837875366
2016-09-07,0.7369999885559082
2016-09-08,0.7289999723434448
2016-09-09,0.7459999918937683
2016-09-12,0.7170000076293945
2016-09-13,0.7179999947547913
2016-09-14,0.7350000143051147
2016-09-15,0.7390000224113464
2016-09-16,0.7360000014305115
2016-09-19,0.7689999938011169
2016-09-20,0.7889999747276306
2016-09-21,0.7960000038146973
2016-09-22,0.7770000100135803
2016-09-23,0.8019999861717224
2016-09-26,0.7730000019073486
2016-09-27,0.7739999890327454
2016-09-28,0.7929999828338623
2016-09-29,0.8100000023841858
2016-09-30,0.8109999895095825
2016-10-03,0.781000018119812
2016-10-04,0.8040000200271606
2016-10-05,0.7940000295639038
2016-10-06,0.7960000038146973
2016-10-07,0.8029999732971191
2016-10-10,0.8040000200271606
2016-10-11,0.781000018119812
2016-10-12,0.7710000276565552
2016-10-13,0.7250000238418579
2016-10-14,0.734000027179718
2016-10-17,0.7250000238418579
2016-10-18,0.734000027179718
2016-10-19,0.7110000252723694
2016-10-20,0.7049999833106995
2016-10-21,0.7020000219345093
2016-10-24,0.6850000023841858
2016-10-25,
2016-10-26,
2016-10-27,
2016-10-28,
2016-10-31,
2016-11-01,
2016-11-02,
2016-11-03,
2016-11-04,
2016-11-07,
2016-11-08,
2016-11-09,0.6679999828338623
2016-11-10,0.6679999828338623
2016-11-11,0.6570000052452087
2016-11-14,0.6660000085830688
2016-11-15,
2016-11-16,
2016-11-17,
2016-11-18,
2016-11-21,
2016-11-22,
2016-11-23,
2016-11-25,
2016-11-28,
2016-11-29,
2016-11-30,
2016-12-01,
2016-12-02,
2016-12-05,
2016-12-06,
2016-12-07,
2016-12-08,
2016-12-09,
2016-12-12,
2016-12-13,
2016-12-14,0.7020000219345093
2016-12-15,0.6970000267028809
2016-12-16,0.7160000205039978
2016-12-19,0.7149999737739563
2016-12-20,0.7239999771118164
2016-12-21,0.7300000190734863
2016-12-22,0.7200000286102295
2016-12-23,0.7139999866485596
2016-12-27,0.7139999866485596
2016-12-28,0.718999981880188
2016-12-29,0.7179999947547913
2016-12-30,0.7160000205039978
2017-01-03,0.7300000190734863
2017-01-04,0.734000027179718
2017-01-05,0.7580000162124634
2017-01-06,0.7480000257492065
2017-01-09,0.7789999842643738
2017-01-10,0.7760000228881836
2017-01-11,0.7879999876022339
2017-01-12,
2017-01-13,
2017-01-17,
2017-01-18,
2017-01-19,
2017-01-20,
2017-01-23,0.7820000052452087
2017-01-24,0.8180000185966492
2017-01-25,0.8270000219345093
2017-01-26,0.8199999928474426
2017-01-27,0.8309999704360962
2017-01-30,0.8270000219345093
2017-01-31,0.8289999961853027
2017-02-01,0.8140000104904175
2017-02-02,0.8289999961853027
2017-02-03,0.8230000138282776
2017-02-06,0.8199999928474426
2017-02-07,0.8389999866485596
2017-02-08,0.8539999723434448
2017-02-09,0.8529999852180481
2017-02-10,0.8629999756813049
2017-02-13,
2017-02-14,
2017-02-15,
2017-02-16,
2017-02-17,
2017-02-21,
2017-02-22,
2017-02-23,
2017-02-24,
2017-02-27,
2017-02-28,
2017-03-01,
2017-03-02,
2017-03-03,
2017-03-06,
2017-03-07,
2017-03-08,
2017-03-09,
2017-03-10,0.734000027179718
2017-03-13,0.7379999756813049
2017-03-14,
2017-03-15,
2017-03-16,
2017-03-17,
2017-03-20,
2017-03-21,
2017-03-22,
2017-03-23,
2017-03-24,
2017-03-27,
2017-03-28,
2017-03-29,
2017-03-30,
2017-03-31,
2017-04-03,
2017-04-04,
2017-04-05,
2017-04-06,
2017-04-07,
2017-04-10,
2017-04-11,
2017-04-12,
2017-04-13,
2017-04-17,
2017-04-18,
2017-04-19,
2017-04-20,
2017-04-21,
2017-04-24,
2017-04-25,
2017-04-26,
2017-04-27,
2017-04-28,
2017-05-01,
2017-05-02,
2017-05-03,
2017-05-04,
2017-05-05,
2017-05-08,
2017-05-09,
2017-05-10,
2017-05-11,
2017-05-12,
2017-05-15,
2017-05-16,
2017-05-17,
2017-05-18,
2017-05-19,
2017-05-22,
2017-05-23,
2017-05-24,
2017-05-25,
2017-05-26,
2017-05-30,
2017-05-31,
2017-06-01,
2017-06-02,
2017-06-05,
2017-06-06,
2017-06-07,
2017-06-08,
2017-06-09,
2017-06-12,
2017-06-13,
2017-06-14,
2017-06-15,
2017-06-16,
2017-06-19,
2017-06-20,
2017-06-21,
2017-06-22,
2017-06-23,
2017-06-26,
2017-06-27,
2017-06-28,
2017-06-29,
2017-06-30,
2017-07-03,
2017-07-05,
2017-07-06,
2017-07-07,
2017-07-10,
2017-07-11,
2017-07-12,
2017-07-13,
2017-07-14,
2017-07-17,
2017-07-18,
2017-07-19,
2017-07-20,
2017-07-21,
2017-07-24,
2017-07-25,
2017-07-26,
2017-07-27,
2017-07-28,
2017-07-31,
2017-08-01,
2017-08-02,
2017-08-03,
2017-08-04,
2017-08-07,
2017-08-08,
2017-08-09,
2017-08-10,
2017-08-11,
2017-08-14,
2017-08-15,
2017-08-16,
2017-08-17,
2017-08-18,
2017-08-21,
2017-08-22,
2017-08-23,
2017-08-24,
2017-08-25,
2017-08-28,
2017-08-29,
2017-08-30,
2017-08-31,
2017-09-01,
2017-09-05,
2017-09-06,
2017-09-07,
2017-09-08,
2017-09-11,
2017-09-12,
2017-09-13,
2017-09-14,
2017-09-15,
2017-09-18,
2017-09-19,
2017-09-20,
2017-09-21,
2017-09-22,
2017-09-25,
2017-09-26,
2017-09-27,
2017-09-28,
2017-09-29,
2017-10-02,
2017-10-03,
2017-10-04,
2017-10-05,
2017-10-06,
2017-10-09,
2017-10-10,
2017-10-11,
2017-10-12,
2017-10-13,
2017-10-16,
2017-10-17,
2017-10-18,
2017-10-19,
2017-10-20,
2017-10-23,
2017-10-24,
2017-10-25,
2017-10-26,
2017-10-27,
2017-10-30,
2017-10-31,
2017-11-01,
2017-11-02,
2017-11-03,
2017-11-06,
2017-11-07,
2017-11-08,
2017-11-09,
2017-11-10,
2017-11-13,
2017-11-14,
2017-11-15,
2017-11-16,
2017-11-17,
2017-11-20,
2017-11-21,
2017-11-22,
2017-11-24,
2017-11-27,
2017-11-28,
2017-11-29,
2017-11-30,
2017-12-01,
2017-12-04,
2017-12-05,
2017-12-06,
2017-12-07,
2017-12-08,
2017-12-11,
2017-12-12,
2017-12-13,
2017-12-14,
2017-12-15,
2017-12-18,
2017-12-19,
2017-12-20,
2017-12-21,
2017-12-22,
2017-12-26,
2017-12-27,
2017-12-28,
2017-12-29,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-16,
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-22,
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-26,
2018-01-29,
2018-01-30,
2018-01-31,
2018-02-01,
2018-02-02,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-02,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,
2018-03-09,
2018-03-12,
2018-03-13,
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-19,
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,
2018-03-26,
2018-03-27,
2018-03-28,
2018-03-29,
2018-04-02,
2018-04-03,
2018-04-04,
2018-04-05,
2018-04-06,
2018-04-09,
2018-04-10,
2018-04-11,
2018-04-12,
2018-04-13,
2018-04-16,
2018-04-17,
2018-04-18,
2018-04-19,
2018-04-20,
2018-04-23,
2018-04-24,
2018-04-25,
2018-04-26,
2018-04-27,
2018-04-30,
2018-05-01,
2018-05-02,
2018-05-03,
2018-05-04,
2018-05-07,
2018-05-08,
2018-05-09,
2018-05-10,
2018-05-11,
2018-05-14,
2018-05-15,
2018-05-16,
2018-05-17,
2018-05-18,
2018-05-21,
2018-05-22,
2018-05-23,
2018-05-24,
2018-05-25,
2018-05-29,
2018-05-30,
2018-05-31,
2018-06-01,
2018-06-04,
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-07-02,
2018-07-03,
2018-07-05,
2018-07-06,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-16,
2018-07-17,
2018-07-18,
2018-07-19,
2018-07-20,
2018-07-23,
2018-07-24,
2018-07-25,
2018-07-26,
2018-07-27,
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,
2018-08-03,
2018-08-06,
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,
2018-08-20,
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-27,
2018-08-28,
2018-08-29,
2018-08-30,
2018-08-31,
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,
2018-09-14,
2018-09-17,
2018-09-18,
2018-09-19,
2018-09-20,
2018-09-21,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,
2018-09-28,
2018-10-01,
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-15,
2018-10-16,
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-03,
2018-12-04,
2018-12-06,
2018-12-07,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-24,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-31,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,
2019-02-08,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-15,
2019-04-16,
2019-04-17,
2019-04-18,
2019-04-22,
2019-04-23,
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,
2019-05-10,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-05,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-28,
2019-10-29,
