,EMB
2009-03-06,78.30000305175781
2009-03-09,77.94000244140625
2009-03-10,78.2300033569336
2009-03-11,80.97000122070312
2009-03-12,81.87000274658203
2009-03-13,82.62999725341797
2009-03-16,83.72000122070312
2009-03-17,83.76000213623047
2009-03-18,85.12000274658203
2009-03-19,86.0999984741211
2009-03-20,85.83000183105469
2009-03-23,85.81999969482422
2009-03-24,86.30000305175781
2009-03-25,85.69999694824219
2009-03-26,85.44000244140625
2009-03-27,85.9800033569336
2009-03-30,84.80000305175781
2009-03-31,85.56999969482422
2009-04-01,85.08999633789062
2009-04-02,86.5999984741211
2009-04-03,86.4000015258789
2009-04-06,88.05999755859375
2009-04-07,88.0
2009-04-08,88.62000274658203
2009-04-09,88.12999725341797
2009-04-13,90.0
2009-04-14,89.0
2009-04-15,90.56999969482422
2009-04-16,90.0999984741211
2009-04-17,90.44000244140625
2009-04-20,89.5
2009-04-21,89.5
2009-04-22,89.63999938964844
2009-04-23,88.73999786376953
2009-04-24,89.45999908447266
2009-04-27,88.52999877929688
2009-04-28,89.44000244140625
2009-04-29,89.30999755859375
2009-04-30,91.62000274658203
2009-05-01,91.19999694824219
2009-05-04,91.27999877929688
2009-05-05,93.05000305175781
2009-05-06,93.70999908447266
2009-05-07,94.4000015258789
2009-05-08,94.88999938964844
2009-05-11,94.75
2009-05-12,94.0
2009-05-13,93.62999725341797
2009-05-14,93.25
2009-05-15,92.91000366210938
2009-05-18,93.13999938964844
2009-05-19,93.62000274658203
2009-05-20,93.33000183105469
2009-05-21,94.16999816894531
2009-05-22,93.86000061035156
2009-05-26,94.0
2009-05-27,94.23999786376953
2009-05-28,94.19000244140625
2009-05-29,93.68000030517578
2009-06-01,94.23999786376953
2009-06-02,94.94000244140625
2009-06-03,94.81999969482422
2009-06-04,94.97000122070312
2009-06-05,94.83999633789062
2009-06-08,93.97000122070312
2009-06-09,93.98999786376953
2009-06-10,93.0
2009-06-11,93.44999694824219
2009-06-12,94.29000091552734
2009-06-15,93.80999755859375
2009-06-16,93.08000183105469
2009-06-17,94.38999938964844
2009-06-18,93.93000030517578
2009-06-19,93.0999984741211
2009-06-22,92.45999908447266
2009-06-23,91.30000305175781
2009-06-24,91.83000183105469
2009-06-25,91.91000366210938
2009-06-26,93.30999755859375
2009-06-29,93.79000091552734
2009-06-30,94.08000183105469
2009-07-01,93.7699966430664
2009-07-02,93.73999786376953
2009-07-06,93.44999694824219
2009-07-07,93.08000183105469
2009-07-08,92.73999786376953
2009-07-09,92.20999908447266
2009-07-10,93.25
2009-07-13,93.37999725341797
2009-07-14,93.52999877929688
2009-07-15,93.4000015258789
2009-07-16,94.0999984741211
2009-07-17,94.23999786376953
2009-07-20,94.5999984741211
2009-07-21,95.12999725341797
2009-07-22,95.43000030517578
2009-07-23,95.3499984741211
2009-07-24,95.79000091552734
2009-07-27,96.3499984741211
2009-07-28,96.37000274658203
2009-07-29,95.80999755859375
2009-07-30,96.05999755859375
2009-07-31,96.5199966430664
2009-08-03,96.95999908447266
2009-08-04,96.63999938964844
2009-08-05,97.66999816894531
2009-08-06,97.98999786376953
2009-08-07,97.93000030517578
2009-08-10,97.73999786376953
2009-08-11,97.70999908447266
2009-08-12,97.44000244140625
2009-08-13,96.91000366210938
2009-08-14,97.7300033569336
2009-08-17,97.06999969482422
2009-08-18,96.87000274658203
2009-08-19,97.47000122070312
2009-08-20,97.3499984741211
2009-08-21,97.9800033569336
2009-08-24,97.6500015258789
2009-08-25,98.2300033569336
2009-08-26,98.0999984741211
2009-08-27,98.12999725341797
2009-08-28,98.19999694824219
2009-08-31,98.41000366210938
2009-09-01,97.87999725341797
2009-09-02,97.4800033569336
2009-09-03,98.12000274658203
2009-09-04,98.08999633789062
2009-09-08,98.51000213623047
2009-09-09,99.76000213623047
2009-09-10,99.76000213623047
2009-09-11,99.75
2009-09-14,100.33000183105469
2009-09-15,101.23999786376953
2009-09-16,101.7300033569336
2009-09-17,102.68000030517578
2009-09-18,102.41000366210938
2009-09-21,102.41000366210938
2009-09-22,102.18000030517578
2009-09-23,101.97000122070312
2009-09-24,101.86000061035156
2009-09-25,102.0199966430664
2009-09-28,102.12000274658203
2009-09-29,102.0
2009-09-30,103.0199966430664
2009-10-01,102.51000213623047
2009-10-02,102.2300033569336
2009-10-05,102.79000091552734
2009-10-06,103.76000213623047
2009-10-07,103.56999969482422
2009-10-08,103.94999694824219
2009-10-09,104.0
2009-10-12,104.19000244140625
2009-10-13,104.05999755859375
2009-10-14,104.12999725341797
2009-10-15,104.06999969482422
2009-10-16,103.69000244140625
2009-10-19,103.9000015258789
2009-10-20,104.04000091552734
2009-10-21,103.7699966430664
2009-10-22,103.3499984741211
2009-10-23,103.23999786376953
2009-10-26,102.75
2009-10-27,102.41000366210938
2009-10-28,101.43000030517578
2009-10-29,101.4800033569336
2009-10-30,102.0199966430664
2009-11-02,101.05999755859375
2009-11-03,100.69000244140625
2009-11-04,100.9800033569336
2009-11-05,101.23999786376953
2009-11-06,101.41999816894531
2009-11-09,101.83999633789062
2009-11-10,102.38999938964844
2009-11-11,102.44000244140625
2009-11-12,102.44000244140625
2009-11-13,102.52999877929688
2009-11-16,102.94999694824219
2009-11-17,102.73999786376953
2009-11-18,102.80000305175781
2009-11-19,102.75
2009-11-20,102.66000366210938
2009-11-23,102.79000091552734
2009-11-24,103.02999877929688
2009-11-25,103.18000030517578
2009-11-27,102.55999755859375
2009-11-30,102.37999725341797
2009-12-01,102.23999786376953
2009-12-02,102.08999633789062
2009-12-03,102.0199966430664
2009-12-04,101.94999694824219
2009-12-07,102.0
2009-12-08,101.79000091552734
2009-12-09,101.5999984741211
2009-12-10,101.75
2009-12-11,101.87999725341797
2009-12-14,101.91999816894531
2009-12-15,101.8499984741211
2009-12-16,101.91999816894531
2009-12-17,101.86000061035156
2009-12-18,102.0199966430664
2009-12-21,101.94000244140625
2009-12-22,102.05999755859375
2009-12-23,102.04000091552734
2009-12-24,101.91000366210938
2009-12-28,101.75
2009-12-29,101.36000061035156
2009-12-30,101.4000015258789
2009-12-31,101.77999877929688
2010-01-04,101.93000030517578
2010-01-05,102.55000305175781
2010-01-06,102.69000244140625
2010-01-07,102.16000366210938
2010-01-08,102.27999877929688
2010-01-11,103.05999755859375
2010-01-12,103.08000183105469
2010-01-13,102.8499984741211
2010-01-14,102.30999755859375
2010-01-15,102.25
2010-01-19,102.41000366210938
2010-01-20,102.52999877929688
2010-01-21,102.3499984741211
2010-01-22,102.05999755859375
2010-01-25,102.0999984741211
2010-01-26,102.06999969482422
2010-01-27,101.83999633789062
2010-01-28,101.5
2010-01-29,101.2300033569336
2010-02-01,100.77999877929688
2010-02-02,100.54000091552734
2010-02-03,100.4000015258789
2010-02-04,99.37999725341797
2010-02-05,99.02999877929688
2010-02-08,99.47000122070312
2010-02-09,99.3499984741211
2010-02-10,99.66000366210938
2010-02-11,100.36000061035156
2010-02-12,100.20999908447266
2010-02-16,100.37999725341797
2010-02-17,100.80999755859375
2010-02-18,100.56999969482422
2010-02-19,100.91999816894531
2010-02-22,100.97000122070312
2010-02-23,100.80999755859375
2010-02-24,100.95999908447266
2010-02-25,101.31999969482422
2010-02-26,102.08999633789062
2010-03-01,101.68000030517578
2010-03-02,102.51000213623047
2010-03-03,102.4000015258789
2010-03-04,102.5
2010-03-05,102.61000061035156
2010-03-08,103.0199966430664
2010-03-09,103.08999633789062
2010-03-10,102.97000122070312
2010-03-11,103.18000030517578
2010-03-12,103.87999725341797
2010-03-15,104.05999755859375
2010-03-16,104.16999816894531
2010-03-17,104.58999633789062
2010-03-18,104.33999633789062
2010-03-19,104.66999816894531
2010-03-22,104.38999938964844
2010-03-23,104.44000244140625
2010-03-24,104.36000061035156
2010-03-25,104.1500015258789
2010-03-26,104.0999984741211
2010-03-29,104.18000030517578
2010-03-30,104.13999938964844
2010-03-31,104.25
2010-04-01,103.81999969482422
2010-04-05,103.95999908447266
2010-04-06,103.8499984741211
2010-04-07,103.9000015258789
2010-04-08,104.04000091552734
2010-04-09,104.1500015258789
2010-04-12,104.4000015258789
2010-04-13,104.44999694824219
2010-04-14,104.70999908447266
2010-04-15,105.27999877929688
2010-04-16,105.31999969482422
2010-04-19,105.05000305175781
2010-04-20,105.3499984741211
2010-04-21,105.2300033569336
2010-04-22,104.94000244140625
2010-04-23,104.69999694824219
2010-04-26,104.75
2010-04-27,104.0199966430664
2010-04-28,103.76000213623047
2010-04-29,103.94999694824219
2010-04-30,104.30000305175781
2010-05-03,103.9800033569336
2010-05-04,103.44999694824219
2010-05-05,102.66999816894531
2010-05-06,98.11000061035156
2010-05-07,99.45999908447266
2010-05-10,102.80999755859375
2010-05-11,102.86000061035156
2010-05-12,103.26000213623047
2010-05-13,103.58999633789062
2010-05-14,103.08000183105469
2010-05-17,103.05999755859375
2010-05-18,102.91000366210938
2010-05-19,102.33999633789062
2010-05-20,100.30999755859375
2010-05-21,101.08000183105469
2010-05-24,101.38999938964844
2010-05-25,100.55999755859375
2010-05-26,101.05999755859375
2010-05-27,101.69999694824219
2010-05-28,101.94000244140625
2010-06-01,101.70999908447266
2010-06-02,101.2300033569336
2010-06-03,102.08000183105469
2010-06-04,101.5999984741211
2010-06-07,101.2699966430664
2010-06-08,101.0199966430664
2010-06-09,101.36000061035156
2010-06-10,101.83999633789062
2010-06-11,102.20999908447266
2010-06-14,102.5
2010-06-15,102.80999755859375
2010-06-16,103.02999877929688
2010-06-17,103.23999786376953
2010-06-18,103.72000122070312
2010-06-21,104.0
2010-06-22,103.75
2010-06-23,103.8499984741211
2010-06-24,103.52999877929688
2010-06-25,103.5
2010-06-28,103.80000305175781
2010-06-29,103.75
2010-06-30,103.91999816894531
2010-07-01,103.25
2010-07-02,103.36000061035156
2010-07-06,103.5199966430664
2010-07-07,103.93000030517578
2010-07-08,104.41999816894531
2010-07-09,104.6500015258789
2010-07-12,104.33999633789062
2010-07-13,105.20999908447266
2010-07-14,105.36000061035156
2010-07-15,105.22000122070312
2010-07-16,105.58999633789062
2010-07-19,105.76000213623047
2010-07-20,105.94999694824219
2010-07-21,106.3499984741211
2010-07-22,106.9000015258789
2010-07-23,107.11000061035156
2010-07-26,107.1500015258789
2010-07-27,107.7300033569336
2010-07-28,107.56999969482422
2010-07-29,107.69999694824219
2010-07-30,107.6500015258789
2010-08-02,107.69000244140625
2010-08-03,108.37999725341797
2010-08-04,108.63999938964844
2010-08-05,108.80000305175781
2010-08-06,109.36000061035156
2010-08-09,109.79000091552734
2010-08-10,109.87999725341797
2010-08-11,109.75
2010-08-12,109.6500015258789
2010-08-13,109.75
2010-08-16,109.93000030517578
2010-08-17,110.5999984741211
2010-08-18,110.94000244140625
2010-08-19,111.3499984741211
2010-08-20,111.56999969482422
2010-08-23,111.69999694824219
2010-08-24,111.3499984741211
2010-08-25,111.0
2010-08-26,110.45999908447266
2010-08-27,110.13999938964844
2010-08-30,109.98999786376953
2010-08-31,109.98999786376953
2010-09-01,110.20999908447266
2010-09-02,110.12999725341797
2010-09-03,110.25
2010-09-07,109.76000213623047
2010-09-08,108.80000305175781
2010-09-09,109.06999969482422
2010-09-10,108.87999725341797
2010-09-13,109.30000305175781
2010-09-14,109.16000366210938
2010-09-15,109.58000183105469
2010-09-16,109.55000305175781
2010-09-17,109.5
2010-09-20,109.4800033569336
2010-09-21,109.61000061035156
2010-09-22,109.94999694824219
2010-09-23,110.04000091552734
2010-09-24,110.05999755859375
2010-09-27,110.6500015258789
2010-09-28,110.83000183105469
2010-09-29,111.0199966430664
2010-09-30,111.30999755859375
2010-10-01,111.0
2010-10-04,110.95999908447266
2010-10-05,111.72000122070312
2010-10-06,112.01000213623047
2010-10-07,112.06999969482422
2010-10-08,112.47000122070312
2010-10-11,112.93000030517578
2010-10-12,113.12000274658203
2010-10-13,113.5999984741211
2010-10-14,113.01000213623047
2010-10-15,113.05999755859375
2010-10-18,112.41000366210938
2010-10-19,112.2300033569336
2010-10-20,112.16999816894531
2010-10-21,112.19999694824219
2010-10-22,112.4000015258789
2010-10-25,113.08000183105469
2010-10-26,112.91999816894531
2010-10-27,112.55000305175781
2010-10-28,112.6500015258789
2010-10-29,113.0199966430664
2010-11-01,112.62999725341797
2010-11-02,112.9800033569336
2010-11-03,113.55000305175781
2010-11-04,114.12999725341797
2010-11-05,113.66999816894531
2010-11-08,113.0999984741211
2010-11-09,112.08999633789062
2010-11-10,111.94999694824219
2010-11-11,111.72000122070312
2010-11-12,110.81999969482422
2010-11-15,109.81999969482422
2010-11-16,109.06999969482422
2010-11-17,109.80999755859375
2010-11-18,110.20999908447266
2010-11-19,109.55999755859375
2010-11-22,110.05999755859375
2010-11-23,109.05999755859375
2010-11-24,108.7699966430664
2010-11-26,108.5
2010-11-29,108.19999694824219
2010-11-30,107.5999984741211
2010-12-01,107.58000183105469
2010-12-02,108.27999877929688
2010-12-03,108.91000366210938
2010-12-06,109.3499984741211
2010-12-07,108.86000061035156
2010-12-08,107.75
2010-12-09,108.08000183105469
2010-12-10,107.77999877929688
2010-12-13,107.29000091552734
2010-12-14,107.29000091552734
2010-12-15,106.5199966430664
2010-12-16,105.77999877929688
2010-12-17,105.97000122070312
2010-12-20,106.51000213623047
2010-12-21,107.06999969482422
2010-12-22,107.23999786376953
2010-12-23,107.33999633789062
2010-12-27,107.30999755859375
2010-12-28,106.70999908447266
2010-12-29,106.52999877929688
2010-12-30,106.61000061035156
2010-12-31,107.08000183105469
2011-01-03,107.52999877929688
2011-01-04,108.19000244140625
2011-01-05,107.56999969482422
2011-01-06,106.73999786376953
2011-01-07,106.95999908447266
2011-01-10,106.69000244140625
2011-01-11,106.9800033569336
2011-01-12,107.48999786376953
2011-01-13,107.69999694824219
2011-01-14,107.83999633789062
2011-01-18,107.63999938964844
2011-01-19,107.30000305175781
2011-01-20,106.91999816894531
2011-01-21,106.80999755859375
2011-01-24,107.11000061035156
2011-01-25,107.02999877929688
2011-01-26,107.01000213623047
2011-01-27,106.63999938964844
2011-01-28,105.8499984741211
2011-01-31,105.97000122070312
2011-02-01,106.0
2011-02-02,106.13999938964844
2011-02-03,105.87000274658203
2011-02-04,105.2300033569336
2011-02-07,104.86000061035156
2011-02-08,105.19000244140625
2011-02-09,104.69000244140625
2011-02-10,104.43000030517578
2011-02-11,104.58000183105469
2011-02-14,104.33000183105469
2011-02-15,104.30000305175781
2011-02-16,104.51000213623047
2011-02-17,105.1500015258789
2011-02-18,105.44000244140625
2011-02-22,104.80000305175781
2011-02-23,104.69000244140625
2011-02-24,104.80000305175781
2011-02-25,105.37000274658203
2011-02-28,105.44999694824219
2011-03-01,105.05000305175781
2011-03-02,105.19999694824219
2011-03-03,105.19999694824219
2011-03-04,105.7300033569336
2011-03-07,105.9800033569336
2011-03-08,106.2300033569336
2011-03-09,106.25
2011-03-10,106.16999816894531
2011-03-11,106.23999786376953
2011-03-14,105.97000122070312
2011-03-15,105.83999633789062
2011-03-16,105.37999725341797
2011-03-17,105.87999725341797
2011-03-18,105.91999816894531
2011-03-21,106.36000061035156
2011-03-22,106.3499984741211
2011-03-23,106.4800033569336
2011-03-24,106.56999969482422
2011-03-25,106.5
2011-03-28,106.55999755859375
2011-03-29,106.45999908447266
2011-03-30,106.45999908447266
2011-03-31,106.62999725341797
2011-04-01,106.37999725341797
2011-04-04,106.77999877929688
2011-04-05,106.5199966430664
2011-04-06,106.77999877929688
2011-04-07,106.5199966430664
2011-04-08,106.80999755859375
2011-04-11,106.5
2011-04-12,106.33999633789062
2011-04-13,106.44999694824219
2011-04-14,106.45999908447266
2011-04-15,106.7300033569336
2011-04-18,106.58999633789062
2011-04-19,106.41000366210938
2011-04-20,106.72000122070312
2011-04-21,106.94000244140625
2011-04-25,106.70999908447266
2011-04-26,106.9000015258789
2011-04-27,107.08000183105469
2011-04-28,107.37999725341797
2011-04-29,107.98999786376953
2011-05-02,107.44999694824219
2011-05-03,107.70999908447266
2011-05-04,107.7699966430664
2011-05-05,107.70999908447266
2011-05-06,107.76000213623047
2011-05-09,108.12999725341797
2011-05-10,108.06999969482422
2011-05-11,108.04000091552734
2011-05-12,108.06999969482422
2011-05-13,108.43000030517578
2011-05-16,108.44000244140625
2011-05-17,108.55000305175781
2011-05-18,108.81999969482422
2011-05-19,108.73999786376953
2011-05-20,108.81999969482422
2011-05-23,108.37999725341797
2011-05-24,108.29000091552734
2011-05-25,108.44999694824219
2011-05-26,108.16000366210938
2011-05-27,108.3499984741211
2011-05-31,109.0999984741211
2011-06-01,108.62000274658203
2011-06-02,108.66000366210938
2011-06-03,108.63999938964844
2011-06-06,108.75
2011-06-07,108.80000305175781
2011-06-08,108.97000122070312
2011-06-09,109.08999633789062
2011-06-10,109.0
2011-06-13,108.9800033569336
2011-06-14,108.93000030517578
2011-06-15,108.83000183105469
2011-06-16,108.18000030517578
2011-06-17,108.12999725341797
2011-06-20,108.08999633789062
2011-06-21,108.81999969482422
2011-06-22,108.88999938964844
2011-06-23,108.80000305175781
2011-06-24,108.61000061035156
2011-06-27,108.87000274658203
2011-06-28,109.22000122070312
2011-06-29,109.1500015258789
2011-06-30,109.31999969482422
2011-07-01,109.19000244140625
2011-07-05,109.16000366210938
2011-07-06,108.91000366210938
2011-07-07,109.20999908447266
2011-07-08,109.4000015258789
2011-07-11,109.16000366210938
2011-07-12,108.56999969482422
2011-07-13,108.88999938964844
2011-07-14,109.22000122070312
2011-07-15,109.05999755859375
2011-07-18,109.0199966430664
2011-07-19,108.83999633789062
2011-07-20,109.29000091552734
2011-07-21,109.31999969482422
2011-07-22,109.87999725341797
2011-07-25,109.76000213623047
2011-07-26,110.01000213623047
2011-07-27,109.95999908447266
2011-07-28,110.43000030517578
2011-07-29,111.0199966430664
2011-08-01,111.58999633789062
2011-08-02,111.95999908447266
2011-08-03,111.91999816894531
2011-08-04,111.37999725341797
2011-08-05,109.88999938964844
2011-08-08,108.05999755859375
2011-08-09,107.87000274658203
2011-08-10,109.12999725341797
2011-08-11,107.9000015258789
2011-08-12,108.44000244140625
2011-08-15,109.56999969482422
2011-08-16,110.33999633789062
2011-08-17,110.95999908447266
2011-08-18,110.44999694824219
2011-08-19,110.75
2011-08-22,110.68000030517578
2011-08-23,110.44999694824219
2011-08-24,109.73999786376953
2011-08-25,109.94999694824219
2011-08-26,110.69000244140625
2011-08-29,110.8499984741211
2011-08-30,110.87000274658203
2011-08-31,111.16999816894531
2011-09-01,110.87000274658203
2011-09-02,111.25
2011-09-06,110.83999633789062
2011-09-07,111.25
2011-09-08,111.26000213623047
2011-09-09,110.41999816894531
2011-09-12,109.94000244140625
2011-09-13,110.26000213623047
2011-09-14,109.55999755859375
2011-09-15,109.73999786376953
2011-09-16,109.76000213623047
2011-09-19,109.31999969482422
2011-09-20,109.37000274658203
2011-09-21,108.80999755859375
2011-09-22,106.9000015258789
2011-09-23,105.18000030517578
2011-09-26,103.61000061035156
