,JET
2018-07-13,349.0
2018-07-16,350.0
2018-07-17,349.0
2018-07-18,354.95001220703125
2018-07-19,348.0
2018-07-20,355.0
2018-07-23,351.8999938964844
2018-07-24,342.0
2018-07-25,340.0
2018-07-26,336.1000061035156
2018-07-27,343.8999938964844
2018-07-30,343.8999938964844
2018-07-31,342.0
2018-08-01,339.0
2018-08-02,347.0
2018-08-03,341.0
2018-08-06,347.0
2018-08-07,345.0
2018-08-08,350.0
2018-08-09,350.0
2018-08-10,355.0
2018-08-13,359.75
2018-08-14,359.75
2018-08-15,359.70001220703125
2018-08-16,354.0
2018-08-17,351.0
2018-08-20,351.0
2018-08-21,351.0
2018-08-22,351.0
2018-08-23,351.0
2018-08-24,354.8999938964844
2018-08-27,354.8999938964844
2018-08-28,346.0
2018-08-29,335.5
2018-08-30,340.0
2018-08-31,340.0
2018-09-04,345.0
2018-09-05,349.0
2018-09-06,354.5
2018-09-07,345.0
2018-09-10,350.0
2018-09-11,350.0
2018-09-12,335.0
2018-09-13,349.8999938964844
2018-09-14,344.0
2018-09-17,350.0
2018-09-18,345.0
2018-09-19,340.1000061035156
2018-09-20,346.0
2018-09-21,320.3500061035156
2018-09-24,329.0
2018-09-25,334.95001220703125
2018-09-26,330.0
2018-09-27,339.0
2018-09-28,334.95001220703125
2018-10-01,333.0
2018-10-02,330.0
2018-10-03,329.0
2018-10-04,328.0
2018-10-05,332.95001220703125
2018-10-08,323.0
2018-10-09,320.0
2018-10-10,320.0
2018-10-11,320.0
2018-10-12,320.0
2018-10-15,328.3999938964844
2018-10-16,314.0
2018-10-17,312.0
2018-10-18,315.0
2018-10-19,312.1499938964844
2018-10-22,320.0
2018-10-23,313.6000061035156
2018-10-24,315.1000061035156
2018-10-25,325.0
2018-10-26,323.0
2018-10-29,330.0
2018-10-30,320.0
2018-10-31,326.79998779296875
2018-11-01,317.0
2018-11-02,320.0
2018-11-05,320.0
2018-11-06,320.0
2018-11-07,320.0
2018-11-08,319.0
2018-11-09,318.0
2018-11-12,309.0
2018-11-13,310.0
2018-11-14,306.20001220703125
2018-11-15,310.0
2018-11-16,306.0
2018-11-19,303.0
2018-11-20,303.0
2018-11-21,303.0
2018-11-23,303.0
2018-11-26,303.0
2018-11-27,300.0
2018-11-28,311.3999938964844
2018-11-29,310.0
2018-11-30,305.0
2018-12-03,303.0
2018-12-04,333.25
2018-12-06,336.1499938964844
2018-12-07,330.0
2018-12-10,325.04998779296875
2018-12-11,338.79998779296875
2018-12-12,327.04998779296875
2018-12-13,320.0
2018-12-14,330.04998779296875
2018-12-17,340.0
2018-12-18,347.0
2018-12-19,342.5
2018-12-20,346.0
2018-12-21,340.0
2018-12-24,340.0
2018-12-26,340.0
2018-12-27,339.8999938964844
2018-12-28,325.0
2018-12-31,330.0
2019-01-02,329.0
2019-01-03,345.0
2019-01-04,346.95001220703125
2019-01-07,345.20001220703125
2019-01-08,340.79998779296875
2019-01-09,341.04998779296875
2019-01-10,340.0
2019-01-11,340.0
2019-01-14,340.0
2019-01-15,339.0
2019-01-16,339.0
2019-01-17,339.0
2019-01-18,338.5
2019-01-22,330.25
2019-01-23,331.5
2019-01-24,339.0
2019-01-25,331.1000061035156
2019-01-28,338.0
2019-01-29,339.45001220703125
2019-01-30,335.04998779296875
2019-01-31,338.8999938964844
2019-02-01,339.0
2019-02-04,339.0
2019-02-05,334.0
2019-02-06,334.0
2019-02-07,330.0
2019-02-08,336.5
2019-02-11,330.0
2019-02-12,326.0
2019-02-13,330.0
2019-02-14,339.79998779296875
2019-02-15,334.5
2019-02-19,339.95001220703125
2019-02-20,340.45001220703125
2019-02-21,335.20001220703125
2019-02-22,335.5
2019-02-25,335.20001220703125
2019-02-26,339.8999938964844
2019-02-27,339.8999938964844
2019-02-28,335.0
2019-03-01,335.0
2019-03-04,329.8999938964844
2019-03-05,325.0
2019-03-06,322.0
2019-03-07,322.0
2019-03-08,324.8999938964844
2019-03-11,324.8999938964844
2019-03-12,324.8999938964844
2019-03-13,310.04998779296875
2019-03-14,323.0
2019-03-15,316.0
2019-03-18,310.1499938964844
2019-03-19,305.0
2019-03-20,305.0
2019-03-21,305.0
2019-03-22,303.04998779296875
2019-03-25,305.0
2019-03-26,319.5
2019-03-27,319.0
2019-03-28,309.95001220703125
2019-03-29,300.0
2019-04-01,300.0
2019-04-02,300.0
2019-04-03,300.0
2019-04-04,295.0
2019-04-05,287.0
2019-04-08,281.1000061035156
2019-04-09,289.0
2019-04-10,299.0
2019-04-11,300.0
2019-04-12,304.95001220703125
2019-04-15,300.0
2019-04-16,304.0
2019-04-17,303.5
2019-04-18,300.0
2019-04-22,294.29998779296875
2019-04-23,294.29998779296875
2019-04-24,295.0
2019-04-25,300.0
2019-04-26,295.0
2019-04-29,299.0
2019-04-30,303.8999938964844
2019-05-01,303.8999938964844
2019-05-02,295.0
2019-05-03,300.0
2019-05-06,293.0
2019-05-07,284.25
2019-05-08,284.29998779296875
2019-05-09,287.0
2019-05-10,293.0
2019-05-13,293.0
2019-05-14,290.0
2019-05-15,298.0
2019-05-16,307.79998779296875
2019-05-17,307.0
2019-05-20,289.0
2019-05-21,289.0
2019-05-22,286.0
2019-05-23,290.0
2019-05-24,305.0
2019-05-28,295.0
2019-05-29,295.0
2019-05-30,279.20001220703125
2019-05-31,290.0
2019-06-03,278.3500061035156
2019-06-04,290.0
2019-06-05,290.0
2019-06-06,290.0
2019-06-07,290.0
2019-06-10,282.0
2019-06-11,278.04998779296875
2019-06-12,280.0
2019-06-13,280.0
2019-06-14,286.8999938964844
2019-06-17,294.0
2019-06-18,294.75
2019-06-19,281.25
2019-06-20,294.0
2019-06-21,294.0
2019-06-24,294.0
2019-06-25,283.0
2019-06-26,283.0
2019-06-27,283.0
2019-06-28,289.8999938964844
2019-07-01,280.04998779296875
2019-07-02,280.25
2019-07-03,289.70001220703125
2019-07-05,295.0
2019-07-08,294.8500061035156
2019-07-09,295.0
2019-07-10,287.54998779296875
2019-07-11,284.1000061035156
2019-07-12,293.0
2019-07-15,286.0
2019-07-16,290.0
2019-07-17,285.0
2019-07-18,280.29998779296875
2019-07-19,289.79998779296875
2019-07-22,284.5
2019-07-23,284.5
2019-07-24,284.5
2019-07-25,288.0
2019-07-26,290.0
2019-07-29,294.5
2019-07-30,294.5
2019-07-31,294.5
2019-08-01,294.0
2019-08-02,294.0
2019-08-05,290.0
2019-08-06,288.0
2019-08-07,288.1000061035156
2019-08-08,288.0
2019-08-09,288.1000061035156
2019-08-12,288.1000061035156
2019-08-13,288.1000061035156
2019-08-14,288.1000061035156
2019-08-15,294.0
2019-08-16,301.0
2019-08-19,319.70001220703125
2019-08-20,319.70001220703125
2019-08-21,319.70001220703125
2019-08-22,321.0
2019-08-23,340.0
2019-08-26,336.0
2019-08-27,327.5
2019-08-28,340.0
2019-08-29,343.8999938964844
2019-08-30,309.54998779296875
2019-09-03,310.0
2019-09-04,308.0
2019-09-05,316.0
2019-09-06,320.0
2019-09-09,320.0
2019-09-10,314.8999938964844
2019-09-11,317.0
2019-09-12,319.0
2019-09-13,319.8999938964844
2019-09-16,311.0
2019-09-17,314.79998779296875
2019-09-18,307.0
2019-09-19,305.04998779296875
2019-09-20,296.0
2019-09-23,313.0
2019-09-24,305.0
2019-09-25,302.0
2019-09-26,310.0
2019-09-27,318.0
2019-09-30,300.0
2019-10-01,317.95001220703125
2019-10-02,317.95001220703125
2019-10-03,314.95001220703125
2019-10-04,318.95001220703125
2019-10-07,306.25
2019-10-08,317.3999938964844
2019-10-09,304.0
2019-10-10,300.0
2019-10-11,301.0
2019-10-14,308.8999938964844
2019-10-15,312.5
2019-10-16,300.20001220703125
2019-10-17,311.6000061035156
2019-10-18,300.0
2019-10-21,315.95001220703125
2019-10-22,315.95001220703125
2019-10-23,315.95001220703125
2019-10-24,310.0
2019-10-25,309.0
2019-10-28,302.0
2019-10-29,303.04998779296875
2019-10-30,305.0
2019-10-31,305.0
2019-11-01,310.0
2019-11-04,303.0
2019-11-05,301.75
2019-11-06,301.75
2019-11-07,302.1000061035156
2019-11-08,307.0
2019-11-11,307.0
2019-11-12,302.0
2019-11-13,302.5
2019-11-14,301.75
2019-11-15,309.0
2019-11-18,309.0
2019-11-19,300.20001220703125
2019-11-20,300.6499938964844
2019-11-21,310.0
2019-11-22,312.0
2019-11-25,302.0
2019-11-26,309.79998779296875
2019-11-27,309.79998779296875
2019-11-29,300.0
2019-12-02,297.0
2019-12-03,299.0
2019-12-04,302.0
2019-12-05,300.0
2019-12-06,300.0
2019-12-09,300.0
2019-12-10,300.0
2019-12-11,300.0
2019-12-12,300.0
2019-12-13,300.0
2019-12-16,300.0
2019-12-17,300.0
2019-12-18,300.0
2019-12-19,300.0
2019-12-20,307.0
2019-12-23,301.0
2019-12-24,276.20001220703125
2019-12-26,266.0
2019-12-27,290.0
2019-12-30,284.0
2019-12-31,280.1000061035156
2020-01-02,276.5
2020-01-03,274.0
2020-01-06,270.0
2020-01-07,270.0
2020-01-08,277.95001220703125
2020-01-09,294.8999938964844
2020-01-10,291.04998779296875
2020-01-13,288.0
2020-01-14,288.20001220703125
2020-01-15,289.0
2020-01-16,294.0
2020-01-17,293.0
2020-01-21,292.0
2020-01-22,293.0
2020-01-23,300.0
2020-01-24,298.8999938964844
2020-01-27,293.0
2020-01-28,295.0
2020-01-29,295.0
2020-01-30,292.0
2020-01-31,294.8999938964844
2020-02-03,290.0
2020-02-04,289.04998779296875
2020-02-05,289.04998779296875
2020-02-06,294.8999938964844
2020-02-07,294.8999938964844
2020-02-10,287.0
2020-02-11,285.0
2020-02-12,285.0
2020-02-13,285.0
2020-02-14,300.0
2020-02-18,292.0
2020-02-19,289.1499938964844
2020-02-20,292.0
2020-02-21,286.1499938964844
2020-02-24,286.1499938964844
2020-02-25,286.1499938964844
2020-02-26,286.0
2020-02-27,286.0
2020-02-28,280.0
2020-03-02,281.0
2020-03-03,278.0
2020-03-04,275.0
2020-03-05,275.0
2020-03-06,260.0
2020-03-09,250.0
2020-03-10,272.0
2020-03-11,272.0
2020-03-12,245.5
2020-03-13,231.0
2020-03-16,208.0
2020-03-17,199.6999969482422
2020-03-18,191.8000030517578
2020-03-19,195.3000030517578
2020-03-20,203.10000610351562
2020-03-23,211.0
2020-03-24,219.0
2020-03-25,211.5
2020-03-26,211.5
2020-03-27,203.0500030517578
2020-03-30,194.9499969482422
2020-03-31,187.1999969482422
2020-04-01,179.75
2020-04-02,173.39999389648438
2020-04-03,178.0
2020-04-06,179.89999389648438
2020-04-07,173.0
2020-04-08,169.10000610351562
2020-04-09,170.10000610351562
2020-04-13,171.89999389648438
2020-04-14,168.0
2020-04-15,171.0
2020-04-16,164.89999389648438
2020-04-17,167.0
2020-04-20,170.85000610351562
2020-04-21,170.85000610351562
2020-04-22,164.0500030517578
2020-04-23,157.5
2020-04-24,157.5
2020-04-27,157.5
2020-04-28,163.0
2020-04-29,159.0
2020-04-30,165.35000610351562
2020-05-01,165.35000610351562
2020-05-04,171.9499969482422
2020-05-05,178.8000030517578
2020-05-06,180.0
2020-05-07,180.0
2020-05-08,177.0
2020-05-11,180.0
2020-05-12,175.0
2020-05-13,175.0
2020-05-14,175.0
2020-05-15,175.0
2020-05-18,175.10000610351562
2020-05-19,176.0
2020-05-20,173.0
2020-05-21,177.0
2020-05-22,184.0500030517578
2020-05-26,191.39999389648438
2020-05-27,186.14999389648438
2020-05-28,191.10000610351562
2020-05-29,183.5
2020-06-01,179.0
2020-06-02,186.14999389648438
2020-06-03,193.5500030517578
2020-06-04,196.0
2020-06-05,193.0
2020-06-08,195.0
2020-06-09,195.0
2020-06-10,192.0
2020-06-11,187.5
2020-06-12,192.0
2020-06-15,189.0
2020-06-16,189.0
2020-06-17,194.0
2020-06-18,194.0
2020-06-19,191.0
2020-06-22,196.0
2020-06-23,188.1999969482422
2020-06-24,185.0
2020-06-25,192.0
2020-06-26,188.0
2020-06-29,191.3000030517578
2020-06-30,188.0
2020-07-01,189.85000610351562
2020-07-02,190.0
2020-07-06,187.89999389648438
2020-07-07,181.5
2020-07-08,185.0
2020-07-09,184.5
2020-07-10,184.0
2020-07-13,181.0
2020-07-14,179.10000610351562
2020-07-15,183.5
2020-07-16,183.0
2020-07-17,189.0
2020-07-20,188.0
2020-07-21,188.0
2020-07-22,185.0
2020-07-23,188.0
2020-07-24,188.0
2020-07-27,180.5
2020-07-28,174.0
2020-07-29,178.9499969482422
2020-07-30,178.9499969482422
2020-07-31,178.9499969482422
2020-08-03,179.4499969482422
2020-08-04,175.0
2020-08-05,175.0
2020-08-06,180.85000610351562
2020-08-07,180.0
2020-08-10,179.89999389648438
2020-08-11,179.89999389648438
2020-08-12,185.5
2020-08-13,180.0
2020-08-14,180.0
2020-08-17,184.0
2020-08-18,184.9499969482422
2020-08-19,177.60000610351562
2020-08-20,177.60000610351562
2020-08-21,177.60000610351562
2020-08-24,174.0
2020-08-25,167.10000610351562
2020-08-26,160.4499969482422
2020-08-27,160.0
2020-08-28,156.10000610351562
2020-08-31,162.3000030517578
2020-09-01,168.75
2020-09-02,175.4499969482422
2020-09-03,177.5
2020-09-04,178.0
2020-09-08,175.0
2020-09-09,174.9499969482422
2020-09-10,174.0
2020-09-11,175.0
2020-09-14,177.6999969482422
2020-09-15,177.6999969482422
2020-09-16,176.8000030517578
2020-09-17,175.60000610351562
2020-09-18,175.39999389648438
2020-09-21,175.39999389648438
2020-09-22,175.0
2020-09-23,175.89999389648438
2020-09-24,175.89999389648438
2020-09-25,175.0
2020-09-28,175.0
2020-09-29,176.0
2020-09-30,177.8000030517578
2020-10-01,177.8000030517578
2020-10-02,177.0
2020-10-05,177.0
2020-10-06,179.0
2020-10-07,179.0
2020-10-08,179.0
2020-10-09,178.9499969482422
2020-10-12,180.0
2020-10-13,181.89999389648438
2020-10-14,181.75
2020-10-15,181.0
2020-10-16,182.0
2020-10-19,182.0
2020-10-20,180.9499969482422
2020-10-21,181.5
2020-10-22,182.85000610351562
2020-10-23,183.6999969482422
2020-10-26,186.0
2020-10-27,184.0
2020-10-28,185.9499969482422
2020-10-29,185.9499969482422
2020-10-30,185.9499969482422
2020-11-02,179.9499969482422
2020-11-03,181.39999389648438
2020-11-04,182.0
2020-11-05,181.4499969482422
2020-11-06,181.4499969482422
2020-11-09,180.0
2020-11-10,183.0
2020-11-11,182.0
2020-11-12,182.85000610351562
2020-11-13,182.5
2020-11-16,180.0500030517578
2020-11-17,187.10000610351562
2020-11-18,187.10000610351562
2020-11-19,191.9499969482422
2020-11-20,190.0
2020-11-23,185.0500030517578
2020-11-24,188.9499969482422
2020-11-25,189.89999389648438
2020-11-27,187.89999389648438
2020-11-30,187.0
2020-12-01,185.0
2020-12-02,182.5
2020-12-03,183.0
2020-12-04,185.0
2020-12-07,184.0
2020-12-08,184.5
2020-12-09,183.3000030517578
2020-12-10,183.0
2020-12-11,188.85000610351562
2020-12-14,187.0
2020-12-15,185.0
2020-12-16,185.0
2020-12-17,189.89999389648438
2020-12-18,189.0
2020-12-21,181.4499969482422
2020-12-22,185.0
2020-12-23,192.0
2020-12-24,199.64999389648438
2020-12-28,210.0
2020-12-29,209.39999389648438
2020-12-30,208.5
2020-12-31,202.0
2021-01-04,205.0
2021-01-05,213.14999389648438
2021-01-06,220.0
2021-01-07,214.60000610351562
2021-01-08,220.0
2021-01-11,220.0
2021-01-12,224.0
2021-01-13,227.0
2021-01-14,228.5500030517578
2021-01-15,227.0
2021-01-19,239.0
2021-01-20,248.5500030517578
2021-01-21,246.0
2021-01-22,243.9499969482422
2021-01-25,247.0
2021-01-26,249.0
2021-01-27,241.14999389648438
2021-01-28,238.0
2021-01-29,236.0500030517578
2021-02-01,244.0
2021-02-02,246.5
2021-02-03,241.0500030517578
2021-02-04,241.0
2021-02-05,238.0
2021-02-08,235.0500030517578
2021-02-09,234.1999969482422
2021-02-10,227.5
2021-02-11,230.0
2021-02-12,236.6999969482422
2021-02-16,228.6999969482422
2021-02-17,232.0
2021-02-18,231.5
2021-02-19,232.89999389648438
2021-02-22,227.0
2021-02-23,227.0
2021-02-24,220.0
2021-02-25,215.0
2021-02-26,222.0
2021-03-01,228.0
2021-03-02,222.89999389648438
2021-03-03,220.0
2021-03-04,216.0
2021-03-05,223.0
2021-03-08,218.5
2021-03-09,218.0
2021-03-10,220.0
2021-03-11,216.5
2021-03-12,219.89999389648438
2021-03-15,215.10000610351562
2021-03-16,218.0
2021-03-17,215.0
2021-03-18,217.0
2021-03-19,213.0
2021-03-22,212.0
2021-03-23,206.0
2021-03-24,197.8000030517578
2021-03-25,198.0
2021-03-26,196.0
2021-03-29,203.8000030517578
2021-03-30,203.89999389648438
2021-03-31,201.0
2021-04-01,204.5
2021-04-05,216.0
2021-04-06,214.8000030517578
2021-04-07,213.10000610351562
2021-04-08,214.0
2021-04-09,215.8000030517578
2021-04-12,215.0
2021-04-13,213.3000030517578
2021-04-14,213.39999389648438
2021-04-15,213.3000030517578
2021-04-16,212.3000030517578
2021-04-19,213.0
2021-04-20,215.0
2021-04-21,216.0
2021-04-22,219.5
2021-04-23,221.89999389648438
2021-04-26,223.9499969482422
2021-04-27,224.39999389648438
2021-04-28,223.6999969482422
2021-04-29,222.0
2021-04-30,218.0
2021-05-03,218.0
2021-05-04,221.0
2021-05-05,222.85000610351562
2021-05-06,228.85000610351562
2021-05-07,229.5
2021-05-10,230.0
2021-05-11,223.1999969482422
2021-05-12,225.0
2021-05-13,
2021-05-14,
