,CHPM
2020-09-21,10.149999618530273
2020-09-22,10.079999923706055
2020-09-23,10.069999694824219
2020-09-24,10.050000190734863
2020-09-25,10.09000015258789
2020-09-28,10.09000015258789
2020-09-29,10.100000381469727
2020-09-30,10.1899995803833
2020-10-01,10.149999618530273
2020-10-02,10.0600004196167
2020-10-05,10.050000190734863
2020-10-06,10.050000190734863
2020-10-07,10.020000457763672
2020-10-08,10.09000015258789
2020-10-09,10.020000457763672
2020-10-12,10.0
2020-10-13,10.164999961853027
2020-10-14,10.164999961853027
2020-10-15,10.0
2020-10-16,10.050000190734863
2020-10-19,10.050000190734863
2020-10-20,10.170000076293945
2020-10-21,10.039999961853027
2020-10-22,10.020000457763672
2020-10-23,10.0
2020-10-26,9.970000267028809
2020-10-27,9.970000267028809
2020-10-28,10.029999732971191
2020-10-29,10.029999732971191
2020-10-30,10.199999809265137
2020-11-02,10.0
2020-11-03,10.180000305175781
2020-11-04,10.0
2020-11-05,9.960000038146973
2020-11-06,9.960000038146973
2020-11-09,9.859999656677246
2020-11-10,9.949999809265137
2020-11-11,9.960000038146973
2020-11-12,9.960000038146973
2020-11-13,10.039999961853027
2020-11-16,9.960000038146973
2020-11-17,9.960000038146973
2020-11-18,9.960000038146973
2020-11-19,10.0
2020-11-20,10.0
2020-11-23,10.125
2020-11-24,10.140000343322754
2020-11-25,10.095000267028809
2020-11-27,10.239999771118164
2020-11-30,10.199999809265137
2020-12-01,10.135000228881836
2020-12-02,10.149999618530273
2020-12-03,10.100000381469727
2020-12-04,10.050000190734863
2020-12-07,10.279999732971191
2020-12-08,10.449999809265137
2020-12-09,10.34000015258789
2020-12-10,10.25
2020-12-11,10.289999961853027
2020-12-14,10.25
2020-12-15,10.369999885559082
2020-12-16,10.34000015258789
2020-12-17,10.279999732971191
2020-12-18,10.350000381469727
2020-12-21,10.350000381469727
2020-12-22,10.399999618530273
2020-12-23,10.446999549865723
2020-12-24,10.399999618530273
2020-12-28,10.449999809265137
2020-12-29,10.289999961853027
2020-12-30,10.3100004196167
2020-12-31,10.260000228881836
2021-01-04,10.295000076293945
2021-01-05,10.40999984741211
2021-01-06,10.449999809265137
2021-01-07,10.34000015258789
2021-01-08,10.470000267028809
2021-01-11,10.380000114440918
2021-01-12,10.45199966430664
2021-01-13,10.489999771118164
2021-01-14,10.470000267028809
2021-01-15,10.461999893188477
2021-01-19,10.359999656677246
2021-01-20,10.390000343322754
2021-01-21,10.550000190734863
2021-01-22,10.444999694824219
2021-01-25,10.380000114440918
2021-01-26,10.369999885559082
2021-01-27,10.350000381469727
2021-01-28,10.350000381469727
2021-01-29,10.380000114440918
2021-02-01,10.380000114440918
2021-02-02,10.40999984741211
2021-02-03,10.449999809265137
2021-02-04,10.414999961853027
2021-02-05,10.479999542236328
2021-02-08,10.40999984741211
2021-02-09,10.430000305175781
2021-02-10,10.649999618530273
2021-02-11,10.710000038146973
2021-02-12,10.680000305175781
2021-02-16,10.649999618530273
2021-02-17,10.600000381469727
2021-02-18,10.699999809265137
2021-02-19,10.579999923706055
2021-02-22,10.420000076293945
2021-02-23,10.40999984741211
2021-02-24,10.5600004196167
2021-02-25,10.510000228881836
2021-02-26,10.300000190734863
2021-03-01,10.270000457763672
2021-03-02,10.239999771118164
2021-03-03,10.25
2021-03-04,10.069999694824219
2021-03-05,10.029999732971191
2021-03-08,10.050000190734863
2021-03-09,10.010000228881836
2021-03-10,10.0
2021-03-11,10.010000228881836
2021-03-12,10.0
2021-03-15,10.0
2021-03-16,10.0
2021-03-17,10.029999732971191
2021-03-18,10.010000228881836
2021-03-19,9.989999771118164
2021-03-22,10.0
2021-03-23,9.989999771118164
2021-03-24,9.880000114440918
2021-03-25,9.880000114440918
2021-03-26,9.890000343322754
2021-03-29,9.90999984741211
2021-03-30,9.90999984741211
2021-03-31,9.90999984741211
2021-04-01,9.920000076293945
2021-04-05,9.9399995803833
2021-04-06,9.960000038146973
2021-04-07,10.0
2021-04-08,9.979999542236328
2021-04-09,10.0
2021-04-12,10.0
2021-04-13,9.949999809265137
2021-04-14,9.989999771118164
2021-04-15,9.989999771118164
2021-04-16,9.970000267028809
2021-04-19,9.949999809265137
2021-04-20,9.949999809265137
2021-04-21,9.989999771118164
2021-04-22,9.979999542236328
2021-04-23,10.0
2021-04-26,10.0
2021-04-27,9.9399995803833
2021-04-28,9.979999542236328
2021-04-29,9.960000038146973
2021-04-30,9.960000038146973
2021-05-03,10.0
2021-05-04,9.979999542236328
2021-05-05,9.960000038146973
2021-05-06,9.960000038146973
2021-05-07,10.0
2021-05-10,9.960000038146973
2021-05-11,9.9399995803833
2021-05-12,9.930000305175781
2021-05-13,9.949999809265137
2021-05-14,9.920000076293945
