,CYRX
2010-01-12,88.80000305175781
2010-01-13,98.4000015258789
2010-01-14,103.19999694824219
2010-01-15,110.4000015258789
2010-01-19,99.5999984741211
2010-01-20,114.0
2010-01-21,114.0
2010-01-22,96.0
2010-01-25,96.0
2010-01-26,96.0
2010-01-27,97.19999694824219
2010-01-28,96.0
2010-01-29,99.5999984741211
2010-02-01,102.0
2010-02-02,110.4000015258789
2010-02-03,102.0
2010-02-04,111.5999984741211
2010-02-05,111.5999984741211
2010-02-08,96.0
2010-02-09,87.95999908447266
2010-02-10,102.0
2010-02-11,111.0
2010-02-12,94.80000305175781
2010-02-16,89.27999877929688
2010-02-17,72.0
2010-02-18,66.0
2010-02-19,67.55999755859375
2010-02-22,61.20000076293945
2010-02-23,63.599998474121094
2010-02-24,60.0
2010-02-25,30.239999771118164
2010-02-26,31.799999237060547
2010-03-01,30.239999771118164
2010-03-02,27.0
2010-03-03,26.399999618530273
2010-03-04,27.1200008392334
2010-03-05,24.239999771118164
2010-03-08,25.200000762939453
2010-03-09,26.399999618530273
2010-03-10,24.0
2010-03-11,24.0
2010-03-12,24.0
2010-03-15,23.399999618530273
2010-03-16,24.0
2010-03-17,24.1200008392334
2010-03-18,24.1200008392334
2010-03-19,23.399999618530273
2010-03-22,23.520000457763672
2010-03-23,22.920000076293945
2010-03-24,22.920000076293945
2010-03-25,21.719999313354492
2010-03-26,19.799999237060547
2010-03-29,21.600000381469727
2010-03-30,22.799999237060547
2010-03-31,23.399999618530273
2010-04-01,24.0
2010-04-05,23.040000915527344
2010-04-06,23.639999389648438
2010-04-07,22.799999237060547
2010-04-08,22.200000762939453
2010-04-09,23.399999618530273
2010-04-12,23.399999618530273
2010-04-13,19.799999237060547
2010-04-14,19.799999237060547
2010-04-15,23.15999984741211
2010-04-16,22.799999237060547
2010-04-19,23.520000457763672
2010-04-20,24.0
2010-04-21,23.399999618530273
2010-04-22,23.8799991607666
2010-04-23,22.799999237060547
2010-04-26,22.31999969482422
2010-04-27,22.920000076293945
2010-04-28,21.84000015258789
2010-04-29,21.1200008392334
2010-04-30,21.600000381469727
2010-05-03,21.600000381469727
2010-05-04,21.600000381469727
2010-05-05,21.600000381469727
2010-05-06,20.399999618530273
2010-05-07,19.799999237060547
2010-05-10,19.31999969482422
2010-05-11,22.68000030517578
2010-05-12,22.799999237060547
2010-05-13,22.799999237060547
2010-05-14,21.719999313354492
2010-05-17,21.719999313354492
2010-05-18,22.799999237060547
2010-05-19,22.799999237060547
2010-05-20,21.719999313354492
2010-05-21,22.68000030517578
2010-05-24,21.600000381469727
2010-05-25,19.920000076293945
2010-05-26,20.399999618530273
2010-05-27,20.15999984741211
2010-05-28,20.399999618530273
2010-06-01,20.15999984741211
2010-06-02,16.799999237060547
2010-06-03,18.239999771118164
2010-06-04,18.0
2010-06-07,17.040000915527344
2010-06-08,16.799999237060547
2010-06-09,16.200000762939453
2010-06-10,17.399999618530273
2010-06-11,17.399999618530273
2010-06-14,18.0
2010-06-15,16.799999237060547
2010-06-16,17.399999618530273
2010-06-17,17.399999618530273
2010-06-18,16.440000534057617
2010-06-21,16.440000534057617
2010-06-22,16.440000534057617
2010-06-23,16.440000534057617
2010-06-24,16.200000762939453
2010-06-25,16.799999237060547
2010-06-28,16.200000762939453
2010-06-29,16.200000762939453
2010-06-30,15.720000267028809
2010-07-01,15.84000015258789
2010-07-02,15.84000015258789
2010-07-06,15.84000015258789
2010-07-07,16.200000762939453
2010-07-08,16.200000762939453
2010-07-09,16.200000762939453
2010-07-12,16.200000762939453
2010-07-13,15.960000038146973
2010-07-14,15.960000038146973
2010-07-15,12.119999885559082
2010-07-16,11.039999961853027
2010-07-19,13.800000190734863
2010-07-20,13.800000190734863
2010-07-21,10.920000076293945
2010-07-22,10.920000076293945
2010-07-23,10.920000076293945
2010-07-26,11.760000228881836
2010-07-27,12.359999656677246
2010-07-28,13.800000190734863
2010-07-29,16.079999923706055
2010-07-30,16.200000762939453
2010-08-02,16.799999237060547
2010-08-03,18.0
2010-08-04,16.440000534057617
2010-08-05,17.399999618530273
2010-08-06,17.399999618530273
2010-08-09,17.399999618530273
2010-08-10,9.0
2010-08-11,8.880000114440918
2010-08-12,8.15999984741211
2010-08-13,8.880000114440918
2010-08-16,8.640000343322754
2010-08-17,9.0
2010-08-18,10.199999809265137
2010-08-19,9.600000381469727
2010-08-20,8.640000343322754
2010-08-23,9.0
2010-08-24,8.399999618530273
2010-08-25,8.520000457763672
2010-08-26,8.279999732971191
2010-08-27,8.399999618530273
2010-08-30,9.0
2010-08-31,8.640000343322754
2010-09-01,8.399999618530273
2010-09-02,8.640000343322754
2010-09-03,9.239999771118164
2010-09-07,9.239999771118164
2010-09-08,9.479999542236328
2010-09-09,9.600000381469727
2010-09-10,9.359999656677246
2010-09-13,9.600000381469727
2010-09-14,8.399999618530273
2010-09-15,7.920000076293945
2010-09-16,8.399999618530273
2010-09-17,8.399999618530273
2010-09-20,8.399999618530273
2010-09-21,8.760000228881836
2010-09-22,9.0
2010-09-23,9.479999542236328
2010-09-24,9.600000381469727
2010-09-27,9.359999656677246
2010-09-28,9.0
2010-09-29,9.600000381469727
2010-09-30,9.119999885559082
2010-10-01,9.600000381469727
2010-10-04,9.600000381469727
2010-10-05,8.640000343322754
2010-10-06,8.039999961853027
2010-10-07,8.039999961853027
2010-10-08,8.15999984741211
2010-10-11,8.15999984741211
2010-10-12,9.0
2010-10-13,8.880000114440918
2010-10-14,9.239999771118164
2010-10-15,9.479999542236328
2010-10-18,9.0
2010-10-19,9.0
2010-10-20,8.880000114440918
2010-10-21,8.640000343322754
2010-10-22,8.880000114440918
2010-10-25,9.119999885559082
2010-10-26,9.0
2010-10-27,9.0
2010-10-28,8.640000343322754
2010-10-29,8.880000114440918
2010-11-01,8.880000114440918
2010-11-02,8.880000114440918
2010-11-03,8.880000114440918
2010-11-04,8.880000114440918
2010-11-05,8.760000228881836
2010-11-08,8.880000114440918
2010-11-09,9.0
2010-11-10,9.0
2010-11-11,8.640000343322754
2010-11-12,8.640000343322754
2010-11-15,8.640000343322754
2010-11-16,8.760000228881836
2010-11-17,8.520000457763672
2010-11-18,8.760000228881836
2010-11-19,8.760000228881836
2010-11-22,8.039999961853027
2010-11-23,8.399999618530273
2010-11-24,8.399999618530273
2010-11-26,8.039999961853027
2010-11-29,8.279999732971191
2010-11-30,8.039999961853027
2010-12-01,8.15999984741211
2010-12-02,8.15999984741211
2010-12-03,8.399999618530273
2010-12-06,8.279999732971191
2010-12-07,8.279999732971191
2010-12-08,7.800000190734863
2010-12-09,8.039999961853027
2010-12-10,7.320000171661377
2010-12-13,7.320000171661377
2010-12-14,7.800000190734863
2010-12-15,7.800000190734863
2010-12-16,8.399999618530273
2010-12-17,8.039999961853027
2010-12-20,7.199999809265137
2010-12-21,6.360000133514404
2010-12-22,6.239999771118164
2010-12-23,6.599999904632568
2010-12-27,7.199999809265137
2010-12-28,6.840000152587891
2010-12-29,7.199999809265137
2010-12-30,6.71999979019165
2010-12-31,7.199999809265137
2011-01-03,7.440000057220459
2011-01-04,7.559999942779541
2011-01-05,7.079999923706055
2011-01-06,6.119999885559082
2011-01-07,7.800000190734863
2011-01-10,9.600000381469727
2011-01-11,9.84000015258789
2011-01-12,9.84000015258789
2011-01-13,10.319999694824219
2011-01-14,10.800000190734863
2011-01-18,11.399999618530273
2011-01-19,13.4399995803833
2011-01-20,11.880000114440918
2011-01-21,12.479999542236328
2011-01-24,15.0
2011-01-25,14.760000228881836
2011-01-26,12.479999542236328
2011-01-27,12.600000381469727
2011-01-28,12.0
2011-01-31,12.0
2011-02-01,12.239999771118164
2011-02-02,11.399999618530273
2011-02-03,11.399999618530273
2011-02-04,11.399999618530273
2011-02-07,11.039999961853027
2011-02-08,10.920000076293945
2011-02-09,11.039999961853027
2011-02-10,11.039999961853027
2011-02-11,11.039999961853027
2011-02-14,11.039999961853027
2011-02-15,10.800000190734863
2011-02-16,10.800000190734863
2011-02-17,10.800000190734863
2011-02-18,14.279999732971191
2011-02-22,15.0
2011-02-23,13.800000190734863
2011-02-24,13.199999809265137
2011-02-25,14.399999618530273
2011-02-28,16.200000762939453
2011-03-01,15.600000381469727
2011-03-02,14.399999618530273
2011-03-03,15.600000381469727
2011-03-04,18.719999313354492
2011-03-07,19.31999969482422
2011-03-08,19.200000762939453
2011-03-09,20.280000686645508
2011-03-10,18.600000381469727
2011-03-11,18.600000381469727
2011-03-14,18.719999313354492
2011-03-15,16.799999237060547
2011-03-16,16.799999237060547
2011-03-17,16.200000762939453
2011-03-18,18.600000381469727
2011-03-21,16.200000762939453
2011-03-22,17.399999618530273
2011-03-23,16.920000076293945
2011-03-24,17.15999984741211
2011-03-25,16.799999237060547
2011-03-28,18.360000610351562
2011-03-29,17.8799991607666
2011-03-30,17.520000457763672
2011-03-31,16.799999237060547
2011-04-01,16.799999237060547
2011-04-04,18.0
2011-04-05,16.799999237060547
2011-04-06,15.960000038146973
2011-04-07,15.600000381469727
2011-04-08,15.479999542236328
2011-04-11,16.799999237060547
2011-04-12,15.239999771118164
2011-04-13,16.559999465942383
2011-04-14,16.559999465942383
2011-04-15,17.760000228881836
2011-04-18,17.399999618530273
2011-04-19,15.600000381469727
2011-04-20,17.040000915527344
2011-04-21,16.68000030517578
2011-04-25,16.200000762939453
2011-04-26,15.960000038146973
2011-04-27,16.079999923706055
2011-04-28,15.960000038146973
2011-04-29,11.640000343322754
2011-05-02,11.520000457763672
2011-05-03,11.039999961853027
2011-05-04,10.920000076293945
2011-05-05,11.039999961853027
2011-05-06,10.800000190734863
2011-05-09,10.800000190734863
2011-05-10,10.920000076293945
2011-05-11,11.039999961853027
2011-05-12,11.880000114440918
2011-05-13,11.880000114440918
2011-05-16,12.0
2011-05-17,11.880000114440918
2011-05-18,11.399999618530273
2011-05-19,10.800000190734863
2011-05-20,11.039999961853027
2011-05-23,11.15999984741211
2011-05-24,10.800000190734863
2011-05-25,11.15999984741211
2011-05-26,11.399999618530273
2011-05-27,10.800000190734863
2011-05-31,10.800000190734863
2011-06-01,10.800000190734863
2011-06-02,10.800000190734863
2011-06-03,10.800000190734863
2011-06-06,11.039999961853027
2011-06-07,10.800000190734863
2011-06-08,10.800000190734863
2011-06-09,10.920000076293945
2011-06-10,10.800000190734863
2011-06-13,10.680000305175781
2011-06-14,10.800000190734863
2011-06-15,11.279999732971191
2011-06-16,10.800000190734863
2011-06-17,10.800000190734863
2011-06-20,10.319999694824219
2011-06-21,11.039999961853027
2011-06-22,11.279999732971191
2011-06-23,11.15999984741211
2011-06-24,12.0
2011-06-27,13.4399995803833
2011-06-28,13.319999694824219
2011-06-29,13.800000190734863
2011-06-30,14.279999732971191
2011-07-01,14.399999618530273
2011-07-05,14.640000343322754
2011-07-06,15.0
2011-07-07,16.799999237060547
2011-07-08,18.600000381469727
2011-07-11,18.0
2011-07-12,16.799999237060547
2011-07-13,17.760000228881836
2011-07-14,17.399999618530273
2011-07-15,16.920000076293945
2011-07-18,17.040000915527344
2011-07-19,16.799999237060547
2011-07-20,16.200000762939453
2011-07-21,15.600000381469727
2011-07-22,17.399999618530273
2011-07-25,15.600000381469727
2011-07-26,16.200000762939453
2011-07-27,15.359999656677246
2011-07-28,15.0
2011-07-29,14.760000228881836
2011-08-01,15.0
2011-08-02,14.760000228881836
2011-08-03,14.640000343322754
2011-08-04,14.399999618530273
2011-08-05,14.039999961853027
2011-08-08,12.0
2011-08-09,13.079999923706055
2011-08-10,13.079999923706055
2011-08-11,13.079999923706055
2011-08-12,13.199999809265137
2011-08-15,12.720000267028809
2011-08-16,12.84000015258789
2011-08-17,12.600000381469727
2011-08-18,12.600000381469727
2011-08-19,12.359999656677246
2011-08-22,12.239999771118164
2011-08-23,12.600000381469727
2011-08-24,12.359999656677246
2011-08-25,12.239999771118164
2011-08-26,12.0
2011-08-29,12.600000381469727
2011-08-30,12.600000381469727
2011-08-31,13.199999809265137
2011-09-01,12.720000267028809
2011-09-02,13.079999923706055
2011-09-06,13.199999809265137
2011-09-07,13.800000190734863
2011-09-08,13.199999809265137
2011-09-09,12.600000381469727
2011-09-12,13.800000190734863
2011-09-13,14.279999732971191
2011-09-14,14.15999984741211
2011-09-15,15.479999542236328
2011-09-16,15.600000381469727
2011-09-19,16.799999237060547
2011-09-20,15.239999771118164
2011-09-21,14.520000457763672
2011-09-22,14.279999732971191
2011-09-23,14.640000343322754
2011-09-26,14.039999961853027
2011-09-27,13.800000190734863
2011-09-28,12.720000267028809
2011-09-29,13.800000190734863
2011-09-30,13.800000190734863
2011-10-03,12.0
2011-10-04,12.0
2011-10-05,13.199999809265137
2011-10-06,13.199999809265137
2011-10-07,13.680000305175781
2011-10-10,13.680000305175781
2011-10-11,13.199999809265137
2011-10-12,13.199999809265137
2011-10-13,12.720000267028809
2011-10-14,12.600000381469727
2011-10-17,11.520000457763672
2011-10-18,13.5600004196167
2011-10-19,13.319999694824219
2011-10-20,13.079999923706055
2011-10-21,12.960000038146973
2011-10-24,12.84000015258789
2011-10-25,12.960000038146973
2011-10-26,12.960000038146973
2011-10-27,13.079999923706055
2011-10-28,12.119999885559082
2011-10-31,12.479999542236328
2011-11-01,12.359999656677246
2011-11-02,12.960000038146973
2011-11-03,11.880000114440918
2011-11-04,11.880000114440918
2011-11-07,11.399999618530273
2011-11-08,11.15999984741211
2011-11-09,11.399999618530273
2011-11-10,10.920000076293945
2011-11-11,10.4399995803833
2011-11-14,11.039999961853027
2011-11-15,9.600000381469727
2011-11-16,10.199999809265137
2011-11-17,10.199999809265137
2011-11-18,10.680000305175781
2011-11-21,8.880000114440918
2011-11-22,9.84000015258789
2011-11-23,10.5600004196167
2011-11-25,10.079999923706055
2011-11-28,10.800000190734863
2011-11-29,9.720000267028809
2011-11-30,9.720000267028809
2011-12-01,10.079999923706055
2011-12-02,9.239999771118164
2011-12-05,9.239999771118164
2011-12-06,9.84000015258789
2011-12-07,9.600000381469727
2011-12-08,9.600000381469727
2011-12-09,9.84000015258789
2011-12-12,9.84000015258789
2011-12-13,9.84000015258789
2011-12-14,9.239999771118164
2011-12-15,9.479999542236328
2011-12-16,8.880000114440918
2011-12-19,8.520000457763672
2011-12-20,8.399999618530273
2011-12-21,8.520000457763672
2011-12-22,8.399999618530273
2011-12-23,9.0
2011-12-27,7.800000190734863
2011-12-28,9.0
2011-12-29,8.399999618530273
2011-12-30,8.15999984741211
2012-01-03,8.640000343322754
2012-01-04,8.640000343322754
2012-01-05,8.640000343322754
2012-01-06,9.0
2012-01-09,9.0
2012-01-10,9.239999771118164
2012-01-11,10.800000190734863
2012-01-12,10.199999809265137
2012-01-13,9.84000015258789
2012-01-17,9.84000015258789
2012-01-18,10.199999809265137
2012-01-19,9.600000381469727
2012-01-20,8.760000228881836
2012-01-23,8.760000228881836
2012-01-24,8.760000228881836
2012-01-25,8.640000343322754
2012-01-26,9.0
2012-01-27,8.880000114440918
2012-01-30,8.399999618530273
2012-01-31,8.880000114440918
2012-02-01,8.399999618530273
2012-02-02,8.640000343322754
2012-02-03,7.920000076293945
2012-02-06,8.640000343322754
2012-02-07,8.399999618530273
2012-02-08,8.760000228881836
2012-02-09,8.15999984741211
2012-02-10,8.15999984741211
2012-02-13,8.399999618530273
2012-02-14,8.520000457763672
2012-02-15,8.399999618530273
2012-02-16,8.399999618530273
2012-02-17,8.880000114440918
2012-02-21,8.399999618530273
2012-02-22,7.920000076293945
2012-02-23,9.239999771118164
2012-02-24,9.479999542236328
2012-02-27,9.359999656677246
2012-02-28,9.600000381469727
2012-02-29,9.0
2012-03-01,9.600000381469727
2012-03-02,9.119999885559082
2012-03-05,8.399999618530273
2012-03-06,8.399999618530273
2012-03-07,8.640000343322754
2012-03-08,8.640000343322754
2012-03-09,9.0
2012-03-12,8.399999618530273
2012-03-13,8.399999618530273
2012-03-14,8.399999618530273
2012-03-15,8.520000457763672
2012-03-16,8.399999618530273
2012-03-19,8.520000457763672
2012-03-20,8.520000457763672
2012-03-21,8.15999984741211
2012-03-22,8.279999732971191
2012-03-23,8.15999984741211
2012-03-26,7.800000190734863
2012-03-27,8.640000343322754
2012-03-28,8.399999618530273
2012-03-29,7.559999942779541
2012-03-30,7.679999828338623
2012-04-02,7.440000057220459
2012-04-03,7.800000190734863
2012-04-04,7.320000171661377
2012-04-05,7.800000190734863
2012-04-09,7.559999942779541
2012-04-10,7.320000171661377
2012-04-11,6.960000038146973
2012-04-12,6.599999904632568
2012-04-13,6.0
2012-04-16,6.239999771118164
2012-04-17,6.119999885559082
2012-04-18,5.159999847412109
2012-04-19,5.760000228881836
2012-04-20,5.159999847412109
2012-04-23,5.159999847412109
2012-04-24,5.159999847412109
2012-04-25,6.0
2012-04-26,6.0
2012-04-27,4.800000190734863
2012-04-30,5.400000095367432
2012-05-01,5.400000095367432
2012-05-02,5.400000095367432
2012-05-03,5.28000020980835
2012-05-04,4.559999942779541
2012-05-07,4.800000190734863
2012-05-08,4.920000076293945
2012-05-09,4.559999942779541
2012-05-10,4.559999942779541
2012-05-11,6.0
2012-05-14,4.920000076293945
2012-05-15,4.920000076293945
2012-05-16,5.400000095367432
2012-05-17,5.400000095367432
2012-05-18,6.960000038146973
2012-05-21,6.960000038146973
2012-05-22,6.119999885559082
2012-05-23,7.079999923706055
2012-05-24,6.599999904632568
2012-05-25,7.800000190734863
2012-05-29,6.119999885559082
2012-05-30,7.679999828338623
2012-05-31,6.480000019073486
2012-06-01,6.360000133514404
2012-06-04,5.760000228881836
2012-06-05,7.199999809265137
2012-06-06,7.199999809265137
2012-06-07,5.519999980926514
2012-06-08,6.0
2012-06-11,6.119999885559082
2012-06-12,6.119999885559082
2012-06-13,5.519999980926514
2012-06-14,5.159999847412109
2012-06-15,5.519999980926514
2012-06-18,6.0
2012-06-19,6.960000038146973
2012-06-20,6.0
2012-06-21,6.0
2012-06-22,6.0
2012-06-25,5.400000095367432
2012-06-26,5.039999961853027
2012-06-27,5.28000020980835
2012-06-28,5.28000020980835
2012-06-29,4.800000190734863
2012-07-02,4.800000190734863
2012-07-03,4.800000190734863
2012-07-05,4.800000190734863
2012-07-06,4.800000190734863
2012-07-09,4.800000190734863
2012-07-10,4.800000190734863
2012-07-11,4.800000190734863
2012-07-12,4.320000171661377
2012-07-13,4.320000171661377
2012-07-16,4.320000171661377
2012-07-17,4.199999809265137
2012-07-18,3.5999999046325684
2012-07-19,3.8399999141693115
2012-07-20,3.7200000286102295
2012-07-23,3.9600000381469727
2012-07-24,4.079999923706055
2012-07-25,3.9600000381469727
2012-07-26,4.079999923706055
2012-07-27,4.199999809265137
2012-07-30,4.440000057220459
2012-07-31,4.800000190734863
2012-08-01,4.800000190734863
2012-08-02,4.800000190734863
2012-08-03,5.159999847412109
2012-08-06,4.320000171661377
2012-08-07,4.320000171661377
2012-08-08,4.920000076293945
2012-08-09,4.199999809265137
2012-08-10,4.559999942779541
2012-08-13,3.8399999141693115
2012-08-14,3.8399999141693115
2012-08-15,3.9600000381469727
2012-08-16,3.9600000381469727
2012-08-17,3.9600000381469727
2012-08-20,3.9600000381469727
2012-08-21,4.199999809265137
2012-08-22,4.199999809265137
2012-08-23,4.800000190734863
2012-08-24,4.800000190734863
2012-08-27,5.400000095367432
2012-08-28,5.039999961853027
2012-08-29,4.440000057220459
2012-08-30,4.440000057220459
2012-08-31,4.199999809265137
2012-09-04,3.8399999141693115
2012-09-05,4.199999809265137
2012-09-06,3.9600000381469727
2012-09-07,3.9600000381469727
2012-09-10,3.4800000190734863
2012-09-11,3.5999999046325684
2012-09-12,3.4800000190734863
2012-09-13,3.5999999046325684
2012-09-14,2.640000104904175
2012-09-17,3.0
2012-09-18,3.0
2012-09-19,2.880000114440918
2012-09-20,2.759999990463257
2012-09-21,2.880000114440918
2012-09-24,2.640000104904175
2012-09-25,2.4000000953674316
2012-09-26,2.4000000953674316
2012-09-27,2.4000000953674316
2012-09-28,2.4000000953674316
2012-10-01,2.4000000953674316
2012-10-02,2.1600000858306885
2012-10-03,2.1600000858306885
2012-10-04,2.0399999618530273
2012-10-05,2.1600000858306885
2012-10-08,2.0399999618530273
2012-10-09,2.0399999618530273
2012-10-10,2.640000104904175
2012-10-11,2.1600000858306885
2012-10-12,2.2799999713897705
2012-10-15,2.1600000858306885
2012-10-16,2.0399999618530273
2012-10-17,2.1600000858306885
2012-10-18,2.2799999713897705
2012-10-19,2.2799999713897705
2012-10-22,2.2799999713897705
2012-10-23,2.880000114440918
2012-10-24,3.119999885559082
2012-10-25,3.359999895095825
2012-10-26,3.4800000190734863
2012-10-31,3.4800000190734863
2012-11-01,3.0
2012-11-02,2.640000104904175
2012-11-05,2.4000000953674316
2012-11-06,2.5199999809265137
2012-11-07,2.2799999713897705
2012-11-08,2.2799999713897705
2012-11-09,2.2799999713897705
2012-11-12,2.4000000953674316
2012-11-13,2.759999990463257
2012-11-14,2.640000104904175
2012-11-15,2.640000104904175
2012-11-16,2.759999990463257
2012-11-19,2.759999990463257
2012-11-20,2.640000104904175
2012-11-21,2.640000104904175
2012-11-23,2.1600000858306885
2012-11-26,2.640000104904175
2012-11-27,2.5199999809265137
2012-11-28,2.2799999713897705
2012-11-29,2.5199999809265137
2012-11-30,2.5199999809265137
2012-12-03,2.1600000858306885
2012-12-04,2.2799999713897705
2012-12-05,2.1600000858306885
2012-12-06,2.4000000953674316
2012-12-07,2.4000000953674316
2012-12-10,2.4000000953674316
2012-12-11,2.1600000858306885
2012-12-12,2.1600000858306885
2012-12-13,1.7999999523162842
2012-12-14,1.7999999523162842
2012-12-17,1.7999999523162842
2012-12-18,1.7999999523162842
2012-12-19,2.5199999809265137
2012-12-20,2.640000104904175
2012-12-21,2.4000000953674316
2012-12-24,2.640000104904175
2012-12-26,2.2799999713897705
2012-12-27,3.119999885559082
2012-12-28,3.9600000381469727
2012-12-31,4.559999942779541
2013-01-02,4.440000057220459
2013-01-03,3.9600000381469727
2013-01-04,4.199999809265137
2013-01-07,4.679999828338623
2013-01-08,5.159999847412109
2013-01-09,4.559999942779541
2013-01-10,4.920000076293945
2013-01-11,4.679999828338623
2013-01-14,5.400000095367432
2013-01-15,5.159999847412109
2013-01-16,5.760000228881836
2013-01-17,5.28000020980835
2013-01-18,6.0
2013-01-22,6.239999771118164
2013-01-23,6.360000133514404
2013-01-24,5.760000228881836
2013-01-25,6.360000133514404
2013-01-28,6.360000133514404
2013-01-29,5.880000114440918
2013-01-30,6.119999885559082
2013-01-31,6.0
2013-02-01,6.239999771118164
2013-02-04,6.71999979019165
2013-02-05,6.71999979019165
2013-02-06,6.840000152587891
2013-02-07,6.599999904632568
2013-02-08,6.599999904632568
2013-02-11,6.360000133514404
2013-02-12,6.119999885559082
2013-02-13,6.0
2013-02-14,6.0
2013-02-15,5.519999980926514
2013-02-19,5.28000020980835
2013-02-20,5.28000020980835
2013-02-21,4.920000076293945
2013-02-22,4.800000190734863
2013-02-25,4.920000076293945
2013-02-26,4.800000190734863
2013-02-27,5.039999961853027
2013-02-28,5.159999847412109
2013-03-01,4.800000190734863
2013-03-04,4.920000076293945
2013-03-05,5.159999847412109
2013-03-06,5.159999847412109
2013-03-07,5.159999847412109
2013-03-08,5.159999847412109
2013-03-11,5.159999847412109
2013-03-12,4.920000076293945
2013-03-13,4.800000190734863
2013-03-14,4.920000076293945
2013-03-15,6.480000019073486
2013-03-18,6.119999885559082
2013-03-19,6.480000019073486
2013-03-20,6.599999904632568
2013-03-21,6.71999979019165
2013-03-22,6.480000019073486
2013-03-25,6.599999904632568
2013-03-26,6.71999979019165
2013-03-27,6.599999904632568
2013-03-28,6.239999771118164
2013-04-01,6.360000133514404
2013-04-02,6.71999979019165
2013-04-03,6.239999771118164
2013-04-04,6.239999771118164
2013-04-05,6.239999771118164
2013-04-08,6.0
2013-04-09,6.0
2013-04-10,6.0
2013-04-11,6.0
2013-04-12,6.0
2013-04-15,6.0
2013-04-16,6.0
2013-04-17,6.0
2013-04-18,6.0
2013-04-19,6.0
2013-04-22,6.0
2013-04-23,5.639999866485596
2013-04-24,6.0
2013-04-25,5.760000228881836
2013-04-26,5.760000228881836
2013-04-29,5.760000228881836
2013-04-30,5.760000228881836
2013-05-01,5.400000095367432
2013-05-02,5.760000228881836
2013-05-03,5.880000114440918
2013-05-06,6.0
2013-05-07,6.0
2013-05-08,5.880000114440918
2013-05-09,5.760000228881836
2013-05-10,5.760000228881836
2013-05-13,5.639999866485596
2013-05-14,5.760000228881836
2013-05-15,5.760000228881836
2013-05-16,5.519999980926514
2013-05-17,5.639999866485596
2013-05-20,5.519999980926514
2013-05-21,5.400000095367432
2013-05-22,5.159999847412109
2013-05-23,4.199999809265137
2013-05-24,4.199999809265137
2013-05-28,4.079999923706055
2013-05-29,3.9600000381469727
2013-05-30,3.240000009536743
2013-05-31,3.7200000286102295
2013-06-03,3.7200000286102295
2013-06-04,3.7200000286102295
2013-06-05,3.359999895095825
2013-06-06,3.8399999141693115
2013-06-07,3.5999999046325684
2013-06-10,3.5999999046325684
2013-06-11,3.359999895095825
2013-06-12,3.5999999046325684
2013-06-13,3.5999999046325684
2013-06-14,3.119999885559082
2013-06-17,2.880000114440918
2013-06-18,2.4000000953674316
2013-06-19,2.2799999713897705
2013-06-20,1.9199999570846558
2013-06-21,2.2799999713897705
2013-06-24,2.2799999713897705
2013-06-25,2.759999990463257
2013-06-26,3.0
2013-06-27,3.0
2013-06-28,3.240000009536743
2013-07-01,3.0
2013-07-02,2.880000114440918
2013-07-03,2.880000114440918
2013-07-05,2.759999990463257
2013-07-08,2.880000114440918
2013-07-09,2.759999990463257
2013-07-10,2.759999990463257
2013-07-11,2.759999990463257
2013-07-12,3.0
2013-07-15,3.0
2013-07-16,3.0
2013-07-17,3.0
2013-07-18,2.880000114440918
2013-07-19,3.119999885559082
2013-07-22,3.0
2013-07-23,3.5999999046325684
2013-07-24,3.9600000381469727
2013-07-25,3.9600000381469727
2013-07-26,3.0
2013-07-29,3.5999999046325684
2013-07-30,3.5999999046325684
2013-07-31,3.5999999046325684
2013-08-01,3.359999895095825
2013-08-02,3.4800000190734863
2013-08-05,3.359999895095825
2013-08-06,3.359999895095825
2013-08-07,3.359999895095825
2013-08-08,3.359999895095825
2013-08-09,3.359999895095825
2013-08-12,3.240000009536743
2013-08-13,3.0
2013-08-14,2.880000114440918
2013-08-15,3.359999895095825
2013-08-16,3.5999999046325684
2013-08-19,3.8399999141693115
2013-08-20,3.5999999046325684
2013-08-21,3.5999999046325684
2013-08-22,3.8399999141693115
2013-08-23,3.8399999141693115
2013-08-26,3.9600000381469727
2013-08-27,4.199999809265137
2013-08-28,4.440000057220459
2013-08-29,4.800000190734863
2013-08-30,5.039999961853027
2013-09-03,4.559999942779541
2013-09-04,4.440000057220459
2013-09-05,4.199999809265137
2013-09-06,4.559999942779541
2013-09-09,5.039999961853027
2013-09-10,4.920000076293945
2013-09-11,4.800000190734863
2013-09-12,4.800000190734863
2013-09-13,4.800000190734863
2013-09-16,5.880000114440918
2013-09-17,6.239999771118164
2013-09-18,5.760000228881836
2013-09-19,6.119999885559082
2013-09-20,6.0
2013-09-23,5.639999866485596
2013-09-24,6.0
2013-09-25,6.0
2013-09-26,5.880000114440918
2013-09-27,5.519999980926514
2013-09-30,6.0
2013-10-01,5.760000228881836
2013-10-02,6.0
2013-10-03,6.0
2013-10-04,5.880000114440918
2013-10-07,5.400000095367432
2013-10-08,5.28000020980835
2013-10-09,5.28000020980835
2013-10-10,5.159999847412109
2013-10-11,5.519999980926514
2013-10-14,5.400000095367432
2013-10-15,5.28000020980835
2013-10-16,5.880000114440918
2013-10-17,5.760000228881836
2013-10-18,5.639999866485596
2013-10-21,5.159999847412109
2013-10-22,5.28000020980835
2013-10-23,5.28000020980835
2013-10-24,5.039999961853027
