,EFOI
2012-01-31,10.0
2012-02-01,10.5
2012-02-02,10.5
2012-02-03,10.5
2012-02-06,11.0
2012-02-07,11.0
2012-02-08,12.5
2012-02-09,13.5
2012-02-10,13.0
2012-02-13,12.5
2012-02-14,12.5
2012-02-15,15.0
2012-02-16,20.0
2012-02-17,20.0
2012-02-21,24.0
2012-02-22,25.5
2012-02-23,30.0
2012-02-24,27.0
2012-02-27,28.0
2012-02-28,28.0
2012-02-29,25.0
2012-03-01,21.5
2012-03-02,21.5
2012-03-05,18.0
2012-03-06,21.0
2012-03-07,20.0
2012-03-08,20.0
2012-03-09,20.0
2012-03-12,19.0
2012-03-13,20.0
2012-03-14,19.0
2012-03-15,18.5
2012-03-16,17.5
2012-03-19,20.0
2012-03-20,17.5
2012-03-21,17.5
2012-03-22,19.0
2012-03-23,19.5
2012-03-26,20.0
2012-03-27,20.0
2012-03-28,20.0
2012-03-29,22.0
2012-03-30,21.0
2012-04-02,18.0
2012-04-03,17.5
2012-04-04,17.5
2012-04-05,17.5
2012-04-09,17.0
2012-04-10,17.0
2012-04-11,17.5
2012-04-12,19.0
2012-04-13,19.0
2012-04-16,18.5
2012-04-17,18.0
2012-04-18,18.0
2012-04-19,19.5
2012-04-20,19.5
2012-04-23,20.0
2012-04-24,20.0
2012-04-25,19.5
2012-04-26,18.5
2012-04-27,18.0
2012-04-30,18.5
2012-05-01,18.5
2012-05-02,18.5
2012-05-03,19.5
2012-05-04,19.0
2012-05-07,17.5
2012-05-08,17.5
2012-05-09,20.0
2012-05-10,18.5
2012-05-11,18.5
2012-05-14,19.0
2012-05-15,17.0
2012-05-16,19.0
2012-05-17,17.5
2012-05-18,17.5
2012-05-21,18.5
2012-05-22,18.5
2012-05-23,18.0
2012-05-24,18.0
2012-05-25,18.0
2012-05-29,18.0
2012-05-30,16.5
2012-05-31,16.5
2012-06-01,17.5
2012-06-04,14.5
2012-06-05,16.0
2012-06-06,16.0
2012-06-07,14.0
2012-06-08,14.0
2012-06-11,14.0
2012-06-12,13.5
2012-06-13,13.0
2012-06-14,14.5
2012-06-15,13.0
2012-06-18,12.0
2012-06-19,12.0
2012-06-20,12.0
2012-06-21,12.0
2012-06-22,12.0
2012-06-25,12.5
2012-06-26,12.0
2012-06-27,12.0
2012-06-28,12.0
2012-06-29,12.0
2012-07-02,12.0
2012-07-03,12.0
2012-07-05,12.0
2012-07-06,12.5
2012-07-09,12.0
2012-07-10,12.0
2012-07-11,13.0
2012-07-12,13.0
2012-07-13,13.5
2012-07-16,13.5
2012-07-17,12.0
2012-07-18,13.5
2012-07-19,14.5
2012-07-20,14.5
2012-07-23,13.0
2012-07-24,13.0
2012-07-25,13.0
2012-07-26,13.0
2012-07-27,13.0
2012-07-30,13.0
2012-07-31,13.0
2012-08-01,12.5
2012-08-02,12.0
2012-08-03,12.5
2012-08-06,13.0
2012-08-07,13.5
2012-08-08,13.5
2012-08-09,12.5
2012-08-10,12.5
2012-08-13,12.5
2012-08-14,12.5
2012-08-15,14.0
2012-08-16,14.0
2012-08-17,12.5
2012-08-20,13.0
2012-08-21,12.5
2012-08-22,12.5
2012-08-23,12.5
2012-08-24,12.5
2012-08-27,12.5
2012-08-28,12.5
2012-08-29,12.5
2012-08-30,12.5
2012-08-31,12.5
2012-09-04,12.5
2012-09-05,12.5
2012-09-06,12.5
2012-09-07,12.5
2012-09-10,12.5
2012-09-11,13.5
2012-09-12,12.5
2012-09-13,12.5
2012-09-14,12.0
2012-09-17,12.0
2012-09-18,11.5
2012-09-19,11.5
2012-09-20,12.5
2012-09-21,12.5
2012-09-24,11.5
2012-09-25,11.5
2012-09-26,13.5
2012-09-27,11.5
2012-09-28,12.0
2012-10-01,12.0
2012-10-02,13.5
2012-10-03,11.5
2012-10-04,12.0
2012-10-05,11.5
2012-10-08,11.5
2012-10-09,12.0
2012-10-10,12.0
2012-10-11,12.0
2012-10-12,10.5
2012-10-15,12.5
2012-10-16,11.0
2012-10-17,12.5
2012-10-18,12.0
2012-10-19,11.5
2012-10-22,10.5
2012-10-23,11.0
2012-10-24,11.0
2012-10-25,11.5
2012-10-26,12.0
2012-10-31,10.0
2012-11-01,11.5
2012-11-02,10.5
2012-11-05,9.5
2012-11-06,9.0
2012-11-07,10.0
2012-11-08,12.0
2012-11-09,11.0
2012-11-12,10.0
2012-11-13,10.5
2012-11-14,11.5
2012-11-15,11.5
2012-11-16,12.0
2012-11-19,11.5
2012-11-20,11.5
2012-11-21,12.0
2012-11-23,10.0
2012-11-26,11.5
2012-11-27,10.5
2012-11-28,10.5
2012-11-29,10.5
2012-11-30,10.5
2012-12-03,10.0
2012-12-04,10.0
2012-12-05,10.0
2012-12-06,10.0
2012-12-07,10.0
2012-12-10,10.5
2012-12-11,10.0
2012-12-12,10.0
2012-12-13,10.0
2012-12-14,10.5
2012-12-17,9.5
2012-12-18,9.5
2012-12-19,9.5
2012-12-20,9.5
2012-12-21,9.5
2012-12-24,9.0
2012-12-26,9.5
2012-12-27,9.0
2012-12-28,8.5
2012-12-31,8.0
2013-01-02,9.5
2013-01-03,9.5
2013-01-04,8.5
2013-01-07,10.0
2013-01-08,9.5
2013-01-09,10.0
2013-01-10,10.0
2013-01-11,10.0
2013-01-14,10.0
2013-01-15,11.0
2013-01-16,11.0
2013-01-17,10.0
2013-01-18,10.0
2013-01-22,10.0
2013-01-23,11.0
2013-01-24,9.0
2013-01-25,9.5
2013-01-28,9.5
2013-01-29,11.0
2013-01-30,11.0
2013-01-31,9.0
2013-02-01,9.5
2013-02-04,9.0
2013-02-05,9.5
2013-02-06,9.0
2013-02-07,9.0
2013-02-08,9.0
2013-02-11,9.5
2013-02-12,10.0
2013-02-13,10.0
2013-02-14,9.5
2013-02-15,9.5
2013-02-19,10.5
2013-02-20,10.5
2013-02-21,11.0
2013-02-22,11.5
2013-02-25,11.5
2013-02-26,11.5
2013-02-27,11.5
2013-02-28,11.5
2013-03-01,11.5
2013-03-04,11.5
2013-03-05,10.0
2013-03-06,10.0
2013-03-07,10.0
2013-03-08,10.5
2013-03-11,10.5
2013-03-12,10.5
2013-03-13,10.5
2013-03-14,10.0
2013-03-15,10.5
2013-03-18,10.5
2013-03-19,10.0
2013-03-20,9.5
2013-03-21,10.0
2013-03-22,11.5
2013-03-25,10.0
2013-03-26,10.5
2013-03-27,10.5
2013-03-28,10.0
2013-04-01,10.0
2013-04-02,10.0
2013-04-03,9.5
2013-04-04,9.5
2013-04-05,9.5
2013-04-08,9.5
2013-04-09,9.5
2013-04-10,10.0
2013-04-11,9.5
2013-04-12,10.0
2013-04-15,9.5
2013-04-16,9.5
2013-04-17,9.5
2013-04-18,9.5
2013-04-19,9.5
2013-04-22,10.0
2013-04-23,9.5
2013-04-24,9.5
2013-04-25,10.5
2013-04-26,9.5
2013-04-29,11.0
2013-04-30,11.5
2013-05-01,11.0
2013-05-02,14.5
2013-05-03,14.5
2013-05-06,14.0
2013-05-07,13.0
2013-05-08,14.5
2013-05-09,13.0
2013-05-10,15.0
2013-05-13,14.5
2013-05-14,15.0
2013-05-15,17.5
2013-05-16,17.0
2013-05-17,16.5
2013-05-20,18.0
2013-05-21,19.0
2013-05-22,24.5
2013-05-23,23.5
2013-05-24,25.0
2013-05-28,23.0
2013-05-29,21.0
2013-05-30,21.0
2013-05-31,19.0
2013-06-03,19.5
2013-06-04,18.5
2013-06-05,19.5
2013-06-06,20.5
2013-06-07,20.5
2013-06-10,22.0
2013-06-11,19.0
2013-06-12,20.0
2013-06-13,21.0
2013-06-14,21.0
2013-06-17,20.0
2013-06-18,19.0
2013-06-19,20.5
2013-06-20,18.0
2013-06-21,18.0
2013-06-24,18.0
2013-06-25,19.0
2013-06-26,18.5
2013-06-27,20.0
2013-06-28,20.5
2013-07-01,19.0
2013-07-02,18.5
2013-07-03,19.5
2013-07-05,20.0
2013-07-08,20.0
2013-07-09,20.0
2013-07-10,20.0
2013-07-11,20.0
2013-07-12,20.5
2013-07-15,22.5
2013-07-16,20.5
2013-07-17,19.0
2013-07-18,22.5
2013-07-19,20.5
2013-07-22,20.0
2013-07-23,21.0
2013-07-24,20.5
2013-07-25,20.5
2013-07-26,20.0
2013-07-29,20.0
2013-07-30,20.0
2013-07-31,19.0
2013-08-01,19.0
2013-08-02,20.5
2013-08-05,20.5
2013-08-06,21.0
2013-08-07,19.5
2013-08-08,20.0
2013-08-09,19.0
2013-08-12,21.0
2013-08-13,21.0
2013-08-14,20.0
2013-08-15,21.0
2013-08-16,20.0
2013-08-19,19.5
2013-08-20,19.5
2013-08-21,20.0
2013-08-22,18.0
2013-08-23,18.5
2013-08-26,19.0
2013-08-27,18.5
2013-08-28,19.0
2013-08-29,18.0
2013-08-30,17.0
2013-09-03,16.0
2013-09-04,17.5
2013-09-05,17.0
2013-09-06,17.5
2013-09-09,19.5
2013-09-10,17.0
2013-09-11,18.0
2013-09-12,19.0
2013-09-13,19.0
2013-09-16,18.5
2013-09-17,18.5
2013-09-18,19.0
2013-09-19,18.5
2013-09-20,18.5
2013-09-23,19.0
2013-09-24,20.0
2013-09-25,20.5
2013-09-26,20.0
2013-09-27,22.5
2013-09-30,21.0
2013-10-01,25.0
2013-10-02,29.5
2013-10-03,32.5
2013-10-04,27.0
2013-10-07,29.0
2013-10-08,29.0
2013-10-09,32.0
2013-10-10,39.0
2013-10-11,41.0
2013-10-14,40.0
2013-10-15,41.0
2013-10-16,40.0
2013-10-17,39.0
2013-10-18,39.5
2013-10-21,39.5
2013-10-22,41.5
2013-10-23,40.0
2013-10-24,40.0
2013-10-25,38.5
2013-10-28,38.5
2013-10-29,37.5
2013-10-30,38.0
2013-10-31,38.5
2013-11-01,38.5
2013-11-04,36.0
2013-11-05,35.0
2013-11-06,33.5
2013-11-07,33.5
2013-11-08,35.0
2013-11-11,35.0
2013-11-12,36.0
2013-11-13,38.0
2013-11-14,32.5
2013-11-15,34.5
2013-11-18,30.0
2013-11-19,30.0
2013-11-20,28.5
2013-11-21,28.5
2013-11-22,29.5
2013-11-25,32.5
2013-11-26,31.0
2013-11-27,31.5
2013-11-29,31.5
2013-12-02,28.5
2013-12-03,27.0
2013-12-04,26.5
2013-12-05,26.0
2013-12-06,25.5
2013-12-09,23.5
2013-12-10,25.0
2013-12-11,25.0
2013-12-12,27.0
2013-12-13,27.5
2013-12-16,25.0
2013-12-17,25.0
2013-12-18,24.0
2013-12-19,22.5
2013-12-20,24.5
2013-12-23,21.5
2013-12-24,22.5
2013-12-26,23.5
2013-12-27,22.5
2013-12-30,22.5
2013-12-31,23.5
2014-01-02,22.5
2014-01-03,22.0
2014-01-06,22.5
2014-01-07,25.0
2014-01-08,25.0
2014-01-09,23.0
2014-01-10,23.0
2014-01-13,23.5
2014-01-14,20.5
2014-01-15,20.0
2014-01-16,21.0
2014-01-17,23.5
2014-01-21,22.0
2014-01-22,22.5
2014-01-23,21.5
2014-01-24,21.0
2014-01-27,20.0
2014-01-28,20.5
2014-01-29,22.0
2014-01-30,22.0
2014-01-31,20.0
2014-02-03,22.0
2014-02-04,22.0
2014-02-05,26.5
2014-02-06,28.5
2014-02-07,32.0
2014-02-10,32.0
2014-02-11,32.5
2014-02-12,31.5
2014-02-13,31.0
2014-02-14,29.0
2014-02-18,28.0
2014-02-19,25.5
2014-02-20,27.5
2014-02-21,25.0
2014-02-24,25.0
2014-02-25,23.5
2014-02-26,25.5
2014-02-27,29.0
2014-02-28,29.0
2014-03-03,28.5
2014-03-04,29.5
2014-03-05,27.0
2014-03-06,25.0
2014-03-07,27.0
2014-03-10,25.0
2014-03-11,25.5
2014-03-12,29.0
2014-03-13,27.5
2014-03-14,26.0
2014-03-17,27.0
2014-03-18,28.5
2014-03-19,27.5
2014-03-20,31.0
2014-03-21,30.0
2014-03-24,33.0
2014-03-25,32.0
2014-03-26,37.0
2014-03-27,34.5
2014-03-28,31.5
2014-03-31,33.0
2014-04-01,35.0
2014-04-02,36.0
2014-04-03,35.5
2014-04-04,35.5
2014-04-07,33.0
2014-04-08,33.5
2014-04-09,33.5
2014-04-10,32.0
2014-04-11,31.5
2014-04-14,32.5
2014-04-15,28.0
2014-04-16,29.0
2014-04-17,29.5
2014-04-21,28.5
2014-04-22,31.0
2014-04-23,35.0
2014-04-24,32.0
2014-04-25,33.5
2014-04-28,33.0
2014-04-29,34.0
2014-04-30,34.0
2014-05-01,31.0
2014-05-02,35.0
2014-05-05,33.0
2014-05-06,31.5
2014-05-07,33.0
2014-05-08,31.0
2014-05-09,32.5
2014-05-12,32.0
2014-05-13,32.5
2014-05-14,32.0
2014-05-15,31.5
2014-05-16,31.5
2014-05-19,30.0
2014-05-20,30.0
2014-05-21,29.5
2014-05-22,29.5
2014-05-23,28.5
2014-05-27,28.5
2014-05-28,27.5
2014-05-29,29.5
2014-05-30,28.5
2014-06-02,28.5
2014-06-03,28.5
2014-06-04,28.5
2014-06-05,30.0
2014-06-06,32.0
2014-06-09,29.5
2014-06-10,31.5
2014-06-11,29.5
2014-06-12,30.0
2014-06-13,29.0
2014-06-16,28.5
2014-06-17,27.5
2014-06-18,29.5
2014-06-19,28.5
2014-06-20,27.5
2014-06-23,28.5
2014-06-24,29.5
2014-06-25,28.5
2014-06-26,28.0
2014-06-27,28.5
2014-06-30,28.0
2014-07-01,28.5
2014-07-02,28.5
2014-07-03,28.0
2014-07-07,27.5
2014-07-08,27.5
2014-07-09,27.5
2014-07-10,27.5
2014-07-11,28.0
2014-07-14,27.5
2014-07-15,27.5
2014-07-16,27.5
2014-07-17,27.0
2014-07-18,27.0
2014-07-21,24.5
2014-07-22,24.75
2014-07-23,25.0
2014-07-24,25.25
2014-07-25,25.25
2014-07-28,25.0
2014-07-29,22.450000762939453
2014-07-30,24.950000762939453
2014-07-31,25.0
2014-08-01,24.75
2014-08-04,26.5
2014-08-05,24.799999237060547
2014-08-06,22.5
2014-08-07,21.25
2014-08-08,23.25
2014-08-11,23.0
2014-08-12,23.5
2014-08-13,23.0
2014-08-14,22.75
2014-08-15,22.799999237060547
2014-08-18,22.649999618530273
2014-08-19,22.450000762939453
2014-08-20,22.0
2014-08-21,22.0
2014-08-22,22.0
2014-08-25,22.049999237060547
2014-08-26,22.75
2014-08-27,22.5
2014-08-28,23.0
2014-08-29,23.399999618530273
2014-09-02,25.350000381469727
2014-09-03,25.850000381469727
2014-09-04,26.149999618530273
2014-09-05,26.649999618530273
2014-09-08,28.399999618530273
2014-09-09,30.0
2014-09-10,29.25
2014-09-11,41.29999923706055
2014-09-12,36.20000076293945
2014-09-15,33.54999923706055
2014-09-16,33.400001525878906
2014-09-17,31.799999237060547
2014-09-18,33.0
2014-09-19,31.200000762939453
2014-09-22,28.549999237060547
2014-09-23,27.149999618530273
2014-09-24,27.75
2014-09-25,27.5
2014-09-26,27.299999237060547
2014-09-29,26.0
2014-09-30,29.100000381469727
2014-10-01,29.0
2014-10-02,29.75
2014-10-03,30.25
2014-10-06,29.549999237060547
2014-10-07,34.54999923706055
2014-10-08,32.5
2014-10-09,30.200000762939453
2014-10-10,30.950000762939453
2014-10-13,30.049999237060547
2014-10-14,30.350000381469727
2014-10-15,31.950000762939453
2014-10-16,31.049999237060547
2014-10-17,30.600000381469727
2014-10-20,32.04999923706055
2014-10-21,31.200000762939453
2014-10-22,31.850000381469727
2014-10-23,30.149999618530273
2014-10-24,30.5
2014-10-27,29.049999237060547
2014-10-28,30.75
2014-10-29,29.75
2014-10-30,30.549999237060547
2014-10-31,30.200000762939453
2014-11-03,31.75
2014-11-04,29.75
2014-11-05,31.399999618530273
2014-11-06,30.899999618530273
2014-11-07,32.95000076293945
2014-11-10,32.900001525878906
2014-11-11,32.5
2014-11-12,32.0
2014-11-13,30.899999618530273
2014-11-14,29.100000381469727
2014-11-17,25.799999237060547
2014-11-18,25.950000762939453
2014-11-19,25.149999618530273
2014-11-20,27.149999618530273
2014-11-21,26.299999237060547
2014-11-24,27.25
2014-11-25,27.399999618530273
2014-11-26,26.549999237060547
2014-11-28,26.700000762939453
2014-12-01,24.850000381469727
2014-12-02,27.100000381469727
2014-12-03,25.700000762939453
2014-12-04,26.0
2014-12-05,26.899999618530273
2014-12-08,24.5
2014-12-09,28.149999618530273
2014-12-10,27.700000762939453
2014-12-11,27.450000762939453
2014-12-12,28.5
2014-12-15,28.5
2014-12-16,26.0
2014-12-17,25.75
2014-12-18,25.950000762939453
2014-12-19,24.299999237060547
2014-12-22,25.5
2014-12-23,25.450000762939453
2014-12-24,25.5
2014-12-26,25.600000381469727
2014-12-29,24.649999618530273
2014-12-30,25.0
2014-12-31,24.649999618530273
2015-01-02,24.75
2015-01-05,23.950000762939453
2015-01-06,24.5
2015-01-07,23.950000762939453
2015-01-08,23.649999618530273
2015-01-09,22.600000381469727
2015-01-12,22.100000381469727
2015-01-13,21.75
2015-01-14,21.299999237060547
2015-01-15,21.950000762939453
2015-01-16,22.049999237060547
2015-01-20,22.299999237060547
2015-01-21,21.450000762939453
2015-01-22,21.799999237060547
2015-01-23,22.350000381469727
2015-01-26,23.5
2015-01-27,22.350000381469727
2015-01-28,22.649999618530273
2015-01-29,22.200000762939453
2015-01-30,22.0
2015-02-02,22.299999237060547
2015-02-03,22.5
2015-02-04,21.850000381469727
2015-02-05,22.350000381469727
2015-02-06,21.100000381469727
2015-02-09,21.799999237060547
2015-02-10,21.25
2015-02-11,20.649999618530273
2015-02-12,20.799999237060547
2015-02-13,23.0
2015-02-17,23.350000381469727
2015-02-18,23.399999618530273
2015-02-19,24.5
2015-02-20,23.399999618530273
2015-02-23,22.450000762939453
2015-02-24,22.200000762939453
2015-02-25,22.0
2015-02-26,21.75
2015-02-27,22.399999618530273
2015-03-02,23.200000762939453
2015-03-03,23.0
2015-03-04,23.450000762939453
2015-03-05,24.299999237060547
2015-03-06,25.25
2015-03-09,26.850000381469727
2015-03-10,27.5
2015-03-11,27.049999237060547
2015-03-12,25.700000762939453
2015-03-13,26.350000381469727
2015-03-16,27.350000381469727
2015-03-17,26.0
2015-03-18,26.799999237060547
2015-03-19,25.75
2015-03-20,25.649999618530273
2015-03-23,25.350000381469727
2015-03-24,25.850000381469727
2015-03-25,26.049999237060547
2015-03-26,26.100000381469727
2015-03-27,25.200000762939453
2015-03-30,24.950000762939453
2015-03-31,24.100000381469727
2015-04-01,25.049999237060547
2015-04-02,25.5
2015-04-06,25.200000762939453
2015-04-07,25.049999237060547
2015-04-08,25.299999237060547
2015-04-09,25.950000762939453
2015-04-10,25.5
2015-04-13,25.0
2015-04-14,25.649999618530273
2015-04-15,26.450000762939453
2015-04-16,25.950000762939453
2015-04-17,26.450000762939453
2015-04-20,25.75
2015-04-21,25.200000762939453
2015-04-22,25.899999618530273
2015-04-23,25.299999237060547
2015-04-24,24.850000381469727
2015-04-27,24.450000762939453
2015-04-28,26.600000381469727
2015-04-29,26.700000762939453
2015-04-30,25.549999237060547
2015-05-01,27.200000762939453
2015-05-04,27.950000762939453
2015-05-05,31.350000381469727
2015-05-06,29.0
2015-05-07,32.75
2015-05-08,33.400001525878906
2015-05-11,31.75
2015-05-12,31.950000762939453
2015-05-13,31.700000762939453
2015-05-14,31.899999618530273
2015-05-15,30.5
2015-05-18,31.5
2015-05-19,30.200000762939453
2015-05-20,30.0
2015-05-21,31.5
2015-05-22,31.0
2015-05-26,31.899999618530273
2015-05-27,33.0
2015-05-28,32.5
2015-05-29,32.150001525878906
2015-06-01,34.849998474121094
2015-06-02,33.54999923706055
2015-06-03,35.25
2015-06-04,35.45000076293945
2015-06-05,35.54999923706055
2015-06-08,35.599998474121094
2015-06-09,34.25
2015-06-10,34.650001525878906
2015-06-11,34.900001525878906
2015-06-12,35.04999923706055
2015-06-15,35.400001525878906
2015-06-16,36.20000076293945
2015-06-17,37.099998474121094
2015-06-18,36.75
2015-06-19,36.75
2015-06-22,36.79999923706055
2015-06-23,36.349998474121094
2015-06-24,38.099998474121094
2015-06-25,41.20000076293945
2015-06-26,43.75
2015-06-29,40.25
2015-06-30,43.70000076293945
2015-07-01,49.849998474121094
2015-07-02,51.150001525878906
2015-07-06,52.54999923706055
2015-07-07,53.70000076293945
2015-07-08,48.900001525878906
2015-07-09,50.04999923706055
2015-07-10,48.75
2015-07-13,50.04999923706055
2015-07-14,52.849998474121094
2015-07-15,52.79999923706055
2015-07-16,55.45000076293945
2015-07-17,57.5
2015-07-20,53.5
2015-07-21,54.599998474121094
2015-07-22,49.849998474121094
2015-07-23,51.79999923706055
2015-07-24,50.5
2015-07-27,46.20000076293945
2015-07-28,44.04999923706055
2015-07-29,48.70000076293945
2015-07-30,48.25
2015-07-31,47.54999923706055
2015-08-03,46.29999923706055
2015-08-04,46.900001525878906
2015-08-05,66.94999694824219
2015-08-06,69.5999984741211
2015-08-07,70.75
2015-08-10,69.69999694824219
2015-08-11,67.25
2015-08-12,66.44999694824219
2015-08-13,68.55000305175781
2015-08-14,95.9000015258789
2015-08-17,81.75
2015-08-18,76.55000305175781
2015-08-19,83.6500015258789
2015-08-20,85.6500015258789
2015-08-21,79.0
2015-08-24,78.6500015258789
2015-08-25,83.75
2015-08-26,93.0
2015-08-27,97.8499984741211
2015-08-28,110.0
2015-08-31,109.5
2015-09-01,111.80000305175781
2015-09-02,123.9000015258789
2015-09-03,119.44999694824219
2015-09-04,128.85000610351562
2015-09-08,133.25
2015-09-09,139.1999969482422
2015-09-10,115.0
2015-09-11,82.1500015258789
2015-09-14,82.05000305175781
2015-09-15,69.69999694824219
2015-09-16,79.69999694824219
2015-09-17,75.4000015258789
2015-09-18,73.0999984741211
2015-09-21,66.0
2015-09-22,67.30000305175781
2015-09-23,59.849998474121094
2015-09-24,56.650001525878906
2015-09-25,57.75
2015-09-28,56.04999923706055
2015-09-29,54.20000076293945
2015-09-30,59.04999923706055
2015-10-01,59.650001525878906
2015-10-02,58.54999923706055
2015-10-05,66.19999694824219
2015-10-06,62.79999923706055
2015-10-07,66.5
2015-10-08,68.75
2015-10-09,70.4000015258789
2015-10-12,70.55000305175781
2015-10-13,68.1500015258789
2015-10-14,69.94999694824219
2015-10-15,67.5999984741211
2015-10-16,71.25
2015-10-19,71.5
2015-10-20,72.6500015258789
2015-10-21,70.30000305175781
2015-10-22,75.44999694824219
2015-10-23,79.25
2015-10-26,79.55000305175781
2015-10-27,76.55000305175781
2015-10-28,81.5
2015-10-29,79.5
2015-10-30,81.0
2015-11-02,81.05000305175781
2015-11-03,73.0
2015-11-04,100.0
2015-11-05,78.05000305175781
2015-11-06,81.44999694824219
2015-11-09,80.44999694824219
2015-11-10,77.0
2015-11-11,70.5
2015-11-12,66.5999984741211
2015-11-13,73.69999694824219
2015-11-16,73.55000305175781
2015-11-17,70.44999694824219
2015-11-18,73.80000305175781
2015-11-19,72.5999984741211
2015-11-20,73.3499984741211
2015-11-23,75.0999984741211
2015-11-24,79.94999694824219
2015-11-25,78.0
2015-11-27,77.1500015258789
2015-11-30,80.05000305175781
2015-12-01,78.9000015258789
2015-12-02,78.0
2015-12-03,74.44999694824219
2015-12-04,75.1500015258789
2015-12-07,66.8499984741211
2015-12-08,69.4000015258789
2015-12-09,64.6500015258789
2015-12-10,69.25
2015-12-11,64.94999694824219
2015-12-14,68.8499984741211
2015-12-15,71.80000305175781
2015-12-16,72.3499984741211
2015-12-17,71.8499984741211
2015-12-18,72.30000305175781
2015-12-21,69.5
2015-12-22,69.94999694824219
2015-12-23,70.0999984741211
2015-12-24,73.5
2015-12-28,70.19999694824219
2015-12-29,69.4000015258789
2015-12-30,70.05000305175781
2015-12-31,68.75
2016-01-04,66.75
2016-01-05,66.5
2016-01-06,65.55000305175781
2016-01-07,60.5
2016-01-08,64.25
2016-01-11,63.04999923706055
2016-01-12,61.95000076293945
2016-01-13,57.5
2016-01-14,53.099998474121094
2016-01-15,53.95000076293945
2016-01-19,50.25
2016-01-20,48.0
2016-01-21,51.20000076293945
2016-01-22,53.349998474121094
2016-01-25,51.099998474121094
2016-01-26,51.29999923706055
2016-01-27,52.29999923706055
2016-01-28,49.349998474121094
2016-01-29,53.5
2016-02-01,55.70000076293945
2016-02-02,52.79999923706055
2016-02-03,51.45000076293945
2016-02-04,51.75
2016-02-05,46.79999923706055
2016-02-08,43.900001525878906
2016-02-09,39.900001525878906
2016-02-10,40.0
2016-02-11,40.70000076293945
2016-02-12,40.95000076293945
2016-02-16,45.70000076293945
2016-02-17,44.95000076293945
2016-02-18,44.349998474121094
2016-02-19,44.04999923706055
2016-02-22,47.400001525878906
2016-02-23,52.099998474121094
2016-02-24,58.20000076293945
2016-02-25,60.900001525878906
2016-02-26,65.19999694824219
2016-02-29,63.70000076293945
2016-03-01,64.9000015258789
2016-03-02,64.1500015258789
2016-03-03,66.25
2016-03-04,66.05000305175781
2016-03-07,66.44999694824219
2016-03-08,65.44999694824219
2016-03-09,66.0
2016-03-10,39.0
2016-03-11,39.75
2016-03-14,38.5
2016-03-15,37.45000076293945
2016-03-16,33.849998474121094
2016-03-17,39.349998474121094
2016-03-18,36.0
2016-03-21,37.54999923706055
2016-03-22,37.599998474121094
2016-03-23,37.0
2016-03-24,35.95000076293945
2016-03-28,35.650001525878906
2016-03-29,36.400001525878906
2016-03-30,35.849998474121094
2016-03-31,37.150001525878906
2016-04-01,36.5
2016-04-04,37.29999923706055
2016-04-05,37.70000076293945
2016-04-06,38.849998474121094
2016-04-07,37.849998474121094
2016-04-08,38.20000076293945
2016-04-11,38.70000076293945
2016-04-12,37.900001525878906
2016-04-13,38.25
2016-04-14,39.75
2016-04-15,40.599998474121094
2016-04-18,41.70000076293945
2016-04-19,40.45000076293945
2016-04-20,39.29999923706055
2016-04-21,39.5
2016-04-22,39.79999923706055
2016-04-25,40.45000076293945
2016-04-26,39.5
2016-04-27,38.79999923706055
2016-04-28,39.20000076293945
2016-04-29,39.0
2016-05-02,39.29999923706055
2016-05-03,38.70000076293945
2016-05-04,38.5
2016-05-05,35.25
2016-05-06,33.54999923706055
2016-05-09,31.649999618530273
2016-05-10,29.950000762939453
2016-05-11,32.150001525878906
2016-05-12,32.099998474121094
2016-05-13,32.900001525878906
2016-05-16,33.150001525878906
2016-05-17,30.700000762939453
2016-05-18,30.600000381469727
2016-05-19,29.649999618530273
2016-05-20,30.850000381469727
2016-05-23,30.950000762939453
2016-05-24,32.099998474121094
2016-05-25,31.850000381469727
2016-05-26,32.0
2016-05-27,31.049999237060547
2016-05-31,31.399999618530273
2016-06-01,30.700000762939453
2016-06-02,30.850000381469727
2016-06-03,30.299999237060547
2016-06-06,30.350000381469727
2016-06-07,29.850000381469727
2016-06-08,30.399999618530273
2016-06-09,30.0
2016-06-10,29.5
2016-06-13,28.950000762939453
2016-06-14,28.100000381469727
2016-06-15,28.299999237060547
2016-06-16,29.700000762939453
2016-06-17,28.700000762939453
2016-06-20,31.700000762939453
2016-06-21,30.299999237060547
2016-06-22,29.600000381469727
2016-06-23,30.5
2016-06-24,29.600000381469727
2016-06-27,28.399999618530273
2016-06-28,29.899999618530273
2016-06-29,30.25
2016-06-30,31.200000762939453
2016-07-01,30.700000762939453
2016-07-05,30.100000381469727
2016-07-06,29.200000762939453
2016-07-07,28.899999618530273
2016-07-08,28.649999618530273
2016-07-11,28.549999237060547
2016-07-12,28.299999237060547
2016-07-13,27.700000762939453
2016-07-14,28.649999618530273
2016-07-15,27.950000762939453
2016-07-18,28.0
2016-07-19,27.649999618530273
2016-07-20,27.450000762939453
2016-07-21,27.25
2016-07-22,28.0
2016-07-25,28.5
2016-07-26,29.299999237060547
2016-07-27,29.200000762939453
2016-07-28,29.75
2016-07-29,30.5
2016-08-01,28.799999237060547
2016-08-02,28.549999237060547
2016-08-03,28.950000762939453
2016-08-04,30.100000381469727
2016-08-05,30.049999237060547
2016-08-08,31.0
2016-08-09,29.75
2016-08-10,29.299999237060547
