,DISH
2000-01-26,45.03125
2000-01-27,45.1875
2000-01-28,42.09375
2000-01-31,40.71875
2000-02-01,43.25
2000-02-02,43.15625
2000-02-03,42.625
2000-02-04,41.21875
2000-02-07,43.59375
2000-02-08,46.125
2000-02-09,45.125
2000-02-10,46.59375
2000-02-11,44.6875
2000-02-14,44.75
2000-02-15,44.5625
2000-02-16,45.71875
2000-02-17,47.5
2000-02-18,47.0625
2000-02-22,50.0
2000-02-23,60.40625
2000-02-24,57.0625
2000-02-25,54.75
2000-02-28,55.875
2000-02-29,57.0
2000-03-01,57.46875
2000-03-02,56.1875
2000-03-03,60.71875
2000-03-06,58.09375
2000-03-07,60.75
2000-03-08,63.6875
2000-03-09,65.15625
2000-03-10,69.0
2000-03-13,64.1875
2000-03-14,62.0234375
2000-03-15,58.75
2000-03-16,61.875
2000-03-17,60.53125
2000-03-20,60.125
2000-03-21,60.0625
2000-03-22,62.59375
2000-03-23,72.8125
2000-03-24,76.125
2000-03-27,76.9375
2000-03-28,72.0
2000-03-29,70.4375
2000-03-30,69.125
2000-03-31,79.0
2000-04-03,74.1875
2000-04-04,68.375
2000-04-05,63.6875
2000-04-06,68.4375
2000-04-07,72.875
2000-04-10,63.875
2000-04-11,60.8125
2000-04-12,50.9375
2000-04-13,52.9375
2000-04-14,42.8125
2000-04-17,51.375
2000-04-18,57.8125
2000-04-19,52.4375
2000-04-20,49.4375
2000-04-24,50.9375
2000-04-25,58.375
2000-04-26,57.4375
2000-04-27,61.625
2000-04-28,63.6875
2000-05-01,62.125
2000-05-02,57.625
2000-05-03,55.625
2000-05-04,54.1875
2000-05-05,54.125
2000-05-08,52.25
2000-05-09,49.125
2000-05-10,43.5
2000-05-11,48.5
2000-05-12,45.375
2000-05-15,49.25
2000-05-16,49.75
2000-05-17,46.625
2000-05-18,46.0625
2000-05-19,42.3125
2000-05-22,46.5
2000-05-23,41.9375
2000-05-24,38.6875
2000-05-25,36.125
2000-05-26,38.6875
2000-05-30,43.4375
2000-05-31,39.9375
2000-06-01,40.0
2000-06-02,47.0
2000-06-05,42.4375
2000-06-06,38.1875
2000-06-07,37.0
2000-06-08,38.125
2000-06-09,38.375
2000-06-12,34.625
2000-06-13,35.0
2000-06-14,37.6875
2000-06-15,35.9375
2000-06-16,35.0625
2000-06-19,40.4375
2000-06-20,39.6875
2000-06-21,41.75
2000-06-22,38.0
2000-06-23,38.125
2000-06-26,36.5625
2000-06-27,33.625
2000-06-28,31.1875
2000-06-29,33.5625
2000-06-30,33.109375
2000-07-03,32.9375
2000-07-05,31.625
2000-07-06,35.9375
2000-07-07,36.6875
2000-07-10,36.875
2000-07-11,38.625
2000-07-12,41.625
2000-07-13,40.6875
2000-07-14,44.1875
2000-07-17,43.5
2000-07-18,41.625
2000-07-19,41.5
2000-07-20,44.625
2000-07-21,44.9375
2000-07-24,42.0625
2000-07-25,43.25
2000-07-26,40.9375
2000-07-27,39.0
2000-07-28,36.75
2000-07-31,39.4375
2000-08-01,41.125
2000-08-02,42.0
2000-08-03,42.25
2000-08-04,40.5625
2000-08-07,40.375
2000-08-08,40.625
2000-08-09,40.0
2000-08-10,39.0
2000-08-11,38.5625
2000-08-14,38.0625
2000-08-15,38.75
2000-08-16,38.0625
2000-08-17,40.5
2000-08-18,40.625
2000-08-21,41.15625
2000-08-22,43.9375
2000-08-23,44.75
2000-08-24,44.6875
2000-08-25,45.125
2000-08-28,44.4375
2000-08-29,44.0
2000-08-30,45.875
2000-08-31,48.75
2000-09-01,53.0625
2000-09-05,51.875
2000-09-06,50.25
2000-09-07,49.5
2000-09-08,47.25
2000-09-11,44.625
2000-09-12,44.9375
2000-09-13,48.4375
2000-09-14,46.3125
2000-09-15,45.4375
2000-09-18,45.6875
2000-09-19,48.1875
2000-09-20,46.375
2000-09-21,48.375
2000-09-22,51.375
2000-09-25,50.375
2000-09-26,51.375
2000-09-27,51.6875
2000-09-28,53.421875
2000-09-29,52.75
2000-10-02,54.125
2000-10-03,50.609375
2000-10-04,49.9375
2000-10-05,46.9375
2000-10-06,44.3125
2000-10-09,43.9375
2000-10-10,41.25
2000-10-11,38.625
2000-10-12,36.375
2000-10-13,39.0625
2000-10-16,42.0
2000-10-17,41.625
2000-10-18,40.1875
2000-10-19,42.1875
2000-10-20,44.0625
2000-10-23,44.828125
2000-10-24,42.9375
2000-10-25,41.5625
2000-10-26,45.125
2000-10-27,45.5625
2000-10-30,45.0
2000-10-31,45.25
2000-11-01,47.1875
2000-11-02,47.0
2000-11-03,45.0
2000-11-06,43.9375
2000-11-07,44.1875
2000-11-08,42.75
2000-11-09,42.25
2000-11-10,37.9375
2000-11-13,40.1875
2000-11-14,36.125
2000-11-15,34.6875
2000-11-16,34.25
2000-11-17,33.9375
2000-11-20,32.6875
2000-11-21,31.9375
2000-11-22,32.75
2000-11-24,34.9375
2000-11-27,33.4375
2000-11-28,29.84375
2000-11-29,27.484375
2000-11-30,29.1875
2000-12-01,26.5625
2000-12-04,27.625
2000-12-05,29.0
2000-12-06,25.75
2000-12-07,23.875
2000-12-08,25.8125
2000-12-11,27.0625
2000-12-12,24.4375
2000-12-13,25.0625
2000-12-14,23.5
2000-12-15,25.0
2000-12-18,25.125
2000-12-19,24.0
2000-12-20,22.75
2000-12-21,22.8125
2000-12-22,25.75
2000-12-26,25.125
2000-12-27,24.0625
2000-12-28,23.75
2000-12-29,22.75
2001-01-02,21.8125
2001-01-03,27.1875
2001-01-04,26.0
2001-01-05,24.0
2001-01-08,23.375
2001-01-09,24.3125
2001-01-10,25.9375
2001-01-11,28.875
2001-01-12,29.375
2001-01-16,32.0625
2001-01-17,32.9375
2001-01-18,32.6875
2001-01-19,32.5625
2001-01-22,32.75
2001-01-23,33.75
2001-01-24,34.0
2001-01-25,30.875
2001-01-26,30.875
2001-01-29,32.1875
2001-01-30,32.0
2001-01-31,30.875
2001-02-01,30.125
2001-02-02,28.1875
2001-02-05,29.5625
2001-02-06,30.5625
2001-02-07,29.1875
2001-02-08,30.0625
2001-02-09,29.0
2001-02-12,28.75
2001-02-13,29.3125
2001-02-14,28.8125
2001-02-15,28.5
2001-02-16,26.796875
2001-02-20,26.625
2001-02-21,27.0
2001-02-22,26.625
2001-02-23,27.5
2001-02-26,28.5625
2001-02-27,27.625
2001-02-28,26.125
2001-03-01,26.625
2001-03-02,26.9375
2001-03-05,27.375
2001-03-06,29.875
2001-03-07,29.8125
2001-03-08,30.125
2001-03-09,28.25
2001-03-12,26.5
2001-03-13,27.875
2001-03-14,28.0625
2001-03-15,26.625
2001-03-16,26.5
2001-03-19,28.25
2001-03-20,27.5625
2001-03-21,27.9375
2001-03-22,27.6875
2001-03-23,27.375
2001-03-26,28.0625
2001-03-27,29.5
2001-03-28,27.9375
2001-03-29,27.9375
2001-03-30,27.6875
2001-04-02,28.5625
2001-04-03,26.4375
2001-04-04,25.8125
2001-04-05,28.375
2001-04-06,26.6875
2001-04-09,28.25
2001-04-10,30.270000457763672
2001-04-11,30.809999465942383
2001-04-12,29.059999465942383
2001-04-16,29.5
2001-04-17,30.450000762939453
2001-04-18,31.799999237060547
2001-04-19,31.799999237060547
2001-04-20,31.18000030517578
2001-04-23,29.950000762939453
2001-04-24,28.93000030517578
2001-04-25,31.049999237060547
2001-04-26,30.979999542236328
2001-04-27,30.520000457763672
2001-04-30,29.959999084472656
2001-05-01,31.0
2001-05-02,32.29999923706055
2001-05-03,36.93000030517578
2001-05-04,38.5099983215332
2001-05-07,38.029998779296875
2001-05-08,36.79999923706055
2001-05-09,37.029998779296875
2001-05-10,37.02000045776367
2001-05-11,34.70000076293945
2001-05-14,34.779998779296875
2001-05-15,34.29999923706055
2001-05-16,35.86000061035156
2001-05-17,36.88999938964844
2001-05-18,35.54999923706055
2001-05-21,36.58000183105469
2001-05-22,35.279998779296875
2001-05-23,34.029998779296875
2001-05-24,33.29999923706055
2001-05-25,34.02000045776367
2001-05-29,32.31999969482422
2001-05-30,31.600000381469727
2001-05-31,30.59000015258789
2001-06-01,31.649999618530273
2001-06-04,31.100000381469727
2001-06-05,30.600000381469727
2001-06-06,29.479999542236328
2001-06-07,30.5
2001-06-08,31.200000762939453
2001-06-11,29.670000076293945
2001-06-12,28.209999084472656
2001-06-13,27.790000915527344
2001-06-14,26.649999618530273
2001-06-15,27.450000762939453
2001-06-18,25.829999923706055
2001-06-19,26.959999084472656
2001-06-20,28.780000686645508
2001-06-21,29.040000915527344
2001-06-22,28.389999389648438
2001-06-25,28.459999084472656
2001-06-26,28.899999618530273
2001-06-27,29.010000228881836
2001-06-28,30.100000381469727
2001-06-29,32.41999816894531
2001-07-02,29.489999771118164
2001-07-03,29.309999465942383
2001-07-05,29.84000015258789
2001-07-06,28.700000762939453
2001-07-09,28.200000762939453
2001-07-10,27.799999237060547
2001-07-11,28.760000228881836
2001-07-12,30.100000381469727
2001-07-13,29.3799991607666
2001-07-16,29.68000030517578
2001-07-17,30.010000228881836
2001-07-18,29.969999313354492
2001-07-19,28.979999542236328
2001-07-20,29.110000610351562
2001-07-23,28.229999542236328
2001-07-24,26.489999771118164
2001-07-25,26.8700008392334
2001-07-26,26.43000030517578
2001-07-27,28.360000610351562
2001-07-30,27.899999618530273
2001-07-31,29.75
2001-08-01,30.09000015258789
2001-08-02,30.360000610351562
2001-08-03,30.440000534057617
2001-08-06,28.790000915527344
2001-08-07,29.040000915527344
2001-08-08,29.34000015258789
2001-08-09,29.09000015258789
2001-08-10,28.739999771118164
2001-08-13,29.1200008392334
2001-08-14,28.450000762939453
2001-08-15,27.549999237060547
2001-08-16,27.329999923706055
2001-08-17,27.09000015258789
2001-08-20,27.989999771118164
2001-08-21,27.1200008392334
2001-08-22,27.940000534057617
2001-08-23,27.719999313354492
2001-08-24,28.93000030517578
2001-08-27,29.440000534057617
2001-08-28,28.709999084472656
2001-08-29,28.5
2001-08-30,27.790000915527344
2001-08-31,28.15999984741211
2001-09-04,27.579999923706055
2001-09-05,25.600000381469727
2001-09-06,23.950000762939453
2001-09-07,23.770000457763672
2001-09-10,24.729999542236328
2001-09-17,22.139999389648438
2001-09-18,20.84000015258789
2001-09-19,20.469999313354492
2001-09-20,20.799999237060547
2001-09-21,21.920000076293945
2001-09-24,23.100000381469727
2001-09-25,21.479999542236328
2001-09-26,21.329999923706055
2001-09-27,21.93000030517578
2001-09-28,23.270000457763672
2001-10-01,22.1299991607666
2001-10-02,23.020000457763672
2001-10-03,24.0
2001-10-04,23.790000915527344
2001-10-05,23.889999389648438
2001-10-08,23.149999618530273
2001-10-09,23.450000762939453
2001-10-10,24.43000030517578
2001-10-11,25.049999237060547
2001-10-12,25.049999237060547
2001-10-15,25.530000686645508
2001-10-16,26.56999969482422
2001-10-17,25.1299991607666
2001-10-18,25.110000610351562
2001-10-19,25.5
2001-10-22,26.139999389648438
2001-10-23,26.06999969482422
2001-10-24,25.149999618530273
2001-10-25,26.399999618530273
2001-10-26,25.260000228881836
2001-10-29,24.079999923706055
2001-10-30,23.139999389648438
2001-10-31,23.190000534057617
2001-11-01,22.920000076293945
2001-11-02,22.780000686645508
2001-11-05,23.450000762939453
2001-11-06,24.3799991607666
2001-11-07,24.530000686645508
2001-11-08,24.600000381469727
2001-11-09,25.260000228881836
2001-11-12,25.309999465942383
2001-11-13,25.719999313354492
2001-11-14,25.670000076293945
2001-11-15,25.729999542236328
2001-11-16,25.829999923706055
2001-11-19,25.739999771118164
2001-11-20,24.8799991607666
2001-11-21,24.979999542236328
2001-11-23,25.010000228881836
2001-11-26,25.889999389648438
2001-11-27,25.93000030517578
2001-11-28,25.700000762939453
2001-11-29,26.030000686645508
2001-11-30,26.469999313354492
2001-12-03,25.8799991607666
2001-12-04,26.459999084472656
2001-12-05,26.729999542236328
2001-12-06,26.739999771118164
2001-12-07,26.270000457763672
2001-12-10,25.84000015258789
2001-12-11,25.959999084472656
2001-12-12,26.600000381469727
2001-12-13,25.899999618530273
2001-12-14,25.920000076293945
2001-12-17,26.0
2001-12-18,26.549999237060547
2001-12-19,26.3700008392334
2001-12-20,26.469999313354492
2001-12-21,26.690000534057617
2001-12-24,26.760000228881836
2001-12-26,26.920000076293945
2001-12-27,27.020000457763672
2001-12-28,27.299999237060547
2001-12-31,27.469999313354492
2002-01-02,28.75
2002-01-03,28.489999771118164
2002-01-04,28.59000015258789
2002-01-07,28.920000076293945
2002-01-08,29.3700008392334
2002-01-09,29.049999237060547
2002-01-10,29.34000015258789
2002-01-11,29.450000762939453
2002-01-14,28.440000534057617
2002-01-15,28.440000534057617
2002-01-16,27.600000381469727
2002-01-17,27.479999542236328
2002-01-18,26.790000915527344
2002-01-22,26.579999923706055
2002-01-23,27.329999923706055
2002-01-24,27.5
2002-01-25,28.0
2002-01-28,28.170000076293945
2002-01-29,27.229999542236328
2002-01-30,26.989999771118164
2002-01-31,27.299999237060547
2002-02-01,26.989999771118164
2002-02-04,25.690000534057617
2002-02-05,25.0
2002-02-06,25.010000228881836
2002-02-07,25.09000015258789
2002-02-08,25.6299991607666
2002-02-11,25.899999618530273
2002-02-12,25.3799991607666
2002-02-13,25.149999618530273
2002-02-14,24.190000534057617
2002-02-15,23.06999969482422
2002-02-19,22.34000015258789
2002-02-20,22.700000762939453
2002-02-21,23.030000686645508
2002-02-22,22.899999618530273
2002-02-25,22.700000762939453
2002-02-26,24.299999237060547
2002-02-27,23.600000381469727
2002-02-28,26.1200008392334
2002-03-01,27.0
2002-03-04,27.790000915527344
2002-03-05,26.809999465942383
2002-03-06,27.40999984741211
2002-03-07,26.139999389648438
2002-03-08,26.770000457763672
2002-03-11,27.600000381469727
2002-03-12,27.260000228881836
2002-03-13,27.450000762939453
2002-03-14,27.549999237060547
2002-03-15,27.90999984741211
2002-03-18,28.450000762939453
2002-03-19,28.1299991607666
2002-03-20,27.760000228881836
2002-03-21,28.59000015258789
2002-03-22,28.6200008392334
2002-03-25,28.350000381469727
2002-03-26,28.549999237060547
2002-03-27,28.440000534057617
2002-03-28,28.31999969482422
2002-04-01,28.31999969482422
2002-04-02,26.809999465942383
2002-04-03,27.219999313354492
2002-04-04,27.729999542236328
2002-04-05,27.709999084472656
2002-04-08,27.690000534057617
2002-04-09,27.540000915527344
2002-04-10,27.700000762939453
2002-04-11,27.350000381469727
2002-04-12,28.110000610351562
2002-04-15,27.530000686645508
2002-04-16,29.350000381469727
2002-04-17,29.280000686645508
2002-04-18,28.420000076293945
2002-04-19,28.3700008392334
2002-04-22,27.709999084472656
2002-04-23,28.31999969482422
2002-04-24,28.049999237060547
2002-04-25,27.420000076293945
2002-04-26,27.149999618530273
2002-04-29,26.520000457763672
2002-04-30,27.200000762939453
2002-05-01,27.610000610351562
2002-05-02,26.260000228881836
2002-05-03,24.84000015258789
2002-05-06,24.579999923706055
2002-05-07,25.5
2002-05-08,25.860000610351562
2002-05-09,24.540000915527344
2002-05-10,24.079999923706055
2002-05-13,24.389999389648438
2002-05-14,24.59000015258789
2002-05-15,24.3700008392334
2002-05-16,24.639999389648438
2002-05-17,24.520000457763672
2002-05-20,24.6299991607666
2002-05-21,24.549999237060547
2002-05-22,24.75
2002-05-23,25.360000610351562
2002-05-24,24.829999923706055
2002-05-28,24.899999618530273
2002-05-29,25.100000381469727
2002-05-30,25.520000457763672
2002-05-31,25.190000534057617
2002-06-03,24.510000228881836
2002-06-04,24.450000762939453
2002-06-05,24.09000015258789
2002-06-06,23.719999313354492
2002-06-07,24.0
2002-06-10,23.059999465942383
2002-06-11,22.5
2002-06-12,21.969999313354492
2002-06-13,22.34000015258789
2002-06-14,22.68000030517578
2002-06-17,22.260000228881836
2002-06-18,22.1299991607666
2002-06-19,21.549999237060547
2002-06-20,19.579999923706055
2002-06-21,18.940000534057617
2002-06-24,18.8700008392334
2002-06-25,18.75
2002-06-26,16.989999771118164
2002-06-27,17.260000228881836
2002-06-28,18.559999465942383
2002-07-01,16.540000915527344
2002-07-02,16.510000228881836
2002-07-03,16.040000915527344
2002-07-05,18.15999984741211
2002-07-08,17.3700008392334
2002-07-09,17.100000381469727
2002-07-10,16.81999969482422
2002-07-11,17.559999465942383
2002-07-12,17.5
2002-07-15,17.0
2002-07-16,16.790000915527344
2002-07-17,17.56999969482422
2002-07-18,16.90999984741211
2002-07-19,16.270000457763672
2002-07-22,16.0
2002-07-23,14.59000015258789
2002-07-24,15.699999809265137
2002-07-25,14.880000114440918
2002-07-26,15.09000015258789
2002-07-29,16.15999984741211
2002-07-30,16.190000534057617
2002-07-31,16.309999465942383
2002-08-01,14.859999656677246
2002-08-02,15.1899995803833
2002-08-05,14.15999984741211
2002-08-06,15.649999618530273
2002-08-07,15.699999809265137
2002-08-08,15.460000038146973
2002-08-09,15.930000305175781
2002-08-12,15.850000381469727
2002-08-13,15.779999732971191
2002-08-14,15.359999656677246
2002-08-15,17.0
2002-08-16,18.40999984741211
2002-08-19,19.149999618530273
2002-08-20,18.600000381469727
2002-08-21,18.920000076293945
2002-08-22,19.360000610351562
2002-08-23,18.520000457763672
2002-08-26,18.850000381469727
2002-08-27,18.299999237060547
2002-08-28,17.540000915527344
2002-08-29,17.850000381469727
2002-08-30,17.799999237060547
2002-09-03,17.219999313354492
2002-09-04,17.850000381469727
2002-09-05,17.170000076293945
2002-09-06,17.5
2002-09-09,17.75
2002-09-10,18.049999237060547
2002-09-11,18.25
2002-09-12,17.770000457763672
2002-09-13,17.34000015258789
2002-09-16,17.149999618530273
2002-09-17,17.280000686645508
2002-09-18,17.399999618530273
2002-09-19,17.280000686645508
2002-09-20,17.510000228881836
2002-09-23,17.399999618530273
2002-09-24,16.040000915527344
2002-09-25,17.34000015258789
2002-09-26,17.469999313354492
2002-09-27,17.709999084472656
2002-09-30,17.299999237060547
2002-10-01,17.239999771118164
2002-10-02,17.010000228881836
2002-10-03,17.0
2002-10-04,16.950000762939453
2002-10-07,17.020000457763672
2002-10-08,17.209999084472656
2002-10-09,17.010000228881836
2002-10-10,16.969999313354492
2002-10-11,17.280000686645508
2002-10-14,16.889999389648438
2002-10-15,17.200000762939453
2002-10-16,16.959999084472656
2002-10-17,17.1200008392334
2002-10-18,16.940000534057617
2002-10-21,17.0
2002-10-22,17.1299991607666
2002-10-23,18.950000762939453
2002-10-24,19.06999969482422
2002-10-25,20.25
2002-10-28,19.799999237060547
2002-10-29,19.989999771118164
2002-10-30,19.81999969482422
2002-10-31,20.389999389648438
2002-11-01,19.739999771118164
2002-11-04,20.450000762939453
2002-11-05,20.739999771118164
2002-11-06,21.049999237060547
2002-11-07,20.399999618530273
2002-11-08,20.0
2002-11-11,19.489999771118164
2002-11-12,20.0
2002-11-13,20.100000381469727
2002-11-14,19.010000228881836
2002-11-15,19.200000762939453
2002-11-18,18.889999389648438
2002-11-19,18.579999923706055
2002-11-20,18.850000381469727
2002-11-21,19.479999542236328
2002-11-22,19.809999465942383
2002-11-25,19.90999984741211
2002-11-26,19.549999237060547
2002-11-27,20.15999984741211
2002-11-29,20.40999984741211
2002-12-02,20.670000076293945
2002-12-03,19.899999618530273
2002-12-04,19.75
2002-12-05,19.649999618530273
2002-12-06,19.610000610351562
2002-12-09,19.049999237060547
2002-12-10,21.09000015258789
2002-12-11,21.719999313354492
2002-12-12,21.420000076293945
2002-12-13,20.25
2002-12-16,21.139999389648438
2002-12-17,21.799999237060547
2002-12-18,22.790000915527344
2002-12-19,22.719999313354492
2002-12-20,22.200000762939453
2002-12-23,23.09000015258789
2002-12-24,22.549999237060547
2002-12-26,22.520000457763672
2002-12-27,21.969999313354492
2002-12-30,21.709999084472656
2002-12-31,22.260000228881836
2003-01-02,23.280000686645508
2003-01-03,23.899999618530273
2003-01-06,25.510000228881836
2003-01-07,24.969999313354492
2003-01-08,24.0
2003-01-09,25.049999237060547
2003-01-10,26.219999313354492
2003-01-13,26.190000534057617
2003-01-14,26.90999984741211
2003-01-15,26.290000915527344
2003-01-16,26.510000228881836
2003-01-17,25.770000457763672
2003-01-21,24.75
2003-01-22,24.649999618530273
2003-01-23,24.670000076293945
2003-01-24,23.56999969482422
2003-01-27,23.690000534057617
2003-01-28,24.790000915527344
2003-01-29,25.270000457763672
2003-01-30,25.200000762939453
2003-01-31,25.950000762939453
2003-02-03,25.989999771118164
2003-02-04,25.440000534057617
2003-02-05,25.06999969482422
2003-02-06,25.34000015258789
2003-02-07,24.700000762939453
2003-02-10,25.610000610351562
2003-02-11,25.139999389648438
2003-02-12,24.889999389648438
2003-02-13,24.510000228881836
2003-02-14,25.100000381469727
2003-02-18,26.329999923706055
2003-02-19,26.479999542236328
2003-02-20,26.420000076293945
2003-02-21,26.600000381469727
2003-02-24,26.06999969482422
2003-02-25,26.5
2003-02-26,26.309999465942383
2003-02-27,26.149999618530273
2003-02-28,26.329999923706055
2003-03-03,25.950000762939453
2003-03-04,27.649999618530273
2003-03-05,28.760000228881836
2003-03-06,29.049999237060547
2003-03-07,28.75
2003-03-10,28.780000686645508
2003-03-11,28.5
2003-03-12,28.520000457763672
2003-03-13,29.420000076293945
2003-03-14,29.200000762939453
2003-03-17,29.719999313354492
2003-03-18,30.059999465942383
2003-03-19,29.56999969482422
2003-03-20,29.670000076293945
2003-03-21,30.399999618530273
2003-03-24,29.34000015258789
2003-03-25,28.75
2003-03-26,28.8700008392334
2003-03-27,29.829999923706055
2003-03-28,29.479999542236328
2003-03-31,28.8799991607666
2003-04-01,28.959999084472656
2003-04-02,29.540000915527344
2003-04-03,29.100000381469727
2003-04-04,29.09000015258789
2003-04-07,29.3799991607666
2003-04-08,29.790000915527344
2003-04-09,29.0
2003-04-10,28.270000457763672
2003-04-11,27.6299991607666
2003-04-14,28.469999313354492
2003-04-15,28.690000534057617
2003-04-16,28.200000762939453
2003-04-17,28.729999542236328
2003-04-21,28.469999313354492
2003-04-22,29.399999618530273
2003-04-23,29.780000686645508
2003-04-24,28.780000686645508
2003-04-25,28.600000381469727
2003-04-28,29.549999237060547
2003-04-29,29.850000381469727
2003-04-30,29.950000762939453
2003-05-01,29.989999771118164
2003-05-02,32.119998931884766
2003-05-05,30.6299991607666
2003-05-06,32.16999816894531
2003-05-07,33.599998474121094
2003-05-08,33.279998779296875
2003-05-09,33.279998779296875
2003-05-12,32.59000015258789
2003-05-13,31.959999084472656
2003-05-14,32.119998931884766
2003-05-15,31.6200008392334
2003-05-16,31.290000915527344
2003-05-19,30.290000915527344
2003-05-20,30.450000762939453
2003-05-21,31.100000381469727
2003-05-22,32.2400016784668
2003-05-23,31.489999771118164
2003-05-27,32.75
2003-05-28,32.560001373291016
2003-05-29,32.220001220703125
2003-05-30,33.099998474121094
2003-06-02,32.869998931884766
2003-06-03,33.04999923706055
2003-06-04,33.9900016784668
2003-06-05,34.400001525878906
2003-06-06,33.810001373291016
2003-06-09,33.029998779296875
2003-06-10,33.29999923706055
2003-06-11,35.34000015258789
2003-06-12,36.0099983215332
2003-06-13,35.58000183105469
2003-06-16,36.279998779296875
2003-06-17,35.709999084472656
2003-06-18,35.560001373291016
2003-06-19,35.02000045776367
2003-06-20,35.58000183105469
2003-06-23,35.599998474121094
2003-06-24,34.380001068115234
2003-06-25,34.41999816894531
2003-06-26,35.439998626708984
2003-06-27,34.77000045776367
2003-06-30,34.619998931884766
2003-07-01,34.650001525878906
2003-07-02,35.04999923706055
2003-07-03,35.0
2003-07-07,36.5
2003-07-08,36.70000076293945
2003-07-09,36.41999816894531
2003-07-10,36.130001068115234
2003-07-11,36.56999969482422
2003-07-14,37.0
2003-07-15,37.2599983215332
2003-07-16,37.2400016784668
2003-07-17,34.95000076293945
2003-07-18,35.33000183105469
2003-07-21,36.0
2003-07-22,35.81999969482422
2003-07-23,35.84000015258789
2003-07-24,36.41999816894531
2003-07-25,37.150001525878906
2003-07-28,36.90999984741211
2003-07-29,36.29999923706055
2003-07-30,36.029998779296875
2003-07-31,36.27000045776367
2003-08-01,35.77000045776367
2003-08-04,35.91999816894531
2003-08-05,35.220001220703125
2003-08-06,35.7400016784668
2003-08-07,35.349998474121094
2003-08-08,36.029998779296875
2003-08-11,36.70000076293945
2003-08-12,36.119998931884766
2003-08-13,34.27000045776367
2003-08-14,35.59000015258789
2003-08-15,35.77000045776367
2003-08-18,36.13999938964844
2003-08-19,35.95000076293945
2003-08-20,35.79999923706055
2003-08-21,36.22999954223633
2003-08-22,36.34000015258789
2003-08-25,36.29999923706055
2003-08-26,35.970001220703125
2003-08-27,36.380001068115234
2003-08-28,36.56999969482422
2003-08-29,37.04999923706055
2003-09-02,38.849998474121094
2003-09-03,38.310001373291016
2003-09-04,38.75
2003-09-05,38.29999923706055
2003-09-08,38.77000045776367
2003-09-09,37.59000015258789
2003-09-10,36.52000045776367
2003-09-11,36.880001068115234
2003-09-12,37.380001068115234
2003-09-15,37.16999816894531
2003-09-16,38.54999923706055
2003-09-17,37.77000045776367
2003-09-18,40.04999923706055
2003-09-19,39.529998779296875
2003-09-22,40.060001373291016
2003-09-23,40.400001525878906
2003-09-24,39.27000045776367
2003-09-25,38.810001373291016
2003-09-26,38.540000915527344
2003-09-29,39.15999984741211
2003-09-30,38.310001373291016
2003-10-01,38.540000915527344
2003-10-02,39.130001068115234
2003-10-03,40.02000045776367
2003-10-06,40.5
2003-10-07,40.529998779296875
2003-10-08,40.20000076293945
2003-10-09,39.869998931884766
2003-10-10,39.84000015258789
2003-10-13,40.52000045776367
2003-10-14,39.900001525878906
2003-10-15,39.81999969482422
2003-10-16,39.91999816894531
2003-10-17,39.65999984741211
2003-10-20,39.54999923706055
2003-10-21,39.349998474121094
2003-10-22,39.0
2003-10-23,38.95000076293945
2003-10-24,38.81999969482422
2003-10-27,38.79999923706055
2003-10-28,39.0099983215332
2003-10-29,38.97999954223633
2003-10-30,38.63999938964844
2003-10-31,38.25
2003-11-03,38.18000030517578
2003-11-04,37.38999938964844
2003-11-05,37.31999969482422
2003-11-06,36.54999923706055
2003-11-07,36.650001525878906
2003-11-10,36.79999923706055
2003-11-11,32.04999923706055
2003-11-12,33.13999938964844
2003-11-13,33.38999938964844
2003-11-14,33.38999938964844
2003-11-17,33.43000030517578
2003-11-18,33.75
2003-11-19,33.939998626708984
2003-11-20,34.31999969482422
2003-11-21,33.81999969482422
2003-11-24,34.41999816894531
2003-11-25,34.36000061035156
2003-11-26,34.439998626708984
2003-11-28,34.45000076293945
2003-12-01,33.560001373291016
2003-12-02,33.52000045776367
2003-12-03,32.86000061035156
2003-12-04,33.470001220703125
2003-12-05,32.900001525878906
2003-12-08,32.68000030517578
2003-12-09,32.13999938964844
2003-12-10,31.5
2003-12-11,31.399999618530273
2003-12-12,32.41999816894531
2003-12-15,30.440000534057617
2003-12-16,31.139999389648438
2003-12-17,31.700000762939453
2003-12-18,32.90999984741211
2003-12-19,33.099998474121094
2003-12-22,33.959999084472656
2003-12-23,34.0099983215332
2003-12-24,33.939998626708984
2003-12-26,34.060001373291016
2003-12-29,34.2400016784668
2003-12-30,34.02000045776367
2003-12-31,33.9900016784668
2004-01-02,34.09000015258789
2004-01-05,33.86000061035156
2004-01-06,34.2400016784668
2004-01-07,35.79999923706055
2004-01-08,35.45000076293945
2004-01-09,35.77000045776367
2004-01-12,35.689998626708984
2004-01-13,35.5099983215332
2004-01-14,35.56999969482422
2004-01-15,35.7599983215332
2004-01-16,36.04999923706055
2004-01-20,35.84000015258789
2004-01-21,35.869998931884766
2004-01-22,35.939998626708984
2004-01-23,37.31999969482422
2004-01-26,37.58000183105469
2004-01-27,37.52000045776367
2004-01-28,36.68000030517578
2004-01-29,36.619998931884766
2004-01-30,36.5
2004-02-02,36.25
2004-02-03,36.119998931884766
2004-02-04,36.560001373291016
2004-02-05,37.529998779296875
2004-02-06,38.02000045776367
2004-02-09,37.7400016784668
2004-02-10,37.70000076293945
2004-02-11,39.279998779296875
2004-02-12,38.810001373291016
