,CURI
2020-10-08,9.899999618530273
2020-10-09,10.050000190734863
2020-10-12,9.960000038146973
2020-10-13,9.9399995803833
2020-10-14,10.100000381469727
2020-10-15,11.199999809265137
2020-10-16,10.760000228881836
2020-10-19,11.020000457763672
2020-10-20,10.520000457763672
2020-10-21,10.670000076293945
2020-10-22,9.6899995803833
2020-10-23,9.050000190734863
2020-10-26,8.510000228881836
2020-10-27,8.600000381469727
2020-10-28,8.380000114440918
2020-10-29,8.4399995803833
2020-10-30,8.630000114440918
2020-11-02,8.770000457763672
2020-11-03,9.130000114440918
2020-11-04,8.899999618530273
2020-11-05,9.210000038146973
2020-11-06,9.239999771118164
2020-11-09,9.220000267028809
2020-11-10,8.949999809265137
2020-11-11,9.4399995803833
2020-11-12,9.800000190734863
2020-11-13,9.229999542236328
2020-11-16,9.220000267028809
2020-11-17,10.5
2020-11-18,10.050000190734863
2020-11-19,9.899999618530273
2020-11-20,10.050000190734863
2020-11-23,9.90999984741211
2020-11-24,10.0
2020-11-25,9.9399995803833
2020-11-27,9.920000076293945
2020-11-30,9.789999961853027
2020-12-01,9.59000015258789
2020-12-02,9.5
2020-12-03,9.300000190734863
2020-12-04,9.180000305175781
2020-12-07,8.84000015258789
2020-12-08,8.899999618530273
2020-12-09,8.6899995803833
2020-12-10,8.899999618530273
2020-12-11,8.850000381469727
2020-12-14,9.699999809265137
2020-12-15,10.890000343322754
2020-12-16,10.609999656677246
2020-12-17,11.09000015258789
2020-12-18,10.529999732971191
2020-12-21,13.210000038146973
2020-12-22,13.899999618530273
2020-12-23,13.449999809265137
2020-12-24,13.800000190734863
2020-12-28,13.420000076293945
2020-12-29,14.0
2020-12-30,14.300000190734863
2020-12-31,13.949999809265137
2021-01-04,16.420000076293945
2021-01-05,16.739999771118164
2021-01-06,15.720000267028809
2021-01-07,16.450000762939453
2021-01-08,16.329999923706055
2021-01-11,16.770000457763672
2021-01-12,17.420000076293945
2021-01-13,16.520000457763672
2021-01-14,16.850000381469727
2021-01-15,18.0
2021-01-19,19.90999984741211
2021-01-20,20.299999237060547
2021-01-21,18.55500030517578
2021-01-22,18.809999465942383
2021-01-25,17.8700008392334
2021-01-26,17.389999389648438
2021-01-27,17.010000228881836
2021-01-28,17.270000457763672
2021-01-29,17.40999984741211
2021-02-01,17.809999465942383
2021-02-02,16.5
2021-02-03,15.800000190734863
2021-02-04,16.93000030517578
2021-02-05,19.030000686645508
2021-02-08,17.93000030517578
2021-02-09,17.790000915527344
2021-02-10,17.479999542236328
2021-02-11,19.540000915527344
2021-02-12,18.690000534057617
2021-02-16,19.670000076293945
2021-02-17,22.780000686645508
2021-02-18,22.700000762939453
2021-02-19,22.899999618530273
2021-02-22,20.709999084472656
2021-02-23,18.959999084472656
2021-02-24,18.5
2021-02-25,17.239999771118164
2021-02-26,17.3700008392334
2021-03-01,18.860000610351562
2021-03-02,18.6299991607666
2021-03-03,16.739999771118164
2021-03-04,15.220000267028809
2021-03-05,14.600000381469727
2021-03-08,14.720000267028809
2021-03-09,16.440000534057617
2021-03-10,16.68000030517578
2021-03-11,17.420000076293945
2021-03-12,16.989999771118164
2021-03-15,17.3700008392334
2021-03-16,16.84000015258789
2021-03-17,16.610000610351562
2021-03-18,16.600000381469727
2021-03-19,16.100000381469727
2021-03-22,17.06999969482422
2021-03-23,16.469999313354492
2021-03-24,14.579999923706055
2021-03-25,14.699999809265137
2021-03-26,14.09000015258789
2021-03-29,12.720000267028809
2021-03-30,12.619999885559082
2021-03-31,13.550000190734863
2021-04-01,13.380000114440918
2021-04-05,13.25
2021-04-06,13.5
2021-04-07,13.239999771118164
2021-04-08,12.989999771118164
2021-04-09,13.8100004196167
2021-04-12,13.329999923706055
2021-04-13,13.5600004196167
2021-04-14,13.319999694824219
2021-04-15,13.460000038146973
2021-04-16,13.300000190734863
2021-04-19,12.850000381469727
2021-04-20,12.430000305175781
2021-04-21,13.149999618530273
2021-04-22,13.489999771118164
2021-04-23,14.0600004196167
2021-04-26,14.760000228881836
2021-04-27,15.0
2021-04-28,15.460000038146973
2021-04-29,15.130000114440918
2021-04-30,15.289999961853027
2021-05-03,14.670000076293945
2021-05-04,14.40999984741211
2021-05-05,13.899999618530273
2021-05-06,12.350000381469727
2021-05-07,12.34000015258789
2021-05-10,11.569999694824219
2021-05-11,11.180000305175781
2021-05-12,8.979999542236328
2021-05-13,8.390000343322754
2021-05-14,9.109999656677246
