,TRY
2014-07-14,20.104999542236328
2014-07-15,20.190000534057617
2014-07-16,20.299999237060547
2014-07-17,20.225000381469727
2014-07-18,20.100000381469727
2014-07-21,20.104999542236328
2014-07-22,20.100000381469727
2014-07-23,20.100000381469727
2014-07-24,20.270000457763672
2014-07-25,20.184999465942383
2014-07-28,20.2549991607666
2014-07-29,20.25
2014-07-30,20.139999389648438
2014-07-31,20.024999618530273
2014-08-01,19.645000457763672
2014-08-04,19.274999618530273
2014-08-05,19.625
2014-08-06,19.65999984741211
2014-08-07,19.645000457763672
2014-08-08,20.200000762939453
2014-08-11,20.309999465942383
2014-08-12,19.815000534057617
2014-08-13,19.924999237060547
2014-08-14,20.014999389648438
2014-08-15,20.059999465942383
2014-08-18,20.165000915527344
2014-08-19,20.184999465942383
2014-08-20,20.209999084472656
2014-08-21,20.290000915527344
2014-08-22,20.094999313354492
2014-08-25,20.323999404907227
2014-08-26,20.525999069213867
2014-08-27,20.63599967956543
2014-08-28,20.742000579833984
2014-08-29,20.56800079345703
2014-09-02,20.735000610351562
2014-09-03,20.96299934387207
2014-09-04,21.284000396728516
2014-09-05,20.969999313354492
2014-09-08,21.1200008392334
2014-09-09,20.9060001373291
2014-09-10,20.736000061035156
2014-09-11,20.729000091552734
2014-09-12,20.815000534057617
2014-09-15,20.88599967956543
2014-09-16,20.405000686645508
2014-09-17,20.364999771118164
2014-09-18,20.518999099731445
2014-09-19,20.34600067138672
2014-09-22,20.277000427246094
2014-09-23,19.989999771118164
2014-09-24,20.100000381469727
2014-09-25,20.44499969482422
2014-09-26,
2014-09-29,
2014-09-30,
2014-10-01,
2014-10-02,
2014-10-03,
2014-10-06,20.135000228881836
2014-10-07,19.905000686645508
2014-10-08,19.65999984741211
2014-10-09,19.514999389648438
2014-10-10,19.43000030517578
2014-10-13,19.170000076293945
2014-10-14,18.540000915527344
2014-10-15,18.415000915527344
2014-10-16,18.19499969482422
2014-10-17,19.024999618530273
2014-10-20,19.520000457763672
2014-10-21,19.420000076293945
2014-10-22,19.899999618530273
2014-10-23,19.75
2014-10-24,19.665000915527344
2014-10-27,19.764999389648438
2014-10-28,19.600000381469727
2014-10-29,19.280000686645508
2014-10-30,19.860000610351562
2014-10-31,19.940000534057617
2014-11-03,20.084999084472656
2014-11-04,20.2450008392334
2014-11-05,20.0049991607666
2014-11-06,20.110000610351562
2014-11-07,18.0
2014-11-10,18.625
2014-11-11,18.045000076293945
2014-11-12,17.850000381469727
2014-11-13,17.915000915527344
2014-11-14,17.934999465942383
2014-11-17,17.80500030517578
2014-11-18,17.59000015258789
2014-11-19,17.739999771118164
2014-11-20,17.514999389648438
2014-11-21,17.565000534057617
2014-11-24,17.600000381469727
2014-11-25,17.295000076293945
2014-11-26,17.31999969482422
2014-11-28,17.479999542236328
2014-12-01,17.075000762939453
2014-12-02,16.475000381469727
2014-12-03,16.645000457763672
2014-12-04,17.315000534057617
2014-12-05,17.045000076293945
2014-12-08,17.25
2014-12-09,15.899999618530273
2014-12-10,16.295000076293945
2014-12-11,16.174999237060547
2014-12-12,15.864999771118164
2014-12-15,15.0
2014-12-16,14.812000274658203
2014-12-17,14.534000396728516
2014-12-18,15.572999954223633
2014-12-19,16.183000564575195
2014-12-22,16.73900032043457
2014-12-23,16.54400062561035
2014-12-24,16.54400062561035
2014-12-26,16.54400062561035
2014-12-29,16.549999237060547
2014-12-30,16.402999877929688
2014-12-31,16.402999877929688
2015-01-02,16.829999923706055
2015-01-05,16.93899917602539
2015-01-06,16.756000518798828
2015-01-07,17.166000366210938
2015-01-08,17.8700008392334
2015-01-09,17.89900016784668
2015-01-12,18.0
2015-01-13,17.979999542236328
2015-01-14,17.8799991607666
2015-01-15,17.4060001373291
2015-01-16,17.30299949645996
2015-01-20,17.618999481201172
2015-01-21,17.427000045776367
2015-01-22,17.856000900268555
2015-01-23,18.781999588012695
2015-01-26,18.496999740600586
2015-01-27,18.44700050354004
2015-01-28,18.363000869750977
2015-01-29,18.23699951171875
2015-01-30,18.232999801635742
2015-02-02,18.610000610351562
2015-02-03,18.729999542236328
2015-02-04,19.055999755859375
2015-02-05,19.152999877929688
2015-02-06,19.207000732421875
2015-02-09,19.628999710083008
2015-02-10,19.554000854492188
2015-02-11,19.250999450683594
2015-02-12,19.1200008392334
2015-02-13,19.486000061035156
2015-02-17,19.7450008392334
2015-02-18,19.9950008392334
2015-02-19,19.586000442504883
2015-02-20,19.954999923706055
2015-02-23,20.18000030517578
2015-02-24,20.21500015258789
2015-02-25,20.156999588012695
2015-02-26,20.434999465942383
2015-02-27,21.29400062561035
2015-03-02,21.08300018310547
2015-03-03,21.85700035095215
2015-03-04,22.756000518798828
2015-03-05,22.62700080871582
2015-03-06,22.422000885009766
2015-03-09,22.0
2015-03-10,21.929000854492188
2015-03-11,21.716999053955078
2015-03-12,21.9950008392334
2015-03-13,21.716999053955078
2015-03-16,21.937999725341797
2015-03-17,21.854999542236328
2015-03-18,21.527999877929688
2015-03-19,21.240999221801758
2015-03-20,21.631999969482422
2015-03-23,21.209999084472656
2015-03-24,20.95199966430664
2015-03-25,
2015-03-26,
2015-03-27,
2015-03-30,
2015-03-31,
2015-04-01,
2015-04-02,
2015-04-06,
2015-04-07,
2015-04-08,
2015-04-09,
2015-04-10,
2015-04-13,
2015-04-14,
2015-04-15,21.889999389648438
2015-04-16,21.774999618530273
2015-04-17,21.895000457763672
2015-04-20,
2015-04-21,
2015-04-22,
2015-04-23,
2015-04-24,
2015-04-27,
2015-04-28,
2015-04-29,
2015-04-30,
2015-05-01,
2015-05-04,21.184999465942383
2015-05-05,21.229999542236328
2015-05-06,20.780000686645508
2015-05-07,
2015-05-08,
2015-05-11,
2015-05-12,
2015-05-13,
2015-05-14,
2015-05-15,
2015-05-18,
2015-05-19,
2015-05-20,20.90999984741211
2015-05-21,
2015-05-22,
2015-05-26,
2015-05-27,
2015-05-28,
2015-05-29,
2015-06-01,21.850000381469727
2015-06-02,21.850000381469727
2015-06-03,21.540000915527344
2015-06-04,21.645000457763672
2015-06-05,21.665000915527344
2015-06-08,
2015-06-09,
2015-06-10,
2015-06-11,
2015-06-12,
2015-06-15,
2015-06-16,
2015-06-17,
2015-06-18,
2015-06-19,
2015-06-22,
2015-06-23,
2015-06-24,
2015-06-25,
2015-06-26,
2015-06-29,
2015-06-30,
2015-07-01,
2015-07-02,
2015-07-06,20.704999923706055
2015-07-07,20.829999923706055
2015-07-08,20.649999618530273
2015-07-09,20.5049991607666
2015-07-10,20.479999542236328
2015-07-13,
2015-07-14,
2015-07-15,
2015-07-16,
2015-07-17,
2015-07-20,
2015-07-21,
2015-07-22,
2015-07-23,
2015-07-24,
2015-07-27,19.264999389648438
2015-07-28,18.790000915527344
2015-07-29,
2015-07-30,
2015-07-31,
2015-08-03,
2015-08-04,
2015-08-05,
2015-08-06,
2015-08-07,
2015-08-10,
2015-08-11,
2015-08-12,
2015-08-13,
2015-08-14,
2015-08-17,
2015-08-18,
2015-08-19,
2015-08-20,
2015-08-21,
2015-08-24,
2015-08-25,
2015-08-26,
2015-08-27,
2015-08-28,
2015-08-31,
2015-09-01,
2015-09-02,
2015-09-03,
2015-09-04,
2015-09-08,
2015-09-09,
2015-09-10,
2015-09-11,
2015-09-14,16.190000534057617
2015-09-15,16.174999237060547
2015-09-16,16.110000610351562
2015-09-17,16.239999771118164
2015-09-18,15.96500015258789
2015-09-21,16.475000381469727
2015-09-22,
2015-09-23,16.145000457763672
2015-09-24,
2015-09-25,
2015-09-28,
2015-09-29,
2015-09-30,
2015-10-01,
2015-10-02,
2015-10-05,
2015-10-06,
2015-10-07,
2015-10-08,
2015-10-09,
2015-10-12,
2015-10-13,
2015-10-14,
2015-10-15,
2015-10-16,15.234999656677246
2015-10-19,
2015-10-20,
2015-10-21,
2015-10-22,
2015-10-23,
2015-10-26,
2015-10-27,
2015-10-28,
2015-10-29,
2015-10-30,
2015-11-02,
2015-11-03,
2015-11-04,
2015-11-05,
2015-11-06,
2015-11-09,17.165000915527344
2015-11-10,17.05500030517578
2015-11-11,16.979999542236328
2015-11-12,17.049999237060547
2015-11-13,17.34000015258789
2015-11-16,17.325000762939453
2015-11-17,17.75
2015-11-18,17.815000534057617
2015-11-19,17.8799991607666
2015-11-20,18.0
2015-11-23,
2015-11-24,
2015-11-25,
2015-11-27,
2015-11-30,
2015-12-01,
2015-12-02,
2015-12-03,21.024999618530273
2015-12-04,20.579999923706055
2015-12-07,20.5
2015-12-08,18.655000686645508
2015-12-09,18.34000015258789
2015-12-10,17.825000762939453
2015-12-11,17.80500030517578
2015-12-14,16.84000015258789
2015-12-15,15.520000457763672
2015-12-16,16.700000762939453
2015-12-17,17.110000610351562
2015-12-18,17.524999618530273
2015-12-21,16.71500015258789
2015-12-22,17.104999542236328
2015-12-23,16.895000457763672
2015-12-24,16.895000457763672
2015-12-28,17.56999969482422
2015-12-29,17.354999542236328
2015-12-30,
2015-12-31,
2016-01-04,
2016-01-05,
2016-01-06,
2016-01-07,
2016-01-08,
2016-01-11,17.174999237060547
2016-01-12,16.44499969482422
2016-01-13,16.440000534057617
2016-01-14,15.529999732971191
2016-01-15,15.6850004196167
2016-01-19,15.734999656677246
2016-01-20,15.029999732971191
2016-01-21,14.729999542236328
2016-01-22,15.194999694824219
2016-01-25,15.994999885559082
2016-01-26,15.630000114440918
2016-01-27,0.10899999737739563
2016-01-28,15.9350004196167
2016-01-29,15.890000343322754
2016-02-01,16.360000610351562
2016-02-02,16.264999389648438
2016-02-03,15.78499984741211
2016-02-04,15.675000190734863
2016-02-05,16.020000457763672
2016-02-08,16.020000457763672
2016-02-09,15.604999542236328
2016-02-10,15.149999618530273
2016-02-11,15.104999542236328
2016-02-12,15.09000015258789
2016-02-16,15.670000076293945
2016-02-17,15.335000038146973
2016-02-18,15.774999618530273
2016-02-19,15.640000343322754
2016-02-22,
2016-02-23,
2016-02-24,
2016-02-25,
2016-02-26,
2016-02-29,
2016-03-01,
2016-03-02,
2016-03-03,
2016-03-04,
2016-03-07,
2016-03-08,
2016-03-09,
2016-03-10,
2016-03-11,
2016-03-14,
2016-03-15,
2016-03-16,
2016-03-17,
2016-03-18,
2016-03-21,
2016-03-22,
2016-03-23,17.524999618530273
2016-03-24,
2016-03-28,
2016-03-29,
2016-03-30,
2016-03-31,
2016-04-01,
2016-04-04,18.125
2016-04-05,17.200000762939453
2016-04-06,17.4950008392334
2016-04-07,17.625
2016-04-08,17.604999542236328
2016-04-11,17.989999771118164
2016-04-12,17.69499969482422
2016-04-13,18.19499969482422
