,BRKL
1998-03-25,7.573160171508789
1998-03-26,7.430270195007324
1998-03-27,7.487425804138184
1998-03-30,7.315958023071289
1998-03-31,7.487425804138184
1998-04-01,7.773204803466797
1998-04-02,8.058984756469727
1998-04-03,8.087562561035156
1998-04-06,8.058984756469727
1998-04-07,8.001829147338867
1998-04-08,7.9589619636535645
1998-04-09,7.973250865936279
1998-04-13,7.973250865936279
1998-04-14,8.001829147338867
1998-04-15,8.173296928405762
1998-04-16,8.087562561035156
1998-04-17,8.173296928405762
1998-04-20,8.223307609558105
1998-04-21,8.216163635253906
1998-04-22,8.173296928405762
1998-04-23,8.201874732971191
1998-04-24,8.173296928405762
1998-04-27,7.887516975402832
1998-04-28,7.94467306137085
1998-04-29,8.001829147338867
1998-04-30,7.94467306137085
1998-05-01,7.94467306137085
1998-05-04,7.858939170837402
1998-05-05,7.916094779968262
1998-05-06,7.887516975402832
1998-05-07,7.8303608894348145
1998-05-08,7.858939170837402
1998-05-11,7.773204803466797
1998-05-12,7.7160491943359375
1998-05-13,7.7160491943359375
1998-05-14,7.601737976074219
1998-05-15,7.315958023071289
1998-05-18,7.344535827636719
1998-05-19,7.458847999572754
1998-05-20,7.430270195007324
1998-05-21,7.487425804138184
1998-05-22,7.544581890106201
1998-05-26,7.487425804138184
1998-05-27,7.5160040855407715
1998-05-28,7.744626998901367
1998-05-29,7.68747091293335
1998-06-01,7.65889310836792
1998-06-02,7.573160171508789
1998-06-03,7.5160040855407715
1998-06-04,7.458847999572754
1998-06-05,7.458847999572754
1998-06-08,7.458847999572754
1998-06-09,7.458847999572754
1998-06-10,7.458847999572754
1998-06-11,7.458847999572754
1998-06-12,7.373114109039307
1998-06-15,7.201645851135254
1998-06-16,7.087334156036377
1998-06-17,7.087334156036377
1998-06-18,7.115911960601807
1998-06-19,7.058755874633789
1998-06-22,6.973021984100342
1998-06-23,6.973021984100342
1998-06-24,6.973021984100342
1998-06-25,6.944444179534912
1998-06-26,6.915865898132324
1998-06-29,6.973021984100342
1998-06-30,6.801555156707764
1998-07-01,6.801555156707764
1998-07-02,6.830132961273193
1998-07-06,6.830132961273193
1998-07-07,6.830132961273193
1998-07-08,6.744399070739746
1998-07-09,6.772976875305176
1998-07-10,6.801555156707764
1998-07-13,6.858710765838623
1998-07-14,6.830132961273193
1998-07-15,6.858710765838623
1998-07-16,6.858710765838623
1998-07-17,6.830132961273193
1998-07-20,7.0015997886657715
1998-07-21,7.030178070068359
1998-07-22,6.973021984100342
1998-07-23,6.944444179534912
1998-07-24,6.801555156707764
1998-07-27,6.630086898803711
1998-07-28,6.544353008270264
1998-07-29,6.515775203704834
1998-07-30,6.572930812835693
1998-07-31,6.515775203704834
1998-08-03,6.544353008270264
1998-08-04,6.087106227874756
1998-08-05,6.172840118408203
1998-08-06,6.287150859832764
1998-08-07,6.229994773864746
1998-08-10,6.201416969299316
1998-08-11,5.972794055938721
1998-08-12,6.172840118408203
1998-08-13,5.944215774536133
1998-08-14,5.8584818840026855
1998-08-17,5.829904079437256
1998-08-18,6.00137186050415
1998-08-19,6.058527946472168
1998-08-20,6.1156840324401855
1998-08-21,5.829904079437256
1998-08-24,5.715591907501221
1998-08-25,5.601280212402344
1998-08-26,5.515545845031738
1998-08-27,5.029720783233643
1998-08-28,5.0582990646362305
1998-08-31,4.658207893371582
1998-09-01,4.68678617477417
1998-09-02,5.144032955169678
1998-09-03,5.029720783233643
1998-09-04,4.972565174102783
1998-09-08,5.258345127105713
1998-09-09,5.201189041137695
1998-09-10,5.001142978668213
1998-09-11,5.144032955169678
1998-09-14,5.258345127105713
1998-09-15,5.3155012130737305
1998-09-16,5.37265682220459
1998-09-17,5.429812908172607
1998-09-18,5.544124126434326
1998-09-21,5.486968040466309
1998-09-22,5.658435821533203
1998-09-23,5.658435821533203
1998-09-24,5.544124126434326
1998-09-25,5.486968040466309
1998-09-28,5.429812908172607
1998-09-29,5.486968040466309
1998-09-30,5.429812908172607
1998-10-01,5.34407901763916
1998-10-02,5.37265682220459
1998-10-05,5.072587966918945
1998-10-06,5.029720783233643
1998-10-07,5.001142978668213
1998-10-08,4.658207893371582
1998-10-09,4.858253002166748
1998-10-12,5.144032955169678
1998-10-13,5.144032955169678
1998-10-14,5.0582990646362305
1998-10-15,5.258345127105713
1998-10-16,5.286922931671143
1998-10-19,5.229766845703125
1998-10-20,5.3155012130737305
1998-10-21,5.544124126434326
1998-10-22,5.687014102935791
1998-10-23,5.801325798034668
1998-10-26,5.829904079437256
1998-10-27,5.829904079437256
1998-10-28,5.915637969970703
1998-10-29,5.887060165405273
1998-10-30,5.944215774536133
1998-11-02,5.944215774536133
1998-11-03,5.915637969970703
1998-11-04,5.772747993469238
1998-11-05,5.915637969970703
1998-11-06,5.772747993469238
1998-11-09,5.687014102935791
1998-11-10,5.486968040466309
1998-11-11,5.486968040466309
1998-11-12,5.429812908172607
1998-11-13,5.401235103607178
1998-11-16,5.37265682220459
1998-11-17,5.458390235900879
1998-11-18,5.544124126434326
1998-11-19,5.544124126434326
1998-11-20,5.486968040466309
1998-11-23,5.429812908172607
1998-11-24,5.458390235900879
1998-11-25,5.486968040466309
1998-11-27,5.401235103607178
1998-11-30,5.429812908172607
1998-12-01,5.429812908172607
1998-12-02,5.3155012130737305
1998-12-03,5.3155012130737305
1998-12-04,5.429812908172607
1998-12-07,5.486968040466309
1998-12-08,5.37265682220459
1998-12-09,5.258345127105713
1998-12-10,5.3155012130737305
1998-12-11,5.401235103607178
1998-12-14,5.08687686920166
1998-12-15,5.0582990646362305
1998-12-16,5.144032955169678
1998-12-17,5.229766845703125
1998-12-18,5.158321857452393
1998-12-21,5.144032955169678
1998-12-22,5.029720783233643
1998-12-23,5.029720783233643
1998-12-24,5.201189041137695
1998-12-28,5.229766845703125
1998-12-29,5.144032955169678
1998-12-30,5.08687686920166
1998-12-31,5.258345127105713
1999-01-04,5.229766845703125
1999-01-05,5.37265682220459
1999-01-06,5.715591907501221
1999-01-07,5.944215774536133
1999-01-08,6.00137186050415
1999-01-11,5.829904079437256
1999-01-12,5.944215774536133
1999-01-13,5.972794055938721
1999-01-14,5.629858016967773
1999-01-15,5.715591907501221
1999-01-19,5.601280212402344
1999-01-20,5.601280212402344
1999-01-21,5.572701930999756
1999-01-22,5.429812908172607
1999-01-25,5.515545845031738
1999-01-26,5.486968040466309
1999-01-27,5.429812908172607
1999-01-28,5.515545845031738
1999-01-29,5.429812908172607
1999-02-01,5.458390235900879
1999-02-02,5.486968040466309
1999-02-03,5.486968040466309
1999-02-04,5.386946201324463
1999-02-05,5.201189041137695
1999-02-08,5.258345127105713
1999-02-09,5.258345127105713
1999-02-10,5.229766845703125
1999-02-11,5.201189041137695
1999-02-12,5.201189041137695
1999-02-16,5.229766845703125
1999-02-17,5.144032955169678
1999-02-18,5.258345127105713
1999-02-19,5.201189041137695
1999-02-22,5.201189041137695
1999-02-23,5.258345127105713
1999-02-24,5.201189041137695
1999-02-25,5.229766845703125
1999-02-26,5.3155012130737305
1999-03-01,5.229766845703125
1999-03-02,5.258345127105713
1999-03-03,5.258345127105713
1999-03-04,5.3155012130737305
1999-03-05,5.3155012130737305
1999-03-08,5.286922931671143
1999-03-09,5.258345127105713
1999-03-10,5.258345127105713
1999-03-11,5.144032955169678
1999-03-12,5.229766845703125
1999-03-15,5.172611236572266
1999-03-16,5.286922931671143
1999-03-17,5.258345127105713
1999-03-18,5.229766845703125
1999-03-19,5.201189041137695
1999-03-22,5.08687686920166
1999-03-23,5.08687686920166
1999-03-24,5.0582990646362305
1999-03-25,5.0582990646362305
1999-03-26,5.08687686920166
1999-03-29,4.972565174102783
1999-03-30,4.858253002166748
1999-03-31,5.201189041137695
1999-04-01,4.915409088134766
1999-04-05,4.829675197601318
1999-04-06,4.658207893371582
1999-04-07,4.543896198272705
1999-04-08,4.572474002838135
1999-04-09,4.915409088134766
1999-04-12,4.915409088134766
1999-04-13,6.00137186050415
1999-04-14,5.715591907501221
1999-04-15,5.37265682220459
1999-04-16,5.37265682220459
1999-04-19,4.943986892700195
1999-04-20,5.08687686920166
1999-04-21,5.08687686920166
1999-04-22,5.201189041137695
1999-04-23,5.229766845703125
1999-04-26,5.229766845703125
1999-04-27,5.258345127105713
1999-04-28,5.201189041137695
1999-04-29,5.201189041137695
1999-04-30,5.144032955169678
1999-05-03,5.08687686920166
1999-05-04,5.172611236572266
1999-05-05,5.0582990646362305
1999-05-06,5.115455150604248
1999-05-07,5.1869001388549805
1999-05-10,5.401235103607178
1999-05-11,5.37265682220459
1999-05-12,5.429812908172607
1999-05-13,5.458390235900879
1999-05-14,5.34407901763916
1999-05-17,5.37265682220459
1999-05-18,5.37265682220459
1999-05-19,5.458390235900879
1999-05-20,5.3155012130737305
1999-05-21,5.429812908172607
1999-05-24,5.34407901763916
1999-05-25,5.3155012130737305
1999-05-26,5.34407901763916
1999-05-27,5.3155012130737305
1999-05-28,5.37265682220459
1999-06-01,5.37265682220459
1999-06-02,5.34407901763916
1999-06-03,5.37265682220459
1999-06-04,5.34407901763916
1999-06-07,5.329790115356445
1999-06-08,5.3155012130737305
1999-06-09,5.34407901763916
1999-06-10,5.3155012130737305
1999-06-11,5.229766845703125
1999-06-14,5.172611236572266
1999-06-15,5.201189041137695
1999-06-16,5.172611236572266
1999-06-17,5.1869001388549805
1999-06-18,5.258345127105713
1999-06-21,5.286922931671143
1999-06-22,5.201189041137695
1999-06-23,5.229766845703125
1999-06-24,5.229766845703125
1999-06-25,5.201189041137695
1999-06-28,5.258345127105713
1999-06-29,5.201189041137695
1999-06-30,5.286922931671143
1999-07-01,5.258345127105713
1999-07-02,5.34407901763916
1999-07-06,5.34407901763916
1999-07-07,5.34407901763916
1999-07-08,5.34407901763916
1999-07-09,5.34407901763916
1999-07-12,5.37265682220459
1999-07-13,5.3155012130737305
1999-07-14,5.3155012130737305
1999-07-15,5.3155012130737305
1999-07-16,5.544124126434326
1999-07-19,5.458390235900879
1999-07-20,5.401235103607178
1999-07-21,5.3155012130737305
1999-07-22,5.34407901763916
1999-07-23,5.286922931671143
1999-07-26,5.286922931671143
1999-07-27,5.286922931671143
1999-07-28,5.258345127105713
1999-07-29,5.201189041137695
1999-07-30,5.201189041137695
1999-08-02,5.258345127105713
1999-08-03,5.3155012130737305
1999-08-04,5.3155012130737305
1999-08-05,5.201189041137695
1999-08-06,5.201189041137695
1999-08-09,5.201189041137695
1999-08-10,4.915409088134766
1999-08-11,5.029720783233643
1999-08-12,5.029720783233643
1999-08-13,4.8010969161987305
1999-08-16,4.915409088134766
1999-08-17,5.001142978668213
1999-08-18,4.972565174102783
1999-08-19,4.972565174102783
1999-08-20,4.943986892700195
1999-08-23,5.029720783233643
1999-08-24,5.029720783233643
1999-08-25,5.029720783233643
1999-08-26,4.915409088134766
1999-08-27,4.943986892700195
1999-08-30,4.858253002166748
1999-08-31,4.972565174102783
1999-09-01,4.858253002166748
1999-09-02,4.858253002166748
1999-09-03,4.858253002166748
1999-09-07,4.858253002166748
1999-09-08,4.915409088134766
1999-09-09,4.8010969161987305
1999-09-10,4.8010969161987305
1999-09-13,4.858253002166748
1999-09-14,4.829675197601318
1999-09-15,4.829675197601318
1999-09-16,4.772519111633301
1999-09-17,4.8010969161987305
1999-09-20,4.8010969161987305
1999-09-21,4.815385818481445
1999-09-22,4.772519111633301
1999-09-23,4.7153639793396
1999-09-24,4.7153639793396
1999-09-27,4.8010969161987305
1999-09-28,4.829675197601318
1999-09-29,4.829675197601318
1999-09-30,4.658207893371582
1999-10-01,4.658207893371582
1999-10-04,4.68678617477417
1999-10-05,4.68678617477417
1999-10-06,4.68678617477417
1999-10-07,4.68678617477417
1999-10-08,4.68678617477417
1999-10-11,4.658207893371582
1999-10-12,4.658207893371582
1999-10-13,4.543896198272705
1999-10-14,4.572474002838135
1999-10-15,4.543896198272705
1999-10-18,4.42958402633667
1999-10-19,4.4581618309021
1999-10-20,4.4581618309021
1999-10-21,4.4581618309021
1999-10-22,4.515317916870117
1999-10-25,4.42958402633667
1999-10-26,4.40100622177124
1999-10-27,4.4867401123046875
1999-10-28,4.643918991088867
1999-10-29,4.8010969161987305
1999-11-01,4.515317916870117
1999-11-02,4.629630088806152
1999-11-03,4.68678617477417
1999-11-04,4.543896198272705
1999-11-05,4.7153639793396
1999-11-08,4.572474002838135
1999-11-09,4.6010518074035645
1999-11-10,4.6010518074035645
1999-11-11,4.543896198272705
1999-11-12,4.572474002838135
1999-11-15,4.515317916870117
1999-11-16,4.4581618309021
1999-11-17,4.443872928619385
1999-11-18,4.479595184326172
1999-11-19,4.536750793457031
1999-11-22,4.543896198272705
1999-11-23,4.572474002838135
1999-11-24,4.629630088806152
1999-11-26,4.629630088806152
1999-11-29,4.543896198272705
1999-11-30,4.572474002838135
1999-12-01,4.55818510055542
1999-12-02,4.55818510055542
1999-12-03,4.543896198272705
1999-12-06,4.543896198272705
1999-12-07,4.55818510055542
1999-12-08,4.565329074859619
1999-12-09,4.55818510055542
1999-12-10,4.543896198272705
1999-12-13,4.551040172576904
1999-12-14,4.543896198272705
1999-12-15,4.55818510055542
1999-12-16,4.515317916870117
1999-12-17,4.515317916870117
1999-12-20,4.572474002838135
1999-12-21,4.543896198272705
1999-12-22,4.543896198272705
1999-12-23,4.529606819152832
1999-12-27,4.565329074859619
1999-12-28,4.55818510055542
1999-12-29,4.543896198272705
1999-12-30,4.515317916870117
1999-12-31,4.4581618309021
2000-01-03,4.40100622177124
2000-01-04,4.343850135803223
2000-01-05,4.343850135803223
2000-01-06,4.3581390380859375
2000-01-07,4.42958402633667
2000-01-10,4.315271854400635
2000-01-11,4.27240514755249
2000-01-12,4.315271854400635
2000-01-13,4.27240514755249
2000-01-14,4.30098295211792
2000-01-18,4.343850135803223
2000-01-19,4.2295379638671875
2000-01-20,4.258115768432617
2000-01-21,4.343850135803223
2000-01-24,4.4867401123046875
2000-01-25,4.543896198272705
2000-01-26,4.515317916870117
2000-01-27,4.515317916870117
2000-01-28,4.4867401123046875
2000-01-31,4.543896198272705
2000-02-01,4.315271854400635
2000-02-02,4.343850135803223
2000-02-03,4.40100622177124
2000-02-04,4.40100622177124
2000-02-07,4.386716842651367
2000-02-08,4.42958402633667
2000-02-09,4.4581618309021
2000-02-10,4.443872928619385
2000-02-11,4.42958402633667
2000-02-14,4.386716842651367
2000-02-15,4.42958402633667
2000-02-16,4.436728000640869
2000-02-17,4.443872928619385
2000-02-18,4.40100622177124
2000-02-22,4.343850135803223
2000-02-23,4.329561233520508
2000-02-24,4.343850135803223
2000-02-25,4.286694049835205
2000-02-28,4.258115768432617
2000-02-29,4.315271854400635
2000-03-01,4.286694049835205
2000-03-02,4.286694049835205
2000-03-03,4.286694049835205
2000-03-06,4.2295379638671875
2000-03-07,4.200960159301758
2000-03-08,4.243826866149902
2000-03-09,4.315271854400635
2000-03-10,4.30098295211792
2000-03-13,4.215249061584473
2000-03-14,4.17238187789917
2000-03-15,4.200960159301758
2000-03-16,4.286694049835205
2000-03-17,4.315271854400635
2000-03-20,4.258115768432617
2000-03-21,4.286694049835205
2000-03-22,4.258115768432617
2000-03-23,4.286694049835205
2000-03-24,4.258115768432617
2000-03-27,4.258115768432617
2000-03-28,4.258115768432617
2000-03-29,4.343850135803223
2000-03-30,4.2295379638671875
2000-03-31,4.343850135803223
2000-04-03,4.258115768432617
2000-04-04,4.286694049835205
2000-04-05,4.200960159301758
2000-04-06,4.200960159301758
2000-04-07,4.200960159301758
2000-04-10,4.258115768432617
2000-04-11,4.286694049835205
2000-04-12,4.40100622177124
2000-04-13,4.443872928619385
2000-04-14,4.17238187789917
2000-04-17,3.943758964538574
2000-04-18,4.17238187789917
2000-04-19,4.058070182800293
2000-04-20,4.115225791931152
2000-04-24,4.186670780181885
2000-04-25,4.2295379638671875
2000-04-26,4.343850135803223
2000-04-27,4.258115768432617
2000-04-28,4.315271854400635
2000-05-01,4.286694049835205
2000-05-02,4.286694049835205
2000-05-03,4.286694049835205
2000-05-04,4.30098295211792
2000-05-05,4.315271854400635
2000-05-08,4.315271854400635
2000-05-09,4.343850135803223
2000-05-10,4.315271854400635
2000-05-11,4.343850135803223
2000-05-12,4.315271854400635
2000-05-15,4.372427940368652
2000-05-16,4.40100622177124
2000-05-17,4.40100622177124
2000-05-18,4.40100622177124
2000-05-19,4.42958402633667
2000-05-22,4.42958402633667
2000-05-23,4.6010518074035645
2000-05-24,4.6010518074035645
2000-05-25,4.543896198272705
2000-05-26,4.543896198272705
2000-05-30,4.6010518074035645
2000-05-31,4.4581618309021
2000-06-01,4.4867401123046875
2000-06-02,4.658207893371582
2000-06-05,4.658207893371582
2000-06-06,4.743940830230713
2000-06-07,4.743940830230713
2000-06-08,4.743940830230713
2000-06-09,4.858253002166748
2000-06-12,4.886830806732178
2000-06-13,5.115455150604248
2000-06-14,5.201189041137695
2000-06-15,5.3155012130737305
2000-06-16,5.258345127105713
2000-06-19,5.144032955169678
2000-06-20,5.029720783233643
2000-06-21,5.144032955169678
2000-06-22,5.115455150604248
2000-06-23,5.08687686920166
2000-06-26,5.201189041137695
2000-06-27,5.08687686920166
2000-06-28,5.144032955169678
2000-06-29,5.144032955169678
2000-06-30,5.229766845703125
2000-07-03,5.229766845703125
2000-07-05,5.229766845703125
2000-07-06,5.286922931671143
2000-07-07,5.34407901763916
2000-07-10,5.37265682220459
2000-07-11,5.201189041137695
2000-07-12,5.201189041137695
2000-07-13,5.286922931671143
2000-07-14,5.286922931671143
2000-07-17,5.229766845703125
2000-07-18,5.286922931671143
2000-07-19,5.37265682220459
2000-07-20,5.3155012130737305
2000-07-21,5.401235103607178
2000-07-24,5.3155012130737305
2000-07-25,5.301211833953857
2000-07-26,5.258345127105713
2000-07-27,5.258345127105713
2000-07-28,5.144032955169678
2000-07-31,5.201189041137695
2000-08-01,5.201189041137695
2000-08-02,5.144032955169678
2000-08-03,5.201189041137695
2000-08-04,5.172611236572266
2000-08-07,5.201189041137695
2000-08-08,5.201189041137695
2000-08-09,5.029720783233643
2000-08-10,4.8010969161987305
2000-08-11,4.858253002166748
2000-08-14,5.036866188049316
2000-08-15,5.029720783233643
2000-08-16,5.029720783233643
2000-08-17,5.029720783233643
2000-08-18,5.08687686920166
2000-08-21,5.08687686920166
2000-08-22,5.029720783233643
2000-08-23,5.029720783233643
2000-08-24,5.115455150604248
2000-08-25,5.029720783233643
2000-08-28,5.08687686920166
2000-08-29,5.201189041137695
2000-08-30,5.37265682220459
2000-08-31,5.401235103607178
2000-09-01,5.34407901763916
2000-09-05,5.286922931671143
2000-09-06,5.3155012130737305
2000-09-07,5.3155012130737305
2000-09-08,5.229766845703125
2000-09-11,5.201189041137695
2000-09-12,5.258345127105713
2000-09-13,5.486968040466309
2000-09-14,5.8584818840026855
2000-09-15,5.601280212402344
2000-09-18,5.687014102935791
2000-09-19,5.687014102935791
2000-09-20,5.651291847229004
2000-09-21,5.544124126434326
2000-09-22,5.572701930999756
2000-09-25,5.37265682220459
2000-09-26,5.37265682220459
2000-09-27,5.34407901763916
2000-09-28,5.229766845703125
2000-09-29,5.229766845703125
2000-10-02,5.201189041137695
2000-10-03,5.201189041137695
2000-10-04,5.201189041137695
2000-10-05,5.258345127105713
2000-10-06,5.172611236572266
2000-10-09,5.172611236572266
2000-10-10,5.001142978668213
2000-10-11,4.743940830230713
2000-10-12,4.829675197601318
2000-10-13,4.943986892700195
2000-10-16,4.915409088134766
2000-10-17,4.858253002166748
2000-10-18,4.743940830230713
2000-10-19,4.8010969161987305
2000-10-20,4.886830806732178
2000-10-23,4.772519111633301
2000-10-24,4.886830806732178
2000-10-25,4.858253002166748
2000-10-26,4.829675197601318
2000-10-27,4.915409088134766
2000-10-30,4.886830806732178
2000-10-31,4.943986892700195
2000-11-01,4.915409088134766
2000-11-02,4.943986892700195
2000-11-03,4.915409088134766
2000-11-06,4.915409088134766
2000-11-07,4.943986892700195
2000-11-08,4.915409088134766
2000-11-09,4.915409088134766
2000-11-10,4.943986892700195
2000-11-13,4.972565174102783
2000-11-14,4.986854076385498
2000-11-15,5.115455150604248
2000-11-16,4.972565174102783
2000-11-17,5.029720783233643
2000-11-20,4.915409088134766
2000-11-21,5.029720783233643
2000-11-22,4.972565174102783
2000-11-24,4.972565174102783
2000-11-27,4.943986892700195
2000-11-28,4.915409088134766
2000-11-29,4.972565174102783
2000-11-30,5.001142978668213
2000-12-01,5.001142978668213
2000-12-04,5.029720783233643
2000-12-05,5.029720783233643
2000-12-06,5.001142978668213
2000-12-07,4.915409088134766
2000-12-08,5.08687686920166
2000-12-11,5.486968040466309
2000-12-12,5.687014102935791
